Other,English
// Dictionary //,// Dictionary //
// Symbols //,// Symbols //
ya. (pc)¹,[affirmative indicator of yes/no question]
na (pc),[affirmative]
kuru (n)²,[animate indicator]
"ani (pc)¹, hani (pc)",[answer expectation]
"ani (pc)¹, hani (pc)",[command]
na (pc),[conclusive]
po (sf)(pc),[diminutive]
wak (adv),[exclamation of surprise]
tu (pc),[frequency]
kor (pc),[gerund maker]
"ani (pc)¹, hani (pc)",[imparative]
"ro (n), yan. (pc)(p)",[imperative]
yan. (pc)(s),[imperative][rare]
ram (pc),[intensifier]
he (pc),[interrogative]
ekasi (n),[male title of respect]
"sak (adj), sakno (adv)",[negative former]
"p (sf), pe (sf)",[nominalizer]
sir (pc),[ongoing action indicator]
ape-eynu,[OY60-159]?????/
ap (pc),[past time indicator]
tu (sf),[plural]
ya? (pc)²,[question indicator]
yay (pr)(pf),[reflexive]
"ani (pc)¹, hani (pc)",[request]
tu (pc),[severity]
tu (pc),[sincerity]
"ani (pc)¹, hani (pc), po (pc)",[softener]
kosa (n)²,< (Ja) goza: mat
hicuci (n),< (Ja) hitsuji: sheep
mame (n),< (Ja) mame: bean
manayta (n),< (Ja) mana-ita: cutting board
muy (n)³,< (Ja) mi: winnow
pan (n)¹,< (Ja) pan: bread
sake (n),< (Ja) sake: rice beer
same (n),< (Ja) same: shark
tampako (n),< (Ja) tabako: tobacco
tama (n),< (Ja) tama: ball
tane (n),< (Ja) tane: seed
teppo (n),< (Ja) teppô: hand gun
tuci (n),< (Ja) tuchi: mall
umma (n),< (Ja) uma: horse
yupin (n),< (Ja) yûbin: mail
ca (n)º,< (Zh) Cha: tea
aoka (pr2),< a (X) + oka (vi)
aokay (pr2),< a (X) + okay (vi)
aciw-cikap (n),< aciw (vt) + cikap (n)¹
ape-etok (n),< ape (n)² + etok (n)
ape-etumpe (n),< ape (n)² + etun (vt) + pe (sf)
ape-huci-kamuy (n),< ape (n)² + huci (n)² + kamuy (n)
ape-nuy (n),< ape (n)² + nuy (n)
apetumpe (n),< ape-etumpe (n)
"ape-huci (n), ape-kamuy (n)",< ape-huci-kamuy (n)
ape-kamuy-turihi (n),< ape-kamuy (n) + turihi (n)(g)(x)
attus-karape (n),< attus (n) + karape (n)
cepkap (n),< cep (n) + kap (n)
cep-motot (n),< cep (n) + motot (n)
ceppo (n),< cep (n) + po (sf)(pc)
cepkap-hos (n),< cepkap (n) + hos (n)
ermu-koyki (n),< ermu (n) + koyki (vt)
etu-puy (n),< etu (n) + puy (n)²
humpe-etor (n),< humpe (n) + etor (n)
humpe-ki (n),< humpe (n) + ki (n)¹
kamuy-hum (n),< kamuy (n) + hum (n)
kapkar (vt),< kap (n) + kar (vt)
moma-ni (n),< moma (n) + ni (n)
retatcir (n),< retar (adj) + cir (n)¹
rorun (n),< ror (n) + un (n)
rorun-inumpe (n),< rorun (n) + inumpe (n)
sat-cep (n),< sat (adj) + cep (n)
sayo-sû (n),< sayo (n) + sû (n)
"sesek-maw (n)¹, sesek-maw (n)²",< sesek (x) + maw (n)
sir-pirka (n),< sir (n)³ + pirka (adj)
sir-popke (n),< sir (n)³ + popke (n)
su-at (n),< su (n) + at (n)
"tampa (adv), tanpa (adv)",< tan (pr) + pa (n)¹
tanto (adv),< tan (pr) + to (n)²
ya-peka (adv),< ya (n)¹ + peka (adv)¹
yattep (n),< ya (n)² + atte (vt)² + p (sf)
ya-oske (vi),< ya (n)² + oske (vi)
yammakka (n),< yam-wakka (n)
yuk-ranke-kamuy (n),< yuk (n) + ranke (vt) + kamuy (n)
yuppo (n),< yup (n) + po (sf)(pc)
yupke-itak (n),< yupke (adj) + itak (n)
yupke-ruyampe (n),< yupke (adj) + ruyampe (n)
yupke-sisuye (n),< yupke (adj) + sisuye (vi)
poki-sey (n),> (Ja) hokki-gai: Sakhalin surf clam
kompu (n),> (Ja) kombu: seaweed type
rakko (n),> (Ja) rakko: sea otter
sar-us (n),> (Ja) saru: monkey
taka (n),> (Ja) taka: hawk
tunakay (n),> (Ja) tonakai: reindeer
rok (vi)(p),> a (vi)(s)
"acapo (n), acipo (n), kewsut (n)",> aca (n)
aca (n),> acapo (n)
"aca (n), acapo (n)",> acipo (n)
"atuy-so (n), atuy (n), rep (n)¹",> acuy (n)
"aki (n)(g)(x), akihi (n)(g)(x)",> ak (n)
wakka (n),> aka (n)
"ak (n), akihi (n)(g)(x)",> aki (n)(g)(x)
"ak (n), aki (n)(g)(x)",> akihi (n)(g)(x)
"yakka (pop), yakkay (pop)",> akka (pop)
"ami (n)(g)(x), amihi (n)(g)(x)",> am (n)
amama (n),> amam (n)
amam (n),> amama (n)
amihi (n)(g)(x),> ami (n)
am (n),> ami (n)(g)(x)
"am (n), ami (n)(g)(x)",> amihi (n)(g)(x)
ami-tanne-ya-oskep (n),> ami-tanne (n)
ami-tanne (n),> ami-tanne-ya-oskep (n)
ampayaya (n),> ampay (n)
ampay (n),> ampayaya (n)
"ap (n)², pe (n)¹",> ampe (n)¹
ape (n)²,> ampe (n)²
hani (pc),> ani (pc)¹
ari (pop),> ani (pc)²
"aoka (pr2), aokay (pr2)",> anokay (pr2)
"anokay (pr2), aokay (pr2)",> aoka (pr2)
"anokay (pr2), aoka (pr2)",> aokay (pr2)
"ape-kor (vi), ape (n)¹",> ap (n)¹
ampe (n)¹,> ap (n)²
apa-usta (n),> apa-sta (n)
apa-sta (n),> apa-usta (n)
"huci (n)¹, unci (n)",> ape (n)
ap (n)¹,> ape (n)¹
ampe (n)²,> ape (n)²
ape-ni (n)²,> ape-cikuni (n)
apetumpe (n),> ape-etumpe (n)
"ape-huci-kamuy (n), ape-kamuy (n), ape-uci (n), iresu-huci (n), iresu-kamuy (n), kamuy-huci (n), onne-huci (n), unci-kamuy (n)",> ape-huci (n)
"ape-huci (n), ape-kamuy (n), iresu-huci (n), iresu-kamuy (n), kamuy-huci (n), onne-huci (n), unci-kamuy (n)",> ape-huci-kamuy (n)
"ape-huci-kamuy (n), ape-huci (n), iresu-huci (n), iresu-kamuy (n), kamuy-huci (n), onne-huci (n), unci-kamuy (n)",> ape-kamuy (n)
ape-kis (n),> ape-kes (n)
ape-kes (n),> ape-kis (n)
"ap-kor (vi), ap (n)¹",> ape-kor (vi)
apa (vi),> apekus (vi)
ape-cikuni (n),> ape-ni (n)²
ape-nupek (n),> ape-nipek (n)
ape-nipek (n),> ape-nupek (n)
nuy (n),> ape-nuy (n)
ape-sokot (n),> ape-oy (n)
ape-seseku (n),> ape-seseki (n)
ape-seseki (n),> ape-seseku (n)
ape-oy (n),> ape-sokot (n)
ape-etumpe (n),> apetumpe (n)
ape-huci (n),> ape-uci (n)
ape-kor (vi),> ap-kor (vi)
"sokkar (n), toma (n)², yattuy (n)²",> aputki (n)
arka (vi),> araka (vi)
ani (pc)²,> ari (pop)
araka (vi),> arka (vi)
arupa (vi)(s),> arpa (vi)(s)
arupare (vt),> arpare (vt)
arpa (vi)(s),> arupa (vi)(s)
arpare (vt),> arupare (vt)
"aruwan (adj), arwa (adj), arwan (adj)",> aruwa (adj)
"aruwa (adj), arwa (adj), arwan (adj)",> aruwan (adj)
"aruwa (adj), aruwan (adj), arwan (adj)",> arwa (adj)
"aruwa (adj), aruwan (adj), arwa (adj)",> arwan (adj)
ruy (vi),> as (vi)²
asikipet (n),> asikepet (n)
asikepet (n),> asikipet (n)
asir (adj),> asin (adj)
asippa (vi)(p),> asip (vi)(s)
asip (vi)(s),> asippa (vi)(p)
"asin (adj), asir an (adj), asit (n)",> asir (adj)
asir (adj),> asir an (adj)
asirki (vt),> asirkara (vt)
asirkara (vt),> asirki (vt)
asir (adj),> asit (n)
"atu (n)(g)(x)¹, atuhu (n)(g)(x)¹",> at (n)¹
"atu (n)(g)(x)², atuhu (n)(g)(x)²",> at (n)²
"at (n)¹, atuhu (n)(g)(x)¹",> atu (n)(g)(x)¹
"at (n)², atuhu (n)(g)(x)²",> atu (n)(g)(x)²
"at (n)¹, atu (n)(g)(x)¹",> atuhu (n)(g)(x)¹
"at (n)², atu (n)(g)(x)²",> atuhu (n)(g)(x)²
"acuy (n), atuy-so (n), rep (n)¹",> atuy (n)
"acuy (n), atuy (n), rep (n)¹",> atuy-so (n)
"aye (n)(g)(x), ayehe (n)(g)(x)",> ay (n)¹
"ay (n)¹, ayehe (n)(g)(x)",> aye (n)(g)(x)
"ay (n)¹, aye (n)(g)(x)",> ayehe (n)(g)(x)
"ch, j",> c
t + i,> c + i
s + t,> c + t
sa (n)¹,> ca (n)¹
"car (n), caro (n)(g)(x), pan (n)², par (n), paro (n)(g)(x), paroho (n)(g)(x)",> ca (n)²
cas (n),> ca (n)³
caha (n)(g)(x),> ca (n)ª
