Other,English
Irene uuye ich'e,my name is Irene
Kwanlin-u,Whitehorse
Kwanlin-u ninje,i live in Whitehorse
Linde uye ach'e,her name is Linda
Shotana uyizhi ch'e,his name is Shothana
Shutin ku kwats'an ishral,i'm walking to Shutin's house
Taa'an Man may ninje,i live beside Lake Laberge
a,my
adalal,it is springtime
"adich'ar, adich'ar lu ka",i am fishing
agay,wolf
agay,wolves
agay ke kwach'e,these are wolf tracks
"agay n'ia?, ak'a agay ni'i?",do you see any wolves?
"agay utlay ni'i, aghay atla ni'i",i see lots of wolves
aghajan ch'e,it is a woman
"aghajan lajadaya, aghajel ladanal",the woman is going hunting
aghajan nanndhay shanatsi,she is picking blueberries
"aghajan ye da'i?, aghajel ye da'ia?",what is the woman doing?
"aghajan zhur shanatsi, aghajel zhur neme",the woman is picking berries
"aghajan, aghajel",woman
aghajel etl'el,the woman is running
aghajel nanelu,the woman is sewing
aghajela,girl
aghajela ch'e,it is a girl
aghajela eda,the girl is sitting
aghajela ye da'i ach'u,what's the little girl doing?
aghajela ye da'ia?,what is the girl doing?
aghay,yes
aghay kwajanadhel,it is getting warm
aguk'a ach'e,it is my cup
agwat,knee
"ajanatth'a, ajenttha'a",listen!
aju,no
aju,nothing more
aju aguk'a ach'e,it is not my cup
aju ats'an kwadhal,it isn't warm for me
aju chu yenili,i don't want water
aju dan janitth'a,i don't understand native lang
aju dan k'e kwishe,i don't speak native language
aju demat,he is not hungry
aju di yenili; chu yenili,i don't want tea; but water
aju dimat,i am not hungry
aju idli,i am not cold
aju kwak'u chich'a,it is not cold outside
aju lu yenili,i do not want fish
aju nits'i nits'i,it is not windy
aju njanitth'a,i don't understand you
"aju sha kuli, aju shra kwali",it is not sunny
aju shawthan dan janitth'a,don't understand it very well
aju tan ts'adegur,the ice isn't breaking up
aju uyinnji,i don't know
aju yaw nikhyaw,it is not snowing
ajua ni'i,i see my younger sister
ajuda,younger sister
"ak'a mbay ni'i?, may ni'ia?",do you see any sheep?
ak'aw,hurry
ake,foot
aku,my house
ama,mother
amada,older sister
amada ni'i,i see my older sister
"an dida, an nidhat",move over
anaya,brother
anaya ni'i,i see my older brother
anday,eye
ani,face
anji shakwathan,i am happy
asay,he is crying
ashala,younger brother
ashala ni'i,i see my younger brother
asheyi ghajela,aishihik girl
asi,grandfather
asi,nose
asu,grandmother
ata,father
athan,meat
athan gan,dry meat
athan gan itthu,i am eating dry meat
athan gan yenili,i want dry meat
athan yenili,i want meat
ats'aket ku ts'an anal,he is walking to the store
ats'eket ku ts'an ishral,i'm walking to the store
atthan tak'ar ech'u,he's frying some hamburger
ayet aghajela ch'e,that is a girl
"ayet bibia ch'e, dazhan bibia ach'e",this is a baby
