Other,English
gecä (vaxt),(at) night
Gndz (vaxti),(in the ) afternoon
Axšam (vaxti),(in the) evening
sähär (vaxti),(in the) morning
çäpiš,1-year-old kid
sypa,2-year-old colt
"müämmali kompliment, šübhäli, xoš söz",a back-handed compliment
hamam däsmali,a bath towel
"ädyal, yorGan",a blanket
bir fincan qähvä,a cup of coffee
Bir neä däqiqä,A few minutes
çalhy,a k. of broom
sar,a k. of falcon
bijan,a k. of grass
"jeläk, jelän",a k. of short coat
az,a little
Bir az,A little
Çoxdan,a long time ago
Bir çox,A lot
baldyz,a man's wife's younger sister
"japahy, japaq",a mass of hair
iynä-sap,a needle and thread
radioqäbuledici,a radio
soyuducu,a refrigerator
telefon,a telephone
televizor,a television
däsmal,a towel
"pärt edilmiš, täšvišä salinmiš",aback
ijrän-,abhor
atom bombasi,A-bomb
"juxary, uxary",above
ažy,acid
zam,addition
Ünvan,Address
"kärki, kerki",adze
son,after
jenä,again
"ilxy, ylxy",age
hava,air
Kondisioner,Air conditioner
"Aeroport, Hava limani",Airport
diri,alive
hamisi,all
Bütün,All
kondisoner,an air-conditioner
külqabi,an ashtray
-n,an ending of the 2d person
olmaja,an expression of warning
bir ädyal dä (yorGan),an extra blanket
bir yastiq da,an extra pillow
umažaG,an object of hope
dumanli ideya,an obscure idea
vä,and
äleyküm salam,And upon you; be peace
"mäläk, päri",angel
"öxbä, öž",anger
bužah,angle
heyvan,animal
topuG,ankle-bone
žar,announcement
"Garyšha, qarišqa",ant
"Bu gün üçün bos, otaq varmi?",Any vacancies for tonight?
alma,apple
ärik,apricot
aprel,April
Mänim üçün ... yoxdur ki?,Are there any ... for me?
Siz evlisiniz,Are you married?
saj,area covered with stones
"Gol, qol",arm
ordu,army
Gëlis,Arrival
ox,arrow
damar,artery
kül,ash
göjrüš,ash tree
kül,ash(es)
kül,ashes
Külqabi,Ashtray
Göt,ass
dämäk,Asshole
gecä yarisi,At midnight
Günorta,At noon
Martin ävvälindä,At the begining of March
Särhäddä,At the border
Sentyabrin axirinda,At the end of September
Mehmanxanada,At the hotel
daraš-,attack
avqust,August
payiz,autumn
güz-äm,autumn wool
biz,awl
balta,axe
Azärbaycanca,Azerbaijani
Azerbaycan dili,azeri (language)
mama,baby food
"ard, arxa, bel, geri",back
sahyr,back of horse
jaman,bad
Pis,Bad
porsuG,badger
Yük,baggage
Saxlama kamerasi,baggage check room
Yük kvitansiyas?,Baggage ticket
daz,bald
jumaG,ball of wool
Bank,Bank
GabyG,bark
qabiq,bark of tree
arpa,barley
Gysyr,barren cow
GysraG,barren mare
basa,base
jarasa,bat
Vanna otaGi,Bath room
Govuš-,be brought together
don-,be frozen
una-,be satisfied
bänzä-,be similar
munžuh,beads
ayi,bear
saqqal,beard
gözäl,beautiful
üçün,because of
Gamaš-,become blinded
doj-,become satiated
yataq,bed
ary,bee
Mal ëti,Beef
pivä,beer
Pivë,Beer
Gymrow,bell
körük,bellows
"Garyn, qarin",belly
Gajyr-,bend
jeg,better
ara,between
içki,Beverage
afsunlu,bewitched
"böjük, böyük",big
kös,big drum used in ceremonies
tämänä,big needle
Hesab,Bill
kändi,bin
"Guš, kuš, quš",bird
žumurt,bird-cherry
pätänäk,bird's stomach
Ad günü,Birthday
"ganjykh, GanžyG",bitch
"Gara, qara",black
Gara-hat,blackberry
GovuG,bladder
blank,blank
jorhan,blanket
alGyš,blessing
kor,blind
"GasaG, GasnaG",block
"Gan, qan",blood
"göj, göy",blue
Gaban,boar
"gämi, qayiq",boat
"äjin, bädän, boj",body
daššaG,bolls
nus olsun!,Bon appétit!
sümük,bone
kitab,book
kitab magazasi,Book shop
sërhëd,Border
"üšgü, üškü",borer
Gojun,bosom
här ikisi,both
ämäk,bother
jaj,bow
kiriš,bow string
bejin,brain
käpäk,bran
"budaG, çubuG, dal",branch
"äppäk, çöräk",bread
