Other,English
"molé, zique",a few
royar,a pit
agosile,abeyance
inviron,about
au d'zeur,above
apsurte,absurd
comptape,accountant
liche,adult bitch
"cahou, mahou",adult cat
avantache,advantage
consel,advice
"cor, incor",again
âche,age
align'mint,alignment
"tertous, tertoutes",all
manicraque,all mechanical object
"courée, voïette, voyette",alley
"eune, in, inne, un'n",an
anche,angel
bétal,animal
freumion,ant
défoutu,antagonized
apôte,apostle
peimme,apple
patrouillard,apple pie
quiou,apple turnover
sensipe,appreciable
conv'nape,appropriate
"écourcheux, tabïer",apron
arape,Arabic
alintour,around
hare,arrogant
artisse,artist
auchi,as
"chinte, groche",ash
"péteusse, péteux",ashamed
chindrier,ashtray
assemblache,assembly
à mon,at
artardataire,atraggler
attintion,attention
"garnier, guernier",attic
attitute,attitude
tarelle,auger
effroïape,awful
pire,bad
"capenoule, capenoule, mécant, mécante, mordreux, pizinque",bad boy
pigrette,bad boy (1)
crignu,bad character
chirloute,bad coffee
caboche,bad head
bief,bad sticky and hard earth
musette,bag
malette,bag in canvas for transperter
cabas,bag to commission
"mape, quénèque",ball
cabaret,bar coffee
marchandache,bargaining
aboimint,bark
"orche, pamelle",barley
granche,barn
"futalle, tonnieau",barrel
corbelle,basket
mand'lette,basket to wicker linen
batalle,battle
batinse,beam
fèfe,bean
barpe,beard
"biête, guindoul'",beast
battache,beating
"bellot, bellotte, bieau, bielle",beautiful
pace que,because
"bett'raf', bett'rape",beet
pa-d'vant,before
croïape,believable
"cloque, cloquette",bell
cloquer,bell-tower
panche,belly
au d'zou,below
"cheinture, cheinturon",belt
bambé,bench
"meïeux, meilleux, miux",better
intre,between
biclo,bicycle
"grante, grinde",big
tèle,big bowl
bowette,big gallery of mine
"vanch'elle, vanch'relle",bindweed
brinque,binge
"fifi, ogeau, ojieau, osiau",bird
quienne,bitch
"morchure, mordure",bite
drôle,bizarre
catain,blackberry
mouviar,blackbird
oïette,blackhead
blonte,blond
planque,board
logeux,boarder
vantarte,boaster
batieau,boat
corsache,bodice
bouli,boiled beef
cavet,bolster
"érèque, oche",bone
life,book
innui,boredom
canulant,boring
imbêt'mint,bother
boutelle,bottle
bougnou,bottom of the mine
gobe,bowl
"coco, garchon",boy
goujar,boy of farm
méninche,brain
chervelle,brains
ronche,bramble
branque,branch
éramures,branches
affronté,brash
braf',brave
zique,brave man
brijeux,breaker
"brachie, bracon",brewed
brasseux,brewer
"grind, rute",brig
bronsse,bronze
ramon,broom
brutal'mint,brutally
chiclet,bubble gum
ruate,buck
"séau, séïau, sieau",bucket
blouque,buckle
frisette,buckle (hairs)
boule d'orelle,buckle of ear
armuer,budge
insecque,bug
soufflette,bulb
taure,bull
malo,bumblebee
"boche, bouloche",bump
frusquin,bundle
barbouillache,bur
to think,busier
burre,butter
à forche ed',by dint of
mot' (à s'),by its manner
cadafe,cadaver
mine workers,cafu
"cache, gaillolle, gaïolle",cage
gâtieau,cake
caudron,caldron
gale,call to hands
campinch',camping
"candelle, cierche",candle
"boulette, chuque",candy
arnitoile,canvas of spider
carette,car
concierche,caretake
ducasse,carnival
armonte,carried up
porteux,carrier
caronne,carrion
carrette,cart
"carrieux, carrioleux",carter
"carée, carretée",cartload
doulle,cartridge
carron,cartwright
coffe,case
catieau,castle
"cat, minou",cat
catéchime,cathecism
cafe,cellar
chimint,cement
chimintière,cemetery
sièque,century
quainne,chain
"caïelle, céhière",chair
champane,champagne
cangemint,change
capelle,chapel
carrette,chariot
charitape,charitable
racontache,chat
balouffe,cheek
babache,cheek of child
gaite,cheerful
fromache,cheese
chériche,cherry
"pouchin, pouïette, pouillette",chick
"bimbin, éfant, gosse, infant, jonne, loute, rojin",child
quinquin,child (1)
infance,childhood
frodure,chilly
ramonache,chimney-sweeping
minton,chin
équette,chip of wood
cigeau,chisel
"égliche, églisse",church
chite,cider
chiterne,cistern
criblache,claening of coal
prope,clean
nettiache,cleaning
"épinche, pinche",clip
horloche,clock
chabot,clog
nuache,cloud
clafe,clover
"berdouilleux, maladrot, malapatte",clumsy
carbon,coal
mantieau,coat
jus,coffee (liquid)
"alambic, marabout",coffee pot
bistoule,coffee with alcohol
cercueul,coffin
"frod, rhomatique",cold
gorgère,collar of shirt
collèque,colleague
"ramasseusse, ramasseux",collector
collèche,college
"détouloir, peinne",comb
crignu,combed pain
arvenant,coming back
"déchinte, déquinte",coming down
compane,companion
companie,company
comparape,comparable
recueul,compilation
complimint,compliment
compréhinsipe,comprehensible
conscienche,conscience
consint'mint,consent
considérape,considerable
barré,constipated
sarquie,contained of a bag
contimpler,contempler
contrôleux,controller
parlotte,conversation
biture,cooked
popotte,cooked dish
cuife,copper
noïau,core
incognure,corner
queugnet,corner in wood
"trempe, volée",correction
in forme ed'gins,correctly
"cotelle, cotron",cotillion
tignon,cough-grass
coupe,couple
couverte,cover
vaque,cow
finte,crack
berche,cradle
manique,crank
crapette,crepe
crox,cross
noirte,crotchet
joujouque,crouch down
fondrie,crumbling
crousse,crust
queugnet,crust of bread
"brayou, grignard, grognou",cry baby
jatte,cup
"amelle, cotch",cupboard
maclotte,curd
curieusse,curious
grogelle,currant
flaïet,curse
pa,dad
"dinseusse, dinseux",dancer
picholit,dandelion
niouque,darn
sourte,deaf
"quer, querre",dear
parfond,deep
muralle,defensive wall
livrape,deliverable
arrivache,delivery
déluche,deluge
dentisse,dentist
matons,deposits to the bottom of beer
invie,desire
diape,devil
lanche,diaper
"drisse, droule",diarrhea
ripe,diarrhea of animals
cholaïlle,died to laugh
"nacqu'cieux, rute",difficult
pluqueux,difficult meal
russes,difficulties
imbroulle,difficulty
direcque,direct
étalache,display
broustia,disregarded
de s'déglaminter!,doesn't stop
"cabot, quien, tchien",dog
baudet,donkey
"huche, huis",door
porjet,door of the court or garden
doupe,double
soft person,doudouche
minou,down of wood
"arée, drache, drachée, guernée, marée",downpour
mademoiselle,dragonfly
rêfe,dream
purche,drench
rope,dress
"arnéqué, loqu'teux",dressed badly
commote,dresser
commote,dresser (piece of furniture)
séquoir,drier
chuche,drink
buveux,drinker
méneux,driver
guil,dropping of nose
"ca'd'z'iux, cacasses, cachifs, cassiux",droppings in eyes
séqu'rèche,drought
boeutier,drover
in guince,drunken
"biture, pronne",drunkeness
arsoule,drunlard
anette,duck
