Other,English
a gamba,on foot
a grito pelado,to big voices
a la guarda,A lot
A la gurda,Refuge
a la marchanta,carelessly
a los caños,Poverty
a pata,on foot
a rolete,A lot
abacanada,"The one that seems rich, The one that seems"
abacanado,"The one that seems rich, The one that seems"
abacanar,give luxury to who doesn't hav
Abanicar,Police agent
abanicarse,"To escape for a door, To leave"
abanico,"door, police Agent"
Abaragar,show the knife the opponent's
abarajar,To catch to the flight
abatatado,afraid
abatatarse,"made a mistake for confusion, To get scared"
ablandado,afraid
ablandar,to bribe
ablandarse,to get scared
ablande,bribe
abocado,thoughtless
abocarse,to throw
abombada,heedless
abombado,"heedless, Silly (1)"
ABOTONADO,Married
ABOTONARSE,To marry
ABRANCAR,To catch
ABRELATAS,Punish
ABRIBOCA,Distracted
Abricola,Distracted
Abriles,synonym of years
Abrir cancha:,clear the place of a war
ABRIRSE,"To desist of a company, To leave"
ABROCHADO,Married
ABROCHARSE,To marry
ACABAR,To ejaculate
Academia,Dance living rooms
Acamala,to load
ACAMALADOR,Tight
ACAMALAR,To protect
ACAMALAR,"To maintain, To monopolize"
ACAMALARSE,To live together
Acanalar,To hurt with steel
ACEITADO,Bribed
ACEITAR,To bribe
Aceitar los patines,To prostitute
ACEITE,to take Leaving quickly
ACEITE,"to give the Discharge, Bribe"
ACEITE,Bribe
ACEITOSA,Head
ACEITUNAS,"change the water urinating, Testicles"
ACEITUNAS,Testicles
ACEITUNAS,they gave him the Discharge
ACEITUNAS,to take Leaving quickly
achacada,Stolen
ACHACADO,"Stolen, Unhealthy"
ACHACADOR,Malefactor
achacar,"to rob, To steal"
ACHACO,Robbery
Achicar,To intimidate
Achuchado,Afraid (1)
ACHUCHARSE,Afraid
Achumado,Drunk
ACHUMADO,Drunk
ACHUMARSE,To be intoxicated
ACHURADO,Murdered
ACHURAR,"To kill to knife, To murder"
ACOGOTAR,To strangle
acomodada,Favored by influential people
ACOMODADO,"Favored by influential people, Recommended"
ACOMODAR,To recommend
ACOMODO,"Privilege situation, influences favorable"
ACOMPAÑAR,In soccer
ACOYARADO,Married
ACOYARARSE,To marry
Acoyarse,To marry
ACUÑADO,Recommended
ACUÑAR,To recommend
Adición,expenses of the restaurant
ADICÓN,Invoice of restaurant expenses
ADOBADO,Drunk
ADOBARSE,To be intoxicated
ADOQUÍN,rude
ADORNADO,Bribed
ADORNAR,To bribe
ADORNO,Bribe
AFANANCIO,Thief
afanar,"to rob, To steal"
afano,"to rip-off, Robbery"
AFIAMBRADO,Murdered
AFIAMBRAR,To kill
AFILADOR,"Cortejante, lover"
AFILAR,"To court, To celebrate"
AFLOJAR,To accuse
AFRECHO,Sexual appetite
AFRECHUDO,Rijoso
Africar,surrender with force
AGACHADA,"Giving up, Infidelity"
AGARRADA,"It disputes, disputes"
AGARRARSE,To dispute
AGAYAS,Brave
AGAYUDO,Brave
AGRAMPAR,To catch
AGRANDADO,Ostentatious
AGUA Y AJO,invitation to the patience
AGUANTADERO,Criminals' refuge
AGUANTE,solidarity
AGUANTIÑAR,To confront
ÁGUILA,"Very poor, Indigent"
ÁGUILA,Worthy of respect
AGUILERO,"Very poor, Indigent"
AINENTI,Stones (children's Game)
Al bardo,"leave to steal without a plan, Unsuccessfully"
al brodo,To be ruined economically
al cuete,Unsuccessfully
al divino botón,Unsuccessfully
AL PEDO,useless
AL PELO,exactly
Al pucho,Immediately
ALACLANEAR,To speak bad
ALACRÁN,Gossiper
ALACRANEAR,Chismosear
ALACRANEO,Chismerío
Alacransar,To speak bad
ALAMBRADA,Guitar
ALCA,Pimp
ALCACHOFA,Pimp
ALCAGÜETEAR,To accuse
ALCAGÜETERÍA,Delation
ALCAHUETE,informer
ALCANCIA,Jail
ALCAUCIL,"Gossiper, Pimp"
ALCE,Occasion
ALFAGÍA,High
Alfajía,High
ALFILER,Steel
Algo voy a cerebrar,I'll think something up
ALIVIAR,To steal
ALMANAQUES,Age
ALPEDOLOGÍA,talk about a topic not knowing
Alpedología,speak without knowledge
ALPEDÓLOGO,one who talks without knowing
ALPISTE,Alcoholic drink
ALPISTERÍA,Bar
ALPISTERO,Drunk
ALTILLO,Head
ALTIYERO,Excellent
ALTIYO,Head
ALUMBRANTE,Match
ALUMBRAR,"To help, To provide money"
ALZARSE,To leave
AMACHIMBRADO,Lived together
AMACHIMBRARSE,To live together
AMARGO,Coward
amarreta,Greedy
AMARRETE,"Greedy, Tight"
AMARRETEAR,"to be greedy, to greed"
AMARRETISMO,Meanness
AMARRO,"Greedy, Tight"
AMARROCADOR,tight
AMARROCAR,"To keep with avarice, To store"
AMARROTO,Tight
amasijada,Very not well wounded
AMASIJADO,"Very not well wounded, Murdered"
AMASIJAR,"To punish very difficultly, To kill"
AMASIJO,"punish violent, thrashes"
AMBIDEXTRO,Pederast
AMBIGUO,Effeminate
AMUEBLADA,Harbor transitory
AMURADO,Abandoned
AMURAR,To abandon
amurar o biaba,together
AMURO,Jail
ANA-ANA,"Distribution, For halves"
ANALFA,Ignorant
ANALFABESTIA,Ignorant
Añapar,To catch
ANCÚ,Care!
ANDANTE,Pedestrian
ANDUMA,We go
ANGELITO,"Frank, little angel, Tool to open locks"
ANGURRIA,Voracity
angurrienta,Person with greed
ANGURRIENTO,Person with greed
ANTENAS,Ears
ANTROPÓFAGO,Invested
Apampada,Disoriented
APAMPADO,Disoriented
APAMPARSE,To be disoriented
APAÑADO,Imprisoned
APAÑAR,To attack
APARATO,Punish
APEDADO,Drunk
