Other,English
"""^""",vowel lengthener sign
"""3""","signifier for ""ayn"", glottal ""a"""
"""D""","heavy ""d"", like in ""duh""; letter ""dhad"""
"""dh""","""dh"", transcription of the arabic letter ""dhî"""
"""H""","aspirated ""h"" for ""ha"", also transcribed with ""7"""
"""kh""","transcription of the letter ""khâ"""
"""T""","heavy ""t"", stands for the arabic letter ""Tî"""
"""th""","read ""th"" as in ""thin"" or sometimes as in ""they"""
*note: for exact pronunciation,consult the original arabic script.
...ajal?,is it so? (as a question word)
`,hamza / glottal stop
3âdat,returned (female)
3âdatan athhab ilal-madrasa.,I'm used to going to the school.
3adatan kuntu af3al shay...,I used to do something...
3âdatan...,used to...
3adham Allah ajrakum.,my condolences.
3adhrâ,maiden
3âdiyan,ordinary
3afwan,you're welcome
3afwan!,I'm sorry(if u dont hear smth)
3alâ fikra,by the way
3alâ qalbak!,"(in reply to ""bless you"")"
3alâ sâ3a....,at.......o'clock.
3alâ Tûl.,straight ahead.
3alal `aqall,at least
3amal,work
3amaltu sâdiq al-yawm.,I made a friend today.
3amma,aunt
3ammati,my aunt
3ashan,because of
3ashan al 3amal,because of my job
3ashan al baHr,because of the sea
3ibâra,phrase
3indamâ adkhul al jâmi3a...,when I enter the university...
3indamâ...,when... (used for future events)
3indî faslun al-yawm.,I have class today.
3ishrîn,twenty
3ishrîn sana.,20 years.
3udtu,I returned.
3umrî 3ishrîn sana.,I'm 20 years old.
3umrihâ 3ashira sanawât.,she is 10 years old. (num. plural)
3uyûn,eyes
a3îshu...,I live...
a3mal asdiqâ kathîr hunâ.,I make a lot of friends here.
a3taqid,"I believe, I suppose"
a3ûd,I return
abadan,always
abawayn,parents
abb,father
abî,my father
abkî,I cry
abqa hunâ.,I stay here.
adab 3âlamî,world literature
adab il-amrikî,american literature
adab-il-faransî,french literature
adhûn thâlik.,I think so.
adhûn...,I think...
adrusu,I study
aflâm,movies (pl.)
aHsan/afDal,better
ahtâj an athhab,I need to go
aHyânan,sometimes
aiDan,"also, too"
ajal,(yes)it is so.
akaltu al-3ashâ.,I had dinner.
akaltu al-ghadâ.,I had lunch.
akaltu al-ifTâr.,I had breakfast.
akaltu Ta3âman yâbâniyya.,I ate a japanese food.
akh,brother
akhadha/kâna yaf3al...,he was doing...
akhâfu min an-natîjah!,I'm afraid of the result!
akhi,my brother
akhî asghar minnî.,my brother is younger than me.
akhruju ilal riyâDat kul yawm,I go out to do sports every day.
akhuk,your brother
akîd,of course
akmil (or ukmil),I finish
akrahu aflâm faransiyya.,I dislike french movies.
akrahu...,I dislike..
al 2ân salât ad-dhuhr.,it's time for noon prayer now.
al khassa bi ramaDân.,special to Ramadan.
al yawm,today
al-3ashâ,dinner
al-adab,literature
al-aghâni,songs
al-akalu Lubnân aSluhu Turkiya,the source of Lebanese food is Tr.
al-alsun,languages
al-aSl,source
alaysa kethalik?,isn't it?
al-barad,snow
al-baTal,hero
al-dajaj,chicken
al-faSl,"lesson, class"
al-fîl,elephant
al-ghâba,forest
al-ghadâ,lunch
al-Halîb,milk
al-Hâsûb / kompyûter,computer
al-Huqûq,Law
al-Huzn,sorrow
al-jam3,plural
aljaza`irî,Algerian (person)
al-jughrâfiya,geography
al-khidr,tent
al-khuDâr,vegetables
al-kimyâ,chemistry
al-kull,"everyone, all"
al-kull yafham inglizî hunâ.,everyone understands english here.
al-lafath,pronunciation
al-lawn,colour
al-lughz,mystery
al-malâl,boredom
al-maTar,rain
al-matbakh,kitchen
al-mufred,singular
al-muHît,ocean
al-riwâya,novel
al-safHa,page
al-sukûn,silence
al-thanawiyya,high school
al-ughniya,song
al-yawm kâna mumill.,today was boring.
am / aw,or
amrikiy,american (person)
ams,yesterday
ams kâne yawman mushmisa.,yesterday was sunny.
amzaH faqaT.,I am just joking.
ana,I
Ana 3aTshân.,I'm thirsty.
Ana a3îshu fi Turkiyya.,I live in Turkiye.
ana a3rafhâ min zamân.,I know it (or her) for a long time.
ana abHath 3an 3amal.,I am looking for a job.
ana adrus al-alsun.,I study linguistics.
ana âsaf.,I'm sorry.
ana ash3ur bil-malâl.,"I am bored. (lt. ""I feel boredom"")"
ana astami3u li...,I'm listening to...
ana dâiman hunâ.,I'm always here.
ana ghaDbân.,I'm angry.
ana jâ`i3.,I'm hungry.
ana la a3raf ghayr IsTanbûl.,I don't know except for Istanbul.
ana lâzim an anâm.,I need to sleep.
ana masrur,I'm glad
ana mutashawwiq ilal aflâm.,I'm interested in movies.
ana na3san.,I'm sleepy.
ana qultu hâthâ sâbiqan.,I had said this already.
ana rayeH (mid.east),I go.
ana sâ`im,I'm fasting.
ana sa3îd bi ma3rifatik,nice to meet you
ana sirtu Sherlock Holmes.,I became Sherlock Holmes.
ana sirtu...,I became...
ana ta3ban(m)/ta3bana (fm),i'm tired
ana tafshan.,I'm bored.
ana tfasht mn almadrasah(sla.),i'm bored of the school.
ana ufaDDil al-riwâyât.,I like novels.
ana uHibbu as-safar.,I like travelling.
ana urîd an abkî.,I want to cry.
ana yaqdhân.,I'm awake.
anâm,I sleep
anjaH,I succeed
an-natîja,result
anta,you(m)
Anta fil-3utla?,Are you on holiday?
anta maHdhûdh.,you're lucky.
anta rayeH (mid.east),you go
antadhiru,I am waiting (I wait)
anti,you(f)
antum,you(pl.m.)
antunna,you(pl.fm.)
aqsad...,I mean...
ar-raz,rice
asâfar,I travel
asdiqâ,friends
asdiqâî,my friends
ash3aru bil-Huzn.,I feel sorrowful.
asHâb,friends
ashtarî,I buy
"aSlan (in tr. ""aslen"")","in reality, essentially"
as-Saf,class
as-safar,journey
as-sayf,summer
as-sayyaH,traveler
as-suyyaH,travelers
asta3milu,I use
astakhdimu,I use
astaTi3u,I can
aT3ima al khassa bi ramaDân.,foods special to ramadan.
atâ,he came
atamanna lak al-tawfîq.,I wish you success.
atamanna...,I wish...
atathakkar.,I remember
atayta/ti,you came (he/she)
ataytu,I came
ataytu huna li at3allam 3arabî,I came here to learn arabic.
aTfâl,children
athnâ,during
athnâ al munâqasha,during the discussion
aT'ima,foods
atrâk,Turks
atruk...,I leave...
at-taqs,weather
at-televizyoon,TV
at-Tfoolah,childhood
attî,"I come, I get connected (comp.)"
attî,I come
at-Tifl,child
at-tilfâz,TV
aturîd an tashrib shay`an?,do you want to drink something?
awstraliy,Australian
awwal marra,for the first time
ayya naw3 ?,what kind of ?
ayya naw3 min alkutub tfaDDil?,what kind of books do you like?
ba3an an tadrus kul yawm,by studying (you) everyday
ba3D al-aHyân,sometimes
ba3D an-nâs,some people
ba3da qalîl,soon / in a short time
ba3îd,far
"bada""at al-maTar.",it started to rain.
bada`a(t),started/began
bada`at al-maTar.,it started to rain.
bada`tu ata'allam hâthihissana,I started learning this year.
baHatha,"to look for, he looked for"
baHathtu al kalima fi al-qâmûs,I looked for the word in the dictionary.
baHr (m.),sea
baHr-il-aswad,Black Sea
baqaytu fil manzil.,I stayed at home.
barâmij,programs (plural)
bard,cold
bârid,cold (adj.)
barnâmaj,program (TV)
barnâmaj (f.),program
bas (mid.east),but
bas (mid.east),enough
baTal al-qissa ismuhû Majid.,the hero of the story is called Majid.
bi nafsî,on my own
bi sabab il wad,because of the condition
bi sabab...,with the reason/because of...
bi-ddabt,exactly
bilâd,countries
bilâd il-ukhra,other countries
bil-iDhâfati ilâ hâthâ,in addition to this
bi-nniyâbati,instead of
bi-nniyâbati 3an..,"in place of, instead of.."
bi-nniyâbati 3annî.,instead of me.
bittakîd,of course
bit-tawfîq!,good luck!
bukra (mid.east),tomorrow
burtuqâl,orange
Darastu al-adab 3arba sanawat.,I studied Lit. for four years.
Day3a,village
dhakî (zekî),clever
dhanantu...,I thought...
dhanna...,he thought...
dhannat...,she thought...
dimâgh,brain
dumya,doll
every day,kulli yawm
every week,kulli usbu3
fa`r,"mouse, rat"
faj`atan,suddenly
