Other,English
-a adj. poss.,of
-a mafaranga,"pecuniary, monetary"
a,first letter in Kinyarwanda alphabet
a interj.,"(expresses joy, pain, surprise)"
abaye n. [s. icy- pl. iby-],what happened
abya n. [s. urw- pl. inz-],"pot, small covered clay pot"
aduka n. [s. inz-],"strange, foreign"
aduka v. [kw-],appear suddenly
aga n. [s. ak-],misfortune
agashya n. [s. urw- pl. inz-],spleen
agika v. [kw-],hive
ago n. [s. icy- pl. iby-],trouble
aguke n. [s. ubw-],width
aha adv.,here
aha n. [s. icy- pl. iby-],sin
aha n. [s. ukw- pl. am-],armpit
aha v. [kw-],"harvest, gather"
ahandi adv.,elsewhere
ahubwo,"but rather, on the contrary, however"
ahukana v. [ku-],leave mate (temporally) [usu. said of women]
aka v. [kw-],"take away from, reclaim"
aka v. [kw-],"shine, burn (of fire)"
akirwa v. [kw-],be received
aku n. [s. umw- pl. imy-],"omnious, minatory, sinister"
akura v. [ku-],call
amamara v. [ku-],be famous
amamare n. [s. icy- pl. iby-],"fame, celebrity, famous person, renown"
ambara v. [kw-],"put on, wear"
ambi n. [s. umw- pl. imy-],match
Amerika,"American continent, United States of America"
ami n. [i-],at the royal court
amo n. [s. urw-],"clamour, clamouring, hue and cry, clamoring"
ana n. /umwâana/ umw- pl. aba-,"child, son, daughter"
angiza v. [kw-],"ruin, spoil, damage"
atsi n. [s. aka],"grass, lawn, turf"
atsi n. [s. icy- (colour)],green
atsi n. [s. icy- pl. iby-],"grass, weed"
azi n. [s. ama-],"water, H2O"
b,the second letter in Kinyarwanda alphabet
ba,second Kinyarwanda noun class
baga v. [ku-],slaughter
bande n. [s. aka- pl. utu-],valley
bara n. [s. i- pl. ama-],"colour (BrE), color (AmE)"
basha n. [pl. ubu-],"power, strength, authority"
bata n. [s.&pl. im-],"slave, goose, one's cow"
baza v. [ku-],"ask, question"
baza v. [ku-],plane
beba n. [s.&pl. im-],"mouse, rat"
behe n. [s.&pl. im-],bowl (made of wood)
bendera n. [s. i- pl. ama-],"flag, national flag"
bene (esp. before pronoun),like
bene ibi,of this kind
bere n. [s. i- pl. ama-],breast
bereho n. [pl. imi-],"actions, conduct, life, well-being"
beshya v. [ku-],lie
beshyeshya v. [ku-],"amuse a child, fool, deceive lightly"
bonerahamwe n. [s.&pl. im-],"table, diagram"
buhoro adv.,"slowly, slightly, gently"
buhoro buhoro adv.,"little by little, gently, carefully, slowly, so-so"
buji n. [s. Ø- pl. ama-],candle
bukeye,"the next day, afterwards"
bumenyi n. [pl. ubu-] gakondo,"lore, traditional knowledge"
buye n. [s. i- pl. ama-],"stone, rock"
buza n. [s. umu- pl. imi-],plant that has preventive capabilities
bwangu adv.,quickly
bwiriza v. [ku-],preach
bya n. [s. i- pl. ama-],"testicle, testis (specilized)"
byiga v. [ku-],"push, lean against"
byimba n. [s. iki- pl. ibi-],swelling
byina v. [ku-],dance
byuka v. [ku-],"wake up, get up, arise"
byutsa v. [ku-],wake s.o. up
c,the third letter in Kinyarwanda alphabet
ca v. [gu-],cut down (tree)
caca n. [Inkiko Ga-],traditional Rwandan form of court
caca n. [s. aga- pl. udu-],lawn
caro n. [s. icyi- pl. ibyi-],"seat, place, sit"
coricori n. [igi-],corn cob
coricori n. [s. igi- pl. ibi-],corn cob
cu n. [s. igi- pl. ibi-],cloud
cumbikira v. [gu-],"give lodging to, house, accommodate"
cumi n. [s. i- pl. ama-],ten
cumi na kabiri,twelve
cumi na kabiri,twelve
cunaguza v. [gu-],"ridicule, hold up to ridicule"
cupa n. [s. i- pl. ama-],bottle
curi n. [s. aga- pl. udu-],cliff
cyaha v. [gu-],"rebuke, reprimand"
cyataye igihe,"old-fashoned, quaint"
cyenda n. [s. i-],nine
cyo n. [s. umu- pl. imi-],light
cyocyora v. [gu-],"jest, poke, fun at"
cyurira v. [gu-],"taunt, constantly remind s.o. of his faults"
d,the fourth letter in Kinyarwanda alphabet
da n. [s.&pl. in-],"stomach, pregnancy"
da n. [s.&pl. in-],louse
daca n. [s. uru-],"long, interminable"
dandabirana v. [ku-],"stagger along, stagger, reel, weave along"
dandi n. [s. in-],web
dehe n. [pl. ubu-],communal work
dirimbo n. [s.&pl. in-],song
dugararo n. [s. umu- pl. imi-],"noise, confusion, disorder (that hinders work)"
dukuriye n. [s. udu- pl. aba-],elder
dunduro n. [s.&pl. in-],"end, ending, closing"
duru n. [s.&pl. in(r)-],cry of alarm
duruvayo n. [s. aka-],chaos
e,the fifth letter in Kinyarwanda alphabet
egera v. [kw-],"approach, accost sth."
eight,nani n. [s. umu- pl. imi-]
eza n. [s.&pl. am-],table
f,sixth letter of Kinyarwanda alphabet
fa n. [s. umu-],broth
fangura v. [gu-],do quickly
faranga n. [s. i- pl. ama-],"money, franc"
fasha v. [gu-],"help, give a hand, help out, aid, assist"
filimi n. [s. i- pl. ama-],"film, celluloid, cinema, movie, moving picture"
foreign,aduka
futi n. [s. i- pl. ama-],"stupid, inane/mindless/asinine/fatuous remark"
futura v. [gu-],"clarify, explain the sense of sth"
g,seventh letter of Kinyarwanda alphabet
gabo n. [s. umu- pl. aba-],man
gamba v. [ku-],speak
gando n. [s.&pl. in-],"shelter, cover"
ganza n. [s. iki- pl. ibi-],hand
garagaza v. [ku-] ubugabo,prevail
garagu n. [s. umu- pl. aba-],"servant, retainer"
Gashyantare,February
gatandatu,six
gatanu,five
gatatu,three
genda (ku) v. /kwugjeenda/,go
gera v. [ku-],"arrive, get, result at/in"
gerura v. [ku-],abbreviate
Gicurasi,May
giti n. [s. igi- pl. ibi-],tree
gore n. [s. umu- pl. aba-],woman
gore n. [s. umu- pl. aba-],wife
gori n. [s. iki- pl. ibi-],"corn, maize"
gorigori n. [s. iki- pl. ibi-],corn cob
guha uburenganzira,allot
guhanaguraho icyaha,exonerate
h,eighth letter of Kinyarwanda alphabet
hamagara v. [gu-],call
hamvi n. [s.&pl. im-],reason
hana n. [s. umu- pl. imi-],"approach, surroundings pl., outskirts (town)"
hanura v. [gu-],shoot down (plane)
hara v. [gu-],"quit, give up, drop out"
hari,There is/are
hari n. [pl. ama-],jealosy
henda adj.[preceded by n. cl.],"dear, expensive, lovely, valuable, costly, pricey"
hene n. [s. i- pl. i-],goat
hengeri n. [n. umu- pl. imi-],"storm, tempest, wave"
herezo n. [only in s. i-],"end, closing, conclusion, death, ending"
herezo n. [pl. ama-],"death, end, finality, purpose"
higama v. [gu-],"give up, give way, yield"
himbano n. [s. igi- pl. ibi-],"fiction, lie, invention"
hina v. [gu-],"summarize, abbreviate, fold"
hindugembe n. [s.igi- pl.ibi-],"monster, without form"
hinyura v. [gu-],"go against, run counter to"
hitamo n. [s. i- pl. ama-],choice
ho adj. clause [a-],"where, since, insead of, rather than"
ho adj. dem. [a-],there
hondo n. [s. umu- pl. imi-],yellow
hu n. [s. uru- pl. im-],skin
humyo n. [s. igi- pl. ibi-],"fungus [BOT.], mushroom [CULIN.]"
hungu n. [s. umu- pl. aba-],"boy, male child, son"
i Kigali,"in Kigali, at Kigali"
i prep.,"to, at, from"
ijima n. [s. umw- pl. imy-],"darkness, dark"
imuhira,at home
indangaminsi,calendar
indwi,seven
inyo n. [s. iry- pl. ama-],tooth
ishingizi n. [pl. ubw-],"assurance, insurance"
ishyirwa mu bikorwa,implementation
itsa v. [ku-],lower v.
itso n. [s. icy- pl. iby-],accomplice
iyo,if
iyo,if
izere n. [s. icy- pl. iby-],confidence
jagari n. [s. aka- pl. utu-],ghetto
jambo n. [s. i- pl. ama-],"word, speech"
jisho n. [s. i-],eye
kabiri,two
kalendari,calendar
Kamarampaka,Referendum
Kamena,June
Kanama,August
kandi adv.,"more, extra, furthermore, moreover, what's more"
kane,four
karamu n. [s. i- pl. ama-],pen
karindwi,seven
Kiliziya n.,church
kire n. [pl. ubu-],"abundancy, plenty"
kobwa n. [s. umu- pl. aba-],"girl, daughter, female child, young lady"
koranyamagambo n. [s.&pl. in-],"dictionary, lexicon"
kosora v. [gu-],"correct, castigate, chasten, compensate, discipline"
koti n. [s. i- pl. ama-],coat
ku cyumweru,Sunday
ku Gisenyi,at Gisenyi
ku isabato,Saturday
ku isoko,at the market
ku isoko,"at the source, at the biginning"
ku nkiko,on the border
ku prep.,on
ku wa gatandatu,Saturday
ku wa gatanu,Friday
ku wa gatatu,Wednesday
ku wa kabiri,Tuesday
ku wa kane,Thursday
ku wa mbere,Monday
kubera ko,because
kubita v. [gu-] (urushyi),"slap sb's face, slap sb in the face"
kuri n. [s. u-],truth
kuru adj. [s. mu- pl. ba-],adult
kuru n. [pl. ama-],"information, news"
literature,vanganzo n. [s.&pl. ubu-]
mama,"mom, mamma, mater, mum, mummy, momma, mommy, mammy"
mamesa n. [pl. ama-],palm oil
mana n. [s. I- pl. I-],"God (Almighty), Rwandans' or Christian God"
manika n. [s.&pl. i-],tapeworm
manura v. [ku-],bring down
Mariya,Mary
Mata,April
mbere adv. [i-],"inside, in front of, before"
mbere na mbere,at first
mbi n. [pl. mwe- bo- yo-...],both of you/them
mena v. [ku-] (amatwi),bewilder
mena v. [ku-] (amatwi),stun
minisitiri w'intebe,Prime Minister
moka v. [ku-],bark
mu,first Kinyarwanda noun class for persons
mu,third Kinyarwanda noun class for things
mu prep.,"in, within"
mu Ruhengeri,at Ruhengeri
muntu n. [s. umu- pl. aba-],"person, human being"
Mutarama,January
mwo prep.,"in, within"
na conj.,"and, with"
naga n. [s. i-],"throw, throwing, jet"
niba,if
niba,wether
njye pron. pers.,"me, I"
ntakavuro n.,"trinket, bauble, trifle, bagatelle"
nwa n. [s. umu- pl. imi-],"mouth, lip"
nyafuruka adj.,African
Nyakanga,July
nyamahanga n. [s.umu- pl.aba-],"foreigner, outlander, outsider, noncitizen, alien"
nyamara,however
nyarwanda,Rwandan
nyarwanda n.[s. umu- pl. aba-],"Rwandan(s), Rwandese"
nyenga n. [s. i-],"abyss, chasm, gulf"
nyiramubande n. [s.&pl.],echo
nyuma adv.,"after, afterward, afterwards, later, later on"
