Other,English
Aaro,religions
Aatia,Asia
"Abaiang, Abemama",island in the Gilberts
Aberika,Africa
"Aeng, aia, eai, eng",yes
Ai iraua ana rirki?,How old is he?
Akineti,Agnes
Ameria,Amelia
Amerika,America
Ana Ake Noa,Noah's Ark
Ana bong Nei Auti,season of Pleiades
Ana bong Rimwimata,season of Antares
Anna,Ann
Antai aram?,What's your name?
Anterea,Andrew
Antonio,Anthony
Ao ngkoe,and you?
Aokati,August
"Aotiteeria, aotiteria",Australia
Aranuka,island in the Gilberts between Kuria and Abemama
Arau bon...,My name is..
Arekantara,Alexander
Aro,religion
Aro ni Momon,Mormon Church
Arobati,Albert
Arorae,the last island in the south of Kiribati
Atua,God
Atuaia,their God
August,aokati
B'arotorome,Bartholomew
Baibara,Bible
Baiburebure,a constellation of five stars in V shape
Bairiki,Capital town on Tarawa where Government is
Banaba,name of an island
"Baraniko, Barantiti",Francis
"Baterika, Bateriki",Patrick
Bauro,Paul
Beatirike,Beatrix
Beberuare,February
Beniamina,Benjamin
Beru,island west of Nikunau
Betebeke,Pacific
"Betero, Bita",Peter
Betio,port town on Tarawa
Bikenibeu,town on Tarawa where Central Hospital is located
Biribo,Phillip
Biti,Fiji
Bobooti,Cooperative
Boni kaain Abemama ngkoe?,Are you really from Abemama?
Buariki,a name of a village on Tarawa
Buranti,France
Buritan,Britain
Butaritari,second island in north of Gilberts
Crustacean,antimama
E a bau te aomata,The people are assembled
Emeri,Emily
"Enere, Eneri, Erene",Henry
Engiran,England
Ereti,Ellice (Tuvalu)
Eria,Elias
Eritabeta,Elizabeth
"Etuare, Etuati, Etuete",Edward
I Kiribati,Gilbertese
I Matang,Europeans
I aki bae iai,I am not bound
I aki kona,: I cannot.
I aki n ongo,I can't hear
"I aki n ongo, kam, kam kam, ko, Kuriko naerea, ngkámi",you
I banga ni kewe,I am in the habit of telling lies
I cannot,I aki kona
I come from the council-house,tïa (prefixed to verbs)
I kabaeai iroum,I want to borrow from you
I karua te bata,I went to the wrong house
I marurung,I'm fine
"I marurung, Kam uara?, Ko uara?",How are you?
Itabera,Isabella
Iuriana,Juliana
"Kaabong, te kaabong",Thursday
Kaitibong,Seventh day
Kam rabwa,Thank you
Kamatuu,Protestant Church
"Kaonobong, te kaonobong",Saturday
Karorina,Caroline
"Katenibong, te katenibong",Wednesday
Katorika,Catholic Church
"Kauabong, te kauabong",Tuesday
Kiribati,Gilberts
Kiritoba,Christopher
Ko a oki?,You're returning?
"Ko boo maiia?, Ko nako maiia?",Where are you coming from?
"Ko na aera?, Ko na boo nakea?, Ko na nakea?",Where are you going?
Ko na toki iia?,Where will you stop?
"Ko rab'a, Ko rabwa",thank you
Kuria,island in the central Gilberts
Kuriko naerea,Come here
Maati,March
Maiana,island south of Tarawa
"Maikare, Mikaere",Michael
Makin,the very last island in the north of the Gilberts
Marakei,island between Abaiang and Butaritari
Marekerita,Margaret
Mareko,Mark
Mareta,Martha
"Maria, Mere, Meri",Mary
Mataio,Matthew
Matarena,Magdalen
Meei,May
"Moanibong, te moanibong",Monday
Moomon,Mormon religion
Mote,Moses
Nakekea,They
"Nakekea, wâkaki",them
Nan,person. article for males
"Nan, nani, nanu",the inside
Nang,article for males
Nanta aram?,What is your name?
Nao,word to call a man's or boy's attention
Nauru,Nauru (name of a nearby Micronesian country)
Nei,person article for females
Nei Aka,oily pool
Nei Bokaboka,larva of dragon fly
Nei Bokaboka n nei,the echo
Neiko,neiko (word used to call a female's attention)
Nikora,Nicolas
Nikunau,Nikunau (third island from the south)
Nobemba,November
Nonouti,Nonouti (island in the Gilberts)
Okitoba,October
Onotoa,island in the Gilberts between Tabiteuea and Taman
Reirei Teuana,Lesson One
Ritemba,December
Rui,Louis
"Ruitia, Ruta",Louisa
"Ruti, Rutia",Lucy
"Taabati, te tabu",Sunday
Tabiteuea,the biggest island in the Gilberts
Taian ara n aiine,Some names of women
Taian ara ni mm'aane,Some names of men
Takam,These people
Tamana,Tamana (the 2nd island on south of the Gilberts)
"Taom, Taomati, Tom, Tooma",Thomas
Tara,Sarah
Tara,appearance
"Tara, Tara",barbed spear
Tarawa,Tarawa (capital island of the Gilberts)
Tawita,David
Te Kamauri,greetings
Te taetae ni Kiribati,The language of Kiribati
Teaoraereke,Teaoraereke (village on Tarawa)
Tebano,Stephen
Tebetemba,September
Teikara?,What is it?
Teretia,Therese
Ti a bo,Goodbye
"Ti a boo, Ti a kabo",good bye
Tiaare,Charles
Tianuare,January
Tiemti,James
Tien,Jane
Tioti,George
Tobia,Sophia
Toromon,Solomon.
Torotea,Dorothy
Tutia,Mass
Tuun,June
Tuurai,July
Tuutana,Susan
Tuvalu,Tuvalu (islands formerly named Ellice Islands)
"Uriam, Wiriam",William
Waoreta,Walter
a aerakea te maunga,they climbed the mountain
a aikoa roko,they will certainly not come
a aitara ni bo,they face each other for the combat
a bakaka aka,those are bad
a bau rimwi,baua
a bora ni mate,they are all lying down dead
a ni bange,underneath of chin
a nok iramôu,go before me
a noko iâ,go below
a noko iôn,go to windward
a raoiroi aikai,these are good
a species of fish,aomang
a species of taro,anti mainiku
a species of taro,antouman
"a, ana, ngaia",her
"a, ngaia",him
"a, ngaia, ngaia",it
aaba,lands
"aai, ahoua, aua, áua, aung",four
"aama, ama, amaea, bai n oro",hammer
"aan, iâ, iâ, iaan, iân",under
