Other,English
"aami, dä, di, dïbär, dihin, šee, šee'än, šeebär",that
"aci, aje, aji",trace
"ajä, aje",door
"amna-, amnö-",to sit
amno,horn
ang,hole
ang,spit
baadu',to become wet
"bakta, mar, mor, pakta",knot
baktä-,to jump
bapu,sleeping hole in snow
"bara, bära, bëra, bõra, wära",sack
bari,crow
"baza, waza",a k. of metal
"begel, paar-",back
bezet,to wash
bjä'n,five
bodä-,to lead
boor,mountain
bu,water
bullt,to smash
bušša,whole
"bäkte, mekte",mound
"bärujdaabä-, bula-",piece
"böser, kolmä",grave
"ca', ca'n",otter
caha,river
cepsu,cradle
"cäma, ciima",tail (not birds')
"det-, tet-",to bring
digin,that (1)
"dö, du, teedäng",pine
"e-, el- , i-', i-gä",negative particle
"emër-, nimër-",to suck
"epti, ther",hair
ere,year
eši,child
"gi'i', šändi, šindä",who
"hel-, pel-",place
"i-dä-, teeji, tije, tijin",this
ilde,downwards
ilgän,below
inä,bow
jala,day
"jede, jêde, jöde, jude, töde",interval
"jii, mune, tii",girdle
jilde-,carry
"jildä, jilgän",space below something
"jili, jilï-",to live
kaaläng,armpit
kaamän,when
kaamëru',hollow of hand
kada,claw
kadáng,snowfall
kaj-,to close eyes
"kajäâl, kajil, ne'-",tear
"kal-, xal-",to move
kam,crust
kama',turned over
kami-kola,a k. of trout
"kamo, kuro",thin snow
"kana-, kanaa-",frost
kara-,to curve
"karälden, korodon",morning
kazära,a k. of bird
keedämgä,ant
ki,month
"ko', kot",fir
"ko'-, koo-",to become dry
kojo-,stay
"koju, kuju",birch
kola,fish
komdä-,hard
"konzu', pure, puru",a k. of wild duck
koori,basket
kora,male
kouna,wild reindeer
"ku'-, ku'd, ku'n",to cough
ku'bdo-,to extinguish
ku-,find
ku-,to die
"kuba, kuwa",bark
kuja,morning dawn
"kuli, kuuli",raven
"kun-, kundo-",to carry
"kunzu, purže",long
kur-,to bind
"käda', kade', kado'",how
"känzä-, känze, kunze",to urinate
"käâr-, kärä-",to peel
"le, lè",bone
lojät,which
"ma', mà'",house
ma-,to say
maa-zäro,hole in tent roof
"maajä, maaje",breath
maaktert,to amble
man,I
mara,shore
mari,prevent
mee,a k. of arrow
"meeji, meji",daughter-in-law
"mi', mište",we
mit,liver
"mo, mo'",thing
modo,a k. of berry
mona,root
"mono, muno",related through marriage
mu'zen,down
mun-,curve
"munäj, munuj",testicle
mâkter-,to go over water
"mä-, mär, me-, mi-, mu-",to give
män-,to go
na'-,to scrape skin
"na, niè",arrow
"nalho, nolho",a k. of fir-tree
narga,shoot
"ne, nee",woman
nede-,to rip
"neenä, neeni",bowstring
"neenä, neeni",hard palate
nejme,worm
ner,nose
"ninggä-, no', no'n",to depilate
"nirže, panga, pänga, pängnga",shaft
njiimi,needle
no',a k. of grass
"nom, num",god
"noor, nor",a k. of moss
"nu'do, nu'nadä, nu'nan, nu'tu",the upper part
nu-,to lick
nudi,night
"nä, ni, nï",on top
"nägende, nigindä",above
"näm, nim",name
näme,glue
närmi,way
ongaj,jaw
ongo.j,chin
oro,lowland
pa,wood
paargä-,scrape
paba,elder female relative
pada,yellow
"pangdä-, panggorä-",to press
"parang, pärang, pärijang",to bore
pari-kinjigej,float
"pelä'-, phîde-",to be warm
phana,skin from the feet of deer
phi'-,to hit
phidä,nest
phigije,a k. of bird of prey
"phud-, phudu-",to unwind
pi,stone
"pi'ne, pu'mo",back part
piderä-,follow the tracks of a animal
pidet,to warm
"pidi, piidi",thumb
pigije,falcon
piini,asp
pim-,to be afraid
pjeri,ring
po,a k. of willow
po'du,young of deer
pootu,wild goat
pu'-,to blow
"pu'btu, pu'ptu",odor
pucuga-käten,a k. of marten
pulu,something stamped
pun-,plait
put,inside
puu'ma,cheek
puže,hazel-hen
pä'me,tinder
"pädä-, pudä-",to cut
"pänerä-, punorä-",to fart
päng,palm of hand
"pärä-, puri-",to burn
"pël, pil, pjel",side
"përä-, pu-, puri-",boil
qoltei-,to fish
"seni, sini",knee
si',charcoal
sii,heart
"sima, simä",eye
sing,bend
soj,mouth
solle,stump
"sujäng, sujong, süjüng",kidney
"säl, sil",fat
"säle, solle",pole
säre,frozen snow
"sü'got, su'kut",over
t'ilë-,to comb
taaräla-,divide
tajloo-,to bow
tan,thou
"tanga, tangä",summer
"tanzä, thenze, tonzä",lizard
"tapse-, tapsu",spear
"tavu, theže",end of trunk
te'-,to rot
te'pta,dew
"tee, tee'",tent roof made of birch bark
tegäâr-,separate
teji,salmon
tejme,ski
ten,sinew
"tholer-, tholi",thief
"thü'd, tu', tuu'",shit
tjildet,to lift
tu,lung
tu,pond
tu,sleeve
tu-,to obtain
tu-,to row
tudo-,chew
tägö,deer
tämnä-,to feel
tåktët,to close
tåktõ,lock
tön-,to walk
uda,hand
ulu,end
unga,polar duck
uunu,a k. of insect
äd-,look
"ämbä, ämbi",mother-in-law
"äzä-, uzu-",to fall
šeer,hard snow
"šejma, šejmu, šuje, šuju",female animal
ši',you
ši-,to sit down
šide,two
šo,birch bark
šola,to come
šoor,feeding ground for reindeer
šu,fire
šu'dä-,fasten
šu-,to come in
šujä,intestines
šur-,to flow
šuriar,fly (insect)
šäkä,language
šümke,light
