Other,English
6 hodin dopoledne,06:00:00
desátý,10th
jedenáctý,11th
dvanáctý,12th
třináctý,13th
čtrnáctý,14th
patnáctý,15th
šestnáctý,16th
sedmnáctý,17th
osmnáctý,18th
devatenáctý,19th
dvacátý,20th
dvacátý čtvrtý,24th
dvacátý pátý,25th
dvacátý šestý,26th
dvacátý sedmý,27th
dvacátý osmý,28th
dvacátý devátý,29th
čtvrtý,4th
pátý,5th
šestý,6th
sedmý,7th
osmý,8th
devátý,9th
"neurčitý člen, za",a
malé dítě,a babe in arms
bezbranná osoba,a babe in the woods
"mít špatný pocit, tušit něco zlého",a bad taste in my mouth
"nedostatek času, pozdě",a bad time
přibližný odhad,a ball-park figure
barovej povaleč,a bar fly
barová holka,a bar star
úmyslná lež,a bare-faced lie
"napínavá hra, úspěšný výsledek, významná událost",a barnburner
"hromada srandy, velká zábava",a barrel of laughs
"ruina, troska, ruina, zřícenina",a basket case
udělené kázání,a bawling out
"na růžích ustláno, záhon růží",a bed of roses
místo plné pracovitých lidí,a beehive of activity
hromotluk,a big bloob
velká zábava,a big do
papaláš,a big shot
mocný člověk,a big wheel
velké zvíře,a big wig
hloupá dívka,a bimbo
trochu,a bit
být nejistý,a bit at sea
"neracionální, nevyrovnaný",a bit mental
"kočka, žena",a bit of fluff
neracionální,a bit off
"něco k snědku, trocha jídla",a bite to eat
bolestivá zkušenost,a bitter pill
černý puntík,a black mark
úmyslné nevysílání TV,a blackout (TV)
zákaz svítit světlem,a blackout (war)
nechápavý pohled,a blank look
"odstřelit pomocí trhaviny, vyhodit do vzduchu, zaútočit - napadnout, zničit",a blast
problém řešicí jiný problém,a blessing in disguise
píchnutá pneumatika,a blowout
jablko sváru,a bone to pick
milá změna,a breath of fresh air
lehký vánek,a breath of wind
"cihla, cihlový, postavit z cihel",a brick
soudní příkaz,a brief
geniální dítě,a budding genius
rozpočtový přebytek,a budget surplus
"nemotorný člověk, neohrabanec, slon v porcelánu",a bull in a china shop
falešné obvinění,a bum rap
přibližovací vozík,a bummer
čekající dítě,a bun in the oven
"hramada nesmyslů, kupa keců",a bunch of malarkey
nervózní osoba,a bundle of nerves
"bez doprovodu, bez kapely",a cappella
ukázka něčeho,a case of
vyztužit,a case off
"opatrnost, varovat, výstraha",a caution
"kontrola správnosti, vyšetření",a checkup
dobrý zdravotní stav,a clean bill of health
