Other,English
"'-, 'u-, 'v-",to have
"'al-, qorq-el-, qorqont-, qurq-el-",throat
'ar-,to rock
"'ebur-, kebur-, qebur-",fireplace
'i-,to cry of cock
"'id-, g-",to acquire
'in-,get cold
"'ir-, ir-",all
'ol-e,penis
'omur-,a k. of fruit
'on-,to graft
"'ona-, 'wana-",cornfield
'or-,stone wall
'or-,to love
'or-,to stink
'uc-,to stand upon hind feet
'ude,house
'um-en-,be thirsty
'ur-,to howl
'urs-,become silent
'urš-,sink
'va,forehead
"'var- v., 'vazh- n.",to castrate
'vil-e,arm
'vint-,to sink
'wal-,cheese
"-da, do",if
-k-,locative stem
"-ntil-, -ntir-",in-law
So re bari?,Where is the bar?
So re chkimi otaxi?,Where is my room?
So re zgvapiji?,Where is the beach?
Tek va mobtxa xe!,Don't touch me there!
a-,this
"a-š-i, e-š-i, ta-š-i, te-š-i",so
"ac, aci, anc-, anci-",now
"ako-cqor-ua, cqor-il-",mixed with water
amšw-,six
ankes-,fishing pole
art-,one
b-,to pour
"b-, s'k-, sk'u-, sku-, skv-, skv-",to tie
"baba-, papu",grandfather
"bac-, cac-",to creep up
bag-,to be enough
bag-u,barn
bak-,to trample
bandal-,to wobble of teeth
bar-,to blow
"barg-, berg-, xachk-",to hoe
bartq-,to shake out
"batk-, tkach-, tox-, tox-, tox-un-, tox-un-",hit
bax-,give a beating
baz-,to give a good beating
berzhg-el,yell
"bick-on-, bisk-on-",to pinch
biga,big stick
bijg-,to push
bijg-,to stand on end
binex-,vineyard
bir-,to entice
bir-,to sing
birbil-,eyelets around the tambourine
"bircx-, chxot-, pucxol-, pucxon-",to scratch
"biric-, buric-, chqwad-, chqwid-, gurzh-on-",to tear
birtqa,flat and round
bizhg-,to lean on
"bobolia, borbolia",spider
boga,paddock
"bol-, kum-a, lol-, lul-",smoke
"bon, rchx-",to wash
bond-,woven
bondg-,cobweb
bondg-,to make a nest
boqv-,haunch
bordiš-,to rave
"bork, kuchx-",leg
"borzhg-, bozhg-",stake
brdgven-,scowl
"bruo, ruo",eight
bu`on,to gobble down
bucx-,to rake
bude-,nest
bujga,spines of chestnut
"buk-, zhik-, zhirk-",stump
bul-,birch tree
"bumbul-, burdga, ca-le, co-",down
bur-,to darn
"bur-, murgr-",roll
burch-,sterile
"burch-in-, gar-, ngar-, purch-in-",to make a sound
burchxi,Echinochloa crus galli
burcumel-,small pomegranate
burd,thistle
"burdgin-, dgirdg-, dgirdg-in-",murmur
burg-,a k. of broadleaf plant
burg-,hammer
burgon-,dull rumble
burjg-,thorny plant
burs-,illegal fighting
burtq-,to pluck a bird
"burzh-, xich-",to fight
"butqu, chkächkä-, chkichk-, lib-, lib-u",soft
"buz-, chand-, chanzh-",fly
"bža, mža",sun
bža-,milk
"bžgär-, bžgir-, žgär-, žgir-",to wither
"c-, ci-",to spill
"c-, ci-, co-, cu-",report
"c-, cu-",to dip
ca-,sky
cac-,to submerge
cal-,part
cal-,scythe
cax-,to knead
"ch-, ch-am-",to give
"ch-, chap-, chu-, nch- nchap-, nchu-, rt-",arrive
"ch-, chw-, tkutk-",to burn
ch-e,white
chab-,to glue
chach,to string
chach-,crumb
chak-,sharpen
chak-,to dance
chaka,boat
chan-,to invite
"chan-, rd-",to grow
chanzh-i-kit-,thumb
"chapan-, chip-, chipe-, ompa",navel
"char-, nchar-",to write
charo,crane
"chax-, chaxw-",pestle
"chem-, rchem-",pubes
"chicha, chiche",a little
"chichon-, zichon-",pussywillow
"chig-, chigon-",to chop
"chik-u, chuk-, kuch-, kut-, kut-",small
"chil-, chir-",to make an error
"chil-, chir-, osur-",wife
"chilamur-, zhgäzhg-on-, zhgizhg-on-",tear
"chimoš-, chumoš-",plait
chin-,recognize
"chinax-, cqacq-, rsxip-, sirot-",to press
chiqwaqw-,goitre
chir-,wax
chirk-,hoof
"chirp, cirp",pus in eye
chirx-,to chirrup
chit-,to redden
chix-,to masticate
chiš,to ripen
chiš-,grow up
"chk-, chkw-",to send
chkachk-,to break apart
"chkachk-, ckep",to cut in little pieces
chkad-,to forge
"chkap, mchkap",sprinkle
chkarchk-,to grind roughly
"chkichk-it-ia, pska-, ska, zhgizhg-it-ia",ant
chkichkon-,to dig
chkid-,millet bread
chkim-,my
"chkind-, rchkind-",to appear
"chkip-, zhga",fork
chkir-,nit
chkol-,to tear apart
chkol-a,thin
"chkom-, chkum-",to eat
chkor-,slave
"chkud-, chkuzh-",vessel
chkun-,to know
"chkän-, chki-, chkin- chkä-",our
"chkär-, chkir-",have a need
"chkär-, chkir-",to cut
"chkärchk-än-, chkirchk-in-",to tweet
chob-,eyebrow
choch-,creep
"chod-, l-",to wait
chol-,to be at leisure
chop-,gather
"chor-, cutx-e",bitter
chorchx-,besom
chorop,to rush
chort-,stick
"chq-, chqu-",to curse
"chq-, rt-",to begin
"chqachq-, chqanchq-, jgajg-, jgajg-, jgazhg-, z-, zal-, zu-",squeeze
"chqeš-, chqiš-",herdsman
"chqiap- chqi-, zum-in-",to squeal
"chqilat-, chqilit-, cqip-",to pack tightly
chqint-u,unripe
chqol-,to wound
"chqolad-, chqolid-, chqord-",to forget
chqon-,oak
chqor-,quail
"chqor-, nchqor-",angry
"chqärta, chqirta",elbow
"chu-, chv-",take care of
chub-ur-,chestnut
"chume, ordo-",morning
chur-,vulva
chut-,impotent
chval-,to milk
chvar-,to whet
chvarchval,flow
"chvat-, chvet-",to drop
"chvem-, chven-, chvim-, chvin-",to rain
chvirt,to run nimbly
"chx-, nchx-",heat
chxap-al-,to splash
"chxind-, chxvind-, mi-švit-ia",nose
chxink-ol,to break in pieces
"chxinzh-, ckir-",little stick
chxirk-,to pick
"chxo-, chxo-n, r-",to save
chxom-,fish
chxoro,nine
chxur-,cold
chxvak-,to plait a fence
chxvik-,jaybird
"chä, chi",entrails
"chänä?-, chin-, chinu-, ckapul-",twig
ci-,to squeak
"cic-, cwicw-",to tear out by stretching
"cid-a, cind-a",half the length of the thumb
cida,dirt
cik-,to stick in
"cik-, cikw-",befoul
"cil, jgijg-on-, puton-",to pluck
cila-,white of egg
cipur-,beech
cir-,to sift
cir-a,girl
"cirac-, circ-, ciric-, ciroc-",wear out
"cirax-, cirix-",to twine
"cka, kaka, xinchkv-",grain
"ckack-, ckanck-, kank-",to chew
"ckack-, sip-, škil-, škil-, sp-, tax-, tex-",to break
"ckimuntur-, cxumuntur-, cxumutur-",medlar
ckintil-,bird faeces
ckir-,make noise
ckond-,to clean of dregs
ckum-,to whine
ckur,to close the eyes
ckurum-,abyss
ckv-ir-,to perk up the ears
ckvent-er-e,straight
"ckäckon-, ckickon-",to nibble
"ckäckon-, ckickon-",to pinch softly
com-,dough
con,to seem
con-,to weigh
cor-,to be first
"cor-, ncor-",to jump
"cov-, cuc-, curc-, gan-, gen-, gin-",to suck
"cq-, ncqv-, šär-, šir-",to destroy
"cq-in-, cq-un-",to ache
cqar-,water
"cqe-, cqi-, cqol-",a k. of cherry tree
cqolop-,spare
"cqär-, cqir",flea
cqät-ä,salty
cu,straw
cu-n-,to string on
"cucxv-at-, cxacxu",lime tree
cud-,to be sterile
"cum-, cun-",second
cump-,to get wet
"cund-, cunzh-",drop of dew
cur-,to descend
curvel-,leech
"cvand-, cvanzh-",beard
"cx-, rcx-, rsx-, sx-",link
cxad-,to be late
"cxemur-, cximur-",hornbeam
"cxilat-, cxilit-, cxirt-, zirt-",to glide
"cxont-, cxot-",to chop branches
"cxven-, cxvend-, cxvin-, cxvind-",loft
"cxwek-, diška",firewood
"cä, ci",elm
"cä, ci",this year
"cäm'va, cämva",cowberry
"cämort-, cimort-",calf of leg
"cämu-, cimu-",deposition
"cär-, cir-",to ooze
"cärid-, cird-, cirid-",to draft
"d-, dv-",lay
da,sister
"dachxir-, danchxir-",fire
"dadul-, zhua, zur-a",female
"dexa, dixa",earth
"dg-, dgim-, dgin-, dgum-",put
dga,day
"dgir-, dgur-",noise
"dgiraz-, dgiriz-",to tear roughly
"dgrap-, tkvap-",to chaw
"dgur-, gvint-, ndgur-",to grunt
dgvap-,a dull thud
dgwab-,to drop in water
dgwindgw-,tar
di'-,a tall field plant
did-,big
"dida, nana",mother
"dirak-, dirik-, dirk-",decline
do-,down over a surface
do-jonj-il-,abundant
"do-pachv-, pachv-, pichu",hair
dobira,garden
dud-,tip
dug-,cook
"dulu, tulu",hornless
duru,pit
"dän-, din-",to lose
däre,cross-bar
"e-, i-",deictic stem
e-dor-ia,suitable time
ech-,twenty
eno-rgoma,made deep
"erckem, erskem",mountain goat
"erzh-, och-",ram
g-,string
"g-, gu-, gur-",to resemble
"g-, gu-, rchkv-",to get used to
"gach-, xichon-, xichor-",gnaw
gal-,river
gal-,to be scared
gap-,to paint
"garg-, girg-on-, xirx-on-",to gnaw
"gargal-, gor-, gwar-",sing
"gemo, gimo",gemo
ger-,wolf
gezh-,pig
gi-,weep
"gia, rgia",armpit
"gib-, pu-, škušk-",to boil
"gilat-, gilit-, girt-",be torn
"gilos-, lip-",to smear
gingol-,to befoul
"ginzhg-, xuch-",to wrinkle
"ginzhg-in-, granzh-",to grin
"girak-, girik-, girk-",twist
"girax-, girix-, girox-, rš-, š-",to weave
girjg-on-,to cut with a dull knife
girzhgibe,tick
gito-chor-ap-,to eliminate bitterness
gizhg-,to laugh and blab
go-co-s,last year
go-x-u,it concerns you
"gob-, tux-",to plait
gober-,hedge
gogo,buffalo calf
gol-,to be droughty
"gol-, kim-",to do
"gola-, gwala-",hillock
gon-,to think
gor-,find
gor-,to deceive
"gord-a, gula",crooked
gore,mill gutter
gorgol-,to mill
gorgonzh-,goose
goront-,God
grubel-,cloud
gu,owl
guch-,crumple
guda-,leather bag
"gug-ar, gwigw",apple of the eye
gugin-,to coo of dove
gugul-,cuckoo
guma,yesterday evening
gumu,gomi a k. of millet
gun-,to bend
gun-,to mow
gunch-,to strive
gur-,heart
gur-,to die
"gurgin-, gwirgwin-",to thunder
gurjul-,chaff
gurzh-,to tear (1)
"gurzholua, škvid-",to throttle
"gurž-, gurzh-",to embrace as a bear
"gv-, rgv-",to scatter
"gvant-, ndgul- dgul-",to melt
gvar-,soak
gvelp-,ashes
"gver-, ngver-",snake
gvigv-,to make warm
gvimora,fern
gw-,possess
gwed-,strap
gwin-,wine
"gäm-e, gim-e",below
"gän-, gin-",to understand
"gänj-, gärj-, ginj-, girj-",to be long
"gärck-, gärckin-, girck-, girckin-",to gnash the teeth
"gärin-, girin-, gum-",roar
"hait, hat",hey look!
i-sänd-,to shoot
"id-, ol-, ul-, ur-",to go
"inchär-i, inchir-i",elder tree
irk-,wheat
"isir-, lisir-",sedge
"ixvinzh-, sind-, sinzh-",duck
"j-, jä-, ju-",to lie
jak-,simple
"janj-, njanj-",wears out
"jejgv-, zhockv- zheckv- jeckv-",chain
"jgib-, ziz-in-",overfill
"jgv, njg-, njg-um-, njgv",to defecate
jig-ir-,thorn
"jin-, jir-",to look
"jin-, pa-l-",acquire
juge,rank
juju,breast of woman
jvanjval-,to jog
"jäc-, jic-, jicin-",to laugh
"k-, k-ir-, kv-, kv-ir-",flour
"ka-, kirin-",to wave
kak-,break
kakal-,unit
"kal-, nkal-",to catch one's breath
"kanchx-, na-kwachx-ir-",fire-brand
karkal-,to cackle
