Other,English
"-ma-, deyil",not
-mi,interrogative particle
-n,an ending of the 2d person
-sy,possess. suffix (3d person)
... almaq istëyirëm,I would like to buy...
... haradadir?,Where is ...?
... haradadir?,Where is the...?
...danisiniz?,Do you speak...
"...të bir dënë bilet verin, zëhmët olmasa",One ticket to...;please
Ad Gününüz mübarëk!,Happy Birthday!
"Ad gunun mubarek!, Ad gununuz mubarek!",happy birthday
Ad günü,Birthday
Adiniz nëdir?,What is your name?
Administrator,Manager
Adînîz nædir?,what's your name?
"Aeroport, Hava limani",Airport
Afiyët oslun!,Cheers!
Altmis,sixty
Asagviya,Down
Augustun ortalarinda,In the middle of August
Avtovagzal,Bus station
"Axsaminiz xeyir, Axsamiz xeyir",good evening
Axšam (vaxti),(in the) evening
Ayaq yolu haradadir?,Where's the bathroom?
"Ayaq yolu haradadir?, Tualet haradadir?",Where's the toilet?
Ayin tarixi,date
Azerbaycan dili,azeri (language)
Azärbaycanca,Azerbaijani
Açiq,Open
"BaGišlayin, Mäni baGišlayin, Üzr istäyiräm",Sorry
"BaGišlayin, Üzr istäyiräm",Excuse me
Baciniz,Sisters
Bagli,Closed
Baliq ëti,Fish
Bank,Bank
"Basa dusmuyuraem, Basha düshmædim",I don't understand
Basa düsmëdim,I do not understand
Baseyin,Swimming Pool
Bazar günü,Sunday
Bazar ërtësi,Monday
Bašqa nömräyä baxmaq olarm?...,May I see another room?
Beš aydan sonra,In five month
Bieyerli (ikiyerli) nömr?,Single (double) room
Bilet,Ticket
Bilet neçëdir?,How much is the ticket?
Bir az,A little
Bir däfä,once
Bir neä däqiqä,A few minutes
Bir neçä gündän sonra,In a few days
Bir ušaGim,One child
Bir çox,A lot
Birisigün,The day after tomorrow
Bizim,our
Bu ay,This month
"Bu da mänim pasportum, Budur mänim pasportum",Here is my passport
Bu gn ayin neäsidir?,What is the date today?
Bu gn häftänin hansi gndr?,What day is today?
Bu gn šänbädir,Today is Satuday
"Bu gün üçün bos, otaq varmi?",Any vacancies for tonight?
Bu hädiyyälärdir,These are gifts
Bu il,this year
Bu neçäyädir?,How much is this?
"Bu söz necä tärcümä olunur?, Bu sözün mänasi nädir",How can that be translated?
Bu yay,This summer
Bu; nëdir?,What is this?
Budur mänim deklarasiyam,Here is my customs declaration
Budur mänim yüküm,Here is my baggage
Buna ingilisce në deyërsiniz?,How do you say this in English
Bunlar,these
Bunu aparmaq olar?,May I bring this in?
"Bunu yaza bilärsinizmi, Zähmät olmasa; yazin",Please write it down
Buyurun; özünüzü täqdim edin,Please introduce yourselves
"Bæli, Haen",yes
Bütün,All
Bütün günü,The whole day
Chokh sag olun,thank you very much
Cänab,Mr.
Cänab ... hansi nömrädädir?,What room is Mr...in?
Cümë axsami,Thursday
Cümë günü,Friday
Daha ucuz nömrä varmi?,Is there a cheaper rooom?
Desert,Dessert
Dollar,Dollar
Dondurma,Ice cream
Donuz ëti,Pork
Doqquz,nine
Doxsan,ninety
Duš,Shower
"Düz Up, Yuxariya",Straight
Elë-belë,So so
Faydali vë Maraqli Yerlër,Places
Gab,sack
Gab-GažaG,earthenware vessel
"Gaba, Galyn, gür, johun, kök, qalyn, tombul",thick
GabaG,front part
Gaban,boar
"Gabar-, Gabar-, köp-, shishmakh, šiš-",to swell
GabyG,bark
"Gaja, qaya",rock
Gajhy,sorrow
Gajna-,to boil (Intr.)
GajyG,oar
Gajyn,maple tree
Gajyn,relative-in-law
Gajyr-,bend
Gajyš,leather belt
Gal-,to stay behind
"Gal-dyr-, Galx-, Galx-, göt-",to rise
Gala-,pile up
Gamaš-,become blinded
"Gamyš, Garhy",reed
"Gan, qan",blood
Gan-,to be satisfied
"Ganad, gänäd, qanad",wing
Ganat,flap of door
Ganyr-,to bend
Gap-,to snatch
"Gapa-, jaš-",to close
GapaG,cover
Gapy,gate
"Gar, qar",snow
"Gara, qara",black
Gara-hat,blackberry
"Garahloš, GaranGuš, sümür-",swallow
"Garha, qarGa",crow
GarmaG,fishing rod
"Gart, Gary",old
Garym,ditch
"Garyn, qarin",belly
Garyš,span
"Garyšha, qarišqa",ant
"GasaG, GasnaG",block
GasyG,groin
"Gasyrha, tülex",whirlwind
Gat,layer
Gat-,tie to
Gaty,hard
Gatyr,mule
Gavyz,husk
"Gax, Guru",dry
"Gax-, toGGuš-, vurmaq",to hit
"Gaz, kaz, qaz",goose
"Gaz-, Gazy-, qazmaq",to dig
Gazan-,to earn wages by labour
Gaš,eyebrow
Gaš,precious stone
GašGa,white blaze
Gašan-,to urinate (of a horse)
Gašy-,to scrape
"GašyG, qašiq",spoon
Geceniz xeyir,good night
Gndz (vaxti),(in the ) afternoon
Gohuš,hollow
Goj-,to put
Gojun,bosom
"Gol, qol",arm
"Golaž, Gulaç",fathom
Gonur,dark brown
Gonšu,neighbour
Goru-,to fence
Gotaz,yak
Gotur,mange
"Gov-, uj-",to follow
Gova,bucket
GovaG,dandruff
"GovaG, söjüd",willow
GovuG,bladder
Govur-,to roast
Govuš-,be brought together
Gow,dry grass
"Goxu, Goxu-",to smell badly
Goç,ram
"Gu, Guhu, qu qušu",swan
Gudur-,to become mad
Guduz,mad
"GujruG, quyruq",tail
Gul,servant
"GulaG, qulaq",ear
Gulun,foal
"Gum, qum",sand
Gumhan,jug
GundaG,swaddlingclothes
Gunž,top(s) of boots
Gur-,to erect a building
"Gurd, qurd, qurd",worm
GursaG,stomach
"Gurum, his",soot
"Gus-, qaytarmaq, qusmaq",to vomit
