Other,English
a,his
a,"her, his"
a bhaineann le,pertaining
a bheag a dhéanamh,demean
a bhean uasal,madam
a bhfuil gealladh faoi,up and coming
a ceannsa,hers
a chéile,one another
a chroitheadh,shrug
a dhála sin,furthermore
a lán,many
a mhac,sonny
A Mórgacht,highness
A t Sicil,Sicily
a thiarcais,blimey
abair,"tell, sing"
abairt,"phrase, sentence"
ábalta,"able, capable"
ábaltacht,ability
abha,river
abhac,"midget, dwarf"
abhainn,river
Abhainn an Lagáin,Lagan
ábhalmhór,"gigantic, enormous"
ábhar,"topic, subjet, material, matter"
ábhar clóite,printed matter
ábhar dochtúra,potential
abhcóide,"avocado, barrister"
abhlann,wafer
ábhraigh,fester
acadamh,academy
Acadamh Ríoga na hÉireann,Royal Irish Academy
acadúil,academic
ach,but
ach,"except, ugh, but"
ach amháin,except
achainí,"petition, plea"
achainigh,entreat
achainigh ar,implore
achar,distance
achar ama,timescale
achasán,taunt
achoimre,"résumé, summary, epitome, synopsis"
achoimrigh,recap
achomair,brief
achomharc,appeal
achrann,tangle
aclaí,"agile, nimble, supple"
aclaigh,limber up
aclaíocht,keep fit
acmhainn farraige,seaworthiness
acmhainní,resources
acra,"acre, utensil"
acu,at them
adamh,atom
adanóidí,adenoids
ádh,"fortune, luck"
adhaltranas,adultery
adharc,horn
adharcach,horny
adhlacadh,burial
adhlacóir,undertaker
adhlaic,bury
adhmad,"timber, wood"
adhmadóireacht,woodwork
adhradh,worship
ádhúil,fortunate
admhaigh,"confess, acknowledge"
admháil,receipt
ae,liver
aeistéitiúil,aesthetic
aer,air
aer phost,airmail
aer ruathar,air raid
aerach,"gay (homosexual), frivolous"
aerach aigeanta,happy go lucky
aeráid,climate
aerálaí,ventilator
aerarm,air force
aerárthach,aircraft
aerasól,aerosol
aerdhíonach,airtight
aerfort,airport
aerghunna,air gun
aeríontóir,air freshener
aerlíne,airline
aerlitir,air letter
aeróbaíocht,aerobics
aeróg,aerial
aéróg,aerial
aeroiriúnú,air conditioning
aeróstach,"air hostess, flight attendant"
aerphost,airmail
Aertel,ceefax
aertharlú,airlift
áfach,however
ag,at
ag a leithéid seo d’am,such and such
ag baint le hábhar,relevant
ag colbhna na leapa ag duine,bedside
ag féachaint siar,retrospect
ag feitheamh le,pending
ag imeacht le sruth,adrift
aga,interval
agaibh,at you
againn,at us
agair,entreat
agair,sue
agair ar,beseech
agallamh,interview
agam,at me
agat,at you
aghaidh,face
aghaidh,"dial, face, aspect, front"
aghaidh na farraige,seafront
aghaidhluach,face value
agóid,protest
agóid seilbhe,sit in
agóideoir,protester
agus,and
agus leis sin,whereupon
aibhinne,avenue
aibhleoga,"cinders, embers"
aibí,"ripe, mature"
aibítir,alphabet
Aibreán,april
Aibreán,April
aibreog,apricot
aicearra,shortcut
aici,at her
aicne,acne
aidhleanna,oilskins
aidhm,aim
aidhm,purpose
aidhm fholaigh,ulterior motive
aidréanailín,adrenaline
aiféal,regret
áiféiseach,"ludicrous, outlandish"
aifir,rebuke
aifreann,mass
aifreann na marbh,funeral mass
aige,at him
aigéad,acid
aigéan,ocean
aigeanta,jolly
aigeanta anamúil,sprightly
aigeantach,"gay (cheerful), vivacious"
áigh,ouch
aighneacht,submission
áiléar,attic
ailgéabar,algebra
ailibí,alibi
ailigéadar,alligator
ailínigh,align
ailiúnas,alimony
aill,cliff
áilleacht,beauty
áilleagán,"plaything, trinket"
áilleagán intreach,merry go round
ailléirge,allergy
ailse,cancer
ailse chraicinn,skin cancer
ailtéarnóir,alternator
áilteoir,joker
ailtireacht,architecture
aimhreas,doubt
aimiréal,admiral
aimitis,amethyst
aimnéise,amnesia
aimpéar,amp
aimrid,"sterile, barren"
aimsigh,"locate, pinpoint"
aimsir,weather
aimsir chogaidh,wartime
aimsitheoir,marksman
ainchleachta,unaccustomed
aindiachaí,atheist
ainéistéiseach,"local anaesthetic, anaesthetic"
aineolach,ignorant
aineolach ar,unaware
aingeal,angel
ainghníomh,atrocity
aingíne,angina
ainimh,blemish
ainm,name
ainm baiste,first name
ainm bréige,alias
ainm cleite,"pen name, pseudonym"
ainm dílis,proper noun
ainm láir,middle name
ainm trádála,trade name
ainmfhocal,noun
ainmhain,lust
ainmhí,"animal, beast"
ainmhithe,fauna
ainmhithe allta,wildlife
ainmiúil,nominal
ainmnigh,assign
ainneonach,involuntary
ainnis,miserable
ainriail,anarchy
ainrianta,wanton
aint,aunt
aintín,aunt
aintiún,anthem
aíocht,hospitality
aipindic,appendix
Áirc,ark (Noah’s Ark)
aird,direction
aird,"direction, regard"
airde,height
airde,"pitch, height, altitude"
airdeallach,"alert, wary"
aire,"minister, attention, care"
aire,attention
aire a thabhairt do dhuine,tend
aire duit,beware
Aire Gnóthaí Eachtracha,Foreign Secretary
aireachtáil,perception
áireamhán,calculator
airéine,arena
airgead,"cash, money, silver"
airgead,money
airgead mion,small change
airgead póca,pocket money
airgead réidh,ready money
airgead sa bhosca,contain
airgead tirim,"cash card, hard cash"
airgeadaithe,silver plated
airgeadas,finance
airgeadra,currency
airgeadúil,monetary
airí,"attribute, symptom"
airigh,perceive
áirigh,"reckon, calculate"
airíoch,caretaker
áirithe,particular
áiritheoir,"counter, teller"
airleacan,advance
airm,armaments
airmheán,median
áirse,arch
airteagal,article
airtríteas,arthritis
ais,axis
áis,convenience
áis amhairc,visual aid
aisdúichigh,repatriate
áiseanna,"amenities, facilities"
aiséirí,"resurgence, resurrection"
aiseolas,feedback
aisfháil,retrieval
aisfhreagra,retort
aisfhuaimnigh,reverberate
aisghairm,repeal
aisíoc,"repay, refund, reimburse"
aispeist,asbestos
aisphrionta,print out
aistarraing,retract
aiste,"essay, quirk, diet"
aisteach,"bizarre, quaint, queer, odd"
aistear,"voyage, trek"
aisteoir,actor
aistrigh,"transplant, translate"
aistriú,transfer
ait,eccentric
áit,"position, place"
áit,place
áit ar bith,anywhere
áit champála,campsite
áit chónaithe,dwelling
áit éigin,somewhere
áit scoite,passing place
áit seasaimh,standing room
áith,kiln
aitheantas,recognition
aithin,"identify, foresee"
aithis,stigma
aithisiú,defamation
aithne,knowing
aithnidiúil,familiar
aithnigh,recognise
aithreachas,regret
aithrí,penance
aithris,"recital, relate"
aithris a dhéanamh ar dhuine,emulate
aithriseoir,mimic
áitigh,argue
áitiúil,local
áitreabh,"abode, domicile"
áitrigh,inhabit
alabhog,tepid
aláram dóiteáin,fire alarm
Alba,Scotland
Albain,Scotland
albam,album
albam stampaí,stamp album
Albanach,Scottish
alcaile,alkali
alcól,alcohol
alcól máinliach,surgical spirit
allas,"perspiration, sweat"
allmhaireoir,importer
allmhairigh,import
allta,wild
alltacht,astonish
almóinn,almond
almóir,alcove
alp,"devour, scoff, gobble"
alpach,alpine
alpán,chunk
Alsáiseach,Alsatian
alt,"knuckle, joint, alto"
altán,"gorge, gully"
altóir,altar
alúmanam,aluminium
am,time
am ar bith,anytime
am béile,mealtime
am dinnéir,dinner time
am éigin,sometime
am luí,bedtime
am saor,"spare time, time off"
am spraoi,playtime
am tae,teatime
amach,"out, forth"
amach agus amach,sheer
amach is amach,completely
amach ón gcósta,offshore
amadán,"fool, idiot"
amadán,fool
amadóir,timer
amaideach,daft
amaidí,humbug
amaitéarach,amateur
amárach,tomorrow
amas,putt
ambasadóir,ambassador
ambasáid,embassy
amh,raw
amh garbh,crude
amháin,only
amhantar,windfall
amharc,sight
amharc,"gaze, sight"
amharclann,theatre
amhlaidh,so
amhrán,song
amhránaí,singer
amhras,"suspicion, doubt, misgiving"
amhrasach,"dubious, sceptical, murky, suspect"
amlasc,time switch
ámóg,hammock
amóninia,ammonia
amú,astray
amuigh,exterior
amuigh,outside
an,the
An Aetóip,Ethiopia
An Afraic,Africa
