Other,English
!,"exclamation mark, factorial (fx. 4! = 24)"
! (fx. 4!=1*2*3*4=24),factorial (fx. 4! = 24)
""" ""","quotation marks, inverted commas"
"""begge højre""(latin)",ambidextrous
"""bjørneklo""",lever (timber)
"""efternavn""/filtypenavn",file extension
"""en bagdeler""",backslash
"""fin"" i anførselstegn",la-di-da
"""hjulben"" (tegneserie)",roadrunner
"""ishockey"" med sko/kost/bold",broomball
"""klosterhaven""",Covent Garden
"""kriminel sagfører""",criminal attorney (~defense~)
"""med på den""",game
"""rodeæg"" (rodsammen æg)",scrambled eggs
"""ryglæn"" \",backslash
"""skriftetid""",shrovetide
"""ved at dø af sult""",famished
"""æggeskal(-en)""","bike helmet, policeman (wearing helmet)"
#,"number sign, hashtag"
# (havelåge),# (hashtag)
%,"percentage (1/100), parts per hundred"
&,ambersand (Alt+38)
& (Alt+38),ambersand (Alt+38) &
'Politiets aktionsstyrke',Sweeney (The Flying Squad)
"'Tåber farer ind ~""","'Fools rush in ~"""
"'Tåber farer/tramper ind ~""","'Fools rush in ~"""
'berøvet',bereft (bereaved)
'er den enøjede mand konge,"blindness (proverb 2), the one-eyed man is King"
'græsse,browse
'i de blindes rige-,"blindness (proverb 1), In the kingdom of the blind-"
'kødnål',brochette
'præcist',trenchant
'smart bemærkning,quip
'whisky mærke/sort,'black and white'
'~hvor engle frygter at træde,"'~where angles fear to tread"""
(1/4 imp. gallon  1.136 liter,quart (2 pints)
(?!) kombineret tegn,"interobang (?!), (?!) question-exlamation sign"
(Australien-New Zealand),Antipodes
(HCA),Hans Christian Andersen
(SSB) Steen Steensen Blicher,Steen Steensen Blicher (SSB)
(STC),Samuel Taylor Coleridge
(^) accent cirkumfleks,(^) circumflex
(egentlig den ødsle-sløsede),the Prodigal Son
(f.x. en 10-pundsseddel),tenner
(fallopia sachalinensis),giant knotweed
(få det gule kort),infractions (yellow card)
(få det røde kort),infractions (red card)
(honi soit qui mal y pense),shame! he who think ill of it
(hvor man selv styrer lyset),pelican crossing
