Other,English
-a,mine
-n,"be, exist"
-o,mine
-u,mine
a,I
à,I
â-auwà,"favorite, liked, well liked"
aân,liver
aanaquan,mouth
aânei,iron
ááreow,spider
abab,kill
abab ñame,to murder
ababaro,excite
Abanokwe,warrior killed in Ganaba
abi,"beat, cudgel, extinguish, to fight, hit, kill"
abio,loop
abu,four hundred
ada,"our, we"
ada ituga,upward
adad,as ball
adad darar,catching noddies with net
adad emorr,catching flying fish with net
adaga,why
adamonin,first
adawer,nine hundred
adei,we
aditur,green
ado,nine
adorei,"adore, worship"
adsin,"bile, gall"
adu iyong,downward
aduei,"bestow, give, present"
aduma,ninety
adûmei,print
adûmei,press
adumwa (aduma),ninety
aduqua,fertile
aduqua,fruitful
aduwen,god
àe,fire
âe in kadereder,purgatory
aeiu,seven
aemo,seventy
aen,"voice, liver"
aeò,mine
aeoq,four
aeow,behind
aeow,after
aeoweaeow,"anytime, continually"
aeoweaeow,always
aeu,seven
aewer,seven hundred
Agar,grandfather in legend
agen,"wife, husband"
âgen,how much
agen àn,sister-in-law
agen kaiser,empress
agen man,brother-in-law
aget àn,husband
aget eman,woman
aget eman,wife
aia,"esteem, see"
aibu,one hundred
aibu epaun,"fifty kg, hundredweight"
aibu erañan,one hundred thousand
aigetow,"few, little"
aijima,fifty
aijimo,five
aijimower,five hundred
aiju,three
aijubu,three hundred
aikwen,one
âinimwen makur,worker (f.)
âinimwen mweaeo,witch
âinimwen okimwamwa eoniñ,wet nurse
âinimwen raña eoniñ,wet nurse
àinimwen riañ,singer
àinimwen te toreda,whore
âinimwen te toreda,prostitute
aiquen,one
aita,she
aita,he
âita,this
âitune,this
âituno,this
Aiwo,district
aiwòrin,"once, sometime"
aiyma,fifty
akaberere,"to fight, wrestle"
ake,"to dispute, to fight, quarrel, struggle"
akerow,"ashore, stranded (be)"
akòda,"ascend, climb"
akodu akoda,up and down
akowòñ it eb,"border, frontier"
am,your
âm,screw
ama,forty
amar,hammer
amea,this (1)
amei,we
amen abab imin gogòrò,butcher
amen abab ñame,murderer
amen ador,"adorer, worshiper"
amen adorei tamnei,idol worshiper
amen ake,"soldier, warrior"
amen àtet,suitor
amen baka,scoundrel
amen buok,"assistant, helper"
amen eà erowin,successor
