Other,English
basy,8th day after the Holi party
Ek,A
bijoliyo,a bag made of cloth
"pa, paja",a bank
divaladasyo,A bankrupt
khuvasa,A barber
Mandaso,a big cloth like blanket
kharolo,A big deep basket
avo,A big iron cooking
kavala,A bird
Fusako,a bit of dry grass
papolo,a blister
leva,A blister of lime plaster
dasato,a blot
"ghumum, pheta",a blow
thumso,a box
todo,a bracket
loda,a branch
pilasota,a brass lamp
bani,a bride
bhuari,a broom stick
dura,A burrow for rabbits
khilakhilata,A burst of laughter
koko,A call to join certain ceremon
bagari,A caste of huntsmen
Qyamkhani,a caste of muslims converted
o,A caste whose occupation
biliya,a cat
andara,A cave
siga,A chafing-dish
ghugaro,A child's rattle
tankalo,A chisel
banki,A clasp-knife
atamasuka,A cloak
anto,a coil
ghero,A coil
junna,a coil of rope
bheli,a compacted mass of gur
pasavana,a concubine
chintari,A contemptuons term
laingado,A contemptuous term
Gora,A contraction of
Kheslo,a cotton blanket
duvo,A couplet
Guwal,a cowkeeper
bhagadanta,A crocodile
geda,A cudgel
phatakaro,a curse
ghagha,A cut
danyam,A day
Kund,a deep pucca tank
Dakan,a demoness
abegana,A desert
bajro,a desert cerial crop
Dubki,a dip into water
Fulo,a disease of eye
kararo,A dish made of pulse
Kanch,a disorder of rectum
Goto,a dive in water
totyo,a dog
khola,A double chádar
ghasaka,A downright lie
badanu,A drinking vessel
pakavaja,a drug
rundamunda,a dunce
aka,A family of Khandelwál
bajraq,a fatal weapon
jami,A father
"he, nikata",a feast
Dairi,a field with flat land
kau,A fire in the open
agyo,A fire-fly
digari,A foot path
bhkumaro,A forehammer
Lunkadi,a fox
ummaro,A furrow
Rasdi,a game
Sevara,a garland worn on the head
"aronukato, avokavo",A general name for a feast
Kacho kaluvo,a ghost of a child who dies
asaka,A gift of flowers to Brahman
kanangati,A girdle made of gold
Sania,a good fodder botanical
bharunt,a good fodder grass
Khalo,a granary
bhankadi,a grass with spiny fruits
cakabu,A great war
pamvanu,a guest
dhao,a hamlet
bijnon,a hand fan
pasai,a handful
baimso,A handle of a knife
kudo,a heap
kudha,A heap
amasyo,A he-goat
balada,A herd of bullocks
dailo,a high bed
bhara,A high long hillock of sand
Dungari,a hillock
tagara,a hole in the ground
"aghana, pamvadi",A hole in the ground
jinda,A horse-saddle
paranyom,a husband
kantha,A husband
palati,A husbandman
phaili,A hypocrite
jamabu,A jackal
janta,A khejrá tree
toro,a kick
dovatho,A kind of cake
karanu,A kind of citron
bhopa,a kind of community
tevarasi,A kind of cucumber
ghummaraghalabo,A kind of dance
"churri, hingoto",A kind of firework
causara,A kind of garland
samvakya,A kind of grain
lagarayo,a kind of grass
lampa,A kind of grass
Khato,A kind of liquid food
bhagalau,A kind of mortgage
"cirabhira, titibhayo",A kind of play
gaibhato,a kind of soft stone
peco,A kind of turban
tindaso,A kind of vegetable shaped
munnabhoga,A kind of very rich food
bagatari,A kind of waist-coat
kanakho,A kite made of paper
camvalyo,A labourer
nadi,a lake
bega,a lapidary
kanakhala,A large crowd of persons
bhkara,A large iron spoon perforated
kalai,A large metal spoon
pago,A leg of a table
ciniso,A little
goyaro,A lizard said to be poisonous
goli,A log of wood
Liro,a long piece of land
pañchi,a lover
janu,A man
Gailo,a man of foolish nature
"Lugado, Odhanon",a mantle of a woman
gorana,A marriage feast
"dharamandala, dharamaraja",a master
usato,A master tradesman
Pal,a mat made of twigs
akalakaravo,A medicinal plant
dhanakadhari,A mendicant
ramabhkaro,A metal vessel
bhkarapa?a,A mild quarrel
anosagaro,A mild term for envious
Munji,a miser
bekara,A mixture of different grains
damasata,A moment
dagyo,a mouner
bagala,a mouthful of any thing
Turki,a narrow stream of water
amarati,A narrow-mouthed brass
baleva,A necklace worn
hara,A nut used by dyers
ghubo,A pain in the head
Chitero,a painter
nhoro,a pen for cattle
manasa,a person
chibbi,A picture
pindo,a piece
picho,A piece of cloth worn
caruntyo,A pinch
thoye,a place
gokho,A place at the door
pha,a plank of wood
cedo,a plant
Dab,a plant in dry areas
hali baladi,A ploughman
chando,A plug
payaco,A pocket formed by tucking
Pivano,a poisonous snake
bandi,A poisonous snake
Mando,a pole made of khejadi tree
pokhira,a pond
nevaja,a portion of food
naula,a purse
khardapharda,A quarrel
Kharo-ghagaro,a rajasthani petticot
undaro,A rat
kasummabo,A red dye
byai,a relation
"paha, phali",a riddle
Kadiyo,a ring in hand
Indi,A ring made of múnj
habholo,A ripple on water
nandi,a river
Jewadi,a rope
allapalla,A rumour
dhai,a salap
peto,a secret
gulamabara,A semi-circular window
"chayali, tata",A she-goat
Phog,a shrub found in desert area
gaththi,A skein of cotton thread
cinagata,A slap on the face
bando,a slave
golo,A slave
kapi,A slice of any vegetable
chabalyo,A small basket
Ghugario,a small bell
"candayo, khankarayo",A small chapátí
Doliyo,a small container
karavo,A small earthen vessel
gadhaiya,A small fort
polako,a small hole
kocaro,A small hole as the nostril
kalasyo,A small lotá used for drinking
nakalyo,A small nose
batakyo,A small plate
tingana,A small pony
tuti,A small water vessel
kalabelyo,A snake-charmer
Fan,a snake's hood
jamvana,A sour substance
tinagyo,A spark of fire
bangu,a spinning top
Charkho,a spinning wheel
cippala,A splint of wood
cinaka,A sprain
"pamvado, panda",a step
paga,a stirrup
pallana,A stirrup-leather
kachyo,A stone bracket
Lodi,A stone held in the hand
patapa,A stone in the middle of water
Lodi,a stone pestle
santha,A strip of skin
ro,a strong pony
