English,Other
high,'ard'
highs,'ard'
scots,(de chuid) bhéarla na halban
canadian,(de chuid) cheanada
dominican,(de chuid) dhoiminice
hawaiian,(de chuid) haváí
american indian,(de chuid) indiaigh mheiriceá
amerindian,(de chuid) indiaigh mheiriceá
indian,(de chuid) indiaigh mheiriceá
israeli,(de chuid) iosrael
mexican,(de chuid) mheicsiceo
american,(de chuid) mheiriceá
latin,(de chuid) mheiriceá laidinigh
latin american,(de chuid) mheiriceá laidinigh
brazilian,(de chuid) na brasaíle
british,(de chuid) na breataine
welsh,(de chuid) na breataine bige
bulgarian,(de chuid) na bulgáire
korean,(de chuid) na cóiré
danish,(de chuid) na danmhairge
tamil,(de chuid) na dtamalach
nordic,(de chuid) na dtíortha nordacha
french,(de chuid) na fraince
german,(de chuid) na gearmáine
germanic,(de chuid) na gearmáine
greek,(de chuid) na gréige
african,(de chuid) na hafraice
scots,(de chuid) na halban
scottish,(de chuid) na halban
arabian,(de chuid) na haraibe
saudi,(de chuid) na haraibe sádaí
australian,(de chuid) na hastráile
swiss,(de chuid) na heilvéise
left,(de chuid) na heite clé
left-wing,(de chuid) na heite clé
leftist,(de chuid) na heite clé
right,(de chuid) na heite deise
right wing,(de chuid) na heite deise
rightist,(de chuid) na heite deise
european,(de chuid) na heorpa
iraqi,(de chuid) na hiaráice
indian,(de chuid) na hindia
indonesian,(de chuid) na hindinéise
italian,(de chuid) na hiodáile
hindu,(de chuid) na hiondúch
norse,(de chuid) na hiorua
norwegian,(de chuid) na hiorua
hungarian,(de chuid) na hungáire
asian,(de chuid) na háise
asiatic,(de chuid) na háise
egyptian,(de chuid) na héigipte
irish,(de chuid) na héireann
dutch,(de chuid) na hísiltíre
netherlandish,(de chuid) na hísiltíre
norse,(de chuid) na lochlannach
latin,(de chuid) na meiriceánach laidineach
mediterranean,(de chuid) na meánmhara
muslim,(de chuid) na moslamach
apache,(de chuid) na napáitseach
arab,(de chuid) na narabach
hebraic,(de chuid) na neabhrach
hebrew,(de chuid) na neabhrach
hispanic,(de chuid) na neaspáinneach
teutonic,(de chuid) na ngearmánach
jewish,(de chuid) na ngiúdach
judaic,(de chuid) na ngiúdach
indian,(de chuid) na nindiach
palestinian,(de chuid) na palaistíne
persian,(de chuid) na peirse
dominican,(de chuid) na poblachta doiminicí
polish,(de chuid) na polainne
portuguese,(de chuid) na portaingéile
roman,(de chuid) na róimhe
russian,(de chuid) na rúise
japanese,(de chuid) na seapáine
czech,(de chuid) na seice
slovak,(de chuid) na slóvaice
slovakian,(de chuid) na slóvaice
spanish,(de chuid) na spáinne
swedish,(de chuid) na sualainne
chinese,(de chuid) na síne
turkish,(de chuid) na tuirce
english,(de chuid) shasana
vietnamese,(de chuid) vítneam
one,... amháin
other,... eile
the,... féin
saint,... naofa
saints,... naofa
big,... níos sine
bigger,... níos sine
biggest,... níos sine
her,a
his,a
its,a
that,a
their,a
her,a ...-sa
his,a ...-san
their,a ...-san
her,a ...-se
his,a ...-sean
their,a ...-sean
material,a bhaineann le hábhar
relevant,a bhaineann le hábhar
computational,a bhaineann leis an ríomhaireacht
manage,a bhainistiú
approximately,a bheag nó a mhór
woman,a bhean
edited,a bhfuil eagarthóireacht déanta air
furred,a bhfuil fionnadh air
necessary,a bhfuil gá leis
furred,a bhfuil screamh air
furred,a bhfuil screamh aoil air
fulfilling,a bhfuil sásamh ann
full-bodied,a bhfuil tathag ann
warming,a bhfuil teas ann
smoking,a bhfuil toit ag teacht as
furnished,a bhfuil troscán ann
son,a bhuachaill
sons,a bhuachaill
four,a ceathair
four,a ceathair
woman,a chailín
girl,a chailín chóir
girls,a chailín chóir
people,a chairde
fine,a chead agat
maintain,a choimeád ar bun
sport,a chomrádaí
sports,a chomrádaí
partner,a chomrádaí!
partners,a chomrádaí!
foster,a chothú
love,a chroí
loves,a chroí
christ,a chríost
jesus,a chríost na bhflaitheas!
annoying,a chuirfeadh as duit
annoying,a chuirfeadh olc ort
promote,a chur chun cinn
promoting,a chur chun cinn
promotion,a chur chun cinn
implement,a chur i bhfeidhm
implementing,a chur i bhfeidhm
compare,a chur i gcomparáid
comparing,a chur i gcomparáid
substitute,a chur in ionad
substitution,a chur in ionad
adapt,a chur in oiriúint
first,a chéaduair
initially,a chéaduair
kiss,a chéile a phógadh
kissing,a chéile a phógadh
five,a cúig
five,a cúig
fifteen,a cúig déag
fifteen,a cúig déag
ten,a deich
ten,a deich
people,a dhaoine uaisle
nothing,a dhath
man,a dheartháir
well,a dhia
fuck,a dhiabhail
shit,a dhiabhail!
shite,a dhiabhail!
man,a dhuine
sir,a dhuine uasail
man,a dhuine!
men,a dhuine!
enough,a dhóthain
two,a dó
two,a dó
twelve,a dó dhéag
twelve,a dó dhéag
organize,a eagrú
while,a fhad agus a
while,a fhad is a
to,a fhad le
until,a fhad le
exercise,a fheidhmiú
knew,a fhios a bheith agat
know,a fhios a bheith agat
knowing,a fhios a bheith agat
known,a fhios a bheith agat
knows,a fhios a bheith agat
receipt,a fháil
accompanying,a ghabhann leis
son,a ghasúir
sons,a ghasúir
woman,a ghirseach
girl,a ghirsí
girls,a ghirsí
adoption,a ghlacadh
one,a haon
one,a haon
eleven,a haon déag
eleven,a haon déag
eight,a hocht
eight,a hocht
representing,a ionadaíonn
following,a leanas
varied,a leasaíodh
such,a leithéid
a,a leithéid de
mentioned,a luaitear
when,a luaithe
directly,a luaithe a
immediately,a luaithe a
instantly,a luaithe a
once,a luaithe a
alot,a lán
many,a lán
many,a lán
much,a lán
much,a lán
ruck,a lán
close,a m(h)acasamhail
closer,a m(h)acasamhail
closest,a m(h)acasamhail
mac,a mhac
man,a mhac
son,a mhac
sons,a mhac
sport,a mhac
sports,a mhac
jesus,a mhac dé!
boy,a mhac go deo!
man,a mhac!
men,a mhac!
partner,a mhac!
partners,a mhac!
well,a mhaighdean
contrary,a mhalairt
evaluating,a mheas
mac,a mhic
son,a mhic
sons,a mhic
mac,a mhic ó
boy,a mhic ó!
man,a mhic ó!
men,a mhic ó!
partner,a mhic!
partners,a mhic!
sir,a mháistir
sport,a mhéit
sports,a mhéit
herald,a mhór a dhéanamh de
nine,a naoi
nine,a naoi
capital,a ngabhann pionós an bháis leis
passing,a rith
love,a rún
loves,a rún
seven,a seacht
seven,a seacht
conducting,a sheoladh
