English,Other
a,a
aa,aa
aaa,aaa
aaron,aaron
ab,ab
abc,abc
bee,abelo
aberdeen,aberdeen
subscriber,abonanto
subscribers,abonantoj
subscribe,aboni
subscription,abono
subscriptions,abonoj
abortion,abortigo
abraham,abraham
abs,abs
absolute,absoluta
absolutely,absolute
absorption,absorción
abstract,abstrakta
abu,abu
ac,ac
acc,acc
acdbentity,acdbentity
acer,acer
maple,acero
acid,acido
acids,acidoj
acm,acm
quilt,acolchonar
accreditation,acreditación
ada,ada
adam,adam
adams,adams
adaptive,adapta
fitting,adaptado
adapters,adaptadores
adapter,adaptilo
adaptor,adaptilo
controller,adaptilo
adapted,adaptitaj
customized,adaptitajn
adaptation,adapto
adelaide,adelaide
bye,adiaŭ
goodbye,adiaŭ
adidas,adidas
adipex,adipex
admin,admin
administration,administrado
administrator,administranto
trustee,administranto
administrators,administrantoj
administered,administras
administrative,administrativo
administer,administri
manage,administri
managing,administri
adobe,adobo
adolescent,adoleskanto
teenage,adoleskanto
adopted,adoptita
foster,adoptita
adopt,adoptos
directories,adresaroj
address,adreso
addresses,adresoj
adrian,adrian
adsl,adsl
adverse,adversaj
lawyer,advokato
attorneys,advokatoj
lawyers,advokatoj
adware,adware
ae,ae
aerial,aera
air,aero
aerospace,aeroespacial
airline,aerolínea
airlines,aerolíneas
af,af
gentle,afabla
kind,afabla
affecting,afekcias
affect,afekcii
affected,afekciita
affair,afero
matter,afero
thing,afero
affairs,aferoj
matters,aferoj
things,aferoj
afghanistan,afganujo
affiliation,afiliación
posting,afiŝado
posters,afiŝoj
posts,afiŝojn
postage,afranko
african,african
africa,afriko
ag,ag
acting,agado
performance,agado
activities,agadoj
agency,agentejo
agencies,agentejoj
agent,agento
agents,agentoj
eagle,aglo
eagles,agloj
acknowledge,agnoski
acknowledged,agnoskis
accredited,agnoskitaj
action,ago
age,ago
actions,agoj
ages,agoj
shares,agoj
configure,agordi
configured,agordi
configuring,agordi
configuration,agordo
configurations,agordoj
settings,agordojn
pleasant,agrabla
aggressive,agresemajn
agricultural,agrikultura
agriculture,agrikulturo
ah,ah
ai,ai
airfare,airfare
aj,aj
garlic,ajlo
whatever,ajn
any,ajna
adjustable,ajustable
ak,ak
academic,akademia
academy,akademio
academics,akademiulojn
promotion,akcelado
accent,akcento
accepts,akceptas
acceptable,akceptebla
reception,akceptejo
accept,akcepti
accepting,akcepti
admit,akcepti
accepted,akceptita
admitted,akceptita
acceptance,akcepto
admission,akcepto
admissions,akceptoj
accessory,akcesora
accessories,akcesoraj
accident,akcidento
accidents,akcidentoj
stocks,akcioj
shareholders,akciuloj
getting,akirante
acquisition,akiraĵo
acquisitions,akiraĵoj
acquire,akiri
get,akiri
obtain,akiri
acquired,akiris
got,akiris
obtained,akiris
acne,akneo
grain,aknoj
grains,aknoj
accompanying,akompananta
accompanied,akompanis
acute,akra
sharp,akra
acre,akrea
akrea,akrea
acres,akreoj
acrylic,akrila
acrobat,akrobato
axis,akso
clerk,aktisto
active,aktiva
actively,aktive
activity,aktiveco
activated,aktivigitaj
activation,aktivigo
assets,aktivoj
activists,aktivuloj
act,akto
acts,aktoj
actress,aktorino
actor,aktoro
actors,aktoroj
current,aktuala
presently,aktuale
acoustic,akustiko
plaintiff,akuzanto
accused,akuzitaj
aquatic,akva
aquarium,akvario
water,akvo
dam,akvobaraĵo
watershed,akvodislimon
waters,akvoj
reservoir,akvorezervujo
waterproof,akvorezista
irrigation,akvumas
al,al
towards,al
ala,ala
alabama,alabamo
allah,alaho
alan,alan
alerts,alarmas
alarm,alarmo
alaska,alaska
albania,albania
albany,albany
albert,albert
alberta,alberta
albums,albumoj
albuquerque,albuquerque
aldo,aldo
alto,aldo
additional,aldona
adding,aldonante
adds,aldonas
additive,aldonaĵo
annex,aldonaĵo
additionally,aldone
add,aldoni
added,aldonita
aggregate,aldonita
additions,aldonoj
alexandria,aleksandrio
alexander,aleksandro
allergy,alergio
alex,alex
alpha,alfa
literacy,alfabetigo
alphabetical,alfabetorde
attach,alfiksi
attached,alfiksis
alfred,alfred
facing,alfrontas
cope,alfronti
faced,alfrontita
algebra,algebro
algorithm,algoritmo
algorithms,algoritmoj
ali,ali
another,alia
else,alia
other,aliaj
others,aliaj
allied,aliancita
alliance,alianco
aka,alias
alias,alias
alice,alice
otherwise,alie
align,align
altered,aliigo
elsewhere,aliloke
alignment,alineación
paragraphs,alineoj
accessing,alirante
accessible,alirebla
accessibility,alirebleco
access,aliro
join,aliĝi
joined,aliĝis
clicking,alklako
alcohol,alkoholo
allan,allan
allen,allen
attachment,alligiteco
attractive,alloga
at least,almenaŭ
least,almenaŭ
pads,almohadillas
nickname,alnomo
alloy,alojo
alot,alot
alpine,alpa
plus,alpago
addressed,alparolis
trails,alpinismo
bringing,alportante
brings,alportas
bring,alporti
brought,alportis
assuming,alprenanta
adoption,alpreno
approach,alproksimiĝo
approaches,alproksimiĝojn
alt,alt
high,alta
higher,alta
highest,alta
highly,alte
height,alteco
heights,altecojn
alternate,alterna
alternative,alternativa
alternatively,alternative
alternatives,alternativoj
attract,altiri
attraction,altiro
attractions,altiroj
tall,altkreska
elevation,alto
senior,altranga
precious,altvalora
hint,aludo
reference,aludo
hints,aludoj
matches,alumetoj
aluminium,aluminio
aluminum,aluminio
reaching,alvenante
arrives,alvenas
arrive,alveni
reach,alveni
gotten,alveninta
arrived,alvenis
reached,alvenis
arrival,alveno
arrivals,alvenoj
call,alvoko
algeria,alĝerio
adjusted,alĝustiĝi
upload,alŝuti
uploaded,alŝutita
loving,ama
amanda,amanda
lovers,amantoj
lover,amanton
massive,amasa
rally,amaskunveno
crowd,amaso
amateur,amateur
amazon,amazon
embassy,ambasadejo
ambassador,ambasadoro
both,ambaŭ
ambien,ambien
amd,amd
amended,amendita
amendment,amendo
amendments,amendoj
amenities,amenidades
american,american
america,ameriko
americas,ameriko
rica,ameriko
friendly,amika
friendship,amikeco
friend,amiko
friends,amikoj
amino,amino
loved,amis
ampland,ampland
amp,amplifilo
amplifier,amplifilo
amsterdam,amsterdamo
fun,amuza
funny,amuza
recreation,amuzaĵo
amy,amy
ana,ana
anaheim,anaheim
anal,anal
analyses,analizas
analyzes,analizas
analyze,analizi
analyzed,analizis
analyst,analizisto
analysts,analizistoj
analysis,analizo
analog,analoga
analytical,analítica
duck,anaso
anatomy,anatomio
anderson,anderson
andorra,andoro
andrea,andrea
andreas,andreas
andrew,andrew
andrews,andrews
andy,andy
angela,angela
angeles,angeles
england,anglio
angola,angolo
anxiety,angoro
angtv,angtv
angle,angulo
corner,angulo
angles,anguloj
corners,anguloj
soul,animo
souls,animoj
anime,animu
affiliated,aniĝita
also,ankaŭ
still,ankoraŭ
yet,ankoraŭ
anchor,ankron
ann,ann
anna,anna
anne,anne
annie,annie
announces,anoncas
announce,anonci
announced,anoncita
ad,anonco
advert,anonco
announcement,anonco
notice,anonco
ads,anoncoj
advertisements,anoncoj
announcements,anoncoj
anonymous,anonima
handles,ansoj
instead,anstataŭ
instead of,anstataŭ
rather,anstataŭ
replacing,anstataŭante
replacement,anstataŭanto
substitute,anstataŭanto
replace,anstataŭigi
replaced,anstataŭitaj
antarctica,antarctica
before,antaŭ
front,antaŭa
previous,antaŭa
prior,antaŭa
eve,antaŭa tago
advances,antaŭas
predict,antaŭdiri
predicted,antaŭdiri
prediction,antaŭdiro
predictions,antaŭdiroj
formerly,antaŭe
previously,antaŭe
ahead,antaŭen
forward,antaŭen
promote,antaŭenigi
advancement,antaŭeniro
advance,antaŭi
precondition,antaŭkondiĉo
prerequisite,antaŭkondiĉo
previews,antaŭrigardojn
preceding,antaŭvenanta
preview,antaŭvido
forecasts,antaŭvidojn
forecast,antaŭvidon
preventing,antaŭzorgo
prevention,antaŭzorgo
antenna,anteno
anthony,anthony
anti,anti
anticipated,anticipis
antigua,antigua
antibody,antikorpo
antibodies,antikorpoj
ancient,antikva
antique,antikva
antiques,antikvaĵoj
antiquities,antikvaĵoj
antivirus,antivirus
antonio,antonio
anthropology,antropologio
advertiser,anunciante
anymore,anymore
angel,anĝelo
angels,anĝeloj
aol,aol
ap,ap
apache,apache
hardware,aparataro
apparatus,aparato
appliance,aparato
appliances,aparatoj
devices,aparatoj
mating,apareamiento
particular,aparta
separate,apartaj
apartment,apartamento
apartments,apartamentoj
apart,aparte
particularly,aparte
separately,aparte
belong,apartenas
belongs,apartenas
appeal,apelacio
appeals,apelacioj
barely,apenaŭ
appendix,apendicon
emerging,aperanta
appears,aperas
appear,aperi
appearing,aperi
appeared,aperis
occurrence,apero
api,api
applying,aplikanta
applicable,aplikebla
apply,apliki
applied,aplikita
application,apliko
applications,aplikoj
apnic,apnic
supports,apogoj
apollo,apolono
stroke,apopleksio
pharmacy,apoteko
pharmacies,apotekoj
app,app
apps,apps
apr,apr
appreciation,aprezon
april,april
approve,aprobi
approved,aprobita
approval,aprobo
approximate,aproksimi
apt,apt
neighboring,apudajn
aqua,aqua
ar,ar
arab,arab
arabic,araba
arabia,arabio
spider,araneon
arrange,aranĝi
arranged,aranĝita
arrangement,aranĝo
layout,aranĝo
arrangements,aranĝoj
forest,arbaro
forests,arbaroj
woods,arbaroj
arbitrary,arbitra
arbitration,arbitracio
tree,arbo
trees,arboj
arbor,arbor
bush,arbusto
arcade,arcade
glow,ardi
arena,arenon
enclosure,areo
areas,areoj
arrest,aresti
arrested,arestita
arg,arg
argentine,argentinaj
argentina,argentino
clay,argilo
argue,argumenti
argued,argumentita
argument,argumento
arguments,argumentoj
rear,ariergardon
defence,arierulo
defense,arierulo
arizona,arizona
arkansas,arkansas
architect,arkitekto
architects,arkitektoj
architectural,arkitekturaj
architecture,arkitekturo
archived,arkivita
archives,arkivo
arc,arko
arch,arko
arctic,arkta
arlington,arlington
armor,armaĵo
armenian,armenian
armenia,armenio
army,armeo
weapon,armilo
weapons,armiloj
arms,armilojn
armed,armita
armstrong,armstrong
arnold,arnold
set,aro
whole,aro
sets,aroj
fragrances,aromoj
arrow,arrow
artistic,arta
artwork,artaĵo
artifact,artefakto
device,artefakto
artificial,artefarita
arthur,arthur
joint,artiko
article,artikolo
articles,artikoloj
artist,artisto
artists,artistoj
art,arto
arts,artoj
arthritis,artrito
aruba,arubo
silver,arĝento
archive,arĥivo
ace,as
asbestos,asbesto
ascii,ascii
insurance,asekuro
surely,asekuro
assembly,asembleo
stating,asertante
claimed,asertis
ashley,ashley
assign,asigni
allocated,asignitaj
assignment,asigno
asin,asin
assistant,asistanto
assistance,asistencia
attendance,asistencia
asn,asn
associated,asociis
associate,asociita
associates,asociitoj
association,asocio
associations,asocioj
appearance,aspekto
aspect,aspekto
looks,aspekto
aspects,aspektoj
asp,aspido
asthma,astmo
astrology,astrologio
astronomy,astronomio
asus,asus
ata,ata
attacked,atakitaj
attack,atako
attacks,atakoj
hoping,atendante
waiting,atendante
expects,atendas
expect,atendi
hope,atendi
wait,atendi
hoped,atendinta
expected,atendita
expectations,atendoj
athens,ateno
engaging,atentokaptan
attention,atenton
witness,atestanto
witnesses,atestantoj
certificate,atestilo
certificates,atestilojn
certification,atesto
testimony,atesto
ati,ati
affordable,atingeblaj
achieve,atingi
secured,atingitaj
achievement,atingo
scope,atingo
achievements,atingoj
atlanta,atlanta
atlantic,atlantiko
atlas,atlaso
athletic,atleta
athletics,atletikon
athletes,atletoj
atm,atm
atmospheric,atmosfera
atmosphere,atmosfero
atms,atms
atomic,atoma
atom,atomo
assigned,atribuitaj
allocation,atribuo
attribute,atributo
attributes,atributoj
strengths,atutoj
auckland,auckland
aud,aud
audio,audio
audit,auditoría
aug,aug
august,augusta
aus,aus
absent,ausente
authentication,autenticación
automotive,automotriz
autos,autos
av,av
endorsement,avalon
advantage,avantaĝo
pro,avantaĝo
advantages,avantaĝojn
avatar,avatar
ave,ave
auburn,avelkolora
adventure,aventuroj
adventures,aventuroj
avenue,avenuo
average,averaĝa
warned,avertis
warning,averto
warnings,avertoj
avg,avg
avi,avi
aircraft,aviadilo
airplane,aviadilo
aviation,aviado
granny,avinjo
notices,avizojn
grandfather,avo
avon,avon
aw,aw
awesome,awesome
aye,aye
az,az
ass,azeno
azerbaijan,azerbajĝano
asian,aziaj
asylum,azilon
asia,azio
nasty,aĉa
buying,aĉetado
purchasing,aĉetado
buyer,aĉetanto
buyers,aĉetantoj
buys,aĉetas
buy,aĉeti
bought,aĉetinta
purchased,aĉetita
purchase,aĉeto
purchases,aĉetoj
elder,aĝa
ones,aĵoj
au,aŭ
or,aŭ
bold,aŭdaca
audi,aŭdi
hear,aŭdi
hearing,aŭdi
audience,aŭdienco
hearings,aŭdiencoj
headset,aŭdilo
headphones,aŭdiloj
heard,aŭdis
auditor,aŭditoro
auction,aŭkcio
auctions,aŭkcioj
halo,aŭreolo
aurora,aŭroro
listening,aŭskultado
listen,aŭskulti
austin,aŭstino
australian,aŭstralia
australia,aŭstralio
austria,aŭstrio
genuine,aŭtentan
authentic,aŭtentika
automobile,aŭto
car,aŭto
self,aŭto
bus,aŭtobuso
automobiles,aŭtoj
cars,aŭtoj
automation,aŭtomacio
auto,aŭtomata
automatic,aŭtomata
automatically,aŭtomate
automated,aŭtomatigita
automaton,aŭtomato
robot,aŭtomato
authority,aŭtoritato
authorities,aŭtoritatoj
author,aŭtoro
authors,aŭtoroj
copyright,aŭtorrajto
track,aŭtoveturejo
tracks,aŭtoveturejoj
highway,aŭtovojo
highways,aŭtovojoj
autumn,aŭtuno
b,b
ba,ba
chat,babili
baghdad,bagdado
bahamas,bahamas
bailey,bailey
byte,bajto
baking,bakado
baker,bakisto
bacterial,bakteria
bacteria,bakterioj
swing,balancilo
soon,baldaŭ
whale,baleno
ballet,baleto
bali,bali
balloon,balono
voters,balotantoj
ballot,balotiloj
polls,balotoj
baltimore,baltimore
banana,banano
band,bando
bands,bandoj
bandwidth,bandwidth
bang,bang
bangbus,bangbus
bangkok,bangkok
bangladesh,bangladeŝo
banking,banka
banks,bankoj
bankruptcy,bankroto
bath,bano
baths,banoj
ties,bantoj
spas,banurboj
bathroom,banĉambro
bathrooms,banĉambroj
baptist,baptisto
barracks,barakoj
india,barato
barbados,barbado
barbara,barbara
barbie,barbie
barcelona,barcelona
bahrain,barejno
barrel,barelo
barnes,barnes
barriers,barojn
barrier,baron
barry,barry
basename,basename
basin,baseno
basics,basics
basketball,basketbalo
bass,baso
sticks,bastonetoj
rod,bastono
staff,bastono
stick,bastono
beating,batadon
fighting,batalado
fighter,batalanto
warrior,batalanto
fighters,batalantoj
warriors,batalantoj
veterans,batalintoj
fought,batalis
battlefield,batalkampo
battle,batalo
combat,batalo
hitting,batante
batch,batch
beaten,batita
hit,batita
batman,batman
blows,batoj
hits,batoj
blow,baton
basic,baza
stands,bazaĵojn
based,bazitaj
base,bazo
baseline,bazo
basis,bazo
bases,bazoj
baseball,bazpilkado
bb,bb
bbc,bbc
bbs,bbs
bbw,bbw
bc,bc
bd,bd
bdsm,bdsm
beastality,beastality
beastiality,beastiality
beatles,beatles
beats,beats
baby,bebo
babies,beboj
unfortunately,bedaŭrinde
bedford,bedford
bill,beko
bills,bekojn
beautiful,bela
fair,bela
pretty,bela
beautifully,bele
beauty,beleco
belfast,belfast
belgium,belgium
belize,belizo
belkin,belkin
belle,belle
belarus,belorusio
ben,ben
tape,bendo
tapes,bendojn
blessed,benita
benjamin,benjamin
bench,benko
seats,benkoj
bennett,bennett
bless,benu
benz,benz
gasoline,benzino
berkeley,berkeley
berlin,berlin
bermuda,bermuda
bernard,bernard
berry,bero
veterinarian,bestkuracisto
veterinary,bestkuracisto
animal,besto
animals,bestoj
zoo,bestoĝardeno
bestsellers,bestsellers
beth,bet
beta,beta
concrete,betono
betty,betty
beverly,beverly
need,bezonas
required,bezonata
necessarily,bezone
needed,bezonis
needs,bezonoj
bg,bg
bi,bi
biblical,bibliaj
bible,biblio
bibliographic,bibliografiaj
bibliography,bibliografio
librarian,bibliotekisto
library,biblioteko
libraries,bibliotekoj
cycling,biciklado
bicycle,biciklo
beads,bidoj
estate,bieno
estates,bienojn
beer,biero
bikes,bikes
bikini,bikino
thumbnails,bildetojn
thumbnail,bildeton
postal,bildkartoj
image,bildo
footage,bildoj
images,bildoj
pictures,bildoj
ticket,bileto
tickets,biletoj
billy,billy
bin,bin
bound,binditaj
bingo,bingo
bio,bio
biodiversity,biodiverseco
biography,biografio
biographies,biografioj
biol,biol
biological,biologia
biology,biologio
bios,bios
biotechnology,biotecnología
bird,birdo
birds,birdoj
birmingham,birmingham
myanmar,birmo
bitch,bitch
bite,bite
bits,bitoj
bytes,bitokoj
biz,biz
quirky,bizara
bizarre,bizaraj
bizrate,bizrate
bk,bk
bl,bl
bla,bla
blah,bla
blackjack,blackjack
blair,blair
blake,blake
blank,blank
target,blanka
white,blanka
blast,blast
chip,blato
chips,blatoj
blind,blinduloj
blink,blink
bloggers,bloggers
blog,blogo
blogs,blogoj
blogging,blogueo
blogger,bloguero
blockade,blokado
locking,blokado
blocking,blokante
blocked,blokita
block,bloko
blocks,blokoj
blond,blondan
blonde,blonde
bloomberg,bloomberg
blowing,blovante
blowjob,blowjob
blowjobs,blowjobs
blue,blua
bluetooth,bluetooth
blues,bluson
blvd,blvd
bm,bm
bmw,bmw
bo,bo
boats,boatoj
bob,bob
bobby,bobby
bubble,bobelo
boc,boc
botswana,bocvano
boxing,boksado
boxed,boksis
bolivia,bolivio
bomb,bombo
pump,bombo
bombs,bomboj
pumps,bomboj
bon,bon
best,bona
finest,bonaj
good,bonaj
good news,bonaj novaĵoj
bondage,bondage
well,bone
excellent,bonega
charitable,bonfara
charity,bonfarado
delicious,bongustega
fragrance,bonodoro
smell,bonodoro
welfare,bonstato
wellness,bonstato
discretion,bontrovo
bonus,bonus
welcome,bonvenon
please,bonvolu
lucky,bonŝanca
boob,boob
boobs,boobs
bool,bool
boost,boost
boot,boot
drilling,borado
perforation,borado
bank,bordo
shore,bordo
drill,borilo
born,born
bosnian,bosnia
bosnia,bosnio
boston,boston
bottle,botelo
bottles,boteloj
booty,boteto
boots,botoj
boulder,boulder
boutique,boutique
beef,bovaĵo
cow,bovino
cowboy,bovisto
bowl,bovlo
bp,bp
br,br
bracelet,braceleto
bracelets,braceletojn
brad,brad
bradford,bradford
bradley,bradley
brighton,brajtono
arm,brako
brandon,brandon
brandy,brandon
branch,branĉo
branches,branĉoj
brazil,brazil
brazilian,brazila
raises,bredado
raising,bredado
brakes,bremsoj
breton,breton
shelf,breton
gap,breĉo
gaps,breĉoj
brian,brian
briefing,briefing
brick,briko
bright,brila
brilliant,brila
flashing,brilantaj
highlights,brilaĵoj
shine,briligi
lucia,brilis
shone,brilis
brisbane,brisbano
bristol,bristol
britannica,britannica
britain,britio
united kingdom,britio
british,british
britney,britney
broadway,broadway
broker,broker
bronze,bronzo
brooklyn,brooklyn
clasp,broĉo
finishing,broĉo
paperback,broŝura
brochure,broŝuro
brochures,broŝuroj
bruce,bruce
burns,brulas
fuel,brulaĵo
burn,bruligi
burner,brulilo
burning,brulo
brown,bruna
brunei,brunejo
brunswick,brunsviko
