Other,English
'làm gỏi',beefing up
's hiện diện,'s presence
* bộ,* the
* sự,* the
", lưỡi",tongue
", mua bán",and trading
-bóng,dark
-bóng,glossy
-bóng,image
-bóng,lustrous
-bóng,shade
-bóng,shadow
-bóng,shadowy
-bóng,sleek
-chát,austerity
-chất xúc tác sinh,catalyst birth
-chụp rơngen,roentgenography
-cryostat,cryostat
-cung,longbow
-cà giựt,barf
-cục,clot
-dự trữ,reserve
-hộp cá trích,brisling
-lỗ,cavity
-lỗ,deficit
-lỗ,hole
-lỗ,pit
-máy làm sạch vỏ,huller
-người,bloke
-người,cuss
-người,folk
-người,guy
-người,individual
-người,people
-người,person
-người,personage
-người,personality
-người,soul
-người dự hội nghị,conventioneer
-người mua,buyer
-người mua,chap
-người mua,customer
-người mua,purchaser
-người mua,vendee
-quặng sắt,mine
-sổ quỹ tiền mặt,cashbook
-sự,history
-sự buôn lậu,contraband
-sự buôn lậu,smuggling
-sự cán vân,knurling
-thiết bị khử bọt,defamer
-trở nên chua,clabber
-tấm,volet
-tự phân giải,autolyze
-van,valve
-vận phí đầy xe,carload
-ở trạng thái đông,clotty
10 lủy thừa 12,trillion
a cit nit tơ rơ,nitrous
a cít,erode
a cít phê níc,carbolic
a dua,blandish
a móc,at
ac tin chất phát quang tuyến,actinium
acetaldehyd,acetaldehyde
aerogel,airgel
ai ca,nocturne
ai cũng biết,well-known
ai cũng biết cả,notoriety
ai cũng biết cả,notorious
ai khúc,nocturne
ai tin,obituary
ai tín,obituary
ai điếu,condolence
ailen,irish
alen,alleles
am môn,ammonium
am pe,ampere
am pe kế,ammeter
am pe kế,amperemeter
am tự,pagoda
amip,amoeba
an lạc,peace
an nghĩ,reposeful
an táng,inter
an thần,sedative
an toàn,easiness
an toàn,safe
an toàn,easiness
an toàn,safe
an tâm,assurance
an tức du,benzene
an tử,euthanasia
an ủi,appease
an ủi,assuage
an ủi,be consoled
an ủi,ease
an ủi,pacify
an ủi được,disconsolate
an ủi,appease
an ủi,assuage
an ủi,be consoled
an ủi,ease
an ủi,pacify
andexit,andesite
anh,you
anh bán sữa,milkman
anh chàng,johnny
anh chàng,joker
anh chàng,josser
anh chàng ba hoa khó chịu,jay
anh chàng khờ dại,jay
anh chàng ngốc,jay
anh chàng số đen,jonah
anh chị em ruột thịt,full-blooded
anh chàng điển trai,heartthrob
anh em,brother
anh em cùng cha khác mẹ hoặc,stepbrother
anh em họ,cousin
anh giáo,his teacher
anh hóa,anglicize
anh hóa,english
anh hùng,heman
anh hùng,hero
anh hùng ca,epic
anh hùng ca,epos
