English,Other
oct,10月
nov,11月
dec,12月
feb,2月
apr,4月
jul,7月
sep,9月
andale,andaleの
of andale,andaleのの
of the andale,andaleのの
au,auの
of au,auのの
of the au,auのの
avi,aviファイル
avi file,aviファイル
of cc,ccで
with cc,ccに
cc,ccの
to cc,ccの
cdna,cdnaを
the cdna,cdnaを
cds,cdの
of cd,cdの
conf,confに
the conf,confに
c,c言語
c language,c言語
debian,debianの
the debian,debianの
of debian,debianを
devel,develの
of devel,develのの
of the devel,develのの
dev,devの
of dev,devの
divx,divxの
div,divの
of div,divの
there is a dt,dtがあります
there is dt,dtがあります
dt is,dtがある
dt,dtは
dui,duoの複数形
dvds,dvdの
on ebay,ebayで
ebay,ebayの
emacs,emacsの
of emacs,emacsのの
of the emacs,emacsのの
enb,enbは
the enb,enbは
epinions,epinionsを
the epinions,epinionsを
eval,evalを
the eval,evalを
expansys,expansys商品
expansys item product.,expansys商品アイテム商品。
expansys commodity,expansys商品商品
the expansys commodity product.,expansys商品商品製品。
expansys product.,expansys商品製品。
e-commerce,eコマース
ecommerce,eコマース
email,eメール
emails,eメール
feof,feofを
the feof,feofを
firefox,firefoxの
of firefox,firefoxのの
of the firefox,firefoxのの
flickr,flickrの
of flickr,flickrのの
of the flickr,flickrのの
called foo,fooという
the called foo,fooという
of foo,fooというの
foo,fooの
fotos,fotosさん
foto,fotoで
in foto,fotoで中
freebsd,freebsdの
for gcc,gccの
gcc,gccの
html,htmlの
of html,htmlの
inf,infファイル
inf file,infファイル
int,int型
type int,int型
ipaq,ipaqの
ipod,ipodの
of ipod,ipodのの
of the ipod,ipodのの
itunes,itunesの
kijiji,kijijiは
kijiji is,kijijiはです
looksmart,looksmart社
looksmart inc.,looksmart社株式会社。
looksmart inc. corporation.,looksmart社株式会社。
ls,lsコマンド
ls command,lsコマンド
mailto,mailtoの
misc,miscの
ml,mlの
ml of,mlの
mpg,mpgファイル
mpg file,mpgファイル
mrna,mrnaの
of mrna,mrnaの
msgstr,msgstrを
the msgstr,msgstrを
mysql,mysqlの
the mysql,mysqlの
nba,nbaの
the nba,nbaの
of nm,nmで
nm,nmの
in nm,nm単位で
nn,nnは
there is nn,nnはあります
nn is,nnはある
n,nは
n is,nは
there is an obj,objがあります
there is obj,objがあります
obj is,objがある
obj,objは
pdf,pdfファイル
pdf file,pdfファイル
phpbb,phpbbの
of phpbb,phpbbのの
of the phpbb,phpbbのの
pn,pn接合
pn junction,pn接合
in ppm,ppmで
of ppm,ppmで
ppm,ppmの
pst,pstファイル
pst file,pstファイル
of ps,psの
ps,psの
pubmed,pubmedの
of pubmed,pubmedのの
of the pubmed,pubmedのの
rn,rnを
the rn,rnを
of ru,ruの
ru,ruの
shopzilla,shopzillaを
the shopzilla,shopzillaを
of s,sの
s,sの
thinkpad,thinkpadの
of the thinkpad,thinkpadのの
of thinkpad,thinkpadのの
in the tmp,tmpに
