English,Other
* physical stop and the location of the prey,* 실제 정지 먹이의 위치
", and full of people like something like bullet holes",", 그리고 사람들로 가득 총알 구멍 같은 같은"
"search by stepping behind the hounds, especially food",", 사냥개 뒤에 스테핑 특히 음식을 검색"
", stepping behind the hounds search for food, especially",", 사냥개 뒤에 스테핑 특히, 음식을 검색"
ment,", 표준"
the ... the ... the shame felt,... ... 수치심을 느꼈다
called to complain about ... seureon face talk,... seureon 얼굴 이야기에 대해 불평하기 위해 호출
called to complain about the story ... seureon face,... seureon 얼굴 이야기에 대해 불평하기 위해 호출
prep,... 대비하여 준비하다
around the bodies of ... something spun orbit,... 뭔가 회전 궤도의 몸 주위에
above,... 보다 위에
above,... 보다 윗자리에
about,... 에 대하여
accomplish,... 에게 기예를 가르치다
accomplish,... 에게 학문을 가르치다
accomplish,... 에게 학업을 가르치다
above,... 을 넘어
accompanied,... 을 수반하다
accompany,... 을 수반하다
accord,... 을 일치시키다
according,... 을 일치시키다
accord,... 을 적응시키다
according,... 을 적응시키다
accord,... 을 조화시키다
according,... 을 조화시키다
about,... 의 대하여
about,... 의 여기저기에
authority,...가
price,...가
song,...가
songs,...가
specialist,...가
specialists,...가
street,...가
surname,...가
not,...가 ...아니다
packed,...가 가득 채워진
groan,...가 넘칠 정도로 많이 있다
on,...가 지불할
upon,...가 지불할
poop,...가 지쳐 빠지다
toward,...가까이
towards,...가까이
fetch,...값에 팔리다
steel,...강철을 씌우다
circa,...경
pass by,...곁을 지나치다
kingdom,...계
meter,...계
meters,...계
metre,...계
metres,...계
notice,...계
notices,...계
public,...계
system,...계
systems,...계
world,...계
worlds,...계
engineer,...공사를 감독하다
engineers,...공사를 감독하다
engineer,...공사를 설계하다
engineers,...공사를 설계하다
cape,...곶
headland,...곶
promontory,...곶
as,...과 같이
relay,...과 교대할 것을 마련하다
mania,...광
merchant,...광
merchants,...광
garden,...광장
monsieur,...군
mister,...군을 붙이다
reckon on,...기대를 걸다
pending,...까지
till,...까지
to,...까지
until,...까지
unto,...까지
till,...까지 ...않다
stay,...까지 있다
stayed,...까지 있다
stays,...까지 있다
till,...까지줄곧
son,...나라 사람
depend,...나름이다
depending,...나름이다
depends,...나름이다
during,...내내
nor,...는데 ...지 않다
rev,...님
reverence,...님
sahib,...님
purl,...단 안뜨기하다
beneath,...답지 못한
get,...당하다
gets,...당하다
getting,...당하다
got,...당하다
for,...대신에
in place of,...대신에
on behalf of,...대신에
on behalf of,...대신으로
for,...대신의
great,...대왕
greatest,...대왕
great,...대제
greatest,...대제
nor,...도 ...없다
also,...도 또한
either,...도 또한
neither,...도 또한 ...아니다
either,...도 또한 ...않다
neither,...도 아니고 ...도 아니다
neither ... nor,...도 아니고 ...도 아니다
nor,...도 아니다
nothing,...도 아무것도 아니다
neither,...도 않고 ...도 않다
neither ... nor,...도 않고 ...도 않다
neither,...도 역시 ...않다
nor,...도 역시 ...않다
during,...동안
for,...동안
throughout,...동안
for,...동안 쭉
am,...되어 있다
are,...되어 있다
be,...되어 있다
been,...되어 있다
being,...되어 있다
is,...되어 있다
was,...되어 있다
were,...되어 있다
yours,...드림
awfully,...디
until,...때까지
for,...때문에
of,...때문에
owing to,...때문에
all the more,...때문에 오히려 더 낫게
look on,...라고 간주하다
rejoin,...라고 답변하다
replied,...라고 대답하다
replies,...라고 대답하다
reply,...라고 대답하다
respond,...라고 대답하다
responded,...라고 대답하다
responding,...라고 대답하다
return,...라고 대답하다
returned,...라고 대답하다
returning,...라고 대답하다
represent,...라고 말하다
represented,...라고 말하다
representing,...라고 말하다
represents,...라고 말하다
muse,...라고 생각에 잠기면서 말하다
guess,...라고 생각하다
make,...라고 생각하다
makes,...라고 생각하다
regard,...라고 생각하다
regarded,...라고 생각하다
read,...라고 쓰여 있다
reads,...라고 쓰여 있다
rejoin,...라고 응답하다
make,...라고 이해하다
makes,...라고 이해하다
qualify,...라고 진술하다
judge,...라고 판단하다
of,...라고 하는
because,...라고 해서 ...인 것은 아니다
but,...라는 것
rate,...로 간주하다
rated,...로 간주하다
rates,...로 간주하다
get,...로 되다
gets,...로 되다
getting,...로 되다
got,...로 되다
grew,...로 되다
grow,...로 되다
grown,...로 되다
grows,...로 되다
along,...로 따라서
shape,...로 발달하다
shapes,...로 발달하다
shape,...로 발전하다
shapes,...로 발전하다
grew,...로 변하다
grow,...로 변하다
grown,...로 변하다
grows,...로 변하다
owing to,...로 인해서
fly,...로부터 도주하다
go for,...로서 통용되다
go for,...로서 통하다
theories,...론
theory,...론
get off,...를 면하다
every,...마다
only,...만의
for,...만큼
measure,...만큼 되다
measures,...만큼 되다
for,...만큼의
mean,...만큼의 뜻을 내포하다
meant,...만큼의 뜻을 내포하다
seat,...만큼의 좌석을 가지다
seats,...만큼의 좌석을 가지다
excepting,...말고는
to,...몇 분 전
but,...못할 정도로
under,...미만으로
under,...미만인
than,...밖에는
than,...보다
better,...보다 나은
not less than,...보다 나을망정 못하지는 않게
rank,...보다 낫다
ranked,...보다 낫다
ranks,...보다 낫다
surpass,...보다 낫다
beneath,...보다 낮은
outtop,...보다 높다
overlook,...보다 높은 데 있다
behind,...보다 뒤떨어져
below,...보다 떨어지다
outspeak,...보다 말을 잘하다
before,...보다 먼저
outreach,...보다 멀리 미치다
behind,...보다 못하여
below,...보다 못한
below,...보다 밑에
below,...보다 밑으로
before,...보다 빠르게
outgo,...보다 빨리 가다
outgrow,...보다 빨리 자라다
overgrow,...보다 빨리 자라다
outgrow,...보다 빨리 크다
overgrow,...보다 빨리 크다
below,...보다 아래로
below,...보다 아래에
before,...보다 앞서
prior to,...보다 앞에
override,...보다 우선하다
beat,...보다 우월하다
beats,...보다 우월하다
override,...보다 우월하다
outgrow,...보다 자라다
overgrow,...보다 자라다
less,...보다 작은
less,...보다 적게
less,...보다 적은
exceed,...보다 크다
outgrow,...보다 크다
overgrow,...보다 크다
below,...보다 하류에
before,...보다는 오히려
before,...보다는 차라리
than,...보다도
costume,...복
costumes,...복
before,...분 전
of,...분 전
part,...분의 하나
all,...뿐
only,...뿐의
between,...사이에
during,...사이에
between,...사이에서
break through,...사이에서 나타나다
break through,...사이에서 새어들다
between,...사이의
republic,...사회
fell,...산
old,...살된 동물
old,...살된 사람
aged,...살에
aged,...살의
fowl,...새
old,...세된 동물
old,...세된 사람
trophic,...속성의
tropic,...속성의
number,...속에 계산되다
water,...수
waters,...수
o'clock,...시
period,...시
o'clock,...시의 위치
get,...시키다
gets,...시키다
getting,...시키다
got,...시키다
let,...시키다
lets,...시키다
letting,...시키다
making,...시킬 것 같은
news,...신문
post,...신문
posts,...신문
monsieur,...씨
mister,...씨를 붙이다
but,...않는 다는 것
but,...않다는 것
mademoiselle,...양
