English,Other
ten thousand,一万
all at once,一下子
all of a sudden,一下子
for a short while,一下子
for a while,一下子
a,一个
an,一个
none,一个也没有
strand,一串
a few,一些
a little,一些
some,一些
generation,一代
generations,一代
awhile,一会儿
in a moment,一会儿
presently,一会儿
wee,一会儿
one-sided,一偏
unitary,一元
altogether,一共
repeatedly,一再
cent,一分钱
cents,一分钱
penny,一分钱
penny,一分钱的
all,一切
every,一切
everything,一切
everything,一切事物
potion,一剂
half,一半
flatly,一口
potation,一口
readily,一口
shot,一口
shots,一口
at the same time and place,一同
together,一同
constantly,一向
earlier on,一向
lately,一向
the whole time,一向
puff,一吹
whiff,一吹
clot,一团
regiment,一团
clot,一块
piece,一块
pieces,一块
pile,一堆
set,一套
sets,一套
suit,一套
suits,一套
certain,一定
certainly,一定
fixed,一定
for sure,一定
given,一定
necessarily,一定
particular,一定
surely,一定
bound,一定的
must,一定要
first instance,一审
couple,一对
couples,一对
pair,一对
pairs,一对
layer,一层
layers,一层
spank,一巴掌
district,一带
districts,一带
region,一带
regions,一带
annual,一年生植物
at one time,一度
for a time,一度
once,一度
one time,一度
sheet,一张
sheets,一张
flip,一弹
intently,一心一意
fling,一扑
clout,一打
dozen,一打
knock,一打
fling,一扔
row,一排
rows,一排
broke,一文不明的
first,一日
in case,一旦
in one day,一旦
once,一旦
for a short time,一时
for a short while,一时
for a while,一时
for the moment,一时
momentary,一时
offhand,一时
temporary,一时
jan,一月
january,一月
dose,一服
alike,一样
equal,一样
equally,一样
just like,一样
like,一样
same,一样
first,一次
first time,一次
once,一次
ejaculate,一次射出的精液
mowing,一次收割量
step,一步
excerpt,一段
a bit,一点
a little,一点
nibble,一点
none,一点也不
not in the least,一点也不
a bit,一点儿
a little,一点儿
piece,一片
pieces,一片
slice,一片
all one's life,一生
lifetime,一生
throughout one's life,一生
hundred,一百
all along,一直
always,一直
continuously,一直
slap,一直
spang,一直
square,一直
squarely,一直
up,一直
glance,一瞥
glimpse,一瞥
bowl,一碗
quid,一磅
davenport,一种书桌
senior,一级的
gleam,一线微光
crowd,一群
flock,一群
gang,一群
group,一群
groups,一群
herd,一群
pack,一群
packs,一群
regiment,一群
swarm,一群
consistency,一致
identical,一致
unanimous,一致
conformity,一致性
consistency,一致性
common,一般
commonly,一般
currently,一般
general,一般
just like,一般
ordinary,一般
same,一般
generalization,一般化
general,一般性
generalized,一般性
delegation,一行
parties,一行
party,一行
all along,一贯
consistent,一贯
constant,一贯
persistent,一贯
persistently,一贯
consistency,一贯性
in company with,一起
in the same place,一起
together,一起
for a lifetime,一辈子
lifetime,一辈子
one side,一边
at the same time,一边 ... 一边
simultaneously,一边 ... 一边
in a row,一连
in succession,一连
portion,一部分
portions,一部分
one side,一面
item,一项
thing,一项
things,一项
spanking,一顿
fourth,丁
fourth heavenly stem,丁
thong,丁字裤
clink,丁当声
