Other,English
cerdo hormiguero,aardvark
protelo,aardwolf
aaron,aaron
detrás,aback
detrás,after
detrás,behind
detrás,back
atrás,aback
atrás,after
atrás,behind
atrás,back
en facha,aback
encapado,aback
encapado,cloaked
con retraso,behind
con retraso,behindhand
con retraso,overdue
de nuevo,again
de nuevo,afresh
de nuevo,anew
de atrás,behind
de atrás,rearward
de vuelta,back
de vuelta,back
de vuelta,return
en pos de,after
en pos de,in the wake of
después,after
después,afterwards
después,next
después,afterward
después,later
después,then
después,subsequently
por debajo de,behind
por debajo de,below
por debajo de,underneath
por detrás,behind
por detrás,from behind
después de,after
tras,after
tras,behind
tras,beyond
tras,backside
por,after
por,to
por,for
por,about
por,by
por,through
por,per
por,at
por,because of
por,around
por,out of
por,out
por,as
por,down
por,via
por,along
detrás de,after
detrás de,behind
detrás de,in back of
detrás de,back of
detrás de,astern
tras de,after
tras de,besides
en busca de,after
en busca de,in search of
acerca de,after
acerca de,about
acerca de,on
acerca de,concerning
a la manera de,after
según el estilo de,after
después de que,after
una vez que,after
una vez que,once
posterior,after
posterior,hind
posterior,later
posterior,subsequent
posterior,rear
posterior,posterior
posterior,rearward
posterior,puisne
siguiente,after
siguiente,incoming
siguiente,following
de popa,after
de popa,aftermost
trasero,behind
trasero,back
trasero,hind
trasero,rearmost
trasero,rear
trasero,rear
trasero,posterior
trasero,posterior
trasero,rearward
trasero,backside
trasero,tail
trasero,bottom
trasero,rear-mounted
trasero,seat
encapotado,cloaked
encapotado,lowering
encapotado,lower
encapotado,heavy
encapotado,overcast
encapotado,cloaking
culo,behind
culo,fanny
culo,duff
culo,ass
culo,bum
culo,bottom
culo,arse
espalda,back
parte posterior,back
parte posterior,rear
respaldo,back
respaldo,backboard
respaldo,backrest
fondo,back
fondo,bottom
fondo,deep
fondo,background
fondo,fund
fondo,depth
fondo,floor
fondo,backdrop
fondo,ground
fondo,rock bottom
fondo,long distance
dorso,back
dorso,reverse
reverso,back
reverso,reverse
lomo,back
lomo,loin
lomo,backbone
lomo,spine
revés,back
revés,setback
revés,backhand stroke
revés,reverse
revés,backhand
revés,backstroke
revés,come-down
zaga,back
envés,back
envés,underside
envés,wrong side
foro,forum
canto,canto
canto,singing
canto,edge
canto,song
canto,hymn
canto,chant
canto,rim
canto,crow
canto,cantus
canto,lay
extradós,back
forzal,back
respaldar,back
respaldar,underwrite
respaldar,support
respaldar,protect
respaldar,back up
apoyar,back
apoyar,underwrite
apoyar,sustain
apoyar,support
apoyar,favor
apoyar,back up
apoyar,uphold
apoyar,rest
apoyar,hold up
apoyar,prop
apoyar,favour
apoyar,countenance
apoyar,recline
apoyar,lean
apoyar,prop up
apoyar,cheer
apoyar,buttress
apoyar,invest in
apoyar,second
retroceder,back
retroceder,fall back
retroceder,go back
retroceder,back up
retroceder,move back
retroceder,turn back
retroceder,back away
retroceder,regress
retroceder,push back
retroceder,move backwards
retroceder,flinch
retroceder,stand back
retroceder,start back
retroceder,walk backward
retroceder,give ground
cambiar,exchange
cambiar,turn
cambiar,switch
cambiar,alter
cambiar,change
cambiar,distort
cambiar,turn around
cambiar,shift
cambiar,swop
cambiar,swap
cambiar,transfer
cambiar,dislocate
cambiar,vary
cambiar,swing
cambiar,swap over
cambiar,swap around
cambiar,swap round
recular,back
recular,blench
recular,crawfish
recular,recoil
recular,kick
recular,kick back
dar marcha atrás,back
dar marcha atrás,back off
dar marcha atrás,reverse
montar,assemble
montar,mount
montar,ride
montar,set
montar,put on
montar,set up
montar,erect
montar,put together
montar,piece together
montar,set in
montar,sit
montar,put up
montar,elevate
defender,back
defender,advocate
defender,guard
defender,stand up for
defender,defend
defender,back up
defender,uphold
defender,stick up for
girar,back
girar,rotate
girar,turn
girar,spin
girar,twist
girar,revolve
girar,turn around
girar,wind
girar,twiddle
girar,swivel
girar,gyrate
girar,turn about
girar,turn round
girar,rev
girar,wheel
girar,go round
girar,veer
girar,hinge
girar,twist round
girar,swivel round
avalar,back
avalar,endorse
avalar,indorse
torcer,turn
torcer,twist
torcer,change
torcer,inflect
torcer,distort
torcer,turn around
torcer,sprain
torcer,turn about
torcer,wring out
torcer,slew
mudar,move
mudar,molt
mudar,change
mudar,slough
mudar,moult
mudar,convert
mudar,shed
mudar,throw
mudar,transfer
mudar,break
mudar,slough off
mudar,mutate
mudar,break up
endosar,back
endosar,endorse
endosar,indorse
dar marcha atrás a,back
dar marcha atrás a,back up
enlomar,back
enlomar,smear
despaldar,back
moverse atrás,back
hacer marcha atrás con,back
favorecer,subserve
favorecer,favor
favorecer,patronize
favorecer,flatter
favorecer,stimulate
favorecer,advantage
favorecer,favour
favorecer,bring on
favorecer,look with favor on
transformar,turn
transformar,transform
transformar,process
transformar,change
transformar,convert
transformar,turn around
transformar,turn about
de retroceso,back
atrasado,back
atrasado,behindhand
atrasado,slow
atrasado,backward
atrasado,overdue
atrasado,late
atrasado,belated
del interior,back
del interior,midland
del interior,inland
velar,velar
velar,veil
velar,keep vigil
velar,wake
velar,wait up
velar,stop up
vencido y no pagado,overdue
