English,Other
the,la
of,de
and,kaj
to,por
for,por
a,a
in,en
is,estas
on,sur
about,proksimume
that,ke
by,per
with,kun
this,tiu
i,i
you,vi
it,ĝi
not,ne
or,aŭ
be,esti
are,estas
from,el
at,ĉe
as,kiel
your,via
all,ĉiuj
have,havos
new,nova
more,pli
an,kiel
was,estis
we,ni
will,volo
home,hejmo
can,povas
us,nin
if,se
page,paĝo
my,mian
has,havas
search,serĉo
free,senpaga
but,sed
our,nian
one,unu
other,aliaj
do,fari
no,neniu
information,informo
time,tempo
they,ili
site,ejo
he,li
up,supren
may,may
what,kio
which,kio
their,iliaj
news,novaĵoj
out,el
use,uzo
any,ajna
there,tie
here,tien
see,vidi
only,nur
so,tiom
his,sian
when,kiam
contact,kontakto
business,negoco
who,kiuj
web,retejo
also,ankaŭ
now,nun
help,helpi
get,akiri
obtain,akiri
pm,pm
view,vido
online,interreto
internet,interreto
c,c
e,e
first,unua
am,estas
been,estintaj
would,farus
how,kiom
were,estis
me,min
s,s
services,servoj
some,iuj
these,tiuj
click,klako
its,lia
like,kiel
service,servo
x,x
than,ol
find,trovi
price,prezo
date,dato
back,reen
top,supro
people,homoj
had,havis
list,lerta
name,nomo
just,simple
simply,simple
over,super
state,ŝtata
year,jaro
day,tagon
into,en
email,retpoŝto
two,du
health,sano
n,n
world,mondo
re,re
next,sekvanta
used,uzita
go,iri
b,b
work,laboro
last,lasta
most,plej
products,produktoj
music,muziko
buy,aĉeti
data,datumoj
make,fari
them,ilin
should,devus
product,produkto
system,sistemo
post,posteno
employment,posteno
her,ŝia
city,urbo
t,t
add,aldoni
policy,politiko
number,nombro
such,tiaj
please,bonvolu
available,havebla
copyright,aŭtorrajto
support,subteno
message,mesaĝo
after,post
best,bona
good,bonaj
software,programaro
then,tiam
jan,jan
video,video
well,bone
d,d
where,kie
info,info
rights,rajtoj
public,publikajn
books,libroj
high,alta
school,lernejo
through,per
m,m
each,ĉiu
links,ligiloj
she,ŝi
review,recenzo
years,jaroj
order,ordon
very,tre
privacy,privateco
book,libro
items,erojn
company,kompanio
r,r
read,legi
group,grupo
sex,sekso
need,bezonas
many,multaj
user,uzanto
said,diris
de,de
does,faras
set,aro
under,sub
general,ĝenerale
generally,ĝenerale
research,esploro
university,universitato
january,januaro
mail,poŝto
full,plena
map,mapo
reviews,recenzoj
program,programo
life,vivo
know,scias
games,ludoj
way,vojo
road,vojo
days,tagoj
management,demarŝo
p,p
part,parto
could,povis
great,granda
united,kunigita
together,kune
hotel,hotelo
real,reala
f,f
item,listero
international,internaciaj
center,centro
ebay,ebay
must,devas
store,vendejo
travel,vojaĝado
comments,komentoj
made,farita
development,disvolviĝo
report,raporto
off,ekstere
member,membro
details,detaloj
line,linio
terms,terminoj
before,antaŭ
hotels,hoteloj
did,faris
send,sendu
right,dekstra
type,tipo
because,ĉar
local,lokaj
those,tiuj
using,uzante
results,rezultoj
office,oficejo
education,edukado
national,naciaj
car,aŭto
design,dezajno
take,preni
posted,posteó
address,adreso
community,komunumo
within,ene
states,ŝtatoj
area,spaco
want,volas
phone,telefono
dvd,dvd
shipping,shipping
reserved,rezervita
subject,subjekto
between,inter
forum,forumo
family,familio
l,l'
l ',l'
long,longajn
based,bazitaj
w,w
code,kodo
show,spektaklo
o,o
even,eĉ
black,nigra
check,kontroli
special,speciala
prices,prezoj
website,retejo
index,indekso
being,estante
women,virinoj
much,multa
sign,signo
file,dosiero
link,ligilo
open,malfermita
today,hodiaŭ
technology,teknologio
south,sude
case,okazo
project,projekto
same,sama
pages,paĝoj
uk,uk
version,versio
section,sekcio
own,propra
found,trovita
sports,sportoj
house,domo
related,rilata
security,sekureco
both,ambaŭ
g,g
county,graflando
american,american
photo,foto
game,ludo
members,membroj
power,potenco
while,dum
during,dum
care,prizorgi
take care,prizorgi
network,reto
down,malsupren
computer,komputilo
systems,sistemoj
three,tri
total,entute
place,loko
end,fino
following,sekvante
download,malŝarĝo
h,h
him,li
without,sen
per,por
access,aliro
think,pensas
north,norde
resources,rimedoj
current,aktuala
posts,afiŝojn
big,granda
media,komunikiloj
law,leĝo
control,kontrolo
water,akvo
history,historio
pictures,bildoj
images,bildoj
size,grandeco
art,arto
personal,persona
since,ekde
including,inkludante
guide,gvidi
shop,butiko
directory,dosierujo
board,surŝipe
location,situo
change,ŝanĝo
white,blanka
text,teksto
small,malgranda
rating,kvalifiko
qualification,kvalifiko
rate,imposto
government,registaro
children,infanoj
usa,usa
return,reveno
students,studentoj
v,v
shopping,butikumi
account,konto
times,fojoj
sites,ejoj
level,nivelo
digital,cifereca
profile,profilo
previous,antaŭa
form,formo
events,eventoj
love,love
old,malnova
john,john
main,ĉefa
call,alvoko
hours,horoj
image,bildo
department,fako
title,titolo
description,priskribo
non,ne
k,k
y,y
insurance,asekuro
another,alia
why,kial
shall,mortigu
mate,kompano
partner,kompaniano
property,propraĵo
class,klaso
cd,cd
still,ankoraŭ
yet,ankoraŭ
money,monon
quality,kvalito
every,ĉiu
listing,printita
content,enhavo
country,lando
private,privatajn
little,iom
visit,vizito
save,ŝpari
tools,iloj
low,malalta
reply,respondi
customer,kliento
client,kliento
december,decembro
compare,kompari
movies,filmoj
films,filmoj
include,inkluzivi
college,kolegio
value,valoro
article,artikolo
york,york
man,viro
card,karton
jobs,jobs
provide,provizi
j,j
food,nutraĵo
source,fonto
author,aŭtoro
different,malsama
press,gazetaro
u,u
learn,lerni
sale,vendo
around,ĉirkaŭ
print,print
course,kompreneble
of course,kompreneble
job,laboro
canada,kanado
process,procezo
teen,teen
room,ĉambro
stock,stock
training,trejnado
too,tro
credit,krediton
point,punkto
join,aliĝi
sign up,subskribi
science,scienco
men,viroj
categories,kategorioj
advanced,progresinta
west,okcidenta
western,okcidenta
sales,vendo
look,rigardi
english,english
left,maldekstra
team,teamo
estate,bieno
farm,farm
box,skatolo
conditions,kondiĉoj
select,elekti
choose,elekti
windows,fenestroj
photos,fotoj
gay,gaja
thread,fadenoj
threads,fadenoj
week,semajno
category,kategorio
note,noto
live,vivi
large,granda
gallery,galerio
table,tablo
register,registri
however,tamen
june,junio
october,oktobro
november,novembro
market,merkato
library,biblioteko
really,vere
action,ago
start,komenco
beginning,komencante
starting,startanta
series,serio
model,modelo
features,karakterizaĵoj
air,aero
industry,industrio
plan,plano
human,homa
provided,kondiĉe
tv,tv
yes,jes
required,bezonata
second,dua
hot,varmega
accessories,akcesoraj
cost,kosto
movie,filmo
film,filmo
forums,forumoj
march,marŝas
la,la
september,september
better,pli
say,diras
says,diras
questions,demandoj
july,july
yahoo,yahoo
going,iri
medical,kuracistino
test,testo
friend,amiko
come,venu
dec,dec
server,servilo
pc,pc
study,studo
application,apliko
cart,veturilo
vehicle,veturilo
staff,bastono
articles,artikoloj
san,sankta
holy,sankta
feedback,retroefiko
again,denove
play,ludos
looking,rigardas
issues,temoj
topics,temoj
april,april
never,neniam
users,uzantoj
complete,kompleta
street,strato
topic,temo
comment,komentu
financial,financa
things,aferoj
working,laborante
against,kontraŭ
standard,normo
tax,impostoj
taxes,impostoj
person,persono
below,malsupre
mobile,moveblaj
less,malpli
got,akiris
obtained,akiris
blog,blogo
party,festo
payment,paĝo
equipment,teamoj
teams,teamoj
login,identiĝi
student,lernantino
let,lasu
programs,programoj
offers,proponoj
proposals,proponoj
legal,leĝa
above,supre
recent,freŝa
park,parko
stores,tendencas
side,flanko
act,akto
problem,problemo
red,ruĝa
give,doni
memory,memoro
performance,agado
social,sociaj
q,q
august,augusta
quote,citaĵo
language,lingvo
story,rakonto
sell,vendi
options,opcioj
experience,sperto
rates,impostoj
create,krei
key,ŝlosilo
body,korpo
young,junulo
america,ameriko
important,grava
field,kampo
few,malmultaj
east,oriente
paper,papero
single,sola
ii,ii
age,ago
activities,agadoj
club,klubo
example,ekzemplo
girls,knabinoj
additional,aldona
password,pasvorto
z,z
latest,lasta
something,ion
ion,jono
gift,donaco
donation,donaco
question,demando
changes,ŝanĝoj
night,nokto
ca,ca
hard,malfacila
difficult,malfacila
texas,texas
oct,oct
pay,pagi
four,kvar
poker,pokero
status,statuso
browse,foliumi
issue,temo
range,ventumilo
fan,ventolilo
building,konstruaĵo
seller,vendanto
court,korto
february,february
always,ĉiam
result,rezulto
audio,audio
light,malpeza
write,skribi
war,milito
nov,nov
offer,oferto
blue,blua
groups,grupoj
al,al
easy,facila
given,donita
files,dosierojn
event,okazaĵo
release,ĵeto
analysis,analizo
request,peto
fax,fakso
china,ĉinio
making,farado
picture,foton
needs,bezonoj
possible,ebla
might,potenco
professional,profesia
month,monato
major,granda
star,stelo
areas,areoj
future,estonteco
space,spaco
committee,komitato
hand,manoj
hands,manoj
sun,suno
cards,kartoj
problems,problemoj
london,london
washington,vaŝingtono
meeting,renkonti
meet,kunvenas
rss,rss
become,fariĝi
interest,intereson
id,identigilo
child,infano
keep,konservi
preserve,konservi
enter,eniri
california,california
porn,porn
share,samkondiĉe
share alike,samkondiĉe
similar,simila
garden,ĝardeno
schools,lernejoj
million,miliono
added,aldonita
reference,aludo
companies,kompanioj
listed,listigitaj
baby,bebo
learning,lernado
energy,energion
run,run
delivery,transdono
transmission,transdono
net,net
popular,populara
term,termino
stories,rakontoj
put,metita
placed,metita
computers,komputiloj
journal,revuo
magazine,revuo
reports,raportoj
co,co
try,provu
welcome,bonvenon
central,centra
president,prezidanton
notice,anonco
announcement,anonco
god,dion
original,originala
head,kapo
radio,radio
until,ĝis
cell,ĉelo
color,koloro
self,aŭto
council,konsilantaro
away,for
includes,inkluzivas
track,aŭtoveturejo
australia,aŭstralio
discussion,diskutejo
archive,arĥivo
once,unufoje
others,aliaj
entertainment,entretenimiento
agreement,interkonsento
format,formato
least,almenaŭ
at least,almenaŭ
society,socio
months,monatojn
log,ensaluti
sign in,ensaluti
safety,sekureco
friends,amikoj
sure,certas
faq,faq
trade,komerco
edition,eldono
cars,aŭtoj
messages,mesaĝojn
marketing,marketing
tell,diru
further,pli
updated,ĝisdatigita
association,asocio
able,povis
having,devi
provides,provizas
david,david
fun,amuza
already,jam
green,verda
studies,studoj
close,fermi
common,komunaj
drive,disko
album,disko
specific,specifa
several,pluraj
gold,oro
feb,feb
living,vivanta
sep,sep
seven,sep
collection,kolekto
called,nomata
short,mallonga
arts,artoj
lot,multa
ask,demandu
display,montriĝo
limited,limigita
powered,povaj
powerful,potenca
solutions,solvoj
means,rimedoj
director,direktoro
daily,ĉiutaga
beach,plaĝo
past,estinteco
natural,natura
whether,ĉu
due,pro
et,et
electronics,elektronika
electronic,elektronika
five,kvin
upon,sur
period,periodo
planning,planado
database,datenbazo
official,oficiala
weather,vetero
mar,mar
land,lando
average,averaĝa
done,farita
technical,teknika
window,fenestro
france,france
pro,avantaĝo
advantage,avantaĝo
region,regiono
island,insulo
record,rekordo
direct,rekta
microsoft,microsoft
conference,konferenco
environment,medio
records,rekordojn
st,st
district,distrikto
calendar,kalendaro
costs,kostoj
style,stilo
url,url
front,antaŭa
statement,komunikaĵo
update,ĝisdatigo
parts,partoj
aug,aug
ever,iam
downloads,elŝutoj
early,frua
miles,mejloj
sound,soni
resource,rimedo
remedy,rimedo
present,ĉeestanta
applications,aplikoj
either,ĉu
ago,monato
document,dokumento
word,vorto
works,verkoj
material,materialon
bill,beko
apr,apr
written,skribita
talk,diskuto
federal,federalaj
hosting,retprovizanton
rules,reguloj
final,lasta
adult,plenaĝa
tickets,biletoj
thing,afero
centre,centro
requirements,postuloj
via,per
cheap,malmultekosta
nude,nude
kids,infanoj
finance,financoj
true,vera
minutes,minutoj
else,alia
mark,markon
third,triono
rock,roko
gifts,donacoj
