English,Other
aa,aa
aaa,aaa
aaron,aaron
ab,ab
centuries,abad
century,abad
eternal,abadi
immortal,abadi
brother,abang
brothers,abang
abc,abc
slave,abdi
aberdeen,aberdeen
alphabet,abjad
letter,abjad
letters,abjad
abraham,abraham
abs,abs
abstracts,abstrak
abu,abu
ash,abu
ac,ac
service,acara keagamaan
services,acara keagamaan
highlights,acara kemuncak
acc,acc
acdbentity,acdbentity
acer,acer
shaft,aci
acm,acm
cast,acuan
mold,acuan
ada,ada
available,ada
adam,adam
adams,adams
availability,adanya
custom,adat
tradition,adat
traditions,adat
adelaide,adelaide
adidas,adidas
brother,adik
brothers,adik
sister,adik perempuan
sisters,adik perempuan
fair,adil
just,adil
adipex,adipex
admin,admin
adobe,adobe
adrian,adrian
adsl,adsl
adware,adware
ae,ae
aerospace,aeroangkasa
af,af
affiliate,affiliate
afghanistan,afghanistan
africa,afrika
ag,ag
fairly,agak
rather,agak
somewhat,agak
religion,agama
religions,agama
islam,agama islam
christianity,agama kristian
agenda,agenda
agencies,agensi
agency,agensi
aggregate,agregat
great,agung
greatest,agung
supreme,agung
ah,ah
sunday,ahad
member,ahli
members,ahli
academics,ahli akademik
this member,ahli ini
astrologer,ahli nujum
astrologers,ahli nujum
scientist,ahli sains
scientists,ahli sains
witch,ahli sihir
politicians,ahli-ahli politik
ai,ai
shame,aib
water,air
waters,air
groundwater,air bawah tanah
urine,air kencing
tear,air mata
tears,air mata
expression,air muka
expressions,air muka
tide,air pasang
tide,air surut
ice,ais
aj,aj
magical,ajaib
ak,ak
aka,aka
academy,akademi
academic,akademik
idea,akal
ideas,akal
going,akan
shall,akan
would,akan
upcoming,akan datang
root,akar
roots,akar
account,akaun
accounts,akaun
accountability,akauntabiliti
final,akhir
finals,akhir
eventual,akhirnya
finally,akhirnya
ultimately,akhirnya
consequence,akibat
consequences,akibat
consequently,akibatnya
accreditation,akreditasi
acrylic,akrilik
acrobat,akrobat
accessibility,akses
activist,aktivis
activists,aktivis
aquarium,akuarium
aquatic,akuatik
acoustic,akustik
al,al
ala,ala
alabama,alabama
millennium,alaf
allergy,alahan
nature,alam
realm,alam
environment,alam sekitar
environmental,alam sekitar
environments,alam sekitar
universe,alam semesta
address,alamat
addresses,alamat
premonition,alamat
alan,alan
beam,alang
excuse,alasan
alaska,alaska
appliance,alat
appliances,alat
gadgets,alat
tool,alat
tools,alat
aids,alat bantuan
headset,alat dengar
makeup,alat solek
accessories,alat tambahan
stationery,alat tulis
albania,albania
albany,albany
albert,albert
alberta,alberta
album,album
albums,album
albuquerque,albuquerque
alex,alex
alexander,alexander
alexandria,alexandria
alfred,alfred
algebra,algebra
algeria,algeria
algorithm,algoritma
algorithms,algoritma
ali,ali
alice,alice
workflow,aliran kerja
alcohol,alkohol
allah,allah
allan,allan
allen,allen
cabinet,almari
cabinets,almari
closet,almari
cupboard,almari
alpha,alpha
alpine,alpine
alt,alt
alternatively,alternatif
alto,alto
aluminium,aluminium
aluminum,aluminium
alumni,alumni
groove,alur
general,am
charitable,amal
charity,amal
policies,amalan
policy,amalan
peaceful,aman
amanda,amanda
caution,amaran
warning,amaran
warnings,amaran
too,amat
very,amat
mighty,amat berkuasa
huge,amat besar
immense,amat besar
minute,amat halus
amateur,amatur
amount,amaun
amounts,amaun
amazon,amazon
rug,ambal
rugs,ambal
threshold,ambang
ambient,ambien
amd,amd
america,amerika
americas,amerika
amino,amino
emirates,amiriah
amp,amp
ampland,ampland
amsterdam,amsterdam
amy,amy
ana,ana
anaheim,anaheim
brook,anak air
puppy,anak anjing
chick,anak ayam
chicks,anak ayam
lamb,anak biri-biri
crew,anak kapal
native,anak kelahiran
key,anak kunci
keys,anak kunci
son,anak lelaki
sons,anak lelaki
pupil,anak mata
pupils,anak mata
arrow,anak panah
daughter,anak perempuan
daughters,anak perempuan
stream,anak sungai
streams,anak sungai
childrens,anak-anak
analytical,analisis
analog,analog
threat,ancaman
threats,ancaman
you,anda
assumption,andaian
assumptions,andaian
andale,andale
anderson,anderson
andorra,andorra
andrea,andrea
andreas,andreas
andrew,andrew
andrews,andrews
andy,andy
bizarre,aneh
weird,aneh
varieties,aneka ragam
variety,aneka ragam
angela,angela
angeles,angeles
approximate,anggaran
estimation,anggaran
recruit,anggota baru
recruiting,anggota baru
nudity,anggota ini
elegant,anggun
gale,angin
mood,angin
wind,angin
winds,angin
digit,angka
figure,angka
figures,angka
numeral,angka
numeric,angka
space,angkasa lepas
spaces,angkasa lepas
foster,angkat
military,angkatan bersenjata
army,angkatan tentera
angola,angola
animation,animasi
anime,anime
shift,anjakan
flexible,anjal
dog,anjing
dogs,anjing
bitch,anjing betina
seal,anjing laut
walrus,anjing laut
ann,ann
anna,anna
anne,anne
annie,annie
unwrap,announced
annotation,anotasi
between,antara
inter,antara
ranging,antara
interface,antara muka
interfaces,antara muka
interstate,antara negeri
international,antarabangsa
antarctica,antartika
anthony,anthony
anti,anti
antibodies,antibodi
antibody,antibodi
antigua,antigua
antique,antik
earrings,anting-anting
antivirus,antivirus
antonio,antonio
anthropology,antropologi
award,anuggerah
awards,anuggerah
aol,aol
ap,ap
what,apa
whatever,apa saja
when,apabila
apache,apache
whether,apakah
api,api
fire,api
fires,api
apps,aplikasi
apnic,apnic
apollo,apollo
app,app
apr,april
april,april
apt,apt
aqua,aqua
ar,ar
fig,ara
arab,arab
arabia,arabia
arabic,arabic
direction,arah
dictation,arahan
directive,arahan
instruction,arahan
instructions,arahan
order,arahan
orders,arahan
summons,arahan
level,aras
levels,aras
elevation,aras tinggi
arbor,arbor
arg,arg
argentina,argentina
wise,arif
arizona,arizona
arkansas,arkansas
arcade,arked
archive,arkib
archived,arkib
archives,arkib
arlington,arlington
armenia,armenia
armstrong,armstrong
bunny,arnab
rabbit,arnab
arnold,arnold
arthur,arthur
arctic,artik
mailed,artikel terkini
the latest article,artikel terkini
arthritis,artritis
aruba,aruba
current,arus
mainstream,arus perdana
origin,asal
origins,asal
originally,asalnya
smoke,asap
exhaust,asap ekzos
baseline,asas
basic,asas
basis,asas
elementary,asas
foundation,asas
foundations,asas
fundamental,asas
underlying,asas
basics,asas-asas
fundamentals,asas-asas
the basics,asas-asas
asbestos,asbestos
ascii,ascii
asset,aset
ashley,ashley
asia,asia
acid,asid
acids,asid
soldier,askar
soldiers,askar
troops,askar
indigenous,asli
original,asli
asn,asn
asp,asp
aspect,aspek
aspects,aspek
hostel,asrama
hostels,asrama
asus,asus
ata,ata
roof,atap
upper,atas
or,atau
nor,ataupun
atg,atg
athens,athens
ati,ati
atlanta,atlanta
atlantic,atlantic
atm,atm
atmosphere,atmosfera
atmospheric,atmosfera
atom,atom
atomic,atom
program,atur cara
programme,atur cara
programmes,atur cara
programs,atur cara
au,au
auburn,auburn
auckland,auckland
audi,audi
audio,audio
aurora,aurora
aus,aus
austin,austin
australia,australia
australian,australian
austria,austria
auto,auto
automation,automasi
automatic,automatik
automotive,automotif
autos,autos
av,av
avatar,avatar
ave,ave
avg,avg
avi,avi
avon,avon
aw,aw
earlier,awal
earliest,awal
early,awal
prefix,awalan
preliminary,awalan
civil,awam
civilian,awam
public,awam
publicly,awam
cloud,awan
clouds,awan
busty,awek
awesome,awesome
dad,ayah
chicken,ayam
fowl,ayam
turkey,ayam belanda
poultry,ayam itik
cocks,ayam sabung
aye,aye
az,az
doom,azab
will,azam
azerbaijan,azerbaijan
b,b
ba,ba
chapter,bab
chapters,bab
chronicle,babad
babe,babe
babes,babes
hog,babi
pig,babi
hull,badan kapal
legislature,badan perundangan
how,bagaimana
anyhow,bagaimanapun
anyway,bagaimanapun
somehow,bagaimanapun
baggage,bagasi
luggage,bagasi
baghdad,baghdad
gorgeous,bagus
wonderful,bagus
happy,bahagia
portion,bahagian
portions,bahagian
section,bahagian
sections,bahagian
segment,bahagian
segments,bahagian
bottom,bahagian bawah
rear,bahagian belakang
inside,bahagian dalam
inside,bahagian dalam
front,bahagian depan
exterior,bahagian luar
outside,bahagian luar
middle,bahagian tengah
top,bahagian teratas
tops,bahagian teratas
bahamas,bahamas
material,bahan
materials,bahan
substance,bahan
substances,bahan
fuel,bahan api
chemical,bahan kimia
chemicals,bahan kimia
cleaner,bahan pembersih
cleaners,bahan pembersih
language,bahasa
languages,bahasa
bahasa inggeris,bahasa inggeris
english,bahasa inggeris
biblical,bahasa kitab bible
that,bahawa
danger,bahaya
hazard,bahaya
hazards,bahaya
bahrain,bahrain
shoulder,bahu
fine,baik
finest,baik
good,baik
well,baik
bailey,bailey
byte,bait
verse,bait puisi
shirt,baju
shirts,baju
breed,baka
breeds,baka
designate,bakal
designated,bakal
prospective,bakal
talent,bakat
artistic,bakat seni
balance,baki
remainder,baki
bacteria,bakteria
bacterial,bakteria
basket,bakul
baskets,bakul
jar,balang
racetrack,balapan
track,balapan
tracks,balapan
velvet,baldu
ballet,balet
bali,bali
throw,balingan
throws,balingan
baltimore,baltimore
wrap,balut
wrapped,balut
wrapping,balut
bumper,bampar
census,banci
town,bandar
towns,bandar
township,bandar
urban,bandar
cities,bandar raya
city,bandar raya
convict,banduan
inmate,banduan
prisoner,banduan
prisoners,banduan
bang,bang
bangbus,bangbus
proud,bangga
bangkok,bangkok
bench,bangku
bangladesh,bangladesh
barn,bangsal
shed,bangsal
wake,bangun dari tidur
building dpr,bangunan dpr
range,banjaran
ranges,banjaran
flood,banjir
bank,bank
cbs,bank perdagangan
commercial banks,bank perdagangan
banks,bank-bank
banner,banner
objection,bantahan
protest,bantahan
pillow,bantal
aid,bantuan
assistance,bantuan
relief,bantuan
service,bantuan
services,bantuan
alot,banyak
considerable,banyak
greatly,banyak
heavily,banyak
lot,banyak
lots,banyak
many,banyak
much,banyak
numerous,banyak
plentiful,banyak
plenty,banyak
father,bapa
fathers,bapa
uncle,bapa saudara
baptist,baptist
bar,bar
bars,bar
toolbar,bar alat
cancer,barah
article,barang
articles,barang
jewellery,barang kemas
jewelry,barang kemas
counterfeit,barang palsu
goods,barangan
antiques,barangan antik
possibly,barangkali
probably,barangkali
west,barat
southwest,barat daya
northwest,barat laut
barbados,barbados
barbara,barbara
barbie,barbie
barcelona,barcelona
line,barisan
lines,barisan
queue,barisan
row,barisan
rows,barisan
front,barisan hadapan
barnes,barnes
barry,barry
new,baru
newer,baru
newest,baru
newly,baru
beginner,baru mula belajar
beginners,baru mula belajar
barely,baru sahaja
just,baru saja
recent,baru-baru ini
recently,baru-baru ini
bus,bas
buses,bas
wet,basah
basename,basename
bicycle,basikal
bike,basikal
bikes,basikal
bass,bass
wash,basuhan
void,batal
bar,batang
bars,batang
dick,batang
shaft,batang
trunk,batang
trunk,batang tubuh
limitations,batasan
batteries,bateri
battery,bateri
batman,batman
mile,batu
miles,batu
stone,batu
stones,batu
amber,batu ambar
coal,batu arang
brick,batu bata
coral,batu karang
jewel,batu permata
boulder,batu tongkol
rock,batuan
rocks,batuan
odor,bau
scent,bau
smell,bau
underground,bawah tanah
onion,bawang
garlic,bawang putih
shadow,bayang
shadows,bayang
reflection,bayangan
reflections,bayangan
prepaid,bayar dahulu
charge,bayaran
pay,bayaran
pays,bayaran
refund,bayaran balik
postage,bayaran pos
babies,bayi
baby,bayi
