English,Other
the,その
the,あの
the,定冠詞
the,というもの
that,その
that,あの
that,それ
that,あれ
that,だと
definite article,定冠詞
doodad,あれ
doodad,あのもの
genitals,あれ
menses,あれ
menses,メンス
menses,生理
physiology,生理
if it's the case,だと
if it's the case,だったら
of,の
of,のものである
to,の
to,にとって
to,に対して
to,まで
to,へ
to,に
for,にとって
for,為に
for,のために
for,前
for,の間
for,対して
for,というわけは
for,なぜならば
at,に
at,における
at,において
at,於
at,から
at,アット
at,によって
at,の所で
at,のときに
at,於いて
at,於ける
at,アットマーク
into,に
into,の中へ
towards,に対して
towards,に向かって
towards,の方へ
regarding,にとって
regarding,に対して
regarding,に対する
regarding,における
regarding,において
regarding,関して
regarding,に付き
regarding,ついて
in contrast with,に対して
in,に
in,に対する
in,における
in,において
in,で
in,於
in,於いて
in,於ける
in,裏に
in,の中で
in,のうちに
in,威
in,中に
toward,に対して
toward,に向かって
toward,の方へ
against,に対して
against,にぶつかって
against,に反して
on,に
on,における
on,において
on,で
on,上に
on,オン
on,上で
concerning,にとって
concerning,に就いて
concerning,就いては
upon,に
upon,上に
because,から
because,なぜならば
because,儘
because,なぜなら
because,為
because,だって
because,だけに
because,だけあって
because,からと言って
because,何故かと言うと
because,以て
per,に就いて
per,対して
per,に付き
per,ペール
in regard to,対して
for the sake of,のために
since,前
since,から
since,より
since,来
since,切り
since,あれ以来
since,あれから
since,以前に
since,何時から
since,あれっきり
since,あれきり
because of,によって
because of,に付き
because of,このために
because of,因って
because of,依って
because of,による
because of,仍って
because of,おかげで
according to,によって
according to,によれば
according to,よると
according to,よれば
according to,によると
according to,による
according to,に照らして
as,のときに
as,位
as,儘
as,のように
as,として
as,間
as,するときに
as,につれて
as,如く
as,同じくらいに
as,同じように
by,から
by,によって
by,沿って
by,の辺りに
by,までに
by,バイ
by,以て
by,そばに
by,わきに
from,から
from,より
out of,から
out of,外で
out of,外に
out of,外へ
as for,における
as for,において
as for,関して
with regards to,に対する
with regards to,における
due to,によって
due to,による
about,関して
about,ついて
about,アバウト
about,位
about,およそ
about,およそ
about,約
about,約
about,頃
about,頃
about,ほど
about,凡そ
about,そこそこ
about,先ず
about,あちこちに
about,あちこちに
about,あたりに
about,あたりに
might,威
might,偉力
might,威力
might,力
might,勢力
might,勢い
might,威勢
might,手腕
might,強
might,かも知れない
amongst,裏に
amongst,のおのおのに
amongst,の間で
amongst,に囲まれて
amongst,の中に
amid,裏に
amid,の中で
vigor,威
vigor,力
vigor,勢い
vigor,強
vigor,活力
vigor,元気
vigor,精力
vigor,気力
vigor,活発
vigor,血気
vigor,剛健
vigor,気勢
vigor,精
vigor,機能
vigor,清祥
vigor,温もり
vigor,健祥
vigor,温み
authority,威
authority,偉力
authority,威力
authority,力
authority,勢い
authority,威勢
authority,権限
authority,権威
authority,権力
authority,権
authority,オーソリティ
authority,典拠
authority,権能
authority,職権
authority,オーソリティー
authority,省庁
authority,出典
authority,威光
authority,重鎮
authority,準拠
authority,出所
authority,権柄
authority,憑物
authority,威令
authority,巨擘
authority,出処
authority,元老
authority,公儀
authority,拠所
authority,商売人
authority,鬼才
authority,押し
authority,当局者
authority,威権
among,裏に
among,のおのおのに
among,の間で
among,に囲まれて
among,の中に
among,間に
power,威
power,偉力
power,威力
power,力
power,勢力
power,勢い
power,威勢
power,強
power,機能
power,権限
power,権威
power,権力
power,権能
power,威光
power,権柄
power,威権
power,電源
power,動力
power,権勢
power,猛威
power,羽振り
power,冪乗
power,強さ
power,乗羃
amidst,裏に
amidst,の中に
dignity,威
dignity,位
dignity,尊厳
dignity,威厳
dignity,品格
dignity,品位
dignity,貫禄
dignity,威信
dignity,体面
dignity,品
dignity,厳粛
dignity,高位
dignity,威風
dignity,威儀
dignity,偉容
dignity,面目
dignity,神聖
dignity,値打ち
dignity,風流
dignity,重味
contrary to,に反して
above,前
above,上に
above,上に
above,上で
above,前記
above,直上
above,高く
above,上
under,に就いて
under,アンダー
under,下
under,以下
under,下に
under,付き
under,下の
along,に就いて
along,沿って
along,伝いに
for the sake,為に
to one's advantage,為に
in favor,為に
on behalf,為に
in behalf,のために
before,前
before,曾
before,以前
before,前に
before,曾て
before,疇
before,お先に
before,までに
before,以前に
before,先に
before,の前に
before,より先に
before,にならないうちに
before,よりむしろ
before,よりむしろ
before,よりも前に
before,しないうちに
earlier,前
earlier,より前に
previously,前
previously,予て
previously,前方
previously,前もって
previously,未然
previously,お先に
previously,以前に
previously,先に
previously,前以て
previously,未然に
previously,未発に
in front,前
previous,前
previous,前件
previous,一昔前
previous,以前
previous,先
former,前
former,前任
former,曾て
former,往年
former,先
former,昔
former,前者
one-time,前
fore part,前
privy parts,前
miss,前
miss,さん
miss,はずれ
miss,外れ
miss,ミス
miss,さま
miss,ミズ
miss,悪目
miss,見逃す
miss,欠かす
miss,乗り遅れる
miss,見失う
miss,聞き漏らす
miss,仕損じる
miss,為損なう
miss,無くなす
miss,恋い慕う
miss,慕う
miss,仕損なう
miss,乗り損なう
miss,寂しがる
miss,失する
miss,恋しがる
miss,見逃がす
miss,為損じる
miss,出来損なう
presence,前
presence,臨場
presence,立ち会い
presence,面前
presence,臨席
presence,出席
presence,貫禄
presence,出頭
presence,参列
presence,来臨
presence,押出し
presence,臨場感
privates,前
privates,恥部
portion,前
portion,部分
portion,切り身
portion,運命
portion,分け前
portion,量
portion,切身
portion,運気
portion,頭割り
portion,割り前
portion,フォーチュン
portion,割前
portion,分け合う
portion,分かち合う
portion,分け取る
portion,分かちあたえる
off,から
off,からそれて
off,オフ
nevertheless,からと言って
nevertheless,だからと言って
nevertheless,其れでも
nevertheless,それでも
nevertheless,やはり
nevertheless,それにもかかわらず
nevertheless,併も
nevertheless,だからって
in order to,為
in order to,様に
in order to,ように
in order to,のに
from thenceforth,あれ以来
from thenceforth,あれから
from thenceforth,あれっきり
from thenceforth,あれきり
syne,あれ以来
syne,あれから
syne,あれっきり
syne,あれきり
sinsyne,あれ以来
sinsyne,あれから
sinsyne,あれっきり
sinsyne,あれきり
from the time when,あれ以来
from the time when,あれから
from the time when,あれっきり
from the time when,あれきり
only,切り
only,さえ
only,ほんの
only,たった
only,のみ
only,だけ
only,単に
only,ばかり
only,オンリー
only,僅か
only,只
only,ばっかり
only,啻に
only,一介
only,唯唯
only,只只
only,に過ぎない
only,唯一
thenceforth,あれ以来
thenceforth,あれから
ago,以前
ago,前に
ago,以前に
by means of,以て
by means of,による
owing to,おかげで
owing to,ために
in view of,以て
in view of,に照らして
in view of,鑑みる
compared with,に照らして
compared with,と比べて
in the light of,に照らして
in the light of,鑑みる
in comparison with,に照らして
almost,位
almost,先ず
almost,危うく
almost,殆ど
almost,略
almost,たいてい
almost,九分
almost,粗方
almost,八九分
almost,既の事に
almost,既の所で
as it is,儘
as it is,有りのまま
rather,位
rather,寧ろ
rather,却って
rather,かなり
rather,いっそ
rather,やや
rather,だいぶ
rather,寧
rather,どうやら
rather,一寸
rather,却
rather,中々
rather,中中
as one likes,儘
like,のように
like,如く
like,様
like,如し
like,のような
like,同様
like,同質
like,均しい
like,似ている
like,同質的
like,斉しい
like,好む
like,好く
like,恋う
like,好きだ
like,したい
like,してもらいたい
like,旨がる
like,ライク
same,同じように
same,同
same,如し
same,同様
same,同じ
same,同然
same,同断
same,同一の
same,同じく
same,同様に
same,相変わらず
alike,同じように
alike,共に
alike,同質的な
alike,同質の
alike,同系の
alongside,そばに
alongside,のそばに
in the neighborhood of,の辺りに
with,以て
with,共
with,といっしょに
with,とともに
with,共に
near,の辺りに
near,の近くに
near,近く
near,直
near,真近かに
near,間近に
near,直ぐ側
near,近い
near,側
near,手近
near,真近かい
near,程近い
in the vicinity of,の辺りに
close by,の辺りに
parallel to,沿って
impression,に付き
impression,威
impression,感動
impression,圧痕
impression,感覚
impression,印象
impression,感じ
impression,付き
impression,感激
impression,所感
impression,心証
impression,凹み
impression,心象
impression,情感
impression,情緒
impression,効き目
impression,効目
impression,案
impression,情意
impression,情
sociability,に付き
sociability,愛想
sociability,社交性
appearance,に付き
appearance,容姿
appearance,外観
appearance,姿
appearance,様子
appearance,出現
appearance,付き
appearance,様
appearance,出頭
appearance,押出し
appearance,態
appearance,見栄え
appearance,上面
appearance,体
appearance,体裁
appearance,観
appearance,佇まい
appearance,出場
appearance,格好
appearance,掲載
appearance,表面
appearance,振り
appearance,台頭
appearance,うわべ
appearance,風情
appearance,風格
appearance,見栄
appearance,風体
appearance,看板
appearance,風姿
appearance,体貌
appearance,陽
appearance,仮相
apiece,に付き
apiece,個々に
first of all,先ず
first of all,先ず以て
first of all,取りあえず
first of all,取り敢えず
first of all,始めに
to start with,先ず
nearly,先ず
nearly,危うく
nearly,前後
nearly,八九分
nearly,既の事に
nearly,既の所で
nearly,ほとんど
nearly,あわや
roughly,凡そ
roughly,略
roughly,おおよそ
roughly,大凡
roughly,概ね
roughly,ざっと
around,およそ
around,あちこちに
around,あたりに
around,の周りに
around,あちこちと
around,あちこちと
around,回って
around,のあちこちに
around,ぐるっと回って
around,前後
around,巡って
around,周りに
around,ぐるりと
around,のあたりに
around,あたりで
anyway,先ず
anyway,それにもかかわらず
anyway,兎角
anyway,兎に角
anyway,どっちみち
anyway,何れ
anyway,何しろ
anyway,それでもやはり
anyway,兎も角
anyway,兎も角も
anyway,兎や角
anyway,兎にも角にも
anyway,何分
as a rule,凡そ
as a rule,概して
as a rule,大凡
as a rule,一概に
approximately,約
approximately,頃
approximately,凡そ
approximately,略
approximately,前後
approximately,おおよそ
approximately,ばかり
approximately,大凡
approximately,ざっと
approximately,内外
approximately,そこら
approximately,暗い
some,約
some,一部
some,若干
some,多少
some,或
some,幾
some,いくらかの
some,幾らかの
some,何分の
some,或る
some,幾らか
some,あるもの
may,かも知れない
may,宜しい
may,かもしれない
may,であろう
potency,威
potency,強
potency,効験
potency,効能
potency,効率
potency,効力
strength,力
strength,勢力
strength,強
strength,強さ
strength,迫力
strength,健
strength,剛強
intensity,強
intensity,温もり
intensity,温み
intensity,熱気
intensity,迫力
intensity,インテンシティ
influence,威
influence,偉力
influence,威力
influence,勢力
influence,勢い
influence,権威
influence,権力
influence,威光
influence,権勢
influence,羽振り
influence,左右
influence,影響
influence,波及
influence,感化
influence,反映
influence,有力
influence,加減
influence,反響
influence,反照
influence,伝手
influence,反影
influence,影響力
influence,与える
influence,動かす
influence,関わる
influence,働き掛ける
influence,係わる
influence,拘わる
influence,化す
influence,化する
aptness,手腕
aptness,剴切
impetus,勢い
impetus,調子
impetus,刺激
impetus,誘因
impetus,励み
impetus,動機
impetus,勢
impetus,刺戟
impetus,余勢
impetus,運動力
savvy,手腕
force,威
force,力
force,勢力
force,勢い
force,強
force,実力
force,フォース
force,軍
force,気迫
force,部隊
force,迫力
force,武力
force,暴力
force,暴
force,威圧
force,強いる
force,押し付ける
force,こじつける
force,吹き掛ける
capability,力
capability,手腕
capability,効験
capability,効能
capability,効率
capability,効力
capability,能力
capability,力倆
capability,腕前
capability,ケーパビリティ
ability,力
ability,手腕
ability,力量
ability,能力
ability,才能
ability,性能
ability,伎倆
ability,技量
ability,熟練
ability,上手
ability,手法
ability,腕
ability,腕前
ability,働き
ability,アビリティー
ability,敏腕
ability,甲斐性
ability,才力
ability,才幹
ability,才腕
ability,伎能
energy,力
energy,勢力
energy,勢い
energy,強
energy,活力
energy,元気
energy,精力
energy,気力
energy,活発
energy,精
energy,清祥
energy,健祥
energy,気迫
energy,活気
energy,勢
energy,根気
competence,手腕
competence,伎倆
competence,技量
competence,適任
competence,熟練
competence,上手
competence,能カ
competence,応答能
midst,の中に
midst,最中
midst,のさなかに
midst,真ん中
essence,精
essence,清祥
essence,実質
essence,真髄
essence,エッセンス
essence,粋
essence,本質
essence,精髄
essence,実
essence,心髄
essence,香水
essence,眼目
essence,真諦
fervor,気力
fervor,気勢
fervor,温もり
fervor,温み
fervor,熱気
fervor,熱情
fervor,情熱
fervor,熱心
fervor,熱血
fervor,意気込み
fervor,熱中
fervor,鋭気
fervor,火気
ardour,血気
ardour,気勢
ardour,精
ardour,清祥
ardour,温もり
ardour,温み
ardour,熱気
ardour,熱情
ardour,情熱
ardour,スピリット
ardour,熱心
ardour,熱血
ardour,意気込み
ardour,熱中
ardour,スピリッツ
ardour,鋭気
ardour,火気
ardour,好色
ardour,慈愛
ardour,炎暑
ardour,心猿
verve,活力
verve,気力
verve,活発
courage,力
courage,元気
courage,胆力
courage,度胸
courage,胆玉
courage,勇
courage,勇気
courage,鋭気
courage,剛胆
courage,勇烈
courage,義気
courage,勇力
briskness,活発
briskness,活況
vigour,威
vigour,力
vigour,勢い
vigour,強
vigour,活力
vigour,元気
vigour,精力
vigour,気力
vigour,活発
vigour,血気
vigour,剛健
vigour,気勢
vigour,精
vigour,機能
vigour,清祥
vigour,温もり
vigour,健祥
vigour,温み
function,機能
function,権能
function,働き
function,函数
function,作用
function,能
function,任務
function,関数
function,職能
function,行事
function,催し
agility,活力
agility,活発
agility,敏速
mightiness,機能
virility,剛健
life,勢い
life,気力
life,精
life,清祥
life,天命
life,命
life,伝
life,ライフ
life,生活
life,人生
life,生命
life,人命
life,営み
life,現世
life,一命
life,命脈
life,生彩
life,人世
life,寿齢
life,命根
duty,機能
duty,義理
duty,勤務
duty,責務
duty,関税
duty,義務
duty,任務
duty,責任
duty,役目
duty,税金
duty,勤め
duty,本務
duty,係り
duty,仁義
duty,負債
duty,本領
duty,一分
zeal,精
zeal,清祥
zeal,熱気
zeal,勉励
zeal,熱情
zeal,情熱
zeal,熱心
zeal,熱血
zeal,意気込み
zeal,熱中
zeal,熱意
zeal,鋭気
vivacity,活力
vivacity,活発
vivacity,精
vivacity,清祥
vivacity,健祥
mind,精
mind,清祥
mind,精神
mind,心
mind,念頭
mind,マインド
mind,思い
mind,想い
mind,情趣
mind,脳裏
mind,一心
mind,内心
mind,構う
mind,胸三寸
mind,いやがす
fervour,気力
fervour,気勢
fervour,温もり
fervour,温み
fervour,熱気
fervour,熱情
fervour,情熱
fervour,熱心
fervour,熱血
fervour,意気込み
fervour,熱中
fervour,鋭気
fervour,火気
ardor,血気
ardor,気勢
ardor,精
ardor,清祥
ardor,温もり
ardor,温み
ardor,熱気
ardor,熱情
ardor,情熱
ardor,スピリット
ardor,熱心
ardor,熱血
ardor,意気込み
ardor,熱中
ardor,スピリッツ
ardor,鋭気
ardor,火気
ardor,好色
ardor,慈愛
ardor,炎暑
ardor,心猿
sturdiness,剛健
animation,気力
animation,精
animation,清祥
animation,健祥
animation,スピリット
animation,アニメーション
animation,意気込み
animation,アニメ
animation,スピリッツ
animation,朗らか
liveliness,精
liveliness,清祥
liveliness,健祥
liveliness,活気
liveliness,にぎやかさ
liveliness,朗らか
health,剛健
health,体
health,健
health,健康
health,ヘルス
health,健全
health,衛生
vitality,活力
vitality,元気
vitality,精力
vitality,気力
vitality,活発
vitality,精
vitality,清祥
vitality,活気
vitality,朗らか
vitality,生彩
vitality,バイタリティー
emotion,温もり
emotion,温み
emotion,感情
emotion,情感
emotion,情緒
emotion,情意
emotion,情
emotion,思い
emotion,想い
emotion,喜怒哀楽
emotion,心猿
emotion,恋愛
emotion,肌合
pep,元気
pep,健祥
willpower,気力
willpower,根性
willpower,念力
willpower,意力
willpower,意地
ebullience,健祥
ebullience,朗らか
warmth,温もり
warmth,温み
warmth,熱気
warmth,性向
warmth,情け
warmth,暖かさ
warmth,温暖
warmth,同情心
spirit,勢い
spirit,元気
spirit,気力
spirit,気勢
spirit,清祥
spirit,健祥
spirit,気迫
spirit,活気
spirit,気
spirit,精霊
spirit,魂
spirit,精神
spirit,気質
spirit,熱情
spirit,根性
spirit,情熱
spirit,熱心
spirit,熱血
spirit,意地
spirit,真髄
spirit,霊魂
spirit,朗らか
spirit,精髄
spirit,心髄
spirit,気性
spirit,意気
spirit,心霊
spirit,魂魄
spirit,気心
spirit,機嫌
spirit,亡魂
spirit,幽鬼
spirit,気色
spirit,気骨
spirit,亡き魂
output,機能
output,生産高
output,産出
output,アウトプット
output,出力
alertness,活力
alertness,活発
alertness,勉励
alertness,警戒心
basis,準拠
basis,根拠
basis,基礎
basis,基盤
basis,基準
basis,基本
basis,基
basis,土台
basis,根幹
basis,根底
basis,基調
basis,規準
basis,本位
basis,基壇
basis,立前
supremacy,権威
supremacy,制圧
supremacy,至上
supremacy,至高
supremacy,主権
supremacy,優越
supremacy,万善
supremacy,万全
supremacy,優越性
jurisdiction,権限
jurisdiction,管轄
jurisdiction,管区
jurisdiction,司法権
jurisdiction,所轄
jurisdiction,所管
jurisdiction,裁判権
imperial court,公儀
imperial court,公武
imperial court,宮中
imperial court,公家
imperial court,天朝
imperial court,朝廷
big shot,巨擘
big shot,大物
big shot,巨星
official,公儀
official,係り
official,吏
official,係員
official,公式
official,役員
official,吏員
official,僚
official,係り員
official,正式
official,公的
official,公定
official,公然
official,公然たる
official,表立った
government,公儀
