English,Other
at,a
in,a
it,a
the,a
to,a
with,a
ye,a
you,a
aflame,a arder
alighting,a arder
astir,a arder
critique,a arte da crítica
pencraft,a arte de escrever
increasingly,a aumentar
windward,a barlavento
afloat,a boiar
aboard,a bordo
inboard,a bordo
on board,a bordo
hourly,a cada hora
censorious,a censurar
nobility,a classe dos nobres
hence,a contar deste momento
running,a correr
rood,a cruz de cristo
short,a curto prazo
short-term,a curto prazo
shorter,a curto prazo
roofless,a céu aberto
downhill,a descer
rattletrap,a desfazer-se
tumbledown,a desfazer-se
after,a despeito de
despite of,a despeito de
despite of,a despeito de
in respect of,a despeito de
in spite of,a despeito de
in the face of,a despeito de
notwithstanding,a despeito de
her,a ela
them,a elas
him,a ele
them,a eles
at random,a esmo
haphazard,a esmo
hereupon,a esse respeito
in this sense,a esse respeito
quiddity,a essência de uma coisa
final,a etapa final
finals,a etapa final
in favor of,a favor de
downwind,a favor do vento
scalding,a ferver
for the purpose of,a fim de
in order to,a fim de
to,a fim de
with the view to,a fim de
in order that,a fim de que
so that,a fim de que
that,a fim de que
lest,a fim de que não
tantivy,a galope
sky-high,a grande altura
long,a grande distância
thereto,a isso
generality,a maior parte
lion's share,a maior parte
most,a maior parte
mostly,a maior parte das vezes
most,a maioria
most,a mais
midway,a meia distância
half-way,a meio caminho
midway,a meio caminho
choice,a melhor parte
choices,a melhor parte
gem,a melhor parte
least,a menor quantidade
unless,a menos que
without,a menos que
all the same,a mesma coisa
same,a mesma coisa
so,a mesma coisa
the same,a mesma coisa
the same thing,a mesma coisa
self,a mesmo
hotfoot,a mil
myself,a mim mesmo
humanity,a natureza humana
but,a não ser que
nisi,a não ser que
save,a não ser que
unless,a não ser que
without,a não ser que
us,a nós
ourself,a nós mesmos
ourselves,a nós mesmos
ourselves,a nós próprios
futurity,a outra vida
hereafter,a outra vida
payable,a pagar
short,a pagar brevemente
shorter,a pagar brevemente
up,a par
well-informed,a par
about,a par de
fore,a parte anterior
fore,a parte da frente
pick,a parte escolhida
picks,a parte escolhida
interior,a parte interior
up-country,a parte interior
staple,a parte mais importante
penetralia,a parte mais recôndita
pearl,a parte melhor
prime,a parte melhor
piquancy,a parte picante
thenceforth,a partir daí
thenceforward,a partir daí
as from,a partir de
as of,a partir de
from,a partir de
on,a partir de
out,a partir de
since,a partir de
about,a pouca distância
near,a pouca distância
at first,a princípio
formerly,a princípio
originally,a princípio
apropos,a propósito
by the way,a propósito
incidentally,a propósito
inter alia,a propósito
obiter,a propósito
pat,a propósito
seasonable,a propósito
perpendicular,a prumo
plumb,a prumo
blighty,a pátria
afoot,a pé
astir,a pé
on foot,a pé
any time,a qualquer hora
anytime,a qualquer hora
at any time,a qualquer hora
what,a que
answerable,a que se pode responder
for,a razão de
about,a respeito de
as regards,a respeito de
as to,a respeito de
concerning,a respeito de
on,a respeito de
over,a respeito de
regarding,a respeito de
to,a respeito de
with,a respeito de
whereupon,a respeito de que
namely,a saber
videlicet,a saber
safe,a salvo
safer,a salvo
hereafter,a seguir
proximate,a seguir
herself,a si mesma
itself,a si mesma
themselves,a si mesmas
himself,a si mesmo
itself,a si mesmo
oneself,a si mesmo
themselves,a si mesmos
southeastern,a sudeste
southeastward,a sudeste
south-westward,a sudoeste de
southward,a sul de
tete-a-tete,a sós
betimes,a tempo
timely,a tempo
thee,a ti
thyself,a ti mesmo
yourself,a ti mesmo
hotfoot,a toda
amain,a toda velocidade
hourly,a todas as horas
round,a todos
privately,a título particular
low-down,a verdade nua e crua
whereat,a vista do que
yourself,a vós mesmos
aa,aa
aaa,aaa
aaron,aaron
ab,ab
abrogate,ab-rogar
repeal,ab-rogar
annulment,ab-rogação
repeal,ab-rogação
rescission,ab-rogação
basque,aba
brim,aba
coast,aba
edge,aba
edges,aba
feet,aba
flap,aba
foot,aba
lap,aba
lappet,aba
lip,aba
rim,aba
shoulder,aba
tab,aba
tabs,aba
tail,aba
overhang,aba de telhado
pain,abacaxí
pineapple,abacaxí
abbot,abade
prelate,abade
abbacy,abadia
abbey,abadia
stifling,abafadiço
stuffy,abafadiço
airless,abafado
anxious,abafado
busy,abafado
choky,abafado
close,abafado
closest,abafado
fuggy,abafado
fusty,abafado
stuffy,abafado
suffocant,abafado
suffocating,abafado
sultry,abafado
thick,abafado
damper,abafador
cosy,abafador de bule
cozy,abafador de bule
muffler,abafador de piano
fug,abafamento
suffocation,abafamento
blanket,abafar
burke,abafar
choke,abafar
cover up,abafar
cushion,abafar
damp,abafar
drench,abafar
drown,abafar
hugger-mugger,abafar
hush up,abafar
muffle,abafar
mute,abafar
pilfer,abafar
smother,abafar
steal the show,abafar
stifle,abafar
suffocate,abafar
suppress,abafar
swelter,abafar
messy,abagunçado
hem,abainhar
bayonet,abaionetar
decline,abaixamento
depression,abaixamento
down-grade,abaixamento
fade-out,abaixamento
sinking,abaixamento
subsidence,abaixamento
abate,abaixar
bring down,abaixar
derogate,abaixar
descend,abaixar
descending,abaixar
down-grade,abaixar
lower,abaixar
reduce,abaixar
reduces,abaixar
reducing,abaixar
turn down,abaixar
mark down,abaixar o preço
grovel,abaixar-se
stoop,abaixar-se
below,abaixo
below,abaixo
beneath,abaixo
beneath,abaixo
down,abaixo
down,abaixo
downhill,abaixo
downwards,abaixo
thereunder,abaixo
underneath,abaixo
below,abaixo citado
below,abaixo de
thereunder,abaixo disso
lampshade,abajur
table lamp,abajur
crank,abalado
shaken,abalado
unsettled,abalado
unstable,abalado
affect,abalar
affects,abalar
concuss,abalar
convulse,abalar
depolarise,abalar
jar,abalar
jolt,abalar
scamper,abalar
shake,abalar
shock,abalar
toss,abalar
unfix,abalar
unsettle,abalar
concussion,abalo
convulsion,abalo
emotion,abalo
emotions,abalo
impression,abalo
jump,abalo
quake,abalo
seism,abalo
shake,abalo
shock,abalo
collide with,abalroar
run into,abalroar
collision,abalroação
fan,abanar
fans,abanar
jounce,abanar
rock,abanar
rocks,abanar
shake,abanar
totter,abanar
wag,abanar
waggle,abanar
debase,abandalhar
abandoned,abandonado
alone,abandonado
bereaved,abandonado
bereft,abandonado
comfortless,abandonado
derelict,abandonado
forlorn,abandonado
forsaken,abandonado
godforsaken,abandonado
helpless,abandonado
lonely,abandonado
lorn,abandonado
love-lorn,abandonado
outcast,abandonado
sole,abandonado
stranded,abandonado
unattended,abandonado
unattending,abandonado
uncared-for,abandonado
unrelieved,abandonado
unused,abandonado
waste,abandonado
abandon,abandonar
back down,abandonar
cast off,abandonar
cede,abandonar
doff,abandonar
flee,abandonar
forsake,abandonar
forwent,abandonar
give up,abandonar
jettison,abandonar
lay aside,abandonar
lay down,abandonar
leave,abandonar
neglect,abandonar
off,abandonar
quit,abandonar
reject,abandonar
rejected,abandonar
relinquish,abandonar
renounce,abandonar
secede,abandonar
set aside,abandonar
throw over,abandonar
vacate,abandonar
waive,abandonar
shell,abandonar a casca
abandon,abandono
abandonment,abandono
dereliction,abandono
desertion,abandono
lurch,abandono
neglect,abandono
quitclaim,abandono
renouncement,abandono
renunciation,abandono
resignation,abandono
waiver,abandono
fan,abano
fans,abano
wag,abano
chock-full,abarrotado
crammed,abarrotado
crowded,abarrotado
overcrowded,abarrotado
cram,abarrotamento
glut,abarrotamento
glut,abarrotar
oversupply,abarrotar
flush,abastado
rich,abastado
wealthy,abastado
well-off,abastado
abundance,abastança
surfeit,abastança
corrupt,abastardar
clicker,abastecedor
outfitter,abastecedor
provider,abastecedor
providers,abastecedor
purveyor,abastecedor
victualler,abastecedor
bunker,abastecer
feed,abastecer
feeds,abastecer
fill up,abastecer
fuel,abastecer
provide,abastecer
provides,abastecer
provision,abastecer
refuel,abastecer
stock,abastecer
store,abastecer
stored,abastecer
stores,abastecer
supply,abastecer
victual,abastecer
petrol,abastecer de gasolina
provided,abastecido
fill,abastecimento
provision,abastecimento
purveyance,abastecimento
refuelling,abastecimento
store,abastecimento
stores,abastecimento
supplies,abastecimento
supply,abastecimento
victualling,abastecimento
slaughterhouse,abatedouro
abate,abater
deject,abater
depress,abater
discount,abater
discounted,abater
discounts,abater
dishearten,abater
down,abater
fell,abater
knock down,abater
lay,abater
lower,abater
prostrate,abater
reduce,abater
reduces,abater
reducing,abater
retrench,abater
shoot down,abater
sink,abater
slaughter,abater
tumble down,abater
unman,abater
weaken,abater
slaughter,abater gado
broken-hearted,abatido
crestfallen,abatido
dead-alive,abatido
dejected,abatido
depressed,abatido
despondent,abatido
dismal,abatido
dispirited,abatido
down,abatido
down-hearted,abatido
downcast,abatido
dumpish,abatido
haggard,abatido
hagridden,abatido
heavy-laden,abatido
joyless,abatido
languishing,abatido
low-spirited,abatido
melancholy,abatido
moped,abatido
prostrate,abatido
reduced,abatido
wan,abatido
washed-out,abatido
woebegone,abatido
abasement,abatimento
chill,abatimento
damp,abatimento
dejection,abatimento
depression,abatimento
despondency,abatimento
discount,abatimento
discounts,abatimento
doldrums,abatimento
drawback,abatimento
droop,abatimento
enervation,abatimento
heaviness,abatimento
languor,abatimento
mope,abatimento
prostration,abatimento
rebate,abatimento
rebates,abatimento
reduction,abatimento
reductions,abatimento
sag,abatimento
settlement,abatimento
weakness,abatimento
cambered,abaulado
convex,abaulado
hogback,abaulamento
vault,abaulamento
abc,abc
alphabet,abc
abscess,abcesso
tumor,abcesso
tumour,abcesso
abdicate,abdicar
demit,abdicar
belly,abdome
stomach,abdome
abduction,abdução
abdomen,abdômen
belly,abdômen
tummy,abdômen
venter,abdômen
abc,abecedário
abecedarian,abecedário
alphabet,abecedário
bring near,abeirar
apis,abelha
bee,abelha
queen bee,abelha-mestra
bee queen,abelha-rainha
queen bee,abelha-rainha
swarm,abelhal
nosey,abelhudo
nosy,abelhudo
dog-bee,abelhão
bless,abendiçoar
blessed,abençoado
