English,Other
aardvark,cerdo hormiguero
aardwolf,protelo
aaron,aaron
aback,detrás
aback,atrás
aback,en facha
aback,encapado
after,detrás
after,atrás
after,en pos de
after,después
after,después de
after,tras
after,por
after,detrás de
after,tras de
after,en busca de
after,acerca de
after,a la manera de
after,según el estilo de
after,después de que
after,una vez que
after,posterior
after,siguiente
after,de popa
after,trasero
cloaked,encapado
cloaked,encapotado
behind,detrás
behind,atrás
behind,con retraso
behind,de atrás
behind,por debajo de
behind,por detrás
behind,tras
behind,detrás de
behind,trasero
behind,culo
back,detrás
back,atrás
back,de nuevo
back,de vuelta
back,de vuelta
back,trasero
back,espalda
back,parte posterior
back,respaldo
back,fondo
back,dorso
back,reverso
back,lomo
back,revés
back,zaga
back,envés
back,foro
back,canto
back,extradós
back,forzal
back,respaldar
back,apoyar
back,retroceder
back,cambiar
back,recular
back,dar marcha atrás
back,montar
back,defender
back,girar
back,avalar
back,torcer
back,mudar
back,endosar
back,dar marcha atrás a
back,enlomar
back,despaldar
back,moverse atrás
back,hacer marcha atrás con
back,favorecer
back,transformar
back,de retroceso
back,atrasado
back,del interior
back,velar
to,por
to,a
to,para
to,en
to,hasta
to,hacia
to,según
to,contra
incoming,siguiente
incoming,entrante
incoming,nuevo
afterwards,después
afterwards,más tarde
for,por
for,pues
for,para
for,en
for,a favor de
for,debido a
for,con motivo de
for,a causa de
for,para que
for,porque
for,ya que
for,con objetivo de
next,después
next,la próxima vez
next,inmediatamente
next,luego
next,entrante
next,próximo
next,contiguo
next,vecino
next,inmediato
next,al lado de
next,casi
next,junto a
about,por
about,acerca de
about,en
about,casi
about,junto a
about,sobre
about,de
about,alrededor de
about,cerca de
about,respecto a
about,con respecto a
about,con referencia a
about,unos
about,aproximadamente
about,más o menos
about,a propósito de
about,por aquí
about,por aquí y por allá
by,por
by,a
by,para
by,en
by,según
by,al lado de
by,de
by,con
by,entre
by,antes de
by,sometido a
by,cerca
by,al lado
by,delante
by,aparte
through,por
through,hasta
through,hasta
through,debido a
through,a través de
through,mediante
through,por medio de
through,gracias a
through,por causa de
through,hasta e incluso
through,de un lado a otro
through,de un lado a otro
through,completamente
through,hasta el fin
through,de parte a parte
through,desde el principio hasta el fin
through,de paso
through,directo
beyond,tras
beyond,más allá
beyond,más lejos
beyond,más allá de
beyond,fuera de
beyond,más de
beyond,además de
beyond,pasado
afterward,después
afterward,más tarde
following,siguiente
following,en popa
following,partidarios
hind,posterior
hind,trasero
hind,estorbado
hind,impedido
hind,cierva
aftermost,de popa
on,acerca de
on,en
on,según
on,sobre
on,encima de
on,encendido
on,prendido
on,puesto
on,abierto
on,enchufado
rearmost,trasero
rearmost,último de todos
in search of,en busca de
in search of,buscando a
in search of,al buscar a
concerning,acerca de
concerning,sobre
concerning,con referencia a
concerning,referente
in back of,detrás de
besides,tras de
besides,además
besides,por otra parte
besides,además de
besides,encima de
besides,también
besides,encima
besides,menos
once,una vez que
once,una vez
once,una vez
once,antes
once,antiguamente
once,en otro tiempo
once,si
once,de entonces
later,después
later,posterior
later,posteriormente
later,más tarde
later,luego
later,ulterior
later,más reciente
later,más tardío
later,más avanzada
subsequent,posterior
subsequent,ulterior
subsequent,subsiguiente
rear,posterior
rear,trasero
rear,trasero
rear,parte posterior
rear,criar
rear,alzar
rear,encabritarse
rear,levantar
rear,erigir
rear,de retaguardia
rear,de cola
rear,parte trasera
rear,retaguardia
rear,cola
rear,culata
rear,última fila
posterior,posterior
posterior,trasero
posterior,trasero
per,por
per,a
per,por medio de
then,después
then,además
then,pues
then,pues
then,entonces
then,en ese momento
then,luego
then,de entonces
then,en aquella época
then,por tanto
then,en ese caso
rearward,de atrás
rearward,posterior
rearward,trasero
rearward,hacia atrás
back of,detrás de
lowering,encapotado
lowering,ceñudo
lower,encapotado
lower,bajo
lower,bajo
lower,pequeño
lower,inferior
lower,más bajo
