Other,English
1,1
1 август,August 1
1 мај,May 1
1 ноември,November 1
1 јануари,January 1
1 јули,July 1
10,10
100,100
1000,1000
101,101
105,105
11,11
11 ноември,November 11
11 септември,September 11
110,110
115,115
12,12
12 октомври,October 12
12 февруари,February 12
120,120
125,125
13,13
130,130
135,135
14,14
14 април,April 14
14 февруари,February 14
14 јуни,June 14
140,140
144,144
145,145
15,15
15 август,August 15
150,150
155,155
16,16
160,160
165,165
17,17
17 март,March 17
17 септември,September 17
170,170
1728,1728
175,175
18,18
180,180
19,19
19 март,March 19
19 јануари,January 19
190,190
2,2
2 март,March 2
2 ноември,November 2
2 февруари,February 2
20,20
20 јануари,January 20
200,200
21,21
21 јуни,June 21
22,22
22 февруари,February 22
23,23
23 јуни,June 23
24,24
24 (ТВ серија),24 (TV series)
24 мај,May 24
24 октомври,October 24
24 јуни,June 24
25,25
25 март,March 25
26,26
27,27
28,28
29,29
29 септември,September 29
29 февруари,February 29
29 јуни,June 29
3,3
3 јуни,June 3
30,30
300,300
31,31
31 декември,December 31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
4,4
4 јули,July 4
40,40
400,400
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
5,5
5 ноември,November 5
50,50
500,500
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
6,6
6 август,August 6
6 јануари,January 6
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
7,7
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
8,8
8 декември,December 8
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
9,9
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
A cappella,A cappella
AJAX,Ajax (programming)
C (програмски јазик),C (programming language)
Fedora (Linux дистрибуција),Fedora (Linux distribution)
GNOME,GNOME
GPS,Global Positioning System
HTML,HTML
Iron Maiden,Iron Maiden
Opera,Opera (Internet suite)
ROM меморија,Read-only memory
SI систем на мерки,International System of Units
Unix (оперативен систем),Unix
W,W
macedonian,english
Ѕвезда,Star
Јава,Java
Јава (појаснување),Java (disambiguation)
Јава (програмски јазик),Java (programming language)
Јавен домен,Public domain
Јаглеводород,Hydrocarbon
Јаглен,Coal
Јаглерод,Carbon
Јаглерод диоксид,Carbon dioxide
Јаглерод моноксид,Carbon monoxide
Јаглероден циклус,Carbon cycle
Јаглехидрат,Carbohydrate
Јадранско Море,Adriatic Sea
Јадро на оперативен систем,Kernel (computer science)
Јазик,Language
Јазик (анатомски орган),Tongue
Јамајка,Jamaica
Јан ван Ејк,Jan van Eyck
Јангцекјанг,Yangtze River
Јаничар,Janissary
Јануари,January
Јанус,Janus (mythology)
Јапонија,Japan
Јарда,Yard
Јасер Арафат,Yasser Arafat
Јастреб кокошкар,Goshawk
Јајце клетка,Ovum
Јајцевод,Fallopian tube
Јајчник,Ovary
Јемен,Yemen
Јеховини сведоци,Jehovah's Witnesses
Јованка Орлеанка,Joan of Arc
Јод,Iodine
Јозеф Гебелс,Joseph Goebbels
Јозеф Хајдн,Joseph Haydn
Јон,Ion
Јоносфера,Ionosphere
Јонска врска,Ionic bond
Јонско Море,Ionian Sea
Јордан,Jordan
Јордан (река),Jordan River
Јосиф Сталин,Joseph Stalin
Јохан Волфганг фон Гете,Johann Wolfgang von Goethe
Јохан Гутенберг,Johannes Gutenberg
Јохан Себастијан Бах,Johann Sebastian Bach
Јоханес Брамс,Johannes Brahms
Јоханес Кеплер,Johannes Kepler
Јоханесбург,Johannesburg
Југославија,Yugoslavia
Јужен новозеландски остров,South Island
Јужен пол,South Pole
Јужна Америка,South America
Јужна Дакота,South Dakota
Јужна Каролина,South Carolina
Јужна Кореја,South Korea
Јукон,Yukon
Јулиј Цезар,Julius Caesar
Јуни,June
Јупитер,Jupiter
Јуриј Гагарин,Yuri Gagarin
Јустинијан I,Justinian I
Јута,Utah
Љубов,Love
Љубљана,Ljubljana
Њу Џерси,New Jersey
Њу Бранзвик,New Brunswick
Њу Делхи,New Delhi
Њу Мексико,New Mexico
Њу Хемпшир,New Hampshire
Њутн,Newton
Њуфаундленд и Лабрадор,Newfoundland and Labrador
Њујорк,New York City
Њујорк (сојузна држава),New York
Џ. Д. Селинџер,J. D. Salinger
Џакарта,Jakarta
Џакомо Пучини,Giacomo Puccini
Џамија,Mosque
Џек Лондон,Jack London
Џемс Џојс,James Joyce
Џемс Кларк Максвел,James Clerk Maxwell
Џемс Кук,James Cook
"Џеферсон Сити, Мисури",Jefferson City
Џефри Чосер,Geoffrey Chaucer
Џејмс Ват,James Watt
Џовани Бокачо,Giovanni Boccaccio
Џозеф Пулицер,Joseph Pulitzer
Џон Вејн,John Wayne
Џон Квинси Адамс,John Quincy Adams
Џон Ленон,John Lennon
Џон Милтон,John Milton
