Other,English
0 (skaičius),0 (number)
1 (skaičius),1 (number)
1 m.,1
10 (skaičius),10 (number)
10 m.,10
100 (skaičius),100 (number)
11 (skaičius),11 (number)
11 m.,11
12 (skaičius),12 (number)
13 (skaičius),13 (number)
14 (skaičius),14 (number)
15 (skaičius),15 (number)
16 (skaičius),16 (number)
17 (skaičius),17 (number)
1728 m.,1728
18 (skaičius),18 (number)
19 (skaičius),19 (number)
2 (skaičius),2 (number)
2 m.,2
20 (skaičius),20 (number)
21 (skaičius),21 (number)
22 (skaičius),22 (number)
23 (skaičius),23 (number)
24 (skaičius),24 (number)
24 valandos,24 (TV series)
25 (skaičius),25 (number)
26 (skaičius),26 (number)
27 (skaičius),27 (number)
28 (skaičius),28 (number)
29 (skaičius),29 (number)
3 (skaičius),3 (number)
3 m.,3
30 (skaičius),30 (number)
31 (skaičius),31 (number)
32 (skaičius),32 (number)
33 (skaičius),33 (number)
33 m.,33
34 (skaičius),34 (number)
35 (skaičius),35 (number)
36 (skaičius),36 (number)
37 (skaičius),37 (number)
38 (skaičius),38 (number)
39 (skaičius),39 (number)
4 (skaičius),4 (number)
4 m.,4
40 (skaičius),40 (number)
41 (skaičius),41 (number)
42 (skaičius),42 (number)
43 (skaičius),43 (number)
45 (skaičius),45 (number)
46 (skaičius),46 (number)
49 (skaičius),49 (number)
5 (skaičius),5 (number)
5 m.,5
50 (skaičius),50 (number)
6 (skaičius),6 (number)
6 m.,6
60 (skaičius),60 (number)
7 (skaičius),7 (number)
7 m.,7
8 (skaičius),8 (number)
8 m.,8
80 (skaičius),80 (number)
88 m.,88
9 (skaičius),9 (number)
9 m.,9
A,A
AIDS,AIDS
AJAX,Ajax (programming)
ASCII,American Standard Code for Information Interchange
ASEAN,Association of Southeast Asian Nations
ATP,Adenosine triphosphate
AZ Alkmaar,AZ (football club)
Abadanas,Abadan
Abakas,Abacus
Abatas,Abbot
Abchazija,Abkhazia
Abelis Tasmanas,Abel Tasman
Aberdynas,Aberdeen
Abidžanas,Abidjan
Abortas,Abortion
Abraham Lincoln,Abraham Lincoln
Abraomas,Abraham
Abrikosas,Apricot
Absentas,Absinthe
Absoliutinis ryškis,Absolute magnitude
Absoliutusis nulis,Absolute zero
Absoliučiai juodas kūnas,Black body
Abstrakcionizmas,Abstract art
Abstraktusis ekspresionizmas,Abstract expressionism
Abu Dabis,Abu Dhabi
Abu Dabis,Abu Dhabi (emirate)
Abudža,Abuja
Abėcėlė,Alphabet
Acetilcholinas,Acetylcholine
Acetilenas,Acetylene
Acetonas,Acetone
Achenas,Aachen
Acheronas,Acheron
Achilas,Achilles
Actas,Vinegar
Actekai,Aztec
Acto rūgštis,Acetic acid
Adam Smith,Adam Smith
Adana,Adana
Adelaidė,Adelaide
Adenas,Aden
Adeninas,Adenine
Adeno įlanka,Gulf of Aden
Adidžė,Adige
Adis Abeba,Addis Ababa
Adolfas Hitleris,Adolf Hitler
Adonis (mitologija),Adonis
Adrenalinas,Epinephrine
Adriano siena,Hadrian's Wall
Adrijos jūra,Adriatic Sea
Adsorbcija,Adsorption
Adventas,Advent
Afalina,Bottlenose Dolphin
Afganistanas,Afghanistan
Aforizmas,Aphorism
Afrika,Africa
Afrikanų kalba,Afrikaans
Afrikinis strutis,Ostrich
Afroditė,Aphrodite
Agamemnonas,Agamemnon
Agatas,Agate
Agatha Christie,Agatha Christie
Agnosticizmas,Agnosticism
Agorafobija,Agoraphobia
Agra,Agra
Agresija,Aggression
Agridžentas,Agrigento
Aibė,Set
Aidahas,Idaho
Aikido,Aikido
Airbus,Airbus
Airija,Republic of Ireland
Airijos jūra,Irish Sea
Airijos sala,Ireland
Aischilas,Aeschylus
Aitvaras (įtaisas),Kite
Ajaksas,Ajax (mythology)
Ajax (reikšmės),Ajax
Ajova,Iowa
Akabos įlanka,Gulf of Aqaba
Akacija,Acacia
Akcija (finansai),Share (finance)
Akiniai,Glasses
Akira Kurosawa,Akira Kurosawa
Akis,Eye
Akių astigmatizmas,Astigmatism (eye)
Aklųjų raštas,Braille
Akmens amžius,Stone Age
Akmens anglis,Coal
Akmenslydis,Curling
"Akmuo, žirklės, popierius",Rock
Akonkagva,Aconcagua
Akordeonas,Accordion
Akra,Accra
Akropolis,Acropolis
Akrė,Acre (state)
Aksioma,Axiom
Aksonas,Axon
Aktinis,Actinium
Aktinoidai,Actinide
Aktorius,Actor
Akupunktūra,Acupuncture
Akvamarinas,Aquamarine
Akvariumas,Aquarium
Akvedukas,Aqueduct
Akvitanija,Aquitaine
Al Kaponė,Al Capone
Al-Qaeda,Al-Qaeda
Alabama,Alabama
Alachas,Allah
Alan Turing,Alan Turing
Alaninas,Alanine
Alavas,Tin
Alavijas,Aloe
Albanija,Albania
Albatrosiniai,Albatross
Albedas,Albedo
Albert Camus,Albert Camus
Albert Einstein,Albert Einstein
Alberta,Alberta
Albinizmas,Albinism
Albitas,Albite
Albukerkė,Albuquerque
Albumas,Album
Alchemija,Alchemy
Aldebaranas,Aldebaran
Aldous Huxley,Aldous Huxley
Alebarda,Halberd
Alegorija,Allegory
Aleksandras,Alexander
Aleksandras Didysis,Alexander the Great
Aleksandras Puškinas,Alexander Pushkin
Aleksandras Solženicynas,Aleksandr Solzhenitsyn
Aleksandras VI,Pope Alexander VI
Aleksandrija,Alexandria
Alepas,Aleppo
Alergija,Allergy
Aleutų salos,Aleutian Islands
Alexander Fleming,Alexander Fleming
Alexander Graham Bell,Alexander Graham Bell
Alexandre Dumas (tėvas),Alexandre Dumas
Alfa (raidė),Alpha (letter)
Alfa dalelė,Alpha particle
Alfred Hitchcock,Alfred Hitchcock
Alfred Russel Wallace,Alfred Russel Wallace
Alfredas Nobelis,Alfred Nobel
Algebra,Algebra
Algoritmas,Algorithm
Aliaska,Alaska
Aliejus,Oil
Aliejus,Oil (disambiguation)
Aliejus (tapyba),Oil painting
Aliuminis,Aluminium
Alkaloidas,Alkaloid
Alkanas,Alkane
Alkenas,Alkene
Alkis,Hunger
Alkoholinis gėrimas,Alcoholic beverage
Alkoholis,Alcohol
Alkoholizmas,Alcoholism
Alksnis,Alder
Allen Ginsberg,Allen Ginsberg
Almanachas,Almanac
Almata,Almaty
Alozauras,Allosaurus
Alpės,Alps
Alsteris,Ulster
Altajaus kalnai,Altay Mountains
Altayras,Altair
Altruizmas,Altruism
Alus,Beer
Alvar Aalto,Alvar Aalto
Alyvuogių aliejus,Olive oil
Alzheimerio liga,Alzheimer's disease
Alžyras,Algeria
Alžyras (miestas),Algiers
Amadeo Avogadro,Amedeo Avogadro
Amanas,Amman
Amariliniai,Amaryllidaceae
Amazonė (upė),Amazon River
Ambasadorius,Ambassador
Americis,Americium
Amerigas Vespučis,Amerigo Vespucci
Amerikietiškasis futbolas,American football
Amerikinė persėja,Avocado
Amerikos Samoa,American Samoa
Amerikos Valstijų Konfederacija,Confederate States of America
Ametistas,Amethyst
Amfetaminas,Amphetamine
Amfiteatras,Amphitheatre
Amfora,Amphora
Amharų kalba,Amharic
Amidai,Amide
Aminorūgštis,Amino acid
Amišai,Amish
Amonas,Amun
Amoniakas,Ammonia
Amperas,Ampere
Ampermetras,Ammeter
Amplitudė,Amplitude
Amsterdamas,Amsterdam
Amūras (upė),Amur
Amžinasis variklis,Perpetual motion
Amžinasis įšalas,Permafrost
Amžius,Century
Anabaptistai,Anabaptist
Anagrama,Anagram
Anaksagoras,Anaxagoras
Analinis seksas,Anal sex
Anapurna,Annapurna
Anarchija,Anarchy
Anarchizmas,Anarchism
Anatomija,Anatomy
Anchelio krioklys,Angel Falls
Andai,Andes
Andalūzija,Andalusia
Andamanų jūra,Andaman Sea
Andersas Celsijus,Anders Celsius
Andhra Pradešas,Andhra Pradesh
Andora,Andorra
Andrejus Sacharovas,Andrei Sakharov
Andrejus Tarkovskis,Andrei Tarkovsky
Andrew Lloyd Webber,Andrew Lloyd Webber
Andromeda,Andromeda
Andromeda (astronomija),Andromeda (constellation)
Andromeda (mitologija),Andromeda (mythology)
Andromedos galaktika,Andromeda Galaxy
Andy Warhol,Andy Warhol
Anemija,Anemia
Anemometras,Anemometer
Angara,Angara River
Angelas,Angel
Angilija,Anguilla
Anglai,English people
Angliavandenilis,Hydrocarbon
Angliavandenis,Carbohydrate
Anglies ciklas,Carbon cycle
Anglies dioksidas,Carbon dioxide
Anglies monoksidas,Carbon monoxide
Anglies rūgštis,Carbonic acid
Anglija,England
Anglijos pilietinis karas,English Civil War
Anglikonų bažnyčia,Anglicanism
Anglis,Carbon
Angliškasis biliardas,Snooker
Anglų kalba,English language
Angola,Angola
Anime,Anime
Animizmas,Animism
Ankara,Ankara
Ankoridžas,Anchorage
Anodas,Anode
Antakija,Antakya
Antalija,Antalya
Antananaryvas,Antananarivo
Antaris,Antares
Antarktida,Antarctica
Antena (radijas),Antenna (radio)
Anthony Hopkins,Anthony Hopkins
Antibiotikas,Antibiotic
Antigenas,Antigen
Antigva ir Barbuda,Antigua and Barbuda
Antikūnas,Antibody
Antimedžiaga,Antimatter
Antiniai,Anatidae
Antinkstis,Adrenal gland
Antipopiežius,Antipope
Antis,Duck
Antisemitizmas,Antisemitism
Antoine Henri Becquerel,Henri Becquerel
Antoine Lavoisier,Antoine Lavoisier
Antonas Čechovas,Anton Chekhov
Antonijus Stradivarijus,Antonio Stradivari
Antonijus Vivaldis,Antonio Vivaldi
Antonimas,Antonym
Antradienis,Tuesday
Antrasis kryžiaus žygis,Second Crusade
Antrasis pasaulinis karas,World War II
Antropologija,Anthropology
Antverpenas,Antwerp
Anubis,Anubis
Anyžinė ožiažolė,Anise
Ančiasnapis,Platypus
Aorta,Aorta
Apalačai,Appalachian Mountains
Apatitas,Apatite
Apačai,Apache
Apaštalas Andriejus,Saint Andrew
Apaštalas Jokūbas vyresnysis,James
Apaštalas Paulius,Paul the Apostle
Apaštalas Petras,Saint Peter
Apaštalų darbai,Acts of the Apostles
Apdulkinimas,Pollination
Apelsinas,Orange (fruit)
Apendicitas,Appendicitis
Apeninų pusiasalis,Italian Peninsula
Apibrėžtinis integralas,Integral
Apija,Apia
Apipjaustymas,Circumcision
Aplinka,Environment
Apokrifas,Apocrypha
Apolonas,Apollo
Apoptozė,Apoptosis
Apple Safari,Safari (web browser)
Apranga,Clothing
Apsidė (architektūra),Apse
Apskaita,Accountancy
Apskritimas,Circle
Apulija,Apulia
Apvaisinimas,Fertilisation
Apvaliosios kirmėlės,Nematode
Arabai,Arab
Arabijos jūra,Arabian Sea
Arabijos pusiasalis,Arabian Peninsula
Arabų kalba,Arabic language
Arabų raštas,Arabic alphabet
Arafuros jūra,Arafura Sea
Aragonas,Aragon
Aralo jūra,Aral Sea
Araratas,Mount Ararat
Arbaletas,Crossbow
Arbata,Tea
Archeologija,Archaeology
Archeopteriksas,Archaeopteryx
Archimedas,Archimedes
Architektūra,Architecture
Archozaurai,Archosaur
Archėjus,Archean
Ardėnai,Ardennes
Ardėnai (departamentas),Ardennes (department)
Arekiniai,Arecaceae
Arfa,Harp
Argas (miestas),Argos
Argentina,Argentina
Argonas,Argon
Argumentacijos klaida,Fallacy
Argumentas prieš žmogų,Ad hominem
Ariadnė,Ariadne
Arija,Aria
Arijonai,Arianism
Arijus,Arius
Aristofanas,Aristophanes
Aristokratija,Aristocracy
Aristotelis,Aristotle
Aritmetika,Arithmetic
Aritmetinė progresija,Arithmetic progression
Arizona,Arizona
Arkadija,Arcadia
Arkangelas,Archangel
Arkangelas Gabrielius,Gabriel
Arkangelas Mykolas,Michael (archangel)
Arkangelas Rafaelis,Raphael (archangel)
Arkanzasas,Arkansas
Arkivyskupas,Archbishop
Arkliai,Equidae
Arklio galia,Horsepower
Arklys,Horse
Arkties vandenynas,Arctic Ocean
Arktis,Arctic
Arminijus,Arminius
Armėnija,Armenia
Armėnų kalba,Armenian language
Arnas,Arno River
Arnoldas Šionbergas,Arnold Schoenberg
Aroniniai,Araceae
Arsenas,Arsenic
Art Deco,Art Deco
Artemidė,Artemis
Artemidės šventykla,Temple of Artemis
Arterija,Artery
Arthur Conan Doyle,Arthur Conan Doyle
Arthur Holly Compton,Arthur Compton
Arthur Rimbaud,Arthur Rimbaud
Artilerija,Artillery
Artimieji Rytai,Middle East
Artistas,Artist
Artūras Šopenhaueris,Arthur Schopenhauer
Aruba,Aruba
Arė,Aar
Arėjas,Ares
Asamas,Assam
Asbestas,Asbestos
Asemblerio kalba,Assembly language
Asfaltas,Asphalt
Asgardas,Asgard
Asimptotė,Asymptote
Asirijos imperija,Assyria
Asiūklis,Equisetum
Asklepijas,Asclepius
Asmara,Asmara
Aspirinas,Aspirin
Astana,Astana
Astatis,Astatine
Astenosfera,Asthenosphere
Asteroidas,Asteroid
Asteroidų žiedas,Asteroid belt
Astma,Asthma
Astrachanė',Astrakhan
Astriniai,Asteraceae
Astrobiologija,Astrobiology
Astrofizika,Astrophysics
Astroliabija,Astrolabe
Astrologija,Astrology
Astrometrija,Astrometry
Astronautas,Astronaut
Astronomas,Astronomer
Astronomija,Astronomy
Astronominis vienetas,Astronomical unit
Asuanas,Aswan
Atakama,Atacama Desert
Atila,Attila the Hun
Atimtis,Subtraction
Atlanta,Atlanta
Atlantas (mitologija),Atlas (mythology)
Atlantas (palydovas),Atlas (moon)
Atlantida,Atlantis
Atlanto vandenynas,Atlantic Ocean
Atlaso kalnai,Atlas Mountains
Atmintis,Memory
Atmosfera (matavimo vienetas),Atmosphere (unit)
Atmosferos slėgis,Atmospheric pressure
Atogrąžos,Tropics
Atolas,Atoll
Atomas,Atom
Atominis laikrodis,Atomic clock
Atominė masė,Atomic mass
Atominės masės vienetas,Atomic mass unit
Atomo fizika,Atomic physics
Atomo numeris,Atomic number
Atonas,Aten
Atonas (Graikija),Mount Athos
Atropinas,Atropine
Atrėjas,Atreus
Atstovų rūmai,United States House of Representatives
Atsuktuvas,Screwdriver
Atėnai,Athens
Atėnė,Athena
Audinys (biologija),Tissue (biology)
Audra,Storm
Augalai,Plant
Augalų ligos,Pathology
Auglys,Tumor
Augustas,Augustus
Aukcionas,Auction
Auksas,Gold
Auksaspalvis retriveris,Golden Retriever
Aukso orda,Golden Horde
Aukso vartų tiltas,Golden Gate Bridge
Aukso Žuvis,Dorado
Aukuras,Altar
Aukuras (astronomija),Ara (constellation)
Aukštesnieji vėžiagyviai,Malacostraca
Aukštutinis ežeras,Lake Superior
Aukštutinė Normandija,Haute-Normandie
Aurora,Aurora
Ausis,Ear
Austerlico mūšis,Battle of Austerlitz
Australazija,Australasia
Australija,Australia
Australijos doleris,Australian dollar
Australopitekai,Australopithecus
Austrija,Austria
Austrija-Vengrija,Austria-Hungary
Ausuotasis kragas,Great Crested Grebe
Ausytieji ruoniai,Eared seal
Autizmas,Autism
Autobusas,Bus
