Other,English
'mbulanza,ambulance
'ndipendenza,independence
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Aiti,Haiti
Aiti,Republic of Haiti
Хаити,Haiti
Хаити,Republic of Haiti
Albanìa,Albania
Albanìa,Republic of Albania
Algirìa,Algeria
Algirìa,People's Democratic Republic of Algeria
Alpi,Alps
Angola,Angola
Angola,Republic of Angola
Argintina,Argentina
Argintina,Argentine Republic
Armenia,Armenia
Asteraceae,Asteraceae
Asteraceae,sunflower family
Asteraceae,Compositae
Asteraceae,daisy family
Asteraceae,aster family
Austria,Austria
Austria,Republic of Austria
Azzirbaiggian,Azerbaijan
Azzirbaiggian,Republic of Azerbaijan
Bahrain,Bahrain
Bangladesci,Bangladesh
Bangladesci,People's Republic of Bangladesh
Belizi,Belize
Bhutan,Bhutan
Bhutan,Kingdom of Bhutan
Bibbia,Bible
Birmingham,Birmingham
Bon Natali e filici annu novu,Merry Christmas and a happy New Year
Bosnia-Erzegovina,Bosnia and Herzegovina
Bosnia-Erzegovina,Republic of Bosnia and Herzegovina
Brasili,Brazil
Brunei,Brunei
Brunei,Negara Brunei Darussalam
Bulgarìa,Bulgaria
Bulgarìa,Republic of Bulgaria
Burma,Myanmar
Cairu,Cairo
Camboggia,Cambodia
Camboggia,Kingdom of Cambodia
Canadà,Canada
Cancru,Cancer
Ciad,Chad
Ciad,Republic of Chad
Cili,Chile
Cili,Republic of Chile
Cipru,Cyprus
Cipru,Republic of Cyprus
Cità dû Vaticanu,Vatican City
Cità dû Vaticanu,The Holy See
Cità dû Vaticanu,State of the Vatican City
Colombia,Colombia
Colombia,Republic of Colombia
Costa d'Avoriu,Ivory Coast
Costa d'Avoriu,Cote d'Ivoire
Costa d'Avoriu,Republic of Cote d'Ivoire
Croazzia,Croatia
Croazzia,Republic of Croatia
Cubba,Cuba
Cubba,Republic of Cuba
Dakar,Dakar
Danimarca,Denmark
Danimarca,Kingdom of Denmark
Etiopia,Ethiopia
Etiopia,Federal Democratic Republic of Ethiopia
Fianniri,Flanders
Fianniri,Flemish region
Francia,France
Gana,Ghana
Gana,Republic of Ghana
Giamaica,Jamaica
Giappuni,Japan
Giappuni,State of Japan
Gibbilterra,Gibraltar
Giorgia,Georgia
Giurdania,Jordan
Giurdania,Hashemite Kingdom of Jordan
Grecia,Greece
Grecia,Hellenic Republic
Groenlannia,Greenland
Iliadi,Iliad
Indunesia,Indonesia
Indunesia,Republic of Indonesia
Innia,India
Innia,Republic of India
Iran,Iran
Iran,Islamic Republic of Iran
Islandia,Iceland
Islandia,Republic of Iceland
Israeli,Israel
Israeli,State of Israel
Italia,Italian Republic
Italia,Italy
Jolu di San Jàbbucu,Milky Way
Jolu di San Jàbbucu,Galaxy
Kazakistan,Kazakhstan
Kazakistan,Republic of Kazakhstan
Kiribati,Kiribati
Kiribati,Republic of Kiribati
Lagos,Lagos
Lesothu,Lesotho
Lesothu,Kingdom of Lesotho
Libbia,Libya
Libbia,Great Socialist People's Libyan Arab Jamahiriya
Lioni,Lyon
Lisbona,Lisbon
Lìbbanu,Lebanon
Lìbbanu,Lebanese Republic
Macedonia,Macedonia
Macedonia,Republic of Macedonia
Malta,Malta
Malta,Republic of Malta
Mari Adriàticu,Adriatic Sea
Maroccu,Morocco
Maroccu,Kingdom of Morocco
Mauritania,Mauritania
Mauritania,Islamic Republic of Mauritania
Mecca,Mecca
Milanu,Milan
Montenegru,Montenegro
Mònacu,Monaco
Namibbia,Namibia
Natali,Christmas
Nettunu,Neptune
Nicaragua,Nicaragua
Norveggia,Norway
Norveggia,Kingdom of Norway
Nuuk,Nuuk
Orléans,Orleans
Paisi Vasci,Holland
Paisi Vasci,Kingdom of the Netherlands
Paisi Vasci,The Netherlands
Pakistan,Pakistan
Pakistan,Islamic Republic of Pakistan
Panamà,Panama
Plutoniu,plutonium
Plutoniu,plutonium
Plutoniu,plutonium
Pulonia,Poland
Qatar,Qatar
Rumanìa,Romania
San Pietruburgu,Leningrad
San Pietruburgu,Petrograd
San Pietruburgu,Saint Petersburg
San Pietruburgu,St. Petersburg
Serbia,Serbia
Serbia e Montenegru,Serbia and Montenegro
Sri Lanka,Sri Lanka
Surinami,Suriname
Svìzzira,Switzerland
Tailandia,Thailand
Tennessee,Tennessee
Timor Est,East Timor
Timor Est,Democratic Republic of Timor-Leste
Tonga,Tonga
Torontu,Toronto
Unghirìa,Hungary
Unghirìa,Republic of Hungary
Uniuni Europea,EU
Uniuni Europea,European Union
Venezzuela,Venezuela
Vinezzia,Venice
Wikipedia,Wikipedia
Wikizionariu,Wiktionary
Zimbabbui,Zimbabwe
Zimbabbui,Republic of Zimbabwe
abbriviazziòni,abbreviation
accattari,buy
accattari,purchase
accia,celery
aceddu,bird
acitu,vinegar
adattari,arrange
adattari,adapt
adattari,adjust
adattari,conform
adattari,accommodate
adattari,suit
addibitari,debit
addizziòne,addition
aggittivi,adjective
aggittivi,describing word
allegoria,allegory
allucinazioni,hallucination
alluminiu,aluminium
ambasciaturi,ambassador
americiu,americium
anfluenza,influenza
anfluenza,flu
antimoniu,antimony
apartheid,apartheid
aprili,April
architittura,architecture
argentu,silver
argon,argon
arrivu,arrival
arrubbàri,usurp
узурпирати,usurp
arsenicu,arsenic
ascutari,obey
attiniu,actinium
austu,August
azzotu,nitrogen
balena,whale
banana,banana
bariu,barium
baromitru,barometer
batteria,drum kit
bismutu,bismuth
boru,boron
cadmiu,cadmium
cani,dog
cannila,candle
carbòniu,carbon
carciofulu,artichoke
catiguria,category
cavigghia,ankle
cavigghia,talocrural joint
ccà,here
cesiu,caesium
chinu,full
cipudda,onion
cirasa,cherry
criatività,creativity
criatività,inventiveness
cromu,chromium
cu,alongside
cu,amongst
cu,with
culazioni,breakfast
cumeta,comet
cumpliannu,birthday
cuntu,account
cunzunanti,consonant
danisi,Danish
darmstadtiu,darmstadtium
decemmiru,December
dicèmmiru,December
dicisioni,decision
diffìcili,difficult
einsteiniu,einsteinium
enciclopedìa,encyclopaedia
europiu,europium
fantali,apron
fazzulettu,handkerchief
fera,dolphin
ferru,iron
firraru,blacksmith
fisioluggìa,physiology
fluoru,fluorine
fosfuru,phosphorus
fossili,fossil
francisi,French
francisi,French
franciu,francium
fulina,web
fulina,spider web
fulina,cobweb
fummicula,ant
furmentu,wheat
furnaru,baker
fàcili,easy
fàcili,piece of cake
fàcili,like shooting fish in a barrel
gadoliniu,gadolinium
galliu,gallium
gemellu,twin
genti,people
giappunisi,Japanese
giappunisi,Japanese
giardineri,gardener
giraffa,giraffe
girmaniu,germanium
giugnu,June
hassiu,hassium
idrògginu,hydrogen
imputatu,defendant
imputatu,accused
industriali,entrepreneur
iodiu,iodine
iritu,finger
itu,finger
irìdiu,iridium
ittriu,yttrium
jazz,jazz
jinnaru,January
karate,karate
kripton,krypton
kryptón,krypton
lantaniu,lanthanum
libbirtà,freedom
libbirtà,liberty
liti,argument
luci,fire
lutezziu,lutetium
lutteria,lottery
macruscopiu,macroscopic
maessrali,mistral
magnesiu,magnesium
manganesi,manganese
meitneriu,meitnerium
mendeleviu,mendelevium
mercuriu,mercury
mitafìsica,metaphysics
molibdenu,molybdenum
neodimiu,neodymium
neoluggismu,neologism
nettuniu,neptunium
nglisi,English
nichel,nickel
nicu,short
nicu,small
niobiu,niobium
nynorsk,Nynorsk
nùmmuru primu,prime number
nùmmuru primu,prime
obsoletu,obsolete
occa,water
vuvù,water
occhiu,eye
odiu,hate
odiu,hatred
olandisi,Dutch
olmiu,holmium
oru,gold
ossìgginu,oxygen
ostaculo,obstacle
ostaculo,obstruction
ottimismu,optimism
ottimismu,optimism
ottimismu,optimism
ottimismu,optimism
ottimismu,optimism
ottimismu,optimism
ottimismu,optimism
palladiu,palladium
pappagàddu,parrot
patri,father
pena di morti,death penalty
pena di morti,capital punishment
pena di morti,death sentence
petizioni,petition
pianelli,slipper
pidiatra,paediatrician
pilu,hair
plàtinu,platinum
postu,place
postu,location
praseodimiu,praseodymium
prelatu,prelate
presérbativu,condom
presérbativu,prophylactic
presérbativu,rubber
presérbativu,safe
presérbativu,safety
promezziu,promethium
protoattiniu,protactinium
prublema,problem
prùnunzia,pronunciation
purtari,bring
carruzziari,bring
racina,grape
radon,radon
rami,copper
reniu,rhenium
rentista,dentist
rilivamentu,takeover
ririri,laugh
rivuluzzioni francisa,French Revolution
rodiu,rhodium
roentgeniu,roentgenium
rubidiu,rubidium
ruteniu,ruthenium
rutherfordiu,rutherfordium
sabbietta,napkin
samariu,samarium
sartu,tailor
scandiu,scandium
scienzi naturali,natural science
sforzu,effort
sforzu,exertion
sicilianu,Sicilian
sicilianu,Sicilian
siliciu,silicon
sinagoga,synagogue
siti,thirst
sodiu,sodium
sorrisu,smile
spiransa,hope
stagnu,tin
stronziu,strontium
stòria,story
supermercatu,supermarket
surfi,sulphur
sveglia,alarm clock
tacchinu,turkey
talianu,Italian
talianu,Italian
tantaliu,tantalum
taulu,table
tecnezziu,technetium
telluriu,tellurium
terrorismu,terrorism
titaniu,titanium
tiuluggìa,theology
tiurìa dû càusu,chaos theory
toriu,thorium
traduzzioni,translation
traffinera,harpoon
trasiri,enter
trenu,train
truònu,thunder
uraniu,uranium
urgenza,emergency
vacanti,empty
vanadiu,vanadium
vasciddu,beehive
vidiri,see
vinu,wine
viscica,blister
vitru,glass
xenu,xenon
zincu,zinc
zirconiu,zirconium
ziringa,syringe
àncura,anchor
àrvulu,tree
macchia,tree
ètica,ethics
ìndiu,indium
òsmiu,osmium
źanźara,musquito
źanźara,mosquito
sicilian,english
