Other,English
's Gravenhage,The Hague
(door)weken,soaking
(kunstmatige) koeling,refrigeration
(metaal)slak(ken),slag
(olie)opruimingsschip,oil recovery vessel
(openbaar)slachthuis,abattoir
(openbaar)slachthuis,butchery
(openbaar)slachthuis,shambles
(openbaar)slachthuis,slaughter-house
(openbaar)slachthuis,slaughterhouse
(planten)kwekerij,nursery
(planten)kwekerij,nursery (plant breeding)
(planten)kwekerij,plant nursery
(rooi)lijn,alignment
(ruwe) aardolie,petroleum
(schade)vergoeding,compensation
(ver)mengen,mixing
(vertraagde) doorwerking(seffect),carry-over effect
(voet)pad,path
(wand)kaart,map chart
(zand)duin,sand dune
AIDS,AIDS
ASEAN,ASEAN
ASEAN,Association of Southeast Asian Nations
Aarde,Blue Planet
Aarde,Earth
Aarde,earth
Aarde,the world
Abchazisch,Abkhaz
Abchazisch,Abkhazian
Abidjan,Abidjan
Abraham Lincoln,Abraham Lincoln
Abuja,Abuja
Adelaide,Adelaide
Adriatische Zee,Adriatic Sea
Afar,Afar
Afghanistan,Afghanistan
Afghanistan,Transitional Islamic State of Afghanistan
Afrika,Africa
Afrikaans,Afrikaans
Albanië,Albania
Albanië,Republic of Albania
Algerije,Algeria
Algerije,People's Democratic Republic of Algeria
Alpen,Alps
American football,American football
Amerikaans Samoa,American Samoa
Ames-test,Ames test
Amsterdam,Amsterdam
Anatidae,"swans, geese and ducks"
Andorra,Andorra
Andorra,Principality of Andorra
Angola,Angola
Angola,Republic of Angola
Anguila,Anguilla
Antarctica,Antarctica
Antarctisch ecosysteem,Antarctic ecosystem
Antarctische Oceaan,Antarctic Ocean
Antarctische Oceaan,Southern Ocean
Antigua en Barbuda,Antigua and Barbuda
Apotheker,chemist
Apotheker,pharmacist
Arabisch,Arabic
Arabisch,Standard Arabic
Arabische Republiek Egypte,Arab Republic of Egypt
Arabische Republiek Egypte,Egypt
Aragonees,Aragonese
Arctisch ecosysteem,Arctic ecosystem
Arctische Oceaan,Arctic Ocean
Arend,Aquila
Argentinië,Argentina
Argentinië,Argentine Republic
Arizona,Arizona
Armeens,Armenian
Armenië,Armenia
Articulata,Articulata
Aruba,Aruba
Assamees,Assamese
Asturisch,Astur
Asturisch,Astur-Leonese
Asturisch,Asturian
Asturisch,Asturian-Leonese
Athene,Athens
Atlantische Oceaan,Atlantic Ocean
Australië,Australia
Australië,Commonwealth of Australia
Azerbeidzjaans,Azerbaijani
Azerbeidzjaans,Azerbaijani Cluster
Azerbeidzjaans,Azeri
Azerbeidzjan,Azerbaijan
Azerbeidzjan,Republic of Azerbaijan
Azeri,Azerbaijani
Azeri,Azerbaijani Cluster
Azeri,Azeri
Azië,Asia
Azoren,Azores
BBP,GDP
BBP,gross domestic product
Bahamas,Bahama Islands
Bahamas,Bahamas
Bahamas,Commonwealth of the Bahamas
Bahrein,Bahrain
Balearen,Balearic Islands
Bangladesh,Bangladesh
Bangladesh,People's Republic of Bangladesh
Barbados,Barbados
Baskisch,Basque
Beieren,Bavaria
België,Belgium
België,Kingdom of Belgium
Belgrado,Belgrade
Belize,Belize
Belmopan,Belmopan
Bengaals,Bengali
Benin,Benin
Benin,Republic of Benin
Berlijn,Berlin
Bermuda,Bermuda
Bern,Berne
Bethlehem,Bethlehem
Bhutan,Bhutan
Bhutan,Kingdom of Bhutan
Bijbel,Bible
Birmaans,Burmese
Birmees,Burmese
Birmingham,Birmingham
Boekarest,Bucharest
Bokmål,Bokmål
Bolivia,Bolivia
Bolivia,Republic of Bolivia
Bolivië,Bolivia
Bolivië,Republic of Bolivia
Bonn,Bonn
Boogschutter,Sagittarius
Borneo,Borneo
Borneo,Kalimantan
Bosnisch,Bosnian
Bosnië en Herzegovina,Bosnia and Herzegovina
Bosnië en Herzegovina,Republic of Bosnia and Herzegovina
Botswana,Botswana
Botswana,Republic of Botswana
Bourgondië,Bourgogne
Bouvet,Bouvet Island
Bratislava,Bratislava
Brazilië,Brazil
Bretons,Breton
Brits Territorium in de Indische Oceaan,BIOT
Brits Territorium in de Indische Oceaan,British Indian Ocean Territory
Brunei,Brunei
Brunei,Negara Brunei Darussalam
Brussel,Brussels
Bulgaar,Bulgarian
Bulgaars,Bulgarian
Bulgarije,Bulgaria
Bulgarije,Republic of Bulgaria
Burkina Faso,Burkina Faso
Burundi,Burundi
Burundi,Republic of Burundi
CFK,CFC
CFK,chlorofluorocarbon
Californië,California
Cambodja,Cambodia
Cambodja,Kingdom of Cambodia
Canada,Canada
Caraïben,Caribbean
Caraïben,Caribbean Area
Caraïbische Zee,Caribbean
Caraïbische Zee,Caribbean Area
Caraïbische Zee,Caribbean Sea
Cassiopeia,Cassiopeia
Catalaans,Catalan
Caymaneilanden,Cayman Islands
Caïro,Cairo
Cd-rom,CD-ROM
Cd-rom zoekdienst,CD-ROM search service
Centraal-Afrika,Central Africa
Centraal-Afrikaanse Republiek,Central African Republic
Centraal-Amerika,Central America
Centraal-Azië,Central Asia
Chanoeka,Hannukah
Charente,Charente
Chelicerata,chelicerate
Chihuahua,Chihuahua
Chili,Chile
Chili,Republic of Chile
China,China
China,People's Republic of China
Chinees,Chinese
Chloorfluorkoolstofverbinding,CFC
Chloorfluorkoolstofverbinding,chlorofluorocarbon
Chordata,chordate
Christmaseilanden,Christmas Island
Colombia,Colombia
Colombia,Republic of Colombia
Colombië,Colombia
Colombië,Republic of Colombia
Colubriden,colubrid
Comoren,Comoros
Comoren,Union of the Comoros
Composietenfamilie,Asteraceae
Composietenfamilie,Compositae
Composietenfamilie,aster family
Composietenfamilie,daisy family
Composietenfamilie,sunflower family
Congo-Brazzaville,Congo-Brazzaville
Congo-Brazzaville,Republic of the Congo
Congo-Kinshasa,Congo-Kinshasa
Congo-Kinshasa,Democratic Republic of the Congo
Cookeilanden,Cook Islands
Cornisch,Cornish
Corsicaans,Corsican
Costa Rica,Costa Rica
Costa Rica,Republic of Costa Rica
Cuba,Cuba
Cuba,Republic of Cuba
Cyprus,Cyprus
Cyprus,Republic of Cyprus
Cyrillisch alphabet,Cyrillic alphabet
DDR,GDR
DDR,German Democratic Republic
DDT,DDT
DDT,dichloro-diphenyl-trichloroethane
DNA,DNA
DNA,deoxyribonucleic acid
Dakar,Dakar
Deens,Danish
Delaware,Delaware
Democratische Republiek Congo,Congo-Kinshasa
Democratische Republiek Congo,Democratic Republic of the Congo
Democratische Volksrepubliek Algerije,Algeria
Democratische Volksrepubliek Algerije,People's Democratic Republic of Algeria
Den Haag,The Hague
"Den Haag,",The Hague
Denemarken,Denmark
Denemarken,Kingdom of Denmark
Djakarta,DKI Jakarta
Djakarta,Djakarta
Djakarta,Jakarta
Djibouti,Djibouti
Djibouti,Republic of Djibouti
Dominica,Commonwealth of Dominica
Dominica,Dominica
Dominicaanse Republiek,Dominican Republic
Driekoningen,Epiphany
Dublin,Dublin
Duits,German
Duits (Oostenrijk),German (Austria)
