Other,English
'mbulanza,ambulance
'ndipendenza,independence
Abraham Lincoln,Abraham Lincoln
Aiti,Haiti
Aiti,Republic of Haiti
Albanìa,Albania
Albanìa,Republic of Albania
Algirìa,Algeria
Algirìa,People's Democratic Republic of Algeria
Alpi,Alps
Angola,Angola
Angola,Republic of Angola
Argintina,Argentina
Argintina,Argentine Republic
Armenia,Armenia
Asteraceae,Asteraceae
Asteraceae,Compositae
Asteraceae,aster family
Asteraceae,daisy family
Asteraceae,sunflower family
Austria,Austria
Austria,Republic of Austria
Azzirbaiggian,Azerbaijan
Azzirbaiggian,Republic of Azerbaijan
Bahrain,Bahrain
Bangladesci,Bangladesh
Bangladesci,People's Republic of Bangladesh
Belizi,Belize
Bhutan,Bhutan
Bhutan,Kingdom of Bhutan
Bibbia,Bible
Birmingham,Birmingham
Bon Natali e filici annu novu,Merry Christmas and a happy New Year
Bosnia-Erzegovina,Bosnia and Herzegovina
Bosnia-Erzegovina,Republic of Bosnia and Herzegovina
Brasili,Brazil
Brunei,Brunei
Brunei,Negara Brunei Darussalam
Bulgarìa,Bulgaria
Bulgarìa,Republic of Bulgaria
Burma,Myanmar
Cairu,Cairo
Camboggia,Cambodia
Camboggia,Kingdom of Cambodia
Canadà,Canada
Cancru,Cancer
Ciad,Chad
Ciad,Republic of Chad
Cili,Chile
Cili,Republic of Chile
Cipru,Cyprus
Cipru,Republic of Cyprus
Cità dû Vaticanu,State of the Vatican City
Cità dû Vaticanu,The Holy See
Cità dû Vaticanu,Vatican City
Colombia,Colombia
Colombia,Republic of Colombia
Costa d'Avoriu,Cote d'Ivoire
Costa d'Avoriu,Ivory Coast
Costa d'Avoriu,Republic of Cote d'Ivoire
Croazzia,Croatia
Croazzia,Republic of Croatia
Cubba,Cuba
Cubba,Republic of Cuba
Dakar,Dakar
Danimarca,Denmark
Danimarca,Kingdom of Denmark
Etiopia,Ethiopia
Etiopia,Federal Democratic Republic of Ethiopia
Fianniri,Flanders
Fianniri,Flemish region
Francia,France
Gana,Ghana
Gana,Republic of Ghana
Giamaica,Jamaica
Giappuni,Japan
Giappuni,State of Japan
Gibbilterra,Gibraltar
Giorgia,Georgia
Giurdania,Hashemite Kingdom of Jordan
Giurdania,Jordan
Grecia,Greece
Grecia,Hellenic Republic
Groenlannia,Greenland
Iliadi,Iliad
Indunesia,Indonesia
Indunesia,Republic of Indonesia
Innia,India
Innia,Republic of India
Iran,Iran
Iran,Islamic Republic of Iran
Islandia,Iceland
Islandia,Republic of Iceland
Israeli,Israel
Israeli,State of Israel
Italia,Italian Republic
Italia,Italy
Jolu di San Jàbbucu,Galaxy
Jolu di San Jàbbucu,Milky Way
Kazakistan,Kazakhstan
Kazakistan,Republic of Kazakhstan
Kiribati,Kiribati
Kiribati,Republic of Kiribati
Lagos,Lagos
Lesothu,Kingdom of Lesotho
Lesothu,Lesotho
Libbia,Great Socialist People's Libyan Arab Jamahiriya
Libbia,Libya
Lioni,Lyon
Lisbona,Lisbon
Lìbbanu,Lebanese Republic
Lìbbanu,Lebanon
Macedonia,Macedonia
Macedonia,Republic of Macedonia
Malta,Malta
Malta,Republic of Malta
Mari Adriàticu,Adriatic Sea
Maroccu,Kingdom of Morocco
Maroccu,Morocco
Mauritania,Islamic Republic of Mauritania
Mauritania,Mauritania
Mecca,Mecca
Milanu,Milan
Montenegru,Montenegro
Mònacu,Monaco
Namibbia,Namibia
Natali,Christmas
Nettunu,Neptune
Nicaragua,Nicaragua
Norveggia,Kingdom of Norway
Norveggia,Norway
Nuuk,Nuuk
Orléans,Orleans
Paisi Vasci,Holland
Paisi Vasci,Kingdom of the Netherlands
Paisi Vasci,The Netherlands
Pakistan,Islamic Republic of Pakistan
Pakistan,Pakistan
Panamà,Panama
Plutoniu,plutonium
Pulonia,Poland
Qatar,Qatar
Rumanìa,Romania
San Pietruburgu,Leningrad
San Pietruburgu,Petrograd
San Pietruburgu,Saint Petersburg
San Pietruburgu,St. Petersburg
Serbia,Serbia
Serbia e Montenegru,Serbia and Montenegro
Sri Lanka,Sri Lanka
Surinami,Suriname
Svìzzira,Switzerland
Tailandia,Thailand
Tennessee,Tennessee
Timor Est,Democratic Republic of Timor-Leste
Timor Est,East Timor
Tonga,Tonga
Torontu,Toronto
Unghirìa,Hungary
Unghirìa,Republic of Hungary
Uniuni Europea,EU
Uniuni Europea,European Union
Venezzuela,Venezuela
Vinezzia,Venice
Wikipedia,Wikipedia
Wikizionariu,Wiktionary
Zimbabbui,Republic of Zimbabwe
Zimbabbui,Zimbabwe
abbriviazziòni,abbreviation
accattari,buy
accattari,purchase
accia,celery
aceddu,bird
acitu,vinegar
adattari,accommodate
adattari,adapt
adattari,adjust
adattari,arrange
adattari,conform
adattari,suit
addibitari,debit
addizziòne,addition
aggittivi,adjective
aggittivi,describing word
allegoria,allegory
allucinazioni,hallucination
alluminiu,aluminium
ambasciaturi,ambassador
americiu,americium
anfluenza,flu
anfluenza,influenza
antimoniu,antimony
apartheid,apartheid
aprili,April
architittura,architecture
argentu,silver
argon,argon
arrivu,arrival
arrubbàri,usurp
arsenicu,arsenic
ascutari,obey
attiniu,actinium
austu,August
azzotu,nitrogen
balena,whale
banana,banana
bariu,barium
baromitru,barometer
batteria,drum kit
bismutu,bismuth
boru,boron
cadmiu,cadmium
cani,dog
cannila,candle
carbòniu,carbon
carciofulu,artichoke
carruzziari,bring
catiguria,category
cavigghia,ankle
cavigghia,talocrural joint
ccà,here
cesiu,caesium
chinu,full
cipudda,onion
cirasa,cherry
criatività,creativity
criatività,inventiveness
cromu,chromium
cu,alongside
cu,amongst
cu,with
culazioni,breakfast
cumeta,comet
cumpliannu,birthday
cuntu,account
cunzunanti,consonant
danisi,Danish
darmstadtiu,darmstadtium
decemmiru,December
dicisioni,decision
dicèmmiru,December
diffìcili,difficult
einsteiniu,einsteinium
enciclopedìa,encyclopaedia
europiu,europium
fantali,apron
fazzulettu,handkerchief
fera,dolphin
ferru,iron
firraru,blacksmith
fisioluggìa,physiology
fluoru,fluorine
fosfuru,phosphorus
fossili,fossil
francisi,French
franciu,francium
fulina,cobweb
fulina,spider web
fulina,web
fummicula,ant
furmentu,wheat
furnaru,baker
fàcili,easy
fàcili,like shooting fish in a barrel
fàcili,piece of cake
gadoliniu,gadolinium
galliu,gallium
gemellu,twin
genti,people
giappunisi,Japanese
giardineri,gardener
giraffa,giraffe
girmaniu,germanium
giugnu,June
hassiu,hassium
idrògginu,hydrogen
imputatu,accused
imputatu,defendant
industriali,entrepreneur
iodiu,iodine
iritu,finger
irìdiu,iridium
ittriu,yttrium
itu,finger
jazz,jazz
jinnaru,January
karate,karate
kripton,krypton
kryptón,krypton
lantaniu,lanthanum
libbirtà,freedom
libbirtà,liberty
liti,argument
luci,fire
lutezziu,lutetium
lutteria,lottery
macchia,tree
macruscopiu,macroscopic
maessrali,mistral
magnesiu,magnesium
manganesi,manganese
meitneriu,meitnerium
mendeleviu,mendelevium
mercuriu,mercury
mitafìsica,metaphysics
molibdenu,molybdenum
neodimiu,neodymium
neoluggismu,neologism
nettuniu,neptunium
nglisi,English
nichel,nickel
nicu,short
nicu,small
niobiu,niobium
nynorsk,Nynorsk
nùmmuru primu,prime
nùmmuru primu,prime number
obsoletu,obsolete
occa,water
occhiu,eye
odiu,hate
odiu,hatred
olandisi,Dutch
olmiu,holmium
oru,gold
ossìgginu,oxygen
ostaculo,obstacle
ostaculo,obstruction
ottimismu,optimism
palladiu,palladium
pappagàddu,parrot
patri,father
pena di morti,capital punishment
pena di morti,death penalty
pena di morti,death sentence
petizioni,petition
pianelli,slipper
pidiatra,paediatrician
pilu,hair
plàtinu,platinum
postu,location
postu,place
praseodimiu,praseodymium
prelatu,prelate
presérbativu,condom
presérbativu,prophylactic
presérbativu,rubber
presérbativu,safe
presérbativu,safety
promezziu,promethium
protoattiniu,protactinium
prublema,problem
prùnunzia,pronunciation
purtari,bring
racina,grape
radon,radon
rami,copper
reniu,rhenium
rentista,dentist
rilivamentu,takeover
ririri,laugh
rivuluzzioni francisa,French Revolution
rodiu,rhodium
roentgeniu,roentgenium
rubidiu,rubidium
ruteniu,ruthenium
rutherfordiu,rutherfordium
sabbietta,napkin
samariu,samarium
sartu,tailor
scandiu,scandium
scienzi naturali,natural science
sforzu,effort
sforzu,exertion
sicilian,english
sicilianu,Sicilian
siliciu,silicon
sinagoga,synagogue
siti,thirst
sodiu,sodium
sorrisu,smile
spiransa,hope
stagnu,tin
stronziu,strontium
stòria,story
supermercatu,supermarket
surfi,sulphur
sveglia,alarm clock
tacchinu,turkey
talianu,Italian
tantaliu,tantalum
taulu,table
tecnezziu,technetium
telluriu,tellurium
terrorismu,terrorism
titaniu,titanium
tiuluggìa,theology
tiurìa dû càusu,chaos theory
toriu,thorium
traduzzioni,translation
traffinera,harpoon
trasiri,enter
trenu,train
truònu,thunder
uraniu,uranium
urgenza,emergency
vacanti,empty
vanadiu,vanadium
vasciddu,beehive
vidiri,see
vinu,wine
viscica,blister
vitru,glass
vuvù,water
xenu,xenon
zincu,zinc
zirconiu,zirconium
ziringa,syringe
àncura,anchor
àrvulu,tree
ètica,ethics
ìndiu,indium
òsmiu,osmium
źanźara,mosquito
źanźara,musquito
Хаити,Haiti
Хаити,Republic of Haiti
узурпирати,usurp
