Other,English
Abraham Lincoln,Abraham Lincoln
Angola,Angola
Angola,Republic of Angola
Arabia Saudina,Kingdom of Saudi Arabia
Arabia Saudina,Saudi Arabia
Aries,Aries
Armenia,Armenia
Arxelia,Algeria
Arxelia,People's Democratic Republic of Algeria
Arxentina,Argentina
Arxentina,Argentine Republic
Austria,Austria
Austria,Republic of Austria
Azerbaiyán,Azerbaijan
Azerbaiyán,Republic of Azerbaijan
Bahrein,Bahrain
Bangladesh,Bangladesh
Bangladesh,People's Republic of Bangladesh
Baxa Saxonia,Lower Saxony
Belice,Belize
Bon Nadal y feliz añu nuevu,Merry Christmas and a happy New Year
Bosnia-Herzegovina,Bosnia and Herzegovina
Bosnia-Herzegovina,Republic of Bosnia and Herzegovina
Botsuana,Botswana
Botsuana,Republic of Botswana
Bulgaria,Bulgaria
Bulgaria,Republic of Bulgaria
Burundi,Burundi
Burundi,Republic of Burundi
Camerún,Cameroon
Camerún,Republic of Cameroon
Canadá,Canada
Chad,Chad
Chad,Republic of Chad
Chile,Chile
Chile,Republic of Chile
Chipre,Cyprus
Chipre,Republic of Cyprus
Corfú,Corfu
Costa de Marfil,Cote d'Ivoire
Costa de Marfil,Ivory Coast
Costa de Marfil,Republic of Cote d'Ivoire
Croacia,Croatia
Croacia,Republic of Croatia
Cuba,Cuba
Cuba,Republic of Cuba
Cáncer,Cancer
Delaware,Delaware
Escuripión,Scorpio
Eslovaquia,Slovakia
Estonia,Estonia
Estonia,Republic of Estonia
Etiopía,Ethiopia
Etiopía,Federal Democratic Republic of Ethiopia
Exipto,Arab Republic of Egypt
Exipto,Egypt
Finlandia,Finland
Finlandia,Republic of Finland
Francia,France
Gabón,Gabon
Gabón,Gabonese Republic
Gambia,Gambia
Gambia,Republic of The Gambia
Gambia,The Gambia
Grecia,Greece
Grecia,Hellenic Republic
Holanda,Holland
Holanda,Kingdom of the Netherlands
Holanda,The Netherlands
Hungría,Hungary
Hungría,Republic of Hungary
Ilíada,Iliad
India,India
India,Republic of India
Indonesia,Indonesia
Indonesia,Republic of Indonesia
Irán,Iran
Irán,Islamic Republic of Iran
Islandia,Iceland
Islandia,Republic of Iceland
Islles Feroe,Faroe Islands
Israel,Israel
Israel,State of Israel
Jersey,Bailiwick of Jersey
Jersey,Jersey
Kazakhistán,Kazakhstan
Kazakhistán,Republic of Kazakhstan
Lesotho,Kingdom of Lesotho
Lesotho,Lesotho
Letonia,Latvia
Letonia,Republic of Latvia
Liberia,Liberia
Liberia,Republic of Liberia
Libia,Great Socialist People's Libyan Arab Jamahiriya
Libia,Libya
Lituania,Lithuania
Lituania,Republic of Lithuania
Lleo,Leo
Llibra,Libra
Macedonia,Macedonia
Macedonia,Republic of Macedonia
Malasia,Malaysia
Malaui,Malawi
Malaui,Republic of Malaŵi
Malta,Malta
Malta,Republic of Malta
Mar Caribe,Caribbean Sea
Mar de les Antilles,Caribbean Sea
Marruecos,Kingdom of Morocco
Marruecos,Morocco
