Other,English
Algerìa,Algeria
Algerìa,People's Democratic Republic of Algeria
Ambelessì,here
sì,here
ambelessì,here
Arabia Saudita,Saudi Arabia
Arabia Saudita,Kingdom of Saudi Arabia
Armenia,Armenia
Azerbaigian,Azerbaijan
Azerbaigian,Republic of Azerbaijan
Bahrain,Bahrain
Bangladesh,Bangladesh
Bangladesh,People's Republic of Bangladesh
Bassa Sassònia,Lower Saxony
Belize,Belize
Bon Natal e Bon Ann neuv,Merry Christmas and a happy New Year
Brunei,Brunei
Brunei,Negara Brunei Darussalam
Bucarest,Bucharest
Bulgarìa,Bulgaria
Bulgarìa,Republic of Bulgaria
Burundi,Burundi
Burundi,Republic of Burundi
Bòsnia ed Erzegòvina,Bosnia and Herzegovina
Bòsnia ed Erzegòvina,Republic of Bosnia and Herzegovina
Chihuahua,Chihuahua
Cile,Chile
Cile,Republic of Chile
Costa d'Avòri,Ivory Coast
Costa d'Avòri,Cote d'Ivoire
Costa d'Avòri,Republic of Cote d'Ivoire
Còsta Rica,Costa Rica
Còsta Rica,Republic of Costa Rica
Repùblica dla Còsta Rica,Costa Rica
Repùblica dla Còsta Rica,Republic of Costa Rica
Delaware,Delaware
Disposission comunitarie ant sël control e la gestion dl'anvironament,EC regulation on eco-management and audit
El Salvador,El Salvador
El Salvador,Republic of El Salvador
Equipagiament d'anàlisi,analytical equipment
equipagiament d'anàlisi,analytical equipment
Eritrea,Eritrea
Etiòpia,Ethiopia
Etiòpia,Federal Democratic Republic of Ethiopia
Faròe,Faroe Islands
Finlandia,Finland
Finlandia,Republic of Finland
Fond Monetari Antërnassional,IMF
Fond Monetari Antërnassional,International Monetary Fund
Fransa,France
Frison,Frisian
Frison,Western Frisian
frison,Frisian
frison,Western Frisian
Gabòn,Gabon
Gabòn,Gabonese Republic
Geòrgia,Georgia
Giamàica,Jamaica
Giapon,Japan
Giapon,State of Japan
Gibiltëra,Gibraltar
Giordania,Jordan
Giordania,Hashemite Kingdom of Jordan
Grecia,Greece
Grecia,Hellenic Republic
Grenada,Grenada
Gujarati,Gujarati
Gujarati,Gujarati
Haiti,Haiti
Haiti,Republic of Haiti
Honduras,Honduras
Honduras,Republic of Honduras
India,India
India,Republic of India
Indonesia,Indonesia
Indonesia,Republic of Indonesia
Internet,Internet
Ìnternet,Internet
Iran,Iran
Iran,Islamic Republic of Iran
Italia,Italian Republic
Italia,Italy
Repùblica Italian-a,Italian Republic
Repùblica Italian-a,Italy
Kazakistan,Kazakhstan
Kazakistan,Republic of Kazakhstan
Kirghizistan,Kyrgyzstan
Kirghizistan,Kyrgyz Republic
Lesotho,Lesotho
Lesotho,Kingdom of Lesotho
Letònia,Latvia
Letònia,Republic of Latvia
Liberia,Liberia
Liberia,Republic of Liberia
Libia,Libya
Libia,Great Socialist People's Libyan Arab Jamahiriya
Luj,July
luj,July
Macedònia,Macedonia
Macedònia,Republic of Macedonia
Malawi,Malawi
Malawi,Republic of Malaŵi
Malaysia,Malaysia
Mar dij Caràibi,Caribbean Sea
Maròch,Morocco
Maròch,Kingdom of Morocco
Mauritania,Mauritania
Mauritania,Islamic Republic of Mauritania
Milan,Milan
Moldavia,Moldova
Montnèigr,Montenegro
Myanmar,Myanmar
Namibia,Namibia
New York,New York
Nicaragua,Nicaragua
Normativa UE,EC regulation
Regolament dla UE,EC regulation
Norvegia,Norway
Norvegia,Kingdom of Norway
Pakistan,Pakistan
Pakistan,Islamic Republic of Pakistan
Panamà,Panama
Pànama,Panama
Polònia,Poland
Portugal,Portugal
Prinsipà ëd Mònaco,Monaco
Qatar,Qatar
Ragnà,World Wide Web
Ragnà,WWW
Roma,Rome
San Peroborgh,Leningrad
San Peroborgh,Petrograd
San Peroborgh,Saint Petersburg
San Peroborgh,St. Petersburg
Senegal,Senegal
Senegal,Senegal
Servissi ëd contròl dle disgrassie,disaster control service
Sità dël Vatican,Vatican City
Sità dël Vatican,The Holy See
Sità dël Vatican,State of the Vatican City
Slovachia,Slovakia
Slovèn,Slovene
Slovèn,Slovenian
Slovèn,Slovenian
sloven,Slovene
sloven,Slovenian
sloven,Slovenian
Sri Lanka,Sri Lanka
Sudan,Sudan
Svìssera,Switzerland
Tanzania,Tanzania
Timor Est,East Timor
Timor Est,Democratic Republic of Timor-Leste
Turìngia,Thuringia
Uganda,Uganda
Uganda,Republic of Uganda
Ungherìa,Hungary
Ungherìa,Republic of Hungary
Zambia,Zambia
Zambia,Republic of Zambia
abreviassion,abbreviation
acumulador,accumulator
batarìa,accumulator
baterìa,accumulator
batërìa,accumulator
acumulator,accumulator
acusà,defendant
acusà,accused
acòrd,agreement
contrat,agreement
adaté,arrange
adaté,adapt
adaté,adjust
adaté,conform
adaté,accommodate
adaté,suit
adebité,debit
adiù,hello
adiù,hey
adiù,hi
adiù,howdy
ciào,hello
ciào,hey
ciào,hi
ciào,howdy
ciàu,hello
ciàu,hey
ciàu,hi
ciàu,howdy
aerassion,aeration
aerassion dl'eva,water aeration
aeroplan,aircraft
reoplan,aircraft
aéreo,aircraft
afel,bile
africans,Afrikaans
agetiv,adjective
agetiv,describing word
alterassion climàtica,climatic alteration
ambalagi n'alumini,aluminium container
ambassador,ambassador
ambissios,ambitious
ambulansa,ambulance
ampiant antiquà,antiquated plant
anstalassion antiquà,antiquated plant
instalassion antiquà,antiquated plant
amprende,learn
analfabeta,illiterate
andustria automobilìstica,automobile industry
industria automobilìstica,automobile industry
andustria dij mòbij,furniture industry
industria dij mòbij,furniture industry
andustria dij veìcoj a motor,motor vehicle industry
industria dij veìcoj a motor,motor vehicle industry
andustria dl'alumini,aluminium industry
industria dl'alumini,aluminium industry
andustria dël bèive,beverage industry
industria dël bèive,beverage industry
andustria dël mangé,food industry
industria dël mangé,food industry
andustria alimentar,food industry
industria alimentar,food industry
andustria téssile,textile industry
industria téssile,textile industry
anformassion dij prodot,product information
anformàtica,informatics
anformàtica,computer science
anformàtica,information science
anfrastrutura,infrastructure
angegnerìa biològica,biological engineering
ingegnerìa biològica,biological engineering
anglèis,English
animal,animal
bestia,animal
bes-cia,animal
antrap,obstacle
antrap,obstruction
antërlenga,Interlingua
antërlenga,"Interlingua, ""Simplified"" Latin"
antërlenga,"Interlingua, ""Simplified"" Latin"
architetura,architecture
archivi,archive
argent,silver
aria,air
ariv,arrival
armen,Armenian
articiòch,artichoke
artisanerìa,craft
artisanerìa,arts and crafts
artìcol,article
arvëddse,adieu
arvëddse,bye
arvëddse,cheerio
arvëddse,farewell
arvëddse,good day
arvëddse,goodbye
asienda,firm
asienda,corporation
asienda,enterprise
asienda,company
asienda,venture
imprèisa,firm
imprèisa,corporation
imprèisa,enterprise
imprèisa,company
imprèisa,venture
companìa,firm
companìa,corporation
companìa,enterprise
companìa,company
companìa,venture
sossietà,firm
sossietà,corporation
sossietà,enterprise
sossietà,company
sossietà,venture
società,firm
società,corporation
società,enterprise
società,company
società,venture
asma,asthma
assëlla,armpit
asta,auction
asturian,Astur-Leonese
asturian,Asturian
asturian,Asturian-Leonese
asturian,Astur
atressadura térmica,thermal equipment
atressatura térmica,thermal equipment
autforn,blast furnace
avié,beehive
avèrb,adverb
averb,adverb
bagnin,lifeguard
balen-a,whale
banana,banana
bancarota,bankruptcy
baròmetro,barometer
basch,Basque
basch,Basque
base dat,database
baterìa,battery
batërìa,battery
batërìa alcalin-a,alkaline battery
batërìa manganes-alcalin-a,alkaline battery
baterìa alcalin-a,alkaline battery
baterìa manganes-alcalin-a,alkaline battery
sela alcalin-a,alkaline battery
sela manganes-alcalin-a,alkaline battery
beivanda,beverage
beivanda,drink
bengali,Bengali
bengali,Bengali
bielarussi,Belarusan
bielarussi,Belarusan
bielarussi,Belarusian
bielarussi,Belorussian
