Other,English
arabic,english
آذربيجان,Azerbaijan
آذربيجان,Republic of Azerbaijan
آلة موسيقية,instrument
آلة موسيقية,musical instrument
أبجدية إغريقية,Greek alphabet
أبراج,constellation
أبو الهول,sphinx
أبيجان,Abidjan
أبيض,white
أبْوَاب,door
أثاث,furniture
أثينا,Athens
أثيوبي,Ethiopia
أثيوبي,Federal Democratic Republic of Ethiopia
أجنبي,foreign
أحسن,better
أخرس,dumb
أخطبوط,octopus
أخلاق,ethics
أداة التعريف,article
أرجون,argon
أرخبيل,archipelago
أردو,Urdu
أرستقراطية,aristocracy
أرشيف,archive
أرض,Blue Planet
أرض,Earth
أرض,earth
أرض,the world
أرمينيا,Armenia
أروبا,Aruba
أريزونا,Arizona
أرْنَب,rabbit
أساسي,fundamental
أستراليا,Australia
أستراليا,Commonwealth of Australia
أستوني,Estonian
أسقف,prelate
أسكتلندا,Scotland
أسي,hostage
أسير حرب,POW
أسير حرب,PW
أسير حرب,PoW
أسير حرب,prisoner of war
أصمّ,deaf
أغُسْطُسْ,August
أفريقانية,Afrikaans
أفضل,better
أفغانستان,Afghanistan
أفغانستان,Transitional Islamic State of Afghanistan
أفق,horizon
أفيون,opium
أكتوبر,October
أكتينيوم,actinium
أكل,eat
ألب,Alps
ألبانيا,Albania
ألبانيا,Republic of Albania
ألبينو,albinism
ألف,thousand
ألماني,German
ألومينيوم,aluminium
أمريكيوم,americium
أمطار حمضية,acid rain
أمفيتامي,amphetamine
أمل,hope
أمومة,maternity
أمومة,motherhood
أمير,prince
أمين المكتبة,librarian
أناكوندا,anaconda
أنتاركتيكا,Antarctica
أنتولوجيا,ontology
أندورا,Andorra
أندورا,Principality of Andorra
أنغول,Angola
أنغول,Republic of Angola
أنمي,anime
أنون أوكتيوم,ununoctium
أنون بيوم,ununbium
أنون سيبتيوم,ununseptium
أوغندا,Republic of Uganda
أوغندا,Uganda
أوكتاف,octave
أوكراني,Ukrainian
أوكرانيا,Ukraine
أوكسيجين,oxygen
أوكلاهوما,Oklahoma
أولان,Åland Islands
أوم,ohm
أيون,ion
أَب,father
أَسَد,lion
أُذُن,ear
أُسْقُفية,diocese
أُمِّيّ,illiterate
أُمّ,mother
أِعْتبار,consideration
إبرة الراعي,geranium
إدارة,management
إدمان كحولي,alcoholism
إدو,Ido
إربيوم,erbium
إرهاب,terrorism
إريتريا,Eritrea
إريديوم,iridium
إرْهَابِيّ,terrorist
إسباني,Castilian
إسباني,Spanish
إسبرانتو,Esperanto
إسلندي,Icelandic
إسهال سكري,communicable diseases
إسهال سكري,infectious disease
إضاءة,lighting
إغراق,alluvion
