Other,English
"""komunitateak ordaintzen du"" printzipioa",community-pays principle
"""kutsatzen duenak ordaindu egiten du"" printzipio",polluter-pays principle
0 taldeko elementu,element of group 0
0 taldeko elementu,noble gas
1-etxebizitza,housing
"2-ostatu emate, ostatatze",housing
etxebizitza,housing
1-germen,germ
"2-hozi, germen",germ
germen,germ
ADN,DNA
ADN,deoxyribonucleic acid
ADN errekonbinantearen teknologia,recombinant DNA technology
AOX balio,AOX value
ASEAN,ASEAN
ASEAN,Association of Southeast Asian Nations
Abidjan,Abidjan
Abkhaziko,Abkhaz
Abkhaziko,Abkhazian
Abkhaziko,Abkhazian
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Abraham Lincoln,Abraham Lincoln
Afrika,Africa
Afrikaans,Afrikaans
Aland Uharteak,Åland Islands
Albania,Albania
Albania,Republic of Albania
Alemania,Germany
Alemania,Federal Republic of Germany
Alpeak,Alps
Amerika,Americas
Ames test,Ames test
Andorra,Andorra
Andorra,Principality of Andorra
Angila,Anguilla
Angola,Angola
Angola,Republic of Angola
Antartika,Antarctica
Antartikako ekosistema,Antarctic ecosystem
Arabiarra,Arabic
Arabiarra,Standard Arabic
Aragoiera,Aragonese
Aragoiera,Aragonese
Argentina,Argentina
Argentina,Argentine Republic
Arizona,Arizona
Arjelia,Algeria
Arjelia,People's Democratic Republic of Algeria
Armenia,Armenia
Armeniera,Armenian
Aruba,Aruba
Asia,Asia
Asturiera,Astur-Leonese
Asturiera,Asturian
Asturiera,Asturian-Leonese
Asturiera,Astur
Australia,Australia
Australia,Commonwealth of Australia
Austria,Austria
Austria,Republic of Austria
Azerbaijanera,French
Azerbaijanera,French
Frantzesez,French
Frantzesez,French
Azoreak,Azores
Bahrain,Bahrain
Balear Uharteak,Balearic Islands
Bangladesh,Bangladesh
Bangladesh,People's Republic of Bangladesh
Bavaria,Bavaria
Beheko Ganbera,Lower House
Beijing,Beijing
Pekin,Beijing
Berlin,Berlin
Berna,Berne
Bhutan,Bhutan
Bhutan,Kingdom of Bhutan
Biblia,Bible
Birmingham,Birmingham
Boli Kosta,Ivory Coast
Boli Kosta,Cote d'Ivoire
Boli Kosta,Republic of Cote d'Ivoire
Bolivia,Bolivia
Bolivia,Republic of Bolivia
Bonn,Bonn
Borgoina,Bourgogne
Borneo,Borneo
Borneo,Kalimantan
Bosnia-Herzegovina,Bosnia and Herzegovina
Bosnia-Herzegovina,Republic of Bosnia and Herzegovina
Botswana,Botswana
Botswana,Republic of Botswana
Brasil,Brazil
Bulgaria,Bulgaria
Bulgaria,Republic of Bulgaria
Bulgariera,Bulgarian
Bulgariera,Bulgarian
Burundi,Burundi
Burundi,Republic of Burundi
CD-ROM,CD-ROM
CD-ROMeko bilaketa-zerbitzu,CD-ROM search service
CFC,CFC
CFC,chlorofluorocarbon
klorofluorokarburo,CFC
