English,Other
educand,", KTM "
pyrosulphite,", käyttäminen "
womenfolks,", naisia "
nonaccredited,-hyväksytyt 
raiser,-kasvattaja 
noncritical,-kriittisiä 
foliate,-lehtinen 
nonsolvent,-liuottimen 
nonnatural,-luonnollinen 
fated,-onninen 
undesirably,-toivotulla 
absciss,-tys 
unfillable,-täytetty 
afront,AEtukaiutin 
cor,AK 
astart,AKäynnistä 
previsional,ALUSTAVAN 
adlay,APF 
afunction,ATOIMINTA 
adolphus,Aadolf 
wave,Aalto 
amen,Aamen 
aaronic,Aaronin 
asaph,Aasaf 
asian,Aasialainen 
asiatic,Aasialainen 
adam,Aatami 
adamic,Aatamin 
abelian,Abelin 
abyssinian,Abessinialainen 
abiezer,Abieser 
abrahamic,Abrahamin 
abrogator,Abrogatorille 
absit,Absitin 
acetobacter,Acetobacterin 
addisonian,Addisonin 
adiel,Adielin 
adrammelech,Adrammelek 
adriatic,Adrianmeri 
adullam,Adullamin 
advaita,Advaitan 
adventism,Adventismi 
adventist,Adventisti 
advent,Adventti 
aerosol,Aerosoli 
affenpinscher,Affenpinseri 
afghan,Afganistanilainen 
afrikaner,Afrikandi 
africanist,Afrikanisti 
african,Afrikkalainen 
agregation,Agrégation 
supercharger,Ahdin 
harry,Ahdistaa 
intangibility,Aineettomuuden 
cerebrospinal,Aivo 
think,Ajatella 
awesomely,Ajatonta 
drove,Ajoin 
kilometric,Ajomatkaa 
acacia,Akaasia 
academic,Akateeminen 
columbine,Akileija 
akkadian,Akkadialainen 
aconitine,Akonitiini 
acropolis,Akropolis 
axis,Akseli 
shaftless,Akselittoman 
acupressure,Akupainanta 
neth,Alanko 
netherlander,Alankomaalainen 
netherlandian,Alankomaalainen 
downcoming,Alas tulevan 
alb,Alba 
albanian,Albanialainen 
alexandrian,Aleksandrian 
alexanders,Aleksanterinkadun 
dubhe,Alfa Ursae Majoris 
algerian,Algerialainen 
sublicensee,Alikäyttöoikeuksien 
understeer,Aliohjautuminen 
alkaloidal,Alkaloidit 
alkalization,Alkalointi 
hydroalcoholic,Alkoholipitoisen 
abo,Alkuasukas 
protozoa,Alkueläimet 
alliaceous,Allium 
allotrope,Allotropia 
almerian,Almerialaisia 
almohades,Almohadesissa 
alpine,Alppi- 
transalpine,Alppien 
altaic,Altain 
affrighted,Aluen järvi 
outset,Aluksi 
aluminide,Aluminidikerroksen 
subfloor,Alustan 
apitong,Alustatyyppi Apitong 
alveolate,Alveolata 
alveolites,Alveoliitit 
ambrosian,Ambrosianin 
ambrosian,Ambrosianin 
scup,Amerikanhammasahven 
americanism,Amerikanismi 
mnemiopsis,Amerikankampameneetteja 
america,Amerikka 
american,Amerikkalainen 
americanize,Amerikkalaistua 
amphiprotic,Amfiproot-tiset 
fisted,Amir 
ammonal,Ammonaali 
ammonitess,Ammonilainen 
ammonite,Ammoninsarvi 
cupid,Amor 
amoret,Amoretin 
amorpha,Amorfa 
amorite,Amorilaiset 
amperemeter,Ampeerimittarit 
wasp,Ampiainen 
amputator,Amputoija 
anacreon,Anakreon 
anankastic,Anankastinen 
anansi,Anansin 
anatoly,Anatoli 
andean,Andien 
anglican,Anglikaaninen 
anglophile,Anglofiili 
angora,Angoralanka 
anoplura,Anopluraa 
antarctic,Antarktis 
antemeridian,Antemeridianin 
anthemia,Anthemian 
antigonus,Antigonos 
anticomplement,Antikomplementin 
antichristianity,Antikristillisyydessä 
antillean,Antillien 
antipyrine,Antipyriinin 
semitism,Antisemitismistä 
anthracitic,Antrasiitti 
anthroposophy,Antroposofia 
antwerp,Antwerpen 
apennine,Apenniinien 
apollinarianism,Apollinarismi 
apostolic,Apostolinen 
appalachian,Appalakkien 
