English,Other
ourself,", себе"
sense organ,`орган почуттів
adobe house,adobe будинок
alleghany plum,alleghany сливи
argus eyed,argus очима
bristol fighter,bristol боєць
c section,c розділ
casteless noun,casteless іменник
cd-video,cd-відео
clair audience,clair аудиторія
crazy-paving,crazy-мощення
cross roads hypothesis,cross roads гіпотеза
dab hand,dab руки
drive-home,drive-будинки
drive-at,drive-на
eau-de-cologne,eau-де-кельн
exparte injunction,exparte заборона
exparte assessment,exparte оцінка
exparte judgment,exparte рішення
femme convert,femme конвертувати
femme sole,femme єдиним
fin-away,fin-від
franked joint,franked спільне
franked article,franked стаття
fusion course,fusion звичайно
gen-up,gen-до
hang-dog,hang-собака
hang-nail,hang-цвях
hemal arch,hemal арки
hover-train,hover-поїзд
conjures,info: створює
jack o' lantern,jack o 'ліхтар
jiffy bag,jiffy сумка
jog memory,jog пам'яті
juke-box,juke-вікно
jumbo sized,jumbo розміру
kitul tree,kitul дерево
knick knack,knick вміння
lampooning meter,lampooning метр
lampooning measure,lampooning міра
mag tape,mag стрічка
microlithic culture,microlithic культура
microlithic period,microlithic період
microlithic industry,microlithic промисловість
microlithic implement,microlithic реалізації
microlithic forms,microlithic форми
microlithic tool,microlithic інструмент
nimb ate,nimb їли
oft times,oft раз
ones folk,ones народна
otc stock,otc акцій
the pip,pip
prix fixe,prix фікс
push-bike,push-велосипед
push-cart,push-кошик
re election,re виборів
re entry,re вступу
re examination,re експертизи
re cover,re кришкою
re route,re маршрутом
re elect,re обраних
re education,re освіти
re employ,re службі
re creation,re створення
re form,re формі
re lay,re яйцекладки
re-emission,re-випромінювання
re-proof,re-докази
re-fusion,re-злиття
re-sign,re-знак
re-formation,re-освіти
re-present,re-теперішній
re-mold,re-форми
re-play,re-ігри
rip-cord,rip-шнур
sa node,sa вузла
the sandman,sandman
slanging match,slanging матч
travel-sick,travel-хворих
tuck box,tuck вікно
u-bolt,u-болт
u-bend,u-вигин
the underworld,underworld
v sign,v знак
v necked,v шиєю
v-bomb,v-бомба
vantage ground,vantage землю
vis … vis,vis vis
whata,whatâ
eh,а
well mined,а видобувається
well set,а встановити
instead off,а від
as playful as a squirrel,"а грайливий, як білка"
well bound,а грань
as vain as a peacock,"а дарма, як павич"
well up,а до
as greedy as a wolf,"а жадібні, як вовк"
as from,а з
well out,а з
well meant,а мав на увазі
well nigh,а майже
well born,а народився
not a,а не
rather than,а не
as gentle as a lamb,а ніжний як ягня
as watchful as a hawk,"а пильні, як яструб"
as plump as a partridge,"а пухкі, як куріпку"
as mad as a march hare,а розуму як березневий заєць
namely,а саме
to wit,а саме
as old as the hills,"а старий, як світ"
as well,а також
as steady as a rock,а твердий як скеля
well meaning,"а це означає,"
aaron,аарон
aaronic,ааронового
lamp shade,абажур
abbot,абат
abbas,аббас
abdominal delivery,абдомінальногорозродження
abe,абе
abel,абель
indent item,абзац пункт
indent register,абзац реєстрація
indent form,абзац форма
either,або
or,або
or whenever,"або всякий раз, коли"
or two,або два
or somewhere,або десь
ever widening,або розширення
or so,або так
ever such,або такі
