English,Other
aardwolf,noční africký savec
aback,překvapen
abacus,počitadlo
abalone,ušeň
abandon,opustit
abandoned,opuštěný
abandoning,opouštět
abandonment,opuštění
abandons,opouští
abase,ponížit
abased,ponížen
abasement,ponížení
abash,zahanbit
abashed,v rozpacích
abate,zmenšit
abated,zmírnil
abatement,sleva
abates,poleví
abating,polevuje
abattoir,jatky
abattoirs,jatka
abbess,abatyše
abbey,opatství
abbeys,kláštery
abbot,opat
abbots,opati
abbreviate,zkrátit
abbreviated,zkrácený
abbreviates,zkracuje
abbreviating,zkrátí
abbreviation,zkratka
abbreviations,zkratky
abdicate,odstoupit
abdicated,abdikoval
abdicates,abdikoval
abdicating,abdikaci
abdication,odstoupení
abdomen,břicho
abdomens,břicha
abdominal,břišní
abduct,unést
abducted,unesen
abducting,unesl
abduction,únos
abductions,únosy
abductor,únosce
abductors,únosci
abducts,unáší
abeam,z boku
abed,postel
abelard,abélard
aberrant,nenormální
aberration,odchylka
aberrations,aberace
abet,navádět
abetted,naváděl
abetting,účastenství
abeyance,suspenze
abhor,hnusit si
abhorred,ošklivosti
abhorrence,opovržení
abhorrent,odporný
abhors,oškliví
abiathar,ebjátar
abide,dodržet
abided,dodržoval
abides,zůstává
abideth,zůstává
abijah,abijáš
abilities,schopnosti
ability,schopnost
abject,ponížený
abjectly,bídně
abjure,zříci se
ablate,ablaci
ablating,ablaci
ablation,odstranění
ablative,ablativ
ablaze,hořící
able,schopný
abler,schopnější
abloom,kvetoucí
ablution,omývání
ably,obratně
abnegation,zřeknutí
abnormal,abnormální
abnormalities,abnormality
abnormality,anomálie
abnormally,abnormálně
aboard,na palubě
abode,příbytek
abodes,příbytky
abolish,zrušit
abolished,zrušen
abolishes,ruší
abolishing,zrušení
abolition,zrušení
abominable,odporný
abominably,strašně
abominate,hnusit
abomination,ohavnost
abominations,ohavnosti
aboriginal,domorodý
aborigines,domorodci
abort,potratit
aborted,přerušen
aborting,přerušuji
abortion,potrat
abortionist,potratář
abortionists,potratů
abortions,potraty
abortive,nezdařený
aborts,přeruší
abound,oplývat
abounded,přetékaly
abounding,přetékající
abounds,oplývá
above,výše
abraded,odřený
abrasion,odřenina
abrasions,oděrky
abrasive,brusný
abrasiveness,abrazivita
abrasives,brusiva
abreast,vedle sebe
abridge,zkrátit
abridged,zkrácený
abridgement,zkrácení
abridgment,zkrácení
abroad,do zahraničí
abrogate,zrušit
abrogated,zrušeno
abrogating,kterým se zrušuje
abrogation,zrušení
abrupt,náhlý
abruptly,náhle
abruptness,příkrost
absalom,absolon
abscess,absces
abscesses,abscesy
abscissa,úsečka
abscissae,úseček
abscissas,úsečky
abscond,uprchnout
absconded,uprchl
absconding,skrývání
absconds,útěku
abseil,slaňovat
abseiling,slaňování
abseils,slaňování
absence,nepřítomnost
absences,nepřítomnost
absent,nepřítomný
absented,zmeškané
absentee,absentér
absenteeism,absentérství
absenting,absentuje
absently,nepřítomně
absentminded,roztržitý
absentmindedly,roztržitě
absentmindedness,roztržitost
absolute,absolutní
absolutely,absolutně
absoluteness,rozhodnost
absolutes,absolutní
absolution,rozhřešení
absolutism,absolutismus
absolutist,absolutistický
absolve,dát rozhřešení komu
absolved,rozhřešení
absolves,zbavuje
absolving,absolvování
absorb,absorbovat
absorbed,vstřebává
absorbency,savost
absorbent,savý
absorber,pohlcovač
absorbers,absorbéry
absorbing,absorbující
absorbs,absorbuje
absorption,vstřebávání
absorptions,absorpce
absorptive,absorpční
absorptivity,nasákavost
abstain,abstinovat
abstained,se zdržela hlasování
abstainer,abstinent
abstainers,abstinenti
abstaining,zdržovat se
abstains,zdržuje
abstemious,zdrženlivý
abstention,zdržení se
abstentions,členů se zdrželo hlasování
abstract,abstraktní
abstracted,roztržitý
abstractedly,roztržitě
abstracting,oddělit
abstraction,abstrakce
abstractions,abstrakce
abstractly,abstraktně
abstracts,abstrakty
abstrakte,abstraktní
abstraktion,abstrakce
abstruse,nesrozumitelný
absurd,absurdní
absurdities,absurdity
absurdity,absurdnost
absurdly,absurdně
abundance,hojnost
abundant,hojný
abundantly,hojně
abus,autobus
abuse,zneužívání
abused,zneužit
abuser,násilník
abusers,násilníci
abuses,zneužívání
abusing,zneužívání
abusive,hanlivý
abusively,zneužívajícím
abut,hraničit
abutment,podpěra
abutments,opěry
abutted,přiléhala
abutting,dosednutí
abuzz,bzučící
abysmal,propastný
abysmally,děsně
abyss,propast
abyssal,hlubinný
abysses,propasti
abyssinia,habeš
abyssinian,habešský
abyssinians,habešanky
acacia,akát
academe,akademický
academic,akademický
academical,akademický
academically,akademicky
academician,akademik
academicians,akademici
academics,akademici
academies,akademie
academy,akademie
accede,přistoupit
acceded,přistoupily
acceding,přistupujících
accelerate,urychlit
accelerated,zrychlený
accelerates,urychluje
accelerating,urychlení
acceleration,akcelerace
accelerations,zrychlení
accelerator,urychlovač
accelerators,urychlovače
accelerometer,akcelerometr
accelerometers,akcelerometry
accent,přízvuk
accented,diakritikou
accents,akcenty
accentuate,zdůraznit
accentuated,zdůraznil
accentuates,akcentuje
accentuating,akcentující
accentuation,zdůraznění
accept,akceptovat
acceptability,přijatelnost
acceptable,přijatelný
acceptably,přijatelně
acceptance,přijetí
acceptances,akceptací
acceptation,akceptace
accepted,přijatý
accepter,nepřijme žádné
accepting,přijímání
acceptor,akceptor
acceptors,akceptory
accepts,přijímá
acces,přístup
access,přístup
accessed,přístupné
accesses,přistupuje
accessibility,přístupnost
accessible,přístupný
accessing,přístupu
accession,nastoupení
accessions,přírůstky
accessories,příslušenství
accessory,přídatný
accidence,tvarosloví
accident,nehoda
accidental,náhodný
accidentally,náhodou
accidents,nehody
acclaim,pozdravovat
acclaimed,uznávaný
acclamation,aklamace
acclamations,ovace
acclimatisation,zdomácnění
acclimatise,aklimatizovat
acclimatised,aklimatizoval
acclimatising,aklimatizovat
acclivity,úbočí
accolade,vyznamenání
accolades,ocenění
accommodate,ubytovat
accommodated,ubytováni
accommodates,pojme
accommodating,ochotný
accommodation,ubytování
accommodations,ubytování
accompanied,doprovázené
accompanies,doprovází
accompaniment,doprovod
accompaniments,doprovody
accompanist,doprovázeč
accompany,doprovázet
accompanying,doprovázející
accomplice,spolupachatel
accomplices,komplici
accomplish,dokončit
accomplished,dokonalý
accomplishes,dosahuje
accomplishing,dosahovat
accomplishment,dosažení
accomplishments,úspěchy
accord,dohoda
accordance,shoda
accordant,souhlasný
accorded,přiznává
according,podle
accordingly,proto
accordion,akordeon
accordionist,harmonikář
accordions,harmoniky
accords,akordy
accost,obtěžovat
accosted,obtěžován
accosting,souhlasení
accosts,oslovuje
account,účet
accountability,odpovědnost
accountable,odpovědný
accountancy,účetnictví
accountant,účetní
accountants,účetní
accounted,představovaly
accounting,účetnictví
accounts,účty
accoutrements,oděvní doplňky
accredit,pověřit
accreditation,akreditace
accredited,akreditovaný
accrediting,akreditační
accredits,pověří
accretion,narůstání
accretions,narůstání
accrual,akruální
accruals,časového rozlišení
accrue,narůstat
accrued,naběhlé
accrues,nabíhají
accruing,nabíhající
accumulate,akumulovat
accumulated,nahromaděný
accumulates,hromadí
accumulating,hromadí
accumulation,akumulace
accumulations,akumulace
accumulative,kumulativní
accumulator,akumulátor
accumulators,akumulátory
accuracies,přesnost
accuracy,přesnost
accurate,přesný
accurately,přesně
accursed,prokletý
accurst,prokletý
accusation,obvinění
accusations,obvinění
accusative,akuzativ
accusatory,žalobní
accuse,obvinit
accused,obžalovaný
accuser,žalobce
accusers,žalobci
accuses,obviňuje
accusing,vyčítavě
accusingly,vyčítavě
accustom,navyknout
accustomed,zvyklý
