English,Other
a beauty,kukongola
a beta product,yoyeselera
a dynamic,wochitachita
a few,zingapo
a full,zonse
a great big highlights of the coupon,yaikulu zazikulu za yosonyezedwapoyo
a group of numbers,a gulu la manambala
a little,pangono
a millimeter,ndi millimeter
a qualified,ndi oyenerera
a sealed,a losindikizidwa
a trance,chizimbwizimbwi
a visit,kudzacheza
a week,sabata
a.m.,ndi
a.s.,ngati
aaron,aroni
aarons,aroni
aback,anadabwa atamva
abandon,leka
abandoned,anasiya
abandoning,leka
abandonment,kusiyidwa
abandons,leka
abase,oopsa
abased,watsitsidwa
abasement,zochititsa manyazi bwanji
abashed,asokonezeke
abate,zophwetsa
abated,inaleka
abbots,abbot a
abbreviate,duliza
abbreviated,duliza
abbreviation,kuduliza
abbreviations,kuduliza
abc,ma abc
abdicate,kunyalanyaza
abdicated,antchito
abdomen,mimba
abdominal,mmimba
abduct,gwira
abducted,gwira
abducting,wogwira
abduction,kugwiwa
abed,abedinego
abel,abele
abels,abele
abhor,adane
abhorred,anada
abhorrence,chodana
abhorrent,chonyansa
abhors,amadana
abiathar,abyatara
abiathar,abiyatara
abide,tsatira
abides,tsatira
abideth,wokhalitsa
abiding,tsatira
abigail,abigayeli
abijah,abiya
abijah,abiya
abilities,maluso
ability,luso
abimelech,abimeleki
abimelech,abimeleki
abject,wadzaoneni
ablaze,oyaka
able,angathe
abler,angathe
ablest,angathe
ablutions,ankasamba mwamwambo
ably,mokhoza
abner,abineri
abner,abineri
abnormal,chachilendo
abnormalities,sali bwino nkomwe
abnormality,chosayenerera
aboard,mngalawa
abode,tsatira
abodes,alimo malo okhalamo
abolish,thetsa
abolished,thetsa
abolishes,achotsa
abolishing,thetsa
abolition,kuthetsedwa
abominable,wonyansa
abomination,chonyansa
abominations,zonyansa
aboriginal,aaborijini
aborigines,aaborijini
abort,kuchotsa
aborted,mimba
abortion,mtasyo
abortions,mimba
abound,ndisefukira
abounded,zikachuluka
abounding,kuchulukitsa
abounds,chichuluka
about,za
about.,za
above,pamwamba
abraham,abrahamu
abrahams,abrahamu
abram,abramu
abrasion,kumva kuwawa
abridging,loletsa
abroad,kunja
abrogation,kulakwira
abrupt,oduliza
abruptly,mwadzidzidzi
absalom,abisalomu
absalom,abisalomu
abscess,chitupsya
abscond,zisathawe
absconded,zathawa
absence,kujomba
absences,kujomba
absent,osabwera
absentee,opanda
absenteeism,amajomba kuntchito
absolute,mtheradi
absolutely,kwabasi
absolutes,mitheradi
absolution,kukhululukidwa
absolve,sangathe
absolved,olungama
absorb,tenga
absorbed,tenga
absorbing,tenga
absorbs,tenga
absorption,mayamwidwe
abstain,osachita
abstained,osachita
abstaining,osachita
abstains,osachita
abstinence,kudziletsa
abstinent,asiye
abstract,chofupikitsa
abstraction,zinsinsizo
abstractions,chinthu
abstractly,popanda
absurd,chautsiru
absurdity,chiphunzitso
abundance,kuchuluka
abundant,zambiri
abundantly,zochuluka
abuse,mazunzo
abused,zunza
abuser,wonyoza
abusers,amapondereza
abuses,mazunzo
abusing,zunza
abusive,ozunka
abusively,monyoza
abuzz,mkamwamkamwa mdziko
abysmal,woipa kwambiri
abyss,phompho
ac,mac
ac,mac
acacia,mthethe
academic,ophunzira
academically,kusukulu
academics,maphunziro
academies,sukulu
academy,sukulu
accede,mwina nkulolera
acceded,sanachedwe kuvomereza
accelerate,thamangisitsa
accelerated,thamangisitsa
accelerates,iyamba kuthamanga
accelerating,thamangisitsa
acceleration,fulumiza
accent,kachulidwe
accents,kachulidwe
accentuate,kulankhula
accentuating,inapangitsa
accept,landira
acceptability,kuvomereza
acceptable,chofunika
acceptably,movomerezeka
acceptance,kulandila
acceptation,awalandire
accepted,anavomera
accepter,wolandira
accepting,kulandira
accepts,landira
access,kuloledwa
accessed,kufika
