English,Other
spherical,* tụkwasị
dempster,+ mgbe ha
allergen,+ nụsụụ
suffix,+ ị
spandex,+ ịhụ
avion,; na
ly,`u
compassed,a buruburu
stipulation,a chọrọ
finery,a chọrọ mma
intricately,a chọrọ nnọọ
expediency,a chọrọ ozugbo
unnoticed,a dịghị ahụ
outcomes,a ga esi
android,a gam akporo
interviewed,a gbara ajụjụ ọnụ
skinned,a gbara akpụkpọ
divorcee,a gbara alụkwaghịm na
curricular,a gbasaa akwụkwọ
encroach,a gbochie
dispelled,a ghara inwe
precludes,a ghara inwe
prodded,a gwara
insulated,a gwara mmanụ
chosen,a họọrọ
fices,a ka ha gbakee
knitted,a kpara
conscripted,a kpọọrọ
likenesses,a kpụrụ
discontinue,a kwụsị
replanting,a kụọ
prominence,a ma ama
prominent,a ma ama
outlaw,a machibidokwara
negation,a merensan mma bio
discernible,a naachọpụta
starts,a naamalite
reinstatement,a nabata
casualty,a naegbu
downers,a nọrọ jụụ
attainable,a pụrụ iru
placement,a pụrụ isi chọta
teachable,a pụrụ izi
teachableness,a pụrụ izi
explicable,a pụrụ ịkọwa
booster,a pụrụ ịtụkwasị nelu
dedications,a raara
brim,a rụrụ ọnụ
engravings,a tụrụ atụ
imprisoned,a tụrụ mkpọrọ
arc,aak
arcs,aak
longer,aba
seating,aba
festering,aba aba
overextended,aba aba
sunken,aba ime
growling,aba mba
reprimanding,aba mba
pockets,aba nakpa
liquor,aba nanya
beverages,aba nanya na
booming,aba ụba nike nike
arba,aba;
flattening,abadaba
jesting,abaghị
unworthiness,abaghị
uselessness,abaghị nihe
idle,abaghị uru
trifles,abaghị uru
useless,abaghị uru
valueless,abaghị uru
worthless,abaghị uru
worthlessness,abaghị uru
unprofitable,abaghị uru nke
affluent,abaghị ọgaranya
outlived,abaghịzi
divides,abahade
plenteous,abakwa uba
obsolescence,abakwaghị uru
nighttime,abalị
entering,abanye
log,abanye
stipes,abanye
hibernate,abanye nọnọdụ ezumike
onboard,abanyela
imprinted,abanyeworị
mentor,abara
yelled,abara
reproved,abara mba
reproves,abara mba
affirmed,abasi ọdọhọ
arrive,abata
incoming,abata
enters,abatakwa
increases,abawanye
irreplaceable,abia
embitter,abiat
robber,abiatibet
abiezer,abieza
lech,abimelech
abyss,abis
abner,abnea
alba,abom
album,abom
albums,abom
aboriginal,aborigine
aborigines,aborigine
poems,abu
pus,abu
song,abu
songs,abu
twain,abua
entail,abuana
involve,abuana
involved,abuana
participated,abuana
fattier,abuba abuba
fattiest,abuba abuba
disallowed,abugh eziokwu
heaved,abuo
duplications,abuo abuo
herons,abà
lamentations,abùákwá
come,abịa
comes,abịa
coming,abịa
lust,abịa
upcoming,abịa
spectators,abịa ekiri
punctual,abịa noge
prehuman,abịabeghị
recurs,abịaghachikarị
absences,abịaghị
confronts,abịakwute
compressed,abịakọrọ
arrives,abịarute
arriving,abịarute
adducted,abịazi
inverted,abịazi nọdụ
hoe,abọ
avenge,abọ ọbọ
avengers,abọ ọbọ
vindictive,abọ ọbọ
am,abụ
be,abụ
horoscope,abụ
snider,abụ
used,abụ
sing,abụ abụ
singing,abụ abụ
dirges,abụ abụ iru uju
dirge,abụ iru uju
lament,abụ iru uju
mojo,abụ ndị nchụàjà ma
varna,abụ oké ìgwè
melody,abụ olu ụtọ
poetry,abụ uri
psalms,abụ ọma
appendage,abụba
fat,abụba
fats,abụba
unfeeling,abụba
biased,abụchaghị eziokwu
exaggerations,abụchaghị eziokwu
non,abụghị
opposite,abụghị
unmarried,abụghị di na nwunye
untrue,abụghị eziokwu
untruths,abụghị eziokwu banyere
nonpriestly,abụghị ndị nchụàjà
unchristian,abụghị omume ndị kraịst
impersonal,abụghị onye
oftentimes,abụkarị
complicity,abụkwa
antigens,abụkwara
emerging,abụrụ
repulsed,abụrụ
st,abụrụ
damned,abụrụ ọnụ
yew,abụzụ
double,abụọ
fridges,abụọ
reservations,abụọ
two,abụọ
twos,abụọ abụọ
acclimatisation,acclimatization
aqua,acha
colored,acha
coloured,acha
yellowish,acha
blue,acha anụnụ anụnụ
bloodshot,acha obara obara
scarlet,acha uhie uhie
dullness,acha ọbara ọbara
ruddy,acha ọbara ọbara
white,acha ọcha
whiter,acha ọcha
ups,acha ọkụ
fiery,acha ọkụ ọkụ
overripe,achafe oke
discoloration,achagharị
shines,achaghị
unripe,achaghị acha
shone,achakwa
shimmered,achakwasị
bamboo,achara
bamboos,achara
barley,achara
glowing,achasi
guesses,achereeche
powerlessness,achi
laughs,achia ochi
breads,achicha
cake,achicha
showbread,achicha anēdo nusoro
coordinated,achikota
summarizes,achikota
withdraws,achikọta
ascendancy,achị
dominating,achị
domination,achị
governorship,achị
massed,achị
poking,achị
rule,achị
ruling,achị
scoffs,achị
subjects,achị
jurisdictional,achị achị
prefect,achị achị nakwa prifekt
tyrants,achị naka ike
proconsul,achị ógbè
proconsuls,achị ógbè
laughing,achị ọchị
raging,achị ọkụ
undercurrent,achị ọkụ nokpuru
archbishop,achịbishọp
pie,achịcha
pies,achịcha
tortillas,achịcha
pastry,achịcha dị iche iche
archdeacon,achịdikin
controlled,achịkwa
dominate,achịkwa
governed,achịkwa
maneuvering,achịkwa
manoeuvring,achịkwa
setters,achịkwa
stranglehold,achịkwa
unrestrained,achịkwaghị
bursts,achịkwaghị achịkwa
regulates,achịkwakwa
coordinates,achịkọta
epitomise,achịkọta
epitomize,achịkọta
summarises,achịkọta
aspirants,achọ
demanding,achọ
desiring,achọ
desirous,achọ
loath,achọ
looking,achọ
require,achọ
requires,achọ
searching,achọ
seek,achọ
seeker,achọ
seekers,achọ
seeking,achọ
seeks,achọ
solicited,achọ
vigilante,achọ
ornamentation,achọ ihe mma
apprehended,achọ ijide
wishing,achọ inwere
crumbling,achọ ntisa
applicants,achọ ịbata
hospitalised,achọ ịga ụlọ ọgwụ
scavenge,achọgharị
canvasser,achọgharị ndị nkwado
canvassers,achọgharị ndị nkwado
dieting,achọghị
unrealistically,achọghị
unwanted,achọghị
inconvenient,achọghị ka
garb,achọghị mma
incorrigibly,achọghị ịgbanwe
reticent,achọghị ịkọ
unmotivated,achọghị ịrụ ọrụ
arguably,achọghị ịzụ
unselfish,achọghị ọdịmma onwe
unselfishly,achọghị ọdịmma onwe onye
perfectionist,achọkarị izu okè
perfectionists,achọkarị izu okè
malleable,achọkarị ịna
falters,achọkwaghị ife
discover,achọpụta
discoverers,achọpụta
faultfinding,achọpụta mmejọ
detects,achọpụta rụọ
diagnostic,achọpụta ọrịa
detector,achọpụtacha
undiscovered,achọpụtaghị
want,achọrọ
crave,achọsi
desirable,achọsi ike
finds,achọta
archaeologically,achọtakarị ihe ochie
chasing,achụ
feverish,achụ
offerers,achụ
pursued,achụ
pursuers,achụ
pursues,achụ
pursuing,achụ
pursuit,achụ
opulence,achụ akụnụba
scarecrow,achụ anụmanụ
repels,achụ ha achụ
implements,achụ nta
womanizer,achụ nwaanyị
flirt,achụ nwoke
sacrificing,achụ àjà
evict,achụpụ
excommunicate,achụpụ
expelled,achụpụ
expelling,achụpụ
expels,achụpụ
throws,achụpụ
excommunicated,achụpụ ndị na
chases,achụpụkwa
dislodge,achụpụlighị
disperse,achụsakwa
scatterings,achụsasị
aspirations,achụso
pursue,achụso
chaser,achụsokwa
actualisation,actualization
actualise,actualize
echoing,ada
fail,ada
fall,ada
repression,ada
sound,ada
speculative,ada
rep,ada aba
fails,ada ada
falling,ada ada
prudently,ada eti ibuot
lawbreaker,ada iwu
fainting,ada mbà
princesses,ada ndị eze
gravitate,adaba
convenient,adaba adaba
splashdown,adaba na mmiri
vaguer,adabaghi
vaguest,adabaghi
wrongful,adabaghi
inaccuracies,adabaghị
harmonious,adabako
befall,adabara
suitable,adabara
undeterred,adabeghị mbà
counts,adabere
depend,adabere
hinges,adabere
reliance,adabere
rely,adabere
assessing,adabere na ya kpebie
unconditional,adabere nihe ụfọdụ
construing,adabere notú
disturbs,adachi
spewed,adachi
princess,adaeze
tripping,adaghị
thronged,adagide
rises,adahade
ape,adaka
apes,adaka
baboon,adaka
baboons,adaka
clinical,adakarị
deteriorating,adakpọ adakpọ
befalling,adakwasị
befalls,adakwasị
beset,adakwasị
overtaken,adakwasịla
disagreeable,adakọ
declining,adalata
wane,adalata
dwindled,adalatawo
adamic,adam kpatara
ole,adanlodu ole
diver,adanye na mmiri
deviate,adapụ
plunged,adara
slid,adara
trickle,adasị
adenine,adenin
crochet,adi
drastically,adi
empathizes,adi nnoo
theses,adian
rotation,adiana
perdition,adiana ke adiana
ineffective,adighi ike
inefficient,adighi ike
unhealthier,adighi mma nahu
unhealthiest,adighi mma nahu
lifelessness,adighi ndu
blunter,adighi nko
bluntest,adighi nko
looms,adikwa
antagonisms,adomokoro
adrammelech,adramelek
addresses,adreesị
addressograph,adres
adullam,adulam
adventists,adventist
endear,adị
exist,adị
existed,adị
existence,adị
presentable,adị
rectified,adị
gullibility,adị bụ nzuzu
hiked,adị eji ụkwụ
workable,adị irè
gullible,adị mfe ịghọgbu
survive,adị ndụ
apocalypse,adị ndụ ọzọ
bleak,adị njọ
deteriorates,adị njọ
feasts,adị noriri
oneness,adị notu
purity,adị ọcha
blaze,adị ọkụ
recent,adịbeghị anya
neuroanatomical,adịbeghịkwa anya
premium,adịchaghị
scant,adịchaghị
unwell,adịchaghị
nonessential,adịchaghị mkpa
nonessentials,adịchaghị mkpa
trivial,adịchaghị mkpa
unimportant,adịchaghị mkpa
bogus,adịgboroja
counterfeiters,adịgboroja
counterfeits,adịgboroja
fake,adịgboroja
forgery,adịgboroja naewe
disappoints,adịghị
