English,Other
aardvark,južnoafrički mravojed
aardvarks,južnoafrički mravojed
abac,šabac
abaca,abaka
abaci,abacij
aback,po krmi
abacus,računaljka
abacuses,računaljka
abaft,prema krmi
abalone,školjka
abalones,školjka
abandon,napustiti
abandoned,napušten
abandonee,napuštena osoba
abandonees,napuštena osoba
abandoning,odustajanje
abandonment,napuštanje
abandonments,napuštanje
abandons,napusti
abase,uniziti
abased,poniziti
abasement,poniženje
abasements,poniženje
abases,poniziti
abash,zbunjivati
abashed,zbunjen
abashes,zbuniti
abashing,zbuniti
abashment,zbunjenost
abashments,zbunjenost
abasing,poniziti
abate,smanjiti
abated,popustio
abatement,smanjenje
abatements,smanjenje
abates,jenjava
abating,jenjava
abattoir,klaonica
abattoirs,klaonicama
abaya,abaja
abb,aba
abbacies,opatstvo
abbacy,opatstvo
abbess,opatica
abbesses,opatica
abbey,opatija
abbeys,opatija
abbot,opat
abbots,igumana
abbreviate,skratiti
abbreviated,skraćeno
abbreviates,sažima
abbreviating,skrati
abbreviation,skraćenica
abbreviations,skraćenice
abbs,aba
abc,abeceda
abdicate,abdicirati
abdicated,abdicirao
abdicates,abdicira
abdicating,abdicirati
abdication,odricanje
abdications,odricanje
abdomen,stomak
abdomens,stomak
abdomina,stomak
abdominal,trbušni
abdominals,trbušni mišići
abdominoplasty,abdominoplastika
abdominous,trbušast
abducent,mišić odmicač
abduct,oteti
abducted,otet
abductee,otimali
abductees,otetih
abducting,otmicu
abduction,otmica
abductions,otmica
abductor,otmičar
abductores,otmičar
abductors,otmičarima
abducts,otima
abeam,poprijeko
abecedarian,početnički
abed,u krevetu
abelian,abelove
aberrant,nenormalan
aberration,aberacija
aberrations,aberacija
abet,podstaći
abetment,podsticaj
abetments,podsticaj
abets,podstiče
abetted,podržavanje
abetter,bolje
abetting,podržavanje
abettor,saučesnik
abettors,pomagačima
abeyance,stanje neizvjesnosti
abeyances,privremena neaktivnost
abhor,grozim
abhorred,gade
abhorrence,gađenje
abhorrences,gađenje
abhorrent,odvratan
abhorring,mrziti
abhors,gnuša
abidance,prebivanje
abidances,prebivanje
abide,pridržavati
abided,poštovani
abides,pridržava
abiding,poštuju
abietic,abietinska
abilities,sposobnosti
ability,sposobnost
abiogeneses,abiogeneza
abiogenesis,samozačeće
abiotic,abiotički
abiotically,abiotički
abject,bijedan
abjected,abjektovani
abjection,ponižavanje
abjections,ponižavanje
abjectly,ponizno
abjure,odustati
abjured,odreći se
abjures,odreći se
abjuring,odreći se
ablation,amputacija
ablations,amputacija
ablative,ablativ
ablatives,ablativ
ablaut,prijevoj
ablauts,prijevoj
ablaze,u plamenu
able,u stanju
abler,u stanju
ablest,u stanju
abling,omogućavajući
abloom,u cvijetu
ablush,zbunjen
ablution,ispiranje
ablutions,pranja
ably,spretno
abnegate,odreći se
abnegated,osporava
abnegates,odreći se
abnegation,odricanje
abnegations,odricanje
abnormal,abnormalan
abnormalities,abnormalnosti
abnormality,abnormalnost
abnormally,nenormalno
abnormals,abnormalnih
aboard,na brodu
abode,prebivalište
abodes,prebivališta
abolish,ukinuti
abolished,ukinut
abolishes,ukida
abolishing,ukidanjem
abolishment,poništenje
abolishments,poništenje
abolition,abolicija
abolitionism,abolicionizam
abolitionist,abolicije
abolitionists,abolicionista
abolitions,abolicija
abomasum,sirište
abominable,odvratan
abominate,gnušati se
abominated,gnušati se
abominates,gnušati se
abominating,gnušati se
abomination,grozota
abominations,gadosti
abonnements,pretplate
aboriginal,domorodački
aboriginals,aboridžini
aborigine,starosjedilac
aborigines,originalna fauna ili flora nekog regiona
abort,prekid
aborted,prekinut
aborting,prekid
abortion,abortus
abortionist,izvršitelj pobačaja
abortionists,izvršitelj pobačaja
abortions,abortusa
abortive,bezuspješan
abortively,pobačeni
aborts,prekida
abound,obilovati
abounded,obilovala
abounding,obiluje
abounds,obiluje
about,oko
above,iznad
aboveboard,iskren
aboveground,nadzemnih
abracadabra,abrakadabra
abrade,nagristi
