English,Other
cramping,* dengiz kramp
wideopen,-ketin qadar ochiq-
wuthering,-ovqat
accoutrements,-uskunalar
busen,`sa
bedouin,a'robiy
bedouins,a'robiylar
ageless,abadiy
abbaye,abbosning
abed,abednaxu
aberdeen,aberdin
ail,abi
claimants,abiturient
abijah,abiyo
ablating,ablasyonu
abner,abnur
abortion,abort
abortions,abort
abrasive,abraziv
brightening,abraziv
buffing,abraziv
absorbe,absorbé
abscissa,abssissa
absurdist,absurdlar
abou,abu
abiathar,abuatar
abimelech,abumalik
abus,abuse
accommodating,accomodating
acerbic,achchiq
bane,achchiq
bitter,achchiq
bitterest,achchiq
bitterly,achchiq
acrimony,achchiqlik
crossness,achichiqlanish
upsetting,achinarli
chagrin,achinish
contrition,achinish
bite,achishtirmoq
broadcast,adabiyot
broadcasts,adabiyotlar
transmissions,adabiyotlar
bugging,adamcağız
aden,adan
adaptor,adapter
adapters,adapterlar
adaptors,adapterlar
adaptive,adaptiv
undeceive,adash
aberrant,adashgan
amiss,adashib
undeterred,adashib
aberration,adashish
candidatures,adaylıklarını
adequate,adekvat
adelaide,adelaida
adenine,adenin
adenoma,adenom
adenomas,adenomuna
authoress,adiba
adirondack,adirondok
admirals,admirallar
unjust,adolatsiz
unfairness,adolatsizligi
unrighteousness,adolatsizlik
animosities,adovatni
adrenaline,adrenalin
undirected,adressiz
adriatic,adriatik
adsorbed,adsorbe
barrister,advokat
attorney,advokat ayol
attorneys,advokatlar
barristers,advokatura
adiabatic,adyabatik
blanket,adyo'l
veil,adyol
aeolus,aeolus | savdo ma'lumot
aerobic,aerobik
aerobically,aerobik
aerobics,aerobik
aerodynamic,aerodinamik
aerodynamically,aerodinamik
aerodynamics,aerodinamik
aerodrome,aerodrom
airfield,aerodrom
aerodromes,aerodromlari
airfields,aerodromlari
aeronautics,aeronavtika
airport,aeroport
airports,aeroportlar
aerosols,aerosoller
athanasius,afanasiy
aphasia,afazi
aphelion,afeliy
afghan,afg'oniston
afghani,afg'oniston
afghanistan,afg'oniston
afghans,afg'onlar
affine,afin
athena,afina
athenian,afina
athens,afina
athenians,afinaliklar
aphorism,aforizm
aphorist,aforizm muallifi
aphoristic,aforizmalar
comers,aforizmlari
africa,afrika
african,afrikalik
aphrodisiac,afrodizyak
alias,afsus
witchery,afsus
alas,afsuski
unfortunately,afsuski
unhappily,afsuski
unluckily,afsuski
woefully,afsuski
whittier,afsuslanishayotganidan
wincing,aftini burishtirib
vantage,afzallik
advantages,afzalliklari
avantage,afzalliklarni
upturned,ag'darilgan
toppled,ag'darilishi
topple,ag'darishga
capsize,ag'darmoq
tumble,ag'darmoq
armrest,ag'ri
cuff,ag'ri
unless,agar
agate,agat
agaves,agav otlarının
agency,agentlik
agglomerations,aglomeratsiyalar
agnostics,agnostik
agnosticism,agnostitsizm
agonists,agonistleri
agonisingly,agonizingly
agoraphobia,agorafobi
agoraphobic,agorafobik
agrarian,agrar
aggregates,agregatlari
aggressively,agressiv
aggressions,agressiyaning
belligerence,agressiyasini
agribusiness,agrobiznes
agrochemical,agrokimyoviy
agriculturist,agronom
agronomist,agronom
agronomists,agronom
agronomy,agronomiya
cardinality,ahamiyat
trivialised,ahamiyatsiz
trivialities,ahamiyatsiz
unimportant,ahamiyatsiz
covenants,ahd
covenanted,ahdiga
asss,ahmedov
blockhead,ahmoq
blockish,ahmoq
brainless,ahmoq
cretin,ahmoq
witless,ahmoq
witted,ahmoq
unwisdom,ahmoqlik
antipathies,ahmoqsan ham nihoyasiga
belike,ajab emaski
astoundingly,ajablanarli
wonderment,ajablanish
astonish,ajablantirmasin
