English,Other
abaft,aftan
abalone,sæeyru
abandon,yfirgefa
abandoned,yfirgefin
abandoning,yfirgefa
abandonment,brottflutning
abandons,yfirgefur
abased,auðmýktur
abasement,niðurlæging
abated,hjaðnaði
abatement,minnkun
abates,dregur úr
abattoirs,sláturhúsum
abbess,abbadís
abbey,klaustri
abbot,ábóti
abbreviate,skammstafa
abbreviated,skammstafað
abbreviation,skammstöfun
abbreviations,skammstafanir
abdicate,afsala
abdomen,kvið
abdominal,kvið
abducted,rænt
abduction,brottnám
abducts,rænir
abeam,þvert
abed,rúm
aberrant,afbrigðileg
aberrations,litningagallar
abets,hvetur
abetting,hvetja
abhor,hafið andstyggð
abhorrence,andstyggð
abhorrent,andstyggð
abiathar,abjatar
abide,hlíta
abided,virða
abides,stöðugur
abideth,stöðugur
abijah,abía
abilities,hæfileika
ability,getu
abimelech,abímelek
ablation,eyðingar
able,fær
ablest,færustu
ably,helst
abnegation,sjálfsafneitun
abnormal,óeðlileg
abnormalities,óeðlilegar
abnormality,óeðlilegt
abnormally,óeðlilega
aboard,um borð
abode,staðr
abodes,vistarverur
abolish,afnema
abolished,afnumin
abolishes,afnemur
abolishing,afnema
abolition,afnám
abominable,viðurstyggilega
abomination,viðurstyggð
abominations,svívirðingar
aborigines,frumbyggja
abort,hætta
aborted,hætt
aborting,hætti
abortion,fóstureyðing
abortions,fóstureyðingar
aborts,fer úr hamnum
abound,miklu mæli
abounded,skýrari
abounds,rísa
about,um
above,ofan
abraded,afrifur
abrasion,núningi
abrasions,sár
abrasive,svarfefni
abrasives,slípiefni
abreast,vel
abridge,skerða
abridged,stytt
abroad,erlendis
abrogate,ógilt
abrogating,fella niður
abrogation,afturköllun
abrupt,skyndilega
abruptly,skyndilega
absalom,absalon
abscess,ígerð
abscesses,ígerð
abscissae,láhnit
abscond,strjúka
absconding,strýkur
abseiling,fjallamennsku
absence,skortur
absences,fjarvistir
absent,fjarverandi
absentee,kjörfundar
absenteeism,fjarvistir
absolute,alger
absolutely,algerlega
absolve,leyst
absorb,gleypa
absorbed,frásogast
absorbent,gleypið
absorbing,hrífandi
absorbs,gleypir
absorption,frásog
absorptions,frásoganimar
absorptive,gleypni
absorptivity,gegndræpi
abstain,forðast
abstained,sátu
abstaining,bindindi
abstentions,hjáseta
abstinence,bindindi
abstinent,fráhaldi
abstract,ágrip
abstracted,óhlutbundin
abstracting,öflun
abstraction,abstrakt
abstractions,huglægt
abstractly,abstrakt
abstracts,útdrættir
absurd,fáránlegt
absurdist,absúrdverk
absurdity,fáránleika
absurdly,fáránlega
abundance,gnægð
abundant,nóg
abundantly,berlega
