English,Other
shrouded,! na
visitations,'a'ahi
cranks,'ahi'ahi
probationary,'ahi'ahi'anga
irretrievably,'ahinga
sleepwalk,'ai'ainoa-
undisclosed,'aifaro i
pedalling,'aka
aguilar,'akuilá
cherished,'akí
ultimatum,'alú
sive,'angá
reverential,'apasia
housemaid,'api
decorum,'araa
nodules,'asi
teamsters,'así
unheeded,'aupito
cochineal,'cochineal'
emulated,'e muimui ki
hedonists,'epikuliō
eskimos,'esikimó
piqued,'esilī
undeceived,'etau
gobbler,'gobbler'
nonexistence,'ikai
shuns,'ikai kau
puritans,'ilo'í
institute,'inisititiutí
overindulgence,'inu
undifferentiated,'ko
madder,'madder'
gruff,'mo
fol,'o muimui ai
endlessness,'o ta'engata
togas,'o'ei
fondness,'ofa
sallying,'oho
rapidity,'oi'oi
awfulness,'oiauē
creationism,'oku
familial,'oku
underscored,'oku
pertaining,'oku kau
behooves,'oku'aonga
behoves,'oku'aonga
bute,'okú
holdeth,'okú
lete,'osi
trebling,'reatoru
sutra,'sutra'
ifs,'uhingá
hallmark,'ulungaanga ia
essayist,'ēsei
heralding,-haere-
anxieties,-mo'uá
upholders,"-pupuri,"
downhearted,-si'í
observed,-ā-
printable,.tikiake
ostentatiously,.tu
condoled,: tangi
fiery,a ahi
hermas,a ahunikiritu
agag,a akaka
arcturus,a aketura
amalek,a amareke
ammon,a amona
upturned,a aoraki ki
abner,a apanere
apelles,a apere
abimelech,a apimereke
expostulated,a apimereke
magpies,a counties
ostensibly,"a davida,"
preeminently,a e tu'unga mā'olunga
decoyed,a eparima ki
restate,a faahamana'o
gallop,a faahoro
relives,a faatia
basked,a faauru mai
sider,a feruri i
fletchers,a fletcher
abbreviate,a haapoto
samson,a hamahona
hadad,a harara
jonathan,a honatana
adjoins,a hono
thenceforth,a houange
overthrows,a hurihia ake
overturns,a hurihia ake
eminently,a hārata ki
vestiges,a hēvani
jephthah,a iepeta
jeroboam,a ieropoama
israelites,a iharaira
joab,a ioapa
tunc,a ka
quarried,a ka haua e
bereft,a kahore
neva,a kahore
gaius,a kaiu
ridiculing,a kataina iho
gideon,a kiriona
suitor,a love ki
adulation,a lāua
bide,a manuka
butting,a marara ake
mauling,a maru iho
possessing,a matou
wearily,a meake ko
caressed,a mirimiria ana
moab,a moapa
hitherto,a mohoa noa
unsound,a muldoon
hereafter,a muri
hindquarters,a muri
anymore,a muri ake
nathanael,a natanahira
whined,a ngaruru iho
gnawed,a ngaua ana
picketing,a ngā
nick,a nick
footballer,a nēpia ki
refuting,a pahono atu
woody,a papatuanuku
spattered,a parati
splattered,a parati
behemoth,a pehemoto
benjamin,a pineamine
pilate,a pirato
bildad,a pirirara
grudgingly,a pouri
loathing,a pouri iho
pythagorean,a pythagoras
evaded,a pökiha
amuses,a pāpā i
rab,a rapahari
underlining,a reni
paws,a ringaringa
inheritors,a riro mai
dexterously,"a rupe,"
whit,a rupeke
ionised,a rutherford i
refit,a rō
shakespear,a shakespear
eloped,a tahuti ana
reread,a tai'o faahou
encircling,a taka
magnanimity,a takamoana ki
around,a tawhio noa
awestruck,a ti'a'i
busying,a tia◊i
thickset,a tohi
swamped,a tomo
