English,Other
ampersands,-merkið
methylene,-methylene
oyl,-oyl
seu,.seu
abbess,abbadís
abiathar,abjatar
absalom,absalon
abstraction,abstrakt
abstractly,abstrakt
absurdist,absúrdverk
abijah,abía
abimelech,abímelek
acclimatisation,acclimatization
actualisation,actualization
actualise,actualize
að,ad
mostrar,ad
adenine,adenín
adrenaline,adrenalín
epinephrine,adrenalín
of,af
infused,af innrennsli
knowledgeably,af þekkingu
grandads,afa
grandfathers,afa
grandparent,afa
notoriously,afar
vitally,afar
installments,afborganir
instalments,afborganir
repayments,afborganir
installment,afborgun
instalment,afborgun
varietal,afbrigða
phenotypes,afbrigði
variant,afbrigði
variants,afbrigði
variations,afbrigði
varieties,afbrigði
aberrant,afbrigðileg
disordered,afbrigðilegu
deviance,afbrigðilegur
transgression,afbrot
transgressions,afbrot
criminology,afbrotafræði
delinquents,afbrotamenn
transgressors,afbrotamönnum
jealously,afbrýðisemi
jealousies,afbrýðissemi öfund
deconstruction,afbygging
perversion,afbökun
hangouts,afdrep
categorical,afdráttarlaus
vehement,afdráttarlaus
detoxify,afeitra
detoxification,afeitrun
unload,afferma
unloads,affermir
afghans,afganar
leftovers,afganga
leftover,afgangs
surplus,afgangur
remainder,afgangurinn
afghanistan,afganistan
accentuating,afgerandi
decisive,afgerandi
barricaded,afgirt
fenced,afgirt
supplying,afgreiða
expedites,afgreiðir
deliveries,afgreiðsla
dispensing,afgreiðslu
salespeople,afgreiðslufólk
checker,afgreiðslumaður
checkers,afgreiðslumaður
chequer,afgreiðslumaður
chequers,afgreiðslumaður
dispatcher,afgreiðslustjóri
demystify,afhelga
secularisation,afhelgunin
secularised,afhelguð
deliverable,afhenda
oblations,afhenda gjafir
delivery,afhending
depositing,afhendir
delivered,afhent
deposited,afhent
posited,afhent
uncover,afhjúpa
uncovered,afhjúpa
uncovering,afhjúpa
uncovers,afhjúpa
unveil,afhjúpa
spoilers,afhjúpanir
unveiling,afhjúpun
discharging,afhleðsla
decapitated,afhöfðaður
decapitation,afhöfðun
shelled,afhýddar
husked,afhýddum
granddad,afi
grandfather,afi
grandpa,afi
productive,afkastamikill
descendant,afkomandi
descendent,afkomandi
descendants,afkomendur
offspring,afkvæmi
progeny,afkvæmi
decoded,afkóða
decrypted,afkóðað
decrypting,afkóðað
throughput,afköst
obtainable,afla
procure,afla
deforms,aflagast
muzzles,aflangt trýni
procured,aflað
consequential,afleiddu
disastrously,afleitlega
derivative,afleiða
derivable,afleiðanlegur
corollary,afleiðing
consequences,afleiðingar
implications,afleiðingar
ramifications,afleiðingar
consequence,afleiðingin
deductive,afleiðsla
derivations,afleiðsla
derivation,afleiðslu
derivatives,afleiður
deputising,afleysingar
mechanics,aflfræði
actuators,aflgjafar
catches,afli
amputations,aflimanir
amputation,aflimun
hearth,aflinn
discolour,aflitar
discoloration,aflitun
lifted,aflétt
deformation,aflögun
deformations,aflögun
debugger,aflúsara
circumscribe,afmarka
delimit,afmarka
delineate,afmarka
delineating,afmarka
demarcate,afmarka
circumscribing,afmarkar
delimiting,afmarkar
delimits,afmarkar
bounded,afmarkast
delimited,afmarkast
demarcated,afmarkast
subtended,afmarkast
circumscribed,afmarkað
delineated,afmarkað
decontaminating,afmenga
decontaminated,afmengað
decontamination,afmengun
deform,afmynda
deforming,afmyndast
defaced,afmyndað
deformable,afmyndunariegu
blot,afmá
obliterate,afmá
blotted,afmáð
expunged,afmáð
anniversaries,afmæli
anniversary,afmæli
birthday,afmæli
birthdays,afmæli
demarcation,afmörkun
disown,afneita
renouncing,afneita
disowns,afneitar
disowned,afneitað
renounces,afneitum
denial,afneitun
denials,afneitun
disaffection,afneitun
abolish,afnema
abolishing,afnema
abolishes,afnemur
abolished,afnumin
abolition,afnám
desensitising,afnæmingu
reductive,afoxandi
reducible,afoxanlegur
cancellations,afpantanir
culmination,afrakstur
accomplishment,afrek
achievement,afrek
achievements,afrek
accomplishments,afreka
drainage,afrennsli
abraded,afrifur
backups,afrit
cached,afrit
duplicate,afrit
duplicated,afrit
duplicates,afrit
transcript,afrit
transcripts,afrit
copied,afrita
copy,afrita
reproduced,afrita
copying,afritun
replication,afritunar
predation,afrán
africa,afríka
african,afríku
africans,afríkubúar
excusing,afsaka
apologetic,afsakandi
excuses,afsakanir
excusable,afsakanlegt
forgivable,afsakanlegt
excused,afsakaði
sorry,afsakið
renouncement,afsal
waiver,afsal
abdicate,afsala
cede,afsala
disclaim,afsala
forego,afsala
relinquish,afsala
renounce,afsala
disclaims,afsalar
waives,afsalar
relinquished,afsalað
renounced,afsalað
waived,afsalað
forgoing,afsali
relinquishing,afsali
relinquishes,afsali sér
conveyancing,afsalsbréf
disprove,afsanna
refutations,afsannanir
disproves,afsannar
disproved,afsannað
depersonalisation,afsjálfgun
awfully,afskaplega
depolarisation,afskautun
remoteness,afskekkt
unconcerned,afskiptalaust
indifference,afskiptaleysi
passivity,afskiptaleysi
inattention,afskiptaleysis
intrusion,afskipti
intrusions,afskiptum
amortise,afskrifa
depreciated,afskrifaðar
amortisation,afskriftir
deprecation,afskriftir
amortised,afskrifuð
shelved,afskrifuð
disfigured,afskræmd
disfigures,afskræmir
coupon,afsláttarmiða
coupons,afsláttarmiðar
discount,afsláttur
discounts,afslættir
relaxing,afslöppun
desorption,afsogi
brood,afsprengi
unstack,afstafla
reconciliations,afstemmingar
casts,afsteypur
relativist,afstæða
relativism,afstæðishyggja
relativity,afstæðiskenningin
orientations,afstöðu
positional,afstöðu
postures,afstöðu
averted,afstýra
averting,afstýra
resigning,afsögn
excuse,afsökun
apologise,afsökunar
apologised,afsökunar
apologises,afsökunar
apologising,afsökunar
apologize,afsökunar
apologized,afsökunar
apologizing,afsökunar
apology,afsökunarbeiðni
condoned,afsökuð
abaft,aftan
aft,aftan
rear,aftan
rearward,aftan
hamstring,aftan á læri
endnotes,aftanmálsgreinar
unmounted,aftengd
decoupled,aftengdir
unlinked,aftengdur
decoupling,aftenging
disconnections,aftengingar
disentangling,aftengir
disconnect,aftengja
dissociate,aftengja
uncouple,aftengja
unlink,aftengja
disconnecting,aftengt
retraced,aftr
discourage,aftra
again,aftur
back,aftur
regain,aftur
restored,aftur
return,aftur
returned,aftur
returning,aftur
recur,aftur fram
reoccur,aftur fram
resurfacing,aftur upp á yfirborðið
backwards,aftur á bak
reappeared,aftur í ljós
rejoin,aftur þátt
reflexive,afturbeygð
regression,afturför
relapsing,afturför
reactionary,afturhaldssamur
hindquarters,afturhluti
reversion,afturhvarf
revoke,afturkalla
undone,afturkalla
revocations,afturkallanir
revocable,afturkallanlegur
revokes,afturkallar
revoked,afturkallað
reversible,afturkræf
reversibly,afturkræft
abrogation,afturköllun
revocation,afturköllun
revoking,afturköllun
withdrawal,afturköllun
withdrawn,afturkölluð
retroactive,afturvirk
retrospective,afturvirk
retroactively,afturvirkt
retrospectively,afturvirkt
backward,afturábak
executions,aftökur
unset,afvalið
astray,afvega
misguided,afvegaleiddur
distract,afvegaleiða
distracts,afvegaleiða
misled,afvegaleiða
deceivers,afvegaleiðendur
deceiver,afvegaleiðir
disarm,afvopna
disarmed,afvopna
disarmingly,afvopnandi
disarmament,afvopnun
discounting,afvöxtun
activities,afþreying
grills,afþreying
recreation,afþreying
recreational,afþreyingar
regrets,afþökkun
chasten,aga
discipline,aga
disciplined,aga
disciplining,aga
pummel,aga
undisciplined,agalaus
agate,agat
chastened,agaðir
aggrandisement,aggrandizement
appalled,agndofa
particles,agnir
particulate,agnir
particulates,agnir
agonise,agonize
agonised,agonized
agonising,agonizing
agonisingly,agonizingly
bossy,agressívur
cucumber,agúrka
cucumbers,agúrkur
ahasuerus,ahasverus
achab,akab
ahab,akab
academies,akademíunnar
ahaz,akas
roadway,akbraut
achaia,akkea
anchor,akkeri
anchoring,akkeri
anchors,akkeri
cornfields,akrar
carriageways,akreinum
acrylic,akrýl
acrylics,akrýl
cruising,akstri
drive,akstur
driving,akstur
taxiing,akstur
roadworthy,aksturshæfu
actinides,aktiníð
activist,aktívisti
cruisers,akureyri
awl,al
rearing,ala
alanine,alanín
albanians,albanir
albania,albanía
albumin,albúmín
aldehyde,aldehýð
aldehydes,aldehýð
marmalade,aldinmauk
never,aldrei
aged,aldrinum
age,aldur
ages,aldur
alexandrian,alexandríu
alpha,alfa
encyclopaedic,alfræðiorðabækur
encyclopaedia,alfræðiorðabók
encyclopaedias,alfræðirit
encyclopedia,alfræðiritið
algebras,algebrur
common,algengar
commoner,algengari
overrepresented,algengari
prevalence,algengi
commonest,algengust
absolute,alger
crushing,alger
absolutely,algerlega
core,algerlega
cores,algerlega
totally,algerlega
utterly,algerlega
imperatively,algjörlega
universes,alheimsins
universe,alheimurinn
comprehensive,alhliða
universal,alhliða
