English,Other
aardvark,вид юж. афр. мравояд
aaron,арон
aback,изненадан
abacus,абака
abaft,по посока на кораба
abalone,морски охлюви
abandon,изоставят
abandoned,изоставен
abandoning,изоставянето
abandonment,изоставяне
abandons,изоставя
abase,унижавам
abased,смири
abasement,унижаване
abash,засрамвам
abashed,смутен
abate,намалявам
abated,затихнала
abatement,намаляване
abates,след отзвучаване
abating,утихва
abattoir,кланица
abattoirs,кланици
abbas,абас
abbe,абат
abbess,игуменка
abbey,абатство
abbeys,абатства
abbie,аби
abbot,игумен
abbots,игумени
abbotsford,абътсфорд
abbreviate,съкращавам
abbreviated,съкращение
abbreviates,съкращава
abbreviating,съкращаването
abbreviation,абревиатура
abbreviations,съкращения
abby,аби
abdicate,абдикирам
abdicated,абдикира
abdicates,абдикира
abdicating,абдикира
abdication,абдикация
abdomen,корем
abdomens,коремите
abdominal,коремен
abduct,отвличам
abducted,отвлечена
abducting,отвлича
abduction,отвличане
abductions,отвличания
abductor,похитител
abductors,похитителите
abducts,отвлича
abe,абе
abed,легло
abel,авел
abelard,абелар
abele,абеле
abend,абенд
aberdeen,абърдийн
aberrant,анормална
aberration,аберация
aberrations,аберации
abet,поощрявам
abets,подбужда
abetted,подстрекавани
abetting,помагачество
abettors,помагачите
abeyance,безстопанственост
abhor,ненавиждам
abhorred,отвращаваща
abhorrence,отвращение
abhorrent,отвратителен
abhors,ненавижда
abiathar,авиатар
abide,придържа
abided,чакан
abides,пребъдва
abideth,пребъдва
abiding,траен
abidjan,абиджан
abijah,авия
abilities,способности
ability,способност
abimelech,авимелех
abject,жалък
abjure,отричам се от
abjured,отрича
ablate,аблация
ablating,аблация
ablation,ампутация
ablative,аблатив
ablaze,пламнал
able,способен
abler,способни
ablest,способните
abloom,в разцвет
ablution,измиване
ablutions,измиване
ably,умело
abnegation,себеотрицание
abner,авенир
abnormal,анормален
abnormalities,аномалии
abnormality,аномалия
abnormally,необичайно
aboard,на борда
abode,жилище
abodes,жилища
abolish,премахнат
abolished,премахнати
abolishes,премахва
abolishing,премахване
abolition,премахване
abolitionist,премахнали смъртното наказание
abolitionists,аболиционистите
abominable,отвратителен
abominably,отвратително
abominate,ненавиждам
abomination,мерзост
abominations,мерзости
aboriginal,абориген
aborigines,аборигени
abort,абортира
aborted,недоносен
aborting,прекъсване
abortion,аборт
abortionists,аборти
abortions,аборти
abortive,неуспешен
aborts,абортира
abound,изобилстват
abounded,умножи
abounding,изобилстващи
abounds,изобилства
about,около
above,горе
abraded,ожулена
abraham,авраам
abrahams,ейбрахамс
abram,аврам
abrasion,абразия
abrasions,ожулвания
abrasive,абразив
abrasively,абразивно
abrasiveness,абразивност
abrasives,абразиви
abreast,редом
abridge,лишавам
abridged,съкратена
abridgement,съкращаване
abridging,ограничаващ
abridgment,съкратен
abroad,в чужбина
abrogate,отменям
abrogated,отменена
abrogating,за отмяна
abrogation,анулиране
abrupt,рязък
abruptly,рязко
abruptness,внезапност
absalom,авесалом
abscess,абсцес
abscesses,абсцеси
abscissa,абсциса
abscissae,абсциса
abscissas,абсцисната
abscond,изчезвам
absconded,в неизвестност
absconder,беглец
absconding,укриване
absconds,укрие
abseil,рапел
abseiled,скача с бънджи
abseiling,спускане с въже
abseils,рапелите
absence,отсъствие
absences,отсъствия
absent,липсващ
absentee,отсъствуващ
absenteeism,често отсъствие от работа
absentees,отсъстващи
absenting,отсъстват
absently,разсеяно
absentminded,разсеян
absentmindedly,разсеяно
absentmindedness,разсеяност
absinthe,абсент
absolue,абсолю
absolute,абсолютен
absolutely,абсолютно
absoluteness,безусловност
absolutes,абсолю
absolution,опрощение на греховете
absolutism,абсолютизъм
absolutist,абсолютист
absolve,прощавам
absolved,освободихме
absolves,опрости
