English,Other
abaci,əbaçı
aback,kənar
abacus,sayğac
abacuses,sayğac
abandon,imtina
abandoned,tərk
abandoning,tərk
abandonment,tərk
abandonments,vazgeçen
abandons,imtina
abase,əskiltmək
abased,rüsvay
abasement,alçalma
abasements,həqarətə
abases,alçaltdı
abash,bozmak
abasing,alçaltmaq
abate,azaltmaq
abated,azaltmaq
abatement,güzəşt
abatements,azaldılması
abates,azaltmaq
abating,azalmır
abbey,abbatlıq
abbeys,katolik monastır
abbot,rahib
abbots,rahib
abbreviate,qısaltmaq
abbreviated,qısaldılmış
abbreviates,qısaltmaq
abbreviating,qısaltmaq
abbreviation,kısaltma
abbreviations,ixtisarlar
abc,əlifba
abdicate,əl çəkmək
abdicated,əl çəkmək
abdicates,əl çəkmək
abdicating,əl çəkmək
abdication,öz dönmə
abdications,öz dönmə
abdomen,qarın
abdomens,qarınları
abdomina,qarın
abdominal,qarın
abducens,abductor
abduct,oğurlamaq
abducted,qaçırılan
abductees,kaçırılanların
abducting,qaçıraraq
abduction,oğurluq
abductions,qaçırma
abductors,qaçıranlar
abducts,qaçırmaq
abele,ağ qovaq
abeles,ağ qovaq
aberration,aberrasiya
aberrations,aberrasyonları
abetment,vurulması toxum
abetting,yataqlıq
abeyance,askıda
abhor,nifrət
abhorred,ləcləşmək
abhorrence,ləclik
abhorrences,nifrət
abhorrent,mənfur
abhorring,ikrah
abhors,ləcləşmək
abidance,əməl olunmasını
abide,əbədi
abided,əməl
abides,xəbərdar et
abiding,əbədi
abidingly,arası
abilities,qabiliyyət
ability,bacarıq
abiogenesis,abiogenezis
abiotic,abiotik
abiturient,abituriyent
abject,zəlil
ablaze,alev alev
able,qadir
abled,maneəsiz demir
abler,qadir
ablest,qadir
ablution,dəstəmaz alma
ablutions,dəstəmaz
ably,bacarıqla
abnormal,anormal
abnormalities,anormallikler
abnormality,anormallıq
abnormally,qeyri-təbii
aboard,xaricdə
abode,məskən
abodes,otaqlar
abolish,aradan qaldırmaq
abolished,ləğv
abolishes,ləğv
abolishing,ləğv
abolishment,ləğv
abolishments,ləğv
abolition,ləğv
abolitions,aradan qaldırılması
abomasa,qursaq
abomasum,qursaq
abominable,nifrətdoğuran
abominably,iyrənc
abominate,zəhləsi getmək
abominated,zəhləsi getmək
abominates,zəhləsi getmək
abominating,zəhləsi getmək
abomination,xəbislik
abominations,murdarlıqlar
aboriginal,yerli
aboriginals,aborigen
aborigine,aborigen
abort,uşaq salmaq
aborted,ləğv
aborting,uşaq salmaq
abortion,abort
abortions,abortlar
abortive,tutmadıqda
aborts,uşaq salmaq
abound,bol olmaq
abounded,bol olmaq
abounding,bol olmaq
abounds,bol olmaq
about,haqqında
above,yuxarıda
aboveboard,qanuni
aboveground,yerüstü
abranchiate,qəlsəməsiz
abrasion,eyilmə
abrasions,sıyrıqlar
abrasive,abraziv
abrasives,abraziv
abreast,ayaq uydurarak
abridge,ixtisarlamaq
abridged,ixtisarlı
abridgement,qısaltma
abridgements,ixtisarı
abridges,qısaltmaq
abridging,ixtisarını
abridgment,qısaltma
abridgments,ixtisar
abroad,xaricdə
abrogate,ləğv etmək
abrogated,ləğv
abrogates,ləğv etmək
abrogating,ləğv
abrogation,ləğv
abrogations,ləğv
abrupt,rabitəsiz
abruptly,kəskin
abruptness,rabitəsizlik
abruptnesses,rabitəsizlik
abscess,fır
abscesses,abses
abscond,gizlənməsi
absconding,gizlənməsinin
absence,olmaması
absences,məzuniyyətlər
absent,olmayan
absentee,proqulçu
absenteeism,devamsızlık
absentees,gəlməyən
absently,diqqətsiz
absinth,yovşan
absinths,yovşan
absolute,mütləq
absolutely,tamamilə
absolutes,absolyut
absolution,halallıq
absolutions,halallıq
absolutism,mütləqiyyət
absolutisms,mütləqiyyət
absolutive,mütləq
absolve,günah
absolved,azad
absolves,bağışlamaq
absolving,bağışlamaq
absorb,udmaq
absorbability,udma qabiliyyəti
absorbancy,amortizasiya
absorbed,udulmuş
absorbencies,uduculuq
absorbency,uduculuq
absorbent,uducu
absorbents,absorbentlər
absorbers,emiciler
absorbing,udma
absorbs,udur
absorption,udma
absorptions,absorbsiyalarda
absorptive,absorbsiya
absorptivities,absorbsiya qabiliyyəti
absorptivity,absorbsiya qabiliyyəti
abstain,çəkinmək
abstained,bitərəf
abstainer,içki içmeyen kimse
abstainers,içməyənlərin
abstaining,bitərəf
abstains,qaçdığı
abstention,bitərəf
abstentions,bitərəf
abstract,mücərrəd
abstracted,abstrak
abstracting,mücərrədləşdirmək
abstraction,abstraksiya
abstractionism,abstraktsianizm
abstractionists,abstraksianistlərin
abstractions,ayırmalarının
abstractness,mücərrədliyi
abstracts,özet
absurd,cəfəng
absurder,cəfəng
absurdest,cəfəng
absurdities,mənasızlıq
absurdity,mənasızlıq
absurdly,cəfəng
abuna,abuná
abundance,bolluq
abundances,miqdar
abundant,bol
abundantly,bol-bol
abuse,sui-istifadə
abused,sui-istifadə
abuses,sui-istifadə
abusing,sui-istifadə
abusive,təhqiramiz
