English,Other
ornamenting,: zdobení
walketh,a chodí
constitue,a netvoří
apriori,a priori
namely,a to
irrespective,a to bez ohledu
guardar,a ušetřit
calculative,a výpočetní
howbeit,a však
while,a zároveň
abbess,abatyše
abdicating,abdikaci
abdicated,abdikoval
abdicates,abdikoval
alphabet,abeceda
alphabetic,abecední
alphabetical,abecední
alphabetically,abecedně
alphabets,abecedy
aberrations,aberace
abijah,abijáš
ablate,ablaci
ablating,ablaci
ablative,ablativ
abnormalities,abnormality
abnormal,abnormální
abnormally,abnormálně
abrasiveness,abrazivita
billposters,abribusy
abscess,absces
abscesses,abscesy
absenting,absentuje
absentee,absentér
absenteeism,absentérství
absalom,absolon
absolutism,absolutismus
absolutist,absolutistický
absolute,absolutní
absolutes,absolutní
absolutely,absolutně
alumnus,absolvent
leaver,absolvent
alumni,absolventi
graduates,absolventi
leavers,absolventi
graduate,absolvovat
absolving,absolvování
graduating,absolvování
absorb,absorbovat
absorbs,absorbuje
absorbing,absorbující
absorbers,absorbéry
absorptions,absorpce
absorptive,absorpční
abstainer,abstinent
teetotaller,abstinent
abstainers,abstinenti
teetotallers,abstinentů
abstain,abstinovat
abstraction,abstrakce
abstractions,abstrakce
abstraktion,abstrakce
abstract,abstraktní
abstrakte,abstraktní
abstractly,abstraktně
abstracts,abstrakty
absurdities,absurdity
absurdity,absurdnost
ludicrousness,absurdnost
absurd,absurdní
farcical,absurdní
preposterous,absurdní
absurdly,absurdně
preposterously,absurdně
reappoint,aby opětovně jmenovala
abelard,abélard
acetone,aceton
acetylene,acetylén
acetate,acetát
acetates,acetáty
oh,ach
ahab,achab
ahaz,achaz
achromatic,achromatický
agate,achát
activite,activité
acyclic,acyklický
að,ad
adhoc,ad hoc
adaptation,adaptace
adaptations,adaptace
adaptive,adaptivní
adaptively,adaptivně
adapter,adaptér
adaptor,adaptér
adapters,adaptéry
adaptors,adaptéry
adenine,adenin
adenoid,adenoidní
adenoma,adenom
adepts,adepti
adhesions,adheze
adiabatically,adiabaticky
adiabatic,adiabatické
additively,aditivně
adjectives,adjektiva
adjectival,adjektivní
administrating,administraci
administrative,administrativní
administratively,administrativně
admiralty,admiralita
admiral,admirál
admirals,admirálové
admittances,admitance
adoptions,adopce
adopter,adoptivní
adoptive,adoptivní
adoration,adorace
adrenaline,adrenalin
epinephrine,adrenalin
address,adresa
unbanned,adresa odbanován
homed,adresami
addressability,adresovatelnost
addressable,adresovatelné
addressing,adresování
addresses,adresy
addressee,adresát
addressees,adresáti
directory,adresář
directories,adresáře
adsorb,adsorbujte
adsorption,adsorpce
advents,adventní
attorney,advokát
avocat,advokát
solicitor,advokát
advocates,advokáti
attorneys,advokáti
barristers,advokáti
lawyers,advokáti
solicitors,advokáti
articled,advokátní
aerobe,aerob
aerobic,aerobický
aerobics,aerobik
aerobically,aerobně
aerobes,aeroby
aerodynamically,aerodynamicky
aerodynamic,aerodynamický
streamlined,aerodynamický
aerodynamics,aerodynamika
aeronautics,aeronautika
aerosols,aerosoly
drawl,afektovaná pomalost řeči
airs,afektované chování
mincing,afektovaný
affectedly,afektovaně
afferent,aferentní
afghans,afghánci
afghan,afghánec
afghanistan,afghánistán
afghani,afghánská
affinity,afinita
affinities,afinity
affirmations,afirmace
aphorism,aforismus
aphorisms,aforismy
aphoristic,aforistický
eland,africká antilopa
africa,afrika
african,afričan
africans,afričané
aphrodisiacs,afrodiziaka
aphrodisiac,afrodiziakum
aphasia,afázie
ageism,ageismus
agendas,agendy
agents,agenti
agency,agentura
agencies,agentury
agile,agilní
canvassing,agitace
agitations,agitaci
canvassed,agitací
stumped,agitoval
agitate,agitovat
agitates,agitují
stumping,agitující
agitator,agitátor
agglomerating,aglomerace
agglomeration,aglomerace
agglomerations,aglomerace
conurbations,aglomerace
agglomerated,aglomerované
agnostics,agnostici
agnosticism,agnosticismus
agnostic,agnostik
agonist,agonista
agonists,agonisté
agoraphobic,agorafobický
agoraphobia,agorafobie
aggregation,agregace
aggregations,agregace
aggregating,agregaci
aggregated,agregované
aggregate,agregát
aggregates,agregáty
aggression,agrese
aggressions,agrese
aggressiveness,agresivita
truculence,agresivita
belligerent,agresivní
aggressively,agresivně
aggressor,agresor
aggressors,agresory
agribusiness,agrobyznysu
agrochemical,agrochemický
agrochemicals,agrochemikálie
agriculturalist,agronom
agriculturist,agronom
agronomist,agronom
agronomy,agronomie
agriculturists,agronomové
agronomists,agronomové
agrarian,agrární
agreable,agréable
agouti,aguti
agave,agáve
agaves,agáve
agonies,agónie
ahoy,ahoj
byebye,ahoj
cheerio,ahoj
hello,ahoj
hey,ahoj
hi,ahoj
aie,aip
academicians,akademici
academics,akademici
academically,akademicky
academe,akademický
academic,akademický
academical,akademický
academies,akademie
academy,akademie
academician,akademik
action,akce
actions,akce
acceleration,akcelerace
accelerometer,akcelerometr
accelerometers,akcelerometry
accentuates,akcentuje
accentuating,akcentující
accents,akcenty
acceptation,akceptace
acceptances,akceptací
acceptor,akceptor
acceptors,akceptory
accept,akceptovat
equities,akcie
shares,akcie
shareholder,akcionář
stockholder,akcionář
shareholders,akcionáři
stockholders,akcionáři
acclamation,aklamace
acclimatised,aklimatizoval
acclimatise,aklimatizovat
acclimatising,aklimatizovat
acne,akné
chord,akord
accordion,akordeon
accords,akordy
chords,akordy
acre,akr
accreditation,akreditace
accrediting,akreditační
accredited,akreditovaný
acrobatics,akrobacie
acrobat,akrobat
acrobats,akrobati
acrobatic,akrobatický
acronym,akronym
accrual,akruální
acrylic,akryl
acrylics,akryly
