English,Other
aback,බැල්මකින්
abandon,අතහැර
abandoned,අතහැර දමා
abandoning,අතහැර දමා
abandonment,අතහැර දැමීම
abandons,පිළිකුළක්
abased,වාසයට නුසුදුසු
abashed,වියවුලටත්
abate,එ්වා
abated,මෙතෙක් අවසන් වී
abatement,අවමකිරීම
abating,සලකති
abattoirs,මස් කඩයේදී මරණයට
abba,අබ්බා
abbas,අබ්බාස්
abbot,ආශ්රමාධිපති
abbott,ඇබට්
abbreviated,සංක්ෂිප්ත
abbreviation,පලාෙත් ෙකටි නාමය
abbreviations,කෙටි යෙදුම් භාවිතා
abby,ඇබී
abc,ඒබීසී
abd,අබ්ද්
abdicate,ඇය පිට පැටවීම
abdicated,අත් හලේ
abdicating,එජාපයෙන් වෙන්කරනු
abdication,අත්හැරීමෙන් මඳ
abdomen,උදරය
abdominal,උදර
abduct,පැහැර
abducted,පැහැරගෙන ගොස්
abducting,පැහැරගෙන යනු
abduction,පැහැර ගෙන ගොස්
abductions,පැහැර ගැනීම්
abductors,පැහැරගත්
abdul,අබ්දුල්
abdullah,අබ්දුල්ලා
abe,අබේ
abel,ආබෙල්
abels,ආබෙල්ගේ
abercrombie,ඇබර්ෙකොම්බි
aberdeen,ඇබර්ඩීන්
aberrant,වූවා
aberration,විකෘතියක්
aberrations,අභිප්රේරණයන්
abet,පිළිබඳ abet
abetted,අනුබල
abetting,අනුබල
abettors,රාජද්රෝහීන්
abeyance,කල්තැබීම
abhor,පිළිකුල් කරන්න
abhorred,පිළිකුල්
abhorrence,ළෙන්ගතු
abhorrent,පිලිකුල් සහගත
abhors,මිනිසුන්ට කැමති නැහැ
abi,අබි
abiathar,අබියාතර්
abide,බැඳී
abided,උල්ලංඝණය
abides,දෙඅංශය
abiding,නීතිගරුක
abigail,අබිගායිල්
abijah,අබියා
abilities,හැකියාවන්
ability,හැකියාව
abimelech,අබිමෙලෙක්
abject,තුච්ඡ
abjectly,දරුවාගෙ
ablation,ලේසර් ප්රකිරණය
ablative,ක්ෂය වන
ablaze,ගිනි
able,පුළුවන්
ablution,දෝවනය
ably,ද මෙයට
abnegation,වැලකී සිටීම
abner,අබ්නේර්
abnormal,අසාමාන්ය
abnormalities,අසාමාන්යතා
abnormality,අසාමාන්යතා
abnormally,අසාමාන්ය ලෙස
aboard,ඔරුවට
abode,වාසස්ථානය
abodes,වාසස්ථාන
abolish,අහෝසි
abolished,අහෝසි
abolishes,අහෝසි
abolishing,ක්රමය අහෝසි
abolition,අහෝසි කිරීම
abolitionist,අහෝසි
abolitionists,වහල් ක්රමය අහෝසි
abominable,පිළිකුල්
abominably,පිළිකුල්
abomination,පිළිකුල්
abominations,පිළිකුල්
