English,Other
abandon,tso tseg
abandoned,tseg
abandoning,tso
abandons,tseg
abbreviate,luv
abbreviated,luv
abbreviates,luv
abbreviating,luv
abbreviation,lus luv
abbreviations,lus luv
abdomen,lub plab mog
abdomens,lub plab
abdomina,lub plab
abdominal,plab
abduct,tshem tawm
abducting,tshem tawm
abduction,kev tshem
abductions,kev tshem
abducts,tshem tawm
abide,raws
abides,nyob
abiding,peb txais
abilities,rab peev xwm
ability,muaj peev xwm
ablaze,hlawv kub hniab
able,muaj cuab kav
abler,txawj
ablest,txawj
abnormal,tsis meej
abode,nyob
abolish,tshem
abolished,tshem
abolishes,tshem
abolishing,tshem
abominations,qias ua ntsiag to
aborigine,neeg ib txwm nyob
abortion,rho
abortions,rho menyuam
about,txog
above,saum toj no
abram,anplahas
abrasion,puas
abroad,txawv teb chaws
abrupt,sai
abscess,rwj
abscesses,rwj
absence,qhaj ntawv
absences,qhaj
absent,qhaj
absentee,ntawv
absenteeism,tsis tuaj kawm ntawv
absolute,meej
absolutely,tshej
absolutes,ib zaug li
absorb,nqus
absorbed,nqus
absorbing,nqus
absorbs,nqus
absorption,nqus
abstain,caiv
abstained,caiv
abstaining,hau
abstains,caiv
abstract,paub daws teeb
absurd,ruam
absurder,ruam
absurdest,ruam
abundance,muaj npluas mias
abundances,muaj npluas mias
abundant,tshaj
abundantly,nplua mias
abuse,kev tsim txom
abused,txom
abuser,quav
abuses,ua phem ua qias
abusing,ua phem ua qias
abusive,tsim
academia,cov tsev kawm
academic,kev kawm
academically,kawm
academies,tsev kawm txuj siab
academy,tsev kawm txuj siab
accelerate,leeb
accelerated,ceev
accelerates,pib khiav
accelerating,pib khiav
acceleration,tsuj roj
accelerations,kev pib khiav
accelerator,tus tsuj roj
accelerators,tus tsuj roj
accent,sis
accents,sis sis
accept,txais
acceptability,tsis tas txais
acceptable,txais
acceptance,kev txais
acceptances,kev lees txais
accepted,txais
accepting,txais
accepts,txais
access,nkag
accessed,nkag
accesses,kev tau
accessibility,cuag tom
accessible,mus siv cuag
accessing,mus
accessories,tej ntxiv
accessory,yam ntxiv
accident,huam yuaj
accidental,tsis txhob txwm
accidentally,tsis txhob txwm li
accidents,xwm txheej
acclimatisation,acclimatization
accommodate,haum
accommodated,ua siab zoo pab
accommodates,kev
accommodating,ua siab zoo pab
accommodation,kev pab
accommodations,kev pab
accompanied,nrog
accompanies,ua
accompaniment,ntaus nkauj
accompaniments,ntaus nkauj
accompany,nrog
accompanying,nrog
accomplish,ncav
accomplished,ua tau
accomplishes,ua tau
accomplishing,ua tau
accomplishment,qhov ua tau lawm
accomplishments,tiav
accordance,raws li
according,raws li
accordingly,raws li
accordion,ib rab tshuab nkuaj
accordions,ib rab tshuab nkuaj
account,chaws ceev nyiaj
accountable,lav ris
accountant,tus kws suav nyiaj
accountants,tus kws suav nyiaj
accounted,lees paub
accounts,cov account
accreditation,noj tswv txos cai
accrue,ntxiv
accrued,ntxiv
accrues,ntxiv
accruing,ntxiv
accumulate,ntxiv
accumulated,sau
accumulates,ntxiv
accumulating,ntxiv
accumulation,tsub zuj zuj
accumulations,kev tau ntxiv
accuracies,kev ua yog
accuracy,raug
accurate,tseeb
accurately,meej
accusation,kev liam
accusations,kev liam
accuse,liam
accused,liam
accuses,liam
accusing,liam
ace,daim phaib uas muaj ib tee
aces,daim phaib uas muaj ib tee
ache,mob
aches,ib ce
achieve,cuag
achieved,tiav
achievement,kev kawm tau
achievements,ua haujlwm kom tau
achieves,ua tau
achieving,tau
acid,tshuaj qaub
acids,tshuaj qaub
acknowledge,lees
acknowledged,muaj leej twg paub
