English,Other
newed,a obnovená
grantors,a poskytovatelia
wherefore,a preto
etcetera,a tak ďalej
namely,a to
videlicet,a to
conformably,a v súlade
spendings,a výdavkami
aalii,aali
abacterial,abakteriální
aband,abanda
abbesses,abatyšami
abbess,abatyše
abasia,abazia
abbs,abby
abbe,abbé
abcee,abce
abdicating,abdikácii
abdominoplasty,abdominoplastika
abdominally,abdominálna
abc,abeceda
alphabet,abeceda
alphabetically,abecedne
abecedarian,abecedný
alphabetic,abecedný
alphabetical,abecedný
alphabetized,abecedný
alphabets,abecedy
aberrations,aberácie
abhorrency,abhorrence
abietic,abietová
abiotically,abioticky
abiotic,abiotické
abiturient,abiturienti
ablative,ablatívu
ablet,ableto
ablated,ablácia
ablations,ablácia
ablate,ablácii
ablating,ablácii
abnormity,abnormalita
abnormalities,abnormality
abnormal,abnormálne
abnormally,abnormálne
erethism,abnormálne dráždivosť
abolitionism,abolicionismus
abolitionists,abolicionista
abolitionisms,abolicionizmus
abore,abor
aborigin,aborigénmi
aborne,aborn
abortifacients,abortiva
abray,abram
abrasiveness,abrazivita
abreactive,abreaktivní
abrege,abrego
abrim,abri
billposters,abribusy
abscessing,abscedující
abscess,absces
abscessed,abscesované
abscesses,abscesy
absey,abse
absence,absencia
absences,absencia
absenting,absentující
absentee,absentér
absenter,absentér
shirkers,absentér
absenteeism,absentérstvo
absenteeisms,absentérstvo
absinthe,absint
absinthes,absint
absinthism,absintismu
absolutized,absolutist
absolutistic,absolutistického
absolutist,absolutistický
absolutism,absolutizmus
absolutisms,absolutizmus
absolutize,absolutizovať
absolutory,absolutóriu
graduate,absolvent
leaver,absolvent
alumnus,absolvent univerzity
absolvents,absolventi
alumni,absolventi
graduates,absolventi
leavers,absolventi
alumna,absolventka
absolved,absolvoval
absolving,absolvovaní
graduating,absolvovaní
gapped,absolvovať kolo
gapping,absolvovať kolo
absolute,absolútna
absolutes,absolútna
absolutely,absolútne
absorbance,absorbancie
absorbances,absorbancie
absorbancies,absorbancie
absorbencies,absorbancie
absorbancy,absorbcie
absorbabilities,absorbovatelnosť
absorb,absorbovať
absorbs,absorbuje
absorptions,absorpcie
absorbant,absorpčné
absorptive,absorpčné
absterge,abstergo
teetotalism,abstinencia
temperances,abstinencia
abstinence,abstinencie
abstinency,abstinencie
abstainer,abstinent
teetotaler,abstinent
teetotalers,abstinent
teetotaller,abstinent
abstainers,abstinenti
teetotallers,abstinentov
abstracting,abstrahovanie
abstraction,abstrakcie
