English,Other
affording,saiki
advertise,panggenan
accrue,tambah
actuated,diobahke
adjure,mendesak
abode,kono
abridgement,cekakan
acting,akting
acrylate,palmitate
advanced,majeng
advisor,penasehat
aggrandisement,aggrandizement
agrement,rekreasi
accused,dipuntudhuh
aerodynamics,aerodinamika
accidents,kacilakan
advance,majokake
adaptors,adaptor
account,akun
accuse,ngarani
acta,log
aerobic,erobik
affairs,urusane
aiming,ngarahake
abused,dilecehke
afterglow,kobra
agility,prigel
administered,diterbitake
admissible,dirampas
acceptation,ditampani
accusing,suwung
advancement,kamajuan
actively,aktif
acknowledges,ngakoni
added,ditambahake
adherents,penganut
admitted,ngakoni
abbreviated,disingkat
accusative,akusatif
ace,as
adopted,diadopsi
advertisements,iklan
advising,nuturi
adulteries,laku
aging,tuwa
agonise,agonize
aches,sing
advised,menehi saran
agas,tanjung agas
acupuncture,akupunktur
adapters,adaptor
adjoining,gandhengan
admonished,rak kembangane wong turu
admonition,pepéling
ablaze,makantar-kantar
accordingly,patut
accessibility,aksesbilitas
acidify,ngasamaké
actinide,aktinida
ageing,tuwa
ago,kepungkur
admitting,dilakokake
abomination,nistha
abortion,aborsi
acetaldehyde,sepisanan
acknowledged,ngakeni
aesthetic,estetis
after,sawise
agony,kasangsaran banget
agreeably,ewadene
addiction,kecanduan
abide,ana
abilities,kabisan
abundantly,wewenang
absurd,mokal
acceptable,ditrima
accelerate,akselerasi
acoustic,akustik
accuses,nacad
achieving,nampa
adolescents,cah cilik
aeronaut,jeneng aeronaut
advertisers,iklan
aggregated,dikumpulke
aimed,ngarahke
aircraft,pesawat
activists,pejuang
admissions,ngaku
abbreviations,cekakan
abdication,tahtanipun
accomplished,wis tuntas
adultery,jina
advantages,kaluwihan
acted,tumindhak
advice,pitutur
affiliates,afiliasi
aggressive,agresif
agonist,agonis
airfield,lapangan terbang
airplanes,kapal
actualise,tindakaken
adamant,tetep
additions,tambahan
adjusted,diatur
accustomed,rakulino
acknowledgement,pengakon
aeroplane,pesawat
agents,agen
agrees,suryak
actualizing,prastawa
adherence,ketaatan
abstraction,abstraksi
abstract,abstrak
absurdity,budi
accurate,akurat
accompanying,gawan
aids,mbiyantu
activist,aktivis
administration,sampurna
abdicated,mudhun tahta
abounding,sugih
accidentally,kaleresan
acetic,asetat
acids,asam
affiliations,afiliasi
agency,agensi
aborigine,wong asli
abscess,kukul
accessing,ngakses
advocating,nganjuraken
aeros,eros
actual,nyata
actress,aktris
additives,aditif
addy,maxi schwarz-bastami
adjacent,jejer
abbatial,gaudonville
adversarial,gawe
afflicting,ditindhes
afoot,dharatan
affliction,kasangsaran
agitate,marahi horeg
actualize,tindakaken
adaptability,daya adaptasi
action,tumindak
addresses,alamat
abducted,nyulik
abhors,gething
abdominal,weteng
absence,anané
across,antarane
adversary,mungsuh
adessive,singaporella
admires,kasengsem
accept,nampa
accreditation,akreditasi
adult,diwasa
affinity,karemenan
activation,aktifitas
accomplishments,hasil
academy,akademi
advisors,penasehat
affix,muwuhi
affordability,ambali
afforded,di wenehi
affirmed,negesaké
aha,sangga buana
additive,aditif
adornment,minangka rerenggane
aisle,gang
affected,kena pengaruh
ain,dudu
ad,iklan
absorb,nyerot
accumulated,nambah
agonising,agonizing
adrift,kambang
aid,sepindah
adharma,dinten saderengipun kuningan
ability,kemampuan
accounts,akun
acculturation,jawa
afterward,bubar
acquit,mbebasake
agricultural,tetanèn
abore,janju
adducer,bertaqwa menika
adjusts,nyetel
above,ndhuwur
afterlife,dhisik
activated,urip
acquired,angsal
admirals,admiral
aggregation,pengumpulan
administrations,administratif
adverse,salabetipun
adolescent,taruna
abides,lulus
airline,maskapai
ado,ribut
acquaintance,kenalan
airmail,cara ngirimake layang nganggo montor mabur
addressed,ono
adventurer,wong kang ngumbara
acronym,akronim
aeroplanes,kapal
addition,saliyane
abandon,nglirwaaken
accountability,tanggung
acknowledge,ngakoni
abduction,carane nyulik
acclaim,laver
acceptability,ditrimané
affair,hubungan
adipose,sanesipun
absolutely,pancen
accidental,sengaja
acne,kukul
afford,saged
accordion,akordion
abolish,ngilangi
accessory,aksesoris
active,aktif
actualization,emak
add,nambah
abo,ngeke
adverbial,kalkhaltig
agio,pathos
access,akses
advancing,maju
accents,logat
acronyms,singkatan
abas,collection of
accord,kasepakatan
accretion,piringan
addictive,gawe ketagihan
abrasive,grinding
aerogel,airgel
affordably,kejangkau
adjust,ngatur
adviser,penasehat
activity,kegiatan
accountants,akuntan
acetate,asetat
admonish,awèh pepéling
according,miturut
agar,ager
actually,bener
adapting,nyesuekake
admittedly,matur nuwun
addict,madat
acidic,asam
acropolis,luckygatekasino
adjourn,nundha
adolescence,rin
act,tumindak
ager,tujhe
abrege,nama pendek
abuse,nyiksa
abracadabra,full of sunshine
airborne,panularan udhara
advices,sakantor
affiliation,hubungan
airplane,pesawat
achieve,entuk
admit,ngakeni
advertising,iklan
affect,mengaruhi
adapter,adaptor
abbey,biara
accelerator,akselerator
actions,tumindak
advantage,kauntungan
abrupt,kasar
accent,logat
aggression,agresi
agreeable,bisa disetujui
abnormal,normal
acclimatisation,acclimatization
accompanies,diprecaya
affirmations,kena
ach,pukaro
achievement,prestasi
adventures,petualangan
aforementioned,ingkang kasebat
against,marang
aide,ajudan
air,online
actualites,novosti
additionally,tambahan
abundance,turah mbrawah
accompany,ngancani
abolition,penghancuran
adversely,ngrugekake
aerial,pangeboman
aesthetics,estetika
affirmative,akur
afterwards,sakwise
ailing,berkembang
adaptive,kuwes
adequate,cukup
abduct,nyulik
ages,abad
aggravation,kajengkelan
adduction,wilusnake
absent,absen
acts,tumindak
abusive,kejem
accounted,nyumbang
accumulation,klempakan
aliases,jeneng alias
advocate,pengacara
aesthetician,esthetician
aggravating,mangkelake
aftermath,akibat
absorbing,nyerep
advocacy,pembelaan
airway,lewat udara
affectively,berkepentingan
adequately,cekap kangge
affidavit,dokumen sah
affixes,krama
activities,aktivitas
acceded,ngluwehi
advert,iklan
afloat,kumambang
alien,asing
alf,bogen
algorithm,algoritma
alif,plis
aland,aan
alight,ban
alienation,melu ngudi kawruh
aethers,wikipedia
adjudge,moho
accelerated,cepet
advise,mituturi
aggregate,ongko
aims,tujuan
administrative,administratif
accompaniment,iringan
aftermarket,bekas
adjusting,ngatur
admirable,nggumunake
absorption,panyerepan
accumulate,ngumpulake
aesthete,esthete
albeit,mesthio
affective,ngaroh
agreeing,sarujuk
addressing,ngarahake
acquiring,éntuk
abnormalities,normal
achieved,ngrambah
afflict,nandhang
age,umur
administrators,administrator
absolutist,absolutis
abstained,kendel
adorn,ngrengga
adulterers,seneng laku jina
advocates,penasehat ukum
acquisition,disualekno
aired,ditayangke
adenine,adenin
affluence,kaanan makmur
afflicted,sangsara
accentuated,sêmbada
advantageously,nguntungaken
acrobatics,tontonan akrobat
algebraic,aljabar
aligned,didadekake siji
aged,umur
airflow,ndadeake pecahan udara ning
activism,aktipisme
accomplishment,prestasi
aft,kanan kering roning timun
able,bisa
accommodations,akomodasi
adverb,tembung katrangan
adjustment,imbuhan
aboard,kapal
