English,Other
aahed,大呼小叫
aahs,赞叹之余
aardvark,土豚
aardvarks,土豚
aardwolf,阿德沃夫
aarti,阿尔蒂
abaca,蕉麻
abaci,算盘
aback,吓了一跳
abacterial,非细菌性
abacus,算盘
abacuses,算盘
abaft,疾驰而去
abaka,阿巴卡
abalone,鲍鱼
abalones,鲍鱼
abampere,绝对安培
abandon,放弃
abandoner,的遗弃
abandoners,遗弃者
abandoning,放弃
abandonment,放弃
abandonments,废置
abandons,退让
abandonware,放弃的
abas,珠玑
abased,自卑
abasement,屈辱
abashing,奔波
abasia,不能行走
abate,减弱
abated,减弱
abatement,减排
abatements,减税
abates,消退
abating,缓和
abatis,鹿寨
abatises,鹿角
abattoir,屠宰场
abattoirs,屠宰场
abaxial,背面
abaya,长袍
abayas,的abayas
abbacies,管区
abbacy,管区
abbas,阿巴斯
abbe,阿贝
abbes,阿贝斯
abbess,住持
abbesses,的abbesses
abbey,僧院
abbeys,修道院
abbot,方丈
abbots,方丈
abbotship,住持
abbreviate,简略
abbreviated,简短的
abbreviates,简略地
abbreviating,缩写
abbreviation,缩写
abbreviations,缩写
abbreviator,惯用缩写字的人
abbreviators,惯用缩写字的人
abc,初步
abdicate,退位
abdicated,退位
abdicates,退位
abdicating,退位
abdication,退位
abdicator,放弃者
abdicators,放弃者
abdomen,腹部
abdomens,腹部
abdomina,腹部
abdominal,腹部的
abdominally,腹腔
abdominals,腹部
abdominoplasty,腹壁整形术
abdominous,大肚子
abducens,外展
abducent,外展
abduct,诱拐
abducted,绑架
abductee,绑架
abductees,被绑架者
abducting,绑架
abduction,绑架
abductions,绑架
abductor,诱拐者
abductores,诱拐者
abductors,绑架
abducts,拐骗
abeam,德硕
abecedarian,初学者
abecedarians,初学者
abed,阿贝德
abele,银白杨
abeles,白杨
abelia,六道木
abelian,阿贝尔
abernethy,阿伯内西
aberrance,变异
aberrancy,偏离导航
aberrant,异常
aberrantly,出轨
aberrated,像差
aberration,像差
aberrational,越轨
aberrations,畸变
abetment,教唆
abets,教唆
abetted,教唆
abetter,教唆
abetters,教唆
abetting,教唆
abettor,帮凶
abettors,教唆者
abeyance,暂时保留
abhor,厌恶
abhorred,憎恶
abhorrence,憎恶
abhorrences,恚恨
abhorrent,可恶
abhorring,憎恶
abhors,憎恶
abid,阿比德
abidance,守法
abide,遵守
abided,遵守
abides,仍住
abiding,守法
abies,冷杉
abigail,阿比盖尔
abigails,阿比盖尔斯
abilities,能力
ability,能力
abiogenesis,自然发生说
abiogenetic,偶发
abiogenic,非生物成因
abiological,非生物
abiotic,非生物
abiotically,非生物
abirritant,缓和刺激的
abject,卑劣
abjection,落魄
abjections,落魄
abjectly,卑鄙地
abjectness,卑鄙
abjects,下流
abjuration,防护灵光
abjurations,的封印
abjure,公开放弃
abjured,发誓放弃
abjurer,誓言
ablactation,断奶
ablactations,断奶
ablate,烧蚀
ablated,烧蚀
ablates,烧蚀
ablating,烧蚀
ablation,切除
ablations,消融
ablatival,夺格
ablative,夺格
ablatively,烧蚀
ablatives,夺格
ablator,烧蚀
ablaut,元音变换
abled,体健
abler,能者多劳
ables,埃布尔斯
ablest,最能干的
ablet,阿不来提
abloom,绽开
abluent,洗净
ablush,脸红地
ablution,沐浴
ablutions,沐浴
ably,巧妙地
abnegate,舍弃
abnegates,放弃
abnegation,克制
abnegations,放弃
abnegator,拒绝者
abnegators,拒绝者
abnormal,异常
abnormalism,变态性
abnormalities,异常
abnormality,异常
abnormally,异常
abnormities,异常现象
abnormity,异常
aboard,船上
abodes,住所
aboil,沸腾的
abolish,取消
abolished,废除
abolisher,活性氧消除
abolishes,废除
abolishing,取消
abolishment,废止
abolishments,废除
abolition,废除
abolitionism,废奴主义
abolitionist,废奴主义者
abolitionists,废奴主义者
abolitions,裁撤
abomasal,真胃
abomasum,皱胃
abominable,可恶
abominably,可恨
abominate,憎恶
abominated,憎恶
abominates,鄙弃
abominating,鄙弃
abomination,厌恶
abominations,可憎的事
aboral,反口
abord,的abord
aboriginal,土著
aboriginality,原始性
aboriginals,原住民
aborigine,原住民
aborigines,原住民
aborning,在生产中
abort,退出
aborted,中止
aborter,中止器
abortifacient,堕胎
abortifacients,堕胎药
aborting,中止
abortion,流产
abortional,流产患者
abortionist,堕胎
abortionists,堕胎
abortions,流产
abortive,未遂
aborts,中止
abortus,流产
abortuses,流产儿
abound,盛产
abounded,盛产
abounding,丰富
abounds,盛产
about,关于
abouts,网店
above,以上
aboveboard,光明正大
aboveground,地上
abracadabra,胡言乱语
abradable,耐磨
abradant,磨料
abradants,研磨材料
abrade,研磨
abraded,磨损
abrader,研磨机
abrades,磨掉
abrading,打磨
abram,亚伯兰
abraser,磨石
abrasion,磨损
abrasions,擦伤
abrasive,磨料
abrasively,磨蚀性
abrasiveness,磨损
abrasives,磨料
abraxas,卫矛尺
abreact,发泄
abreacted,发泄
abreacting,发泄
abreaction,发泄
abreactions,发泄
abreacts,发泄
abreast,并肩
abri,鸡骨草
abridge,删节
abridged,简略
abridgement,删节
abridgements,删节
abridges,不削减
abridging,剥夺
abridgment,删节
abridgments,删节
abrin,相思豆
abroad,国外
abrogate,废除
abrogated,废止
abrogates,废除
abrogating,废除
abrogation,废除
abrogations,废除
abruption,胎盘早剥
abruptly,突然
abruptness,唐突
abscess,脓肿
abscessed,脓肿
abscesses,脓肿
abscise,立即脱落
abscisin,脱落酸
absciss,离层
abscissa,横坐标
abscissae,横坐标
abscissas,横坐标
abscission,脱落
abscond,潜逃
absconded,潜逃
abscondence,潜逃
absconder,潜逃
absconders,潜逃
absconding,潜逃
absconds,潜逃
abseil,绕绳下降
abseiling,绳降
absence,缺席
absences,缺席
absent,缺席
absented,）缺席（
absentee,缺席
absenteeism,旷工
absentees,缺席
absenting,缺席
absently,心不在焉
absentminded,恍惚
absentmindedly,心不在焉
absents,缺席
absinth,苦艾酒
absinthe,苦艾酒
absolute,绝对
absolutely,绝对
absoluteness,绝对性
absoluter,绝对值器
absolutes,绝对
absolution,赦免
absolutions,豁免
absolutism,专制
absolutisms,绝对论
absolutist,专制
absolutists,绝对主义
absolutize,绝对化
absolutized,绝对化
absolutizes,绝对化
absolutizing,绝对值化
absolve,免除
absolved,赦免
absolver,赦罪
absolves,免除
absolving,免除
absorb,吸收
absorbability,吸收
absorbable,吸收
absorbance,吸光度
absorbances,吸光度
absorbancies,吸光
absorbancy,吸光度
absorbant,吸收剂
absorbants,吸收剂
absorbate,吸收物质
absorbed,吸收
absorbedly,不顾
absorbefacient,吸收剂
absorbefacients,吸收剂
absorbencies,吸光度
absorbency,吸收
absorbent,吸水
absorbents,吸收剂
