English,Other
brainchild,#elpensinta
rooted,#enradiki
winnings,#gajna
gossiping,#kla
refinements,#rafina
thrills,#ravi
rehashed,#rema
surfacing,#supri
bore,#teda
ands,_ands_
cayley,_cayley_
computably,_computably_
diffusivity,_conductivity_
conjugacy,_conjugacy_
construed,_construed_
countability,_countability_
denotational,_denotational_
determinately,_determinately_
deviance,_deviance_
diagrammatic,_diagrammatic_
diffusive,_diffusive_
dioptre,_dioptre_
empiric,_empiric_
ergodic,_ergodic_
finiteness,_finiteness_
halving,_halving_
handedness,_handedness_
homological,_homological_
incautious,_incautious_
inhomogeneous,_inhomogeneous_
instantaneous,_instantaneous_
interleave,_interleave_
isometrically,_isometrically_
litotes,_litotes_
loophole,_loophole_
methodologically,_methodologically_
nitpicking,_nitpicking_
notationally,_notationally_
numero,_numero_
odds,_odds_
perspicuous,_perspicuous_
probabilistically,_probabilistically_
quartic,_quartic_
quartiles,_quartiles_
quaternion,_quaternion_
radices,_radices_
ramification,_ramification_
readily,_readily_
recalculate,_recalculate_
recomputing,_recomputing_
rectification,_rectification_
reducibility,_reducibility_
reformulating,_reformulating_
relativistically,_relativistically_
rephrase,_rephrase_
rephrased,_rephrased_
rescaling,_rescaling_
restated,_restated_
retracts,_retracts_
sentential,_sentential_
shied,_shied_
shipbuilders,_shipbuilders_
shortfall,_shortfall_
sinusoid,_sinusoid_
stepwise,_stepwise_
suggestively,_suggestively_
superpose,_superpose_
tachyon,_tachyon_
tautologies,_tautologies_
tenable,_tenable_
traverse,_traverse_
trefoil,_trefoil_
tsp,_tsp_
twiddle,_twiddle_
undecidability,_undecidability_
underwritten,_underwritten_
unphysical,_unphysical_
unsuitability,_unsuitability_
vacuously,_vacuously_
variational,_variational_
wavelet,_wavelet_
wavelike,_wavelike_
abba,aba
haddock,abadejo
abacus,abako
chart,abako
abbey,abatejo
abbeys,abatejoj
abbess,abatino
abbot,abato
abbots,abatoj
abdicating,abdikante
abdicates,abdikas
abdicate,abdiki
abdicated,abdikis
abdication,abdiko
abdomen,abdomeno
abdominal,abdominales
bee,abelo
bees,abeloj
hive,abelujo
beehives,abelujoj
hives,abelujoj
beehive,abelujon
beeswax,abelvakso
aberration,aberacio
aberrations,aberacioj
abydos,abidos
abijah,abija
abimelech,abimelehx
expostulated,abimelehx
fir,abio
firs,abioj
abyssal,abisal
abyssinian,abisena
abyssinia,abisenujo
abysmal,abismaj
abysmally,abismalmente
abyss,abismo
precipice,abismo
chasms,abismoj
abysses,abismojn
deeps,abismojn
precipices,abismojn
chasm,abismon
abjuration,abjuración
abjured,abjurado
ablation,ablacio
softener,ablandador
ablative,ablativo
ablution,ablución
abnegation,abnegacio
sketched,abocetados
splayed,abocinadas
abolishing,aboliciante
abolish,abolicii
abolitionists,aboliciistoj
abolished,aboliciita
abolition,abolicio
atrocious,abomena
viler,abomena
abhorrent,abomenaj
unhallowed,abomenaj
heinous,abomenajn
abomination,abomenajxo
detesting,abomenante
abhor,abomenas
abhorred,abomenas
abominate,abomenas
detests,abomenas
abhors,abomenato
atrocities,abomenaĵojn
atrocity,abomenaĵon
loathsome,abomene
foulness,abomeneco
detest,abomeni
abominably,abomeninda
execrable,abomeninda
detestable,abomenindaj
abominations,abomenindaĵoj
detested,abomenita
abhorrence,abomeno
loathing,abomeno
repugnance,abomeno
loathe,abomenon
subscribing,abonado
subscriber,abonanto
subscribers,abonantoj
subscribe,aboni
subscribed,abonis
subscriptions,abonoj
subscription,abonon
syndication,abonrilato
syndicate,abonrilatu
aborts,abortas
miscarry,abortas
abort,aborti
aborting,aborti
abortion,abortigo
abortions,abortigoj
abortive,abortita
aborted,abortitaj
miscarriage,aborto
miscarriages,abortoj
abrasive,abrasivo
abrasion,abrazio
abrasions,abrazioj
apricot,abrikoto
apricots,abrikotoj
repeals,abrogas
overwhelming,abrumadora
overwhelmingly,abrumadoramente
abrupt,abrupta
abruptly,abrupte
snapped,abruptis
abscess,absceso
boil,abscesoj
boils,abscesoj
botch,abscesoj
abscesses,abscesojn
abscissa,absciso
abscissas,abscisoj
