English,Other
aah,တွေ့တဲ့
aaron,အာရုန်သည်
aaronic,အာရုန်သည်
aaronical,အာရုန်သည်
aaronite,အာရုန်အမျိုးတွင်
aaronitic,အာရုန်အမျိုးတွင်
aback,အံ့သြတုန်လှုပ်စိတ်လှုပ်ရှား
abacus,ပေသီး
abandon,စွန့်ပစ်
abandonable,စွန့်ပစ်
abandoned,စွန့်ပစ်
abandoner,စွန့်ပစ်
abandoners,စွန့်ပစ်
abandoning,စွန့်ခွာ
abandonment,စွန့်ခွာ
abandonments,စွန့်ပစ်
abandons,စွန့်ပစ်
abased,အံ့
abash,ရှကျကှဲ
abashed,ရှကျကှဲ
abashes,အရှက်ကွဲ
abashment,ရှကျကှဲ
abashments,ရှကျကှဲ
abated,ယုတ်လျော့
abba,အဗ္ဗ
abbot,ဆရာတော်
abbots,ဆရာတော်
abbreviate,တိုစေ
abbreviated,အတိုကောက်
abbreviates,အကျဉ်း
abbreviating,တိုစေ
abbreviation,အကျဉ်း
abbreviations,အတိုကောက်
abbreviator,အကျဉ်း
abdicate,ရာထူးစွ
abdomen,ဝမ်း
abdomens,ဝမ်း
abdominal,ဝမ်းဗိုက်
abdominally,ဝမ်းဗိုက်
abdominals,ဝမ်းဗိုက်
abduct,ခေါ်ဆောင်သွား
abducted,ပြန်ပေးဆွဲ
abducting,ခေါ်ဆောင်သွားခြင်း
abduction,ခေါ်ဆောင်သွားခြင်း
abductions,ပြန်ပေးဆွဲခံရသည်
abducts,ခေါ်ဆောင်သွားခြင်း
abel,အာဗေလ
abele,အာဗေလ
abeles,အာဗေလ
aberrance,ထစ်အငေါ့
aberrancies,ထစ်အငေါ့
aberrancy,ထစ်အငေါ့
aberrant,ထစ်အငေါ့
aberrants,ထစ်အငေါ့
aberrated,ထစ်အငေါ့
aberration,ထစ်အငေါ့
aberrational,ထစ်အငေါ့
aberrations,ထစ်အငေါ့
aberrative,ထစ်အငေါ့
aberrator,ထစ်အငေါ့
abetted,ကူညီပေးတာတွေ
abhor,စက်ဆုပ်ရွံ့ရှာလျက်
abhorred,စက်ဆုပ်ရွံရှာတော်
abhorrence,ရွံရှာဘွယ်
abhorrences,ရွံရှာဘွယ်
abhorrencies,စက်ဆုတ်ရွံ့ရှာ
abhorrency,စက်ဆုတ်ရွံ့ရှာ
abhorrent,စက်ဆုတ်ရွံ့ရှာ
abhorrently,စက်ဆုတ်ရွံ့ရှာ
abhorrer,ရွံရှာဘွယ်
abhorrers,စက်ဆုတ်ရွံ့ရှာ
abhorrible,ရွံရှာဘွယ်
abhorring,အလွန်မုန်း
abhorrings,စက်ဆုပ်ရွံရှာ
