English,Other
aangezicht,tau titiro
aani,ääni
aaron,arona
aarons,hapahapai
aback,toheriri
abacus,takatātai
abalone,pāua
abandon,whakarere
abandoned,whakarerea
abandoning,te faaru'eraa i
abandonment,whakarerenga
abandons,whakarerea
abase,te whakaiti
abased,whakaititia
abasement,whakamā
abashed,parure
abate,māriri
abated,iti iho
abatement,tango
abates,ka mauru
abattoir,mīti
abba,apa
abbreviate,a haapoto
abbreviated,haapotohia
abbreviation,whakarāpopototanga
abbreviations,whakapotonga
abdicated,ahuatanga
abdicating,faaru'e
abdication,tuhinga
abdomen,puku
abdominal,puku
abduct,kāhaki
abducted,kahakina
abducting,rohana
abduction,kāhakitanga
abed,mehaka
abel,apera
abele,aro
aberrant,faikehé
aberrations,hape
abetting,meiuga
abeyance,te pīhopatanga o
abhor,whakarihariha
abhorred,whakarihariha
abhorrence,whakarihariha
abhorrent,whakarihariha
abhors,e whakarihariha ana a
abiathar,apiatara
abide,noho
abided,tatari
abides,e noho ana
abideth,pumau
abiding,e mau ana
abigail,apikaira
abijah,apia
abilities,aravihi
ability,aravihi
abimelech,a apimereke
abject,whakahouhou
ablaze,toro
able,taea
ablest,te tomite
ablution,wharepaku
ably,tōtikatia
abner,a apanere
abnormal,rerekē
abnormality,pīari
abnormally,ohoreretia
aboard,runga
abode,i noho
abodes,nohonga
abolish,whakakahore
abolished,whakakahoretia ana
abolishes,memeha
abolishing,whakakore
abolition,tuhinga
abominable,whakarihariha
abominably,whakarihariha
abominate,whakarihariha
abominated,whakarihariha
abomination,whakarihariha
abominations,whakarihariha
aboriginal,taketake
aborigines,tangata maori
abort,haukoti
aborted,haukotia
aborting,haukotia te
abortion,materoto
abortions,mâtutuhia
abortive,korekore ana
aboue,runga ake
abound,hira
abounded,hira rawa
abounding,hira
abounds,hira
about,e pā ana ki
aboute,taha
above,runga
abraded,pahore
abraham,aperahama
abram,aperama
abrasive,auaha
abreast,ritenga
abridge,fakanounou◊i ai
abridged,haapoto
abridgement,fakanounou'i
abridging,haapotoraa i
abridgment,haapotoraa
abroad,waho
abrogate,whakanoa
abrogated,whakakorea
abrogating,päwhera
abrogation,tuhinga
abrupt,ohorere
abruptly,koimutu
absalom,apoharama
abscess,whēwhē
absconded,tahuti
absconding,tititia
abseiling,te whakaheke me
absence,ngaro
absences,ma'iriraa
absent,e ngaro
absented,te wa
absentee,ngaro
absenteeism,hōneatanga
absentees,ngaro
absolute,pūmau
absolutely,tino
absolutes,te mau tăpŭ
absolution,hara
absolves,anga-
absorb,e haru
absorbed,whenumi
absorbing,ngongo
abstain,mawehe
abstained,faka'ehi'ehi '
abstainer,"e kai,"
abstaining,faka'ehi'ehi
abstains,kai
abstention,pare
abstinence,"te nohopuku,"
abstract,waitara
abstracted,terironga
abstraction,oti'a
abstractions,rarahi
abstractly,matūkore
abstracts,rāpopoto
abstruse,ākahukahu
absurd,heahea
absurdities,ngangau
abundance,nui
abundant,nui
abundantly,nui
abuse,tūkino
abused,tūkinotia
abuser,ngaohikoviá
abusers,te tane
abuses,taahoa
abusing,memeha
abusive,taunu
abusively,whakamania
abusiveness,taikaha
abut,kāpīpiti
abutted,tana pāriha
abutting,hoti
abysmal,wāhi
abyss,torere
acacia,hitimi
acacias,hitimi
acad,muto'i
academia,pümätauranga
academic,mātauranga
academically,mātauranga
academics,mātauranga
academies,pukenga
academy,wänanga ako
accede,whakaae
acceded,whakaaetia
acceding,kouna
accelerate,whakatere
accelerated,whakatere
accelerating,tere
acceleration,whakaterenga
accelerations,pokatata
accelerator,whakatere
accent,nako
accented,nako
accents,nako
accentuate,tirohia
accentuated,tohu o
accept,farii
acceptability,tali
acceptable,manakohia
acceptably,fariihia
acceptance,whakaaetanga
acceptation,tangohia
accepted,whakaaetia
accepting,te fariiraa i
accepts,te manako
access,uru
accessed,uru
accesses,whai
accessibility,urutanga
accessible,wātea
accessing,whakauru
accession,rironga
accessories,oko
accessory,apatoko
accident,aituā
accidental,kōpeka
accidentally,pokerehū
accidents,aituā
acclaim,roo
acclaimed,manohi
acclimatisation,"kumanu,"
accolades,ekea
accommodate,hāngai
accommodates,wāhi
accommodating,ngāwari
accommodation,noho
accommodations,maatamaata
accompanied,tahi
accompanies,haere tahi
accompaniment,puoro
accompanist,e pianó
accompany,haere tahi
accompanying,fakataha mo
accompli,tutuki
