English,Other
aanella,äänellä
aao,åäö
aaressa,ääressä
aback,en rygg
abacus,kulram
abaft,akter
abalone,havsöra
abandon,överge
abandoned,övergiven
abandoning,överge
abandonment,nedläggning
abandonne,abandonné
abandons,överger
abase,förnedra
abased,förödmjukad
abasement,förnedring
abash,göra generad
abated,avtagit
abatement,minskning
abates,avtar
abating,avta
abattoir,slakthus
abattoirs,slakterier
abbess,abbedissa
abbeville,omabbeville
abbey,kloster
abbreviate,förkorta
abbreviated,förkortat
abbreviates,förkortar
abbreviating,förkorta
abbreviation,förkortning
abbreviations,förkortningar
abdicate,abdikera
abdicated,abdikerade
abdicates,abdikerar
abdicating,abdikera
abdication,abdikering
abdomen,buken
abduct,bortföra
abducted,kidnappade
abducting,bortförande
abduction,bortförande
abductions,kidnappningar
abductor,abduktor
abductors,kidnappare
abducts,kidnappar
abeam,tvärs
abed,en säng
aberrant,avvikande
aberrations,aberrationer
abet,blåsa
abets,understödjer
abetting,medhjälp
abeyance,vilande
abhor,avskyr
abhorrence,avsky
abhorrent,motbjudande
abiathar,ebjatar
abide,följa
abided,iakttagit
abides,förbliver
abideth,förbliver
abijah,abia
abilities,förmågor
ability,förmåga
abimelech,abimelek
abject,extrem
abjectly,ynkligt
abjured,avsvor
ablate,ablatera
ablating,abiadering
ablative,ablativ
ablaze,lågor
able,kunna
ablest,skickligaste
ablutions,tvagning
ably,skickligt
abnegation,förnekelse
abnormal,onormal
abnormalities,abnormiteter
abnormality,abnormitet
abnormally,onormalt
aboard,ombord
abode,boning
abodes,boningar
abolish,avskaffa
abolished,avskaffas
abolishes,handlar om upphävande av
abolishing,avskaffa
abolition,avskaffande
abolitionists,abolitionister
abominable,avskyvärda
abominably,avskyvärt
abominate,avsky
abomination,avsky
abominations,styggelser
abort,avbryta
aborted,avbruten
aborting,avbryter
abortion,abort
abortionists,abortörerna
abortions,aborter
aborts,avbryter
abound,överflöd
abounded,flödade
abounding,flödande
abounds,flödar
about,om
above,ovan
abraded,slipas
abrasion,nötning
abrasions,skrubbsår
abrasive,slipmedel
abrasively,slipande
abrasiveness,slipförmåga
abrasives,slipmedel
abreast,à jour
abridge,förkorta
abridged,förkortad
abridgement,förkortning
abridging,förkortade
abridgment,förkortning
abroad,utomlands
abrogate,upphäva
abrogated,upphävts
abrogating,upphävande
abrogation,upphävande
abrupt,abrupta
abruptly,abrupt
abruptness,plötslig
abscesses,abscesser
abscissa,abskissa
abscissae,abskissan
abscissas,abskissan
abscond,avvika
absconded,avvikit
absconding,avvikande
absconds,håller sig undan
abseiling,firning
absence,frånvaro
absences,frånvaro
absent,frånvarande
absented,uteblivit
absentee,frånvarande
absenteeism,frånvaro
absentees,frånvarande
absently,frånvarande
absentmindedly,förstrött
absentmindedness,tankspriddhet
absolute,absolut
absolutely,absolut
absoluteness,absoluthet
absolution,avlösning
absolutism,absolut
absolutists,absolut
absolve,frikänna
absolved,befrias
absolves,fråntar
absolving,befria
absorb,absorbera
absorbed,absorberad
absorbency,absorptionsförmåga
absorbent,absorberande
absorber,absorbator
absorbers,absorbenter
absorbing,absorberande
absorbs,absorberar
absorptions,absorptioner
absorptive,absorptiv
absorptivity,absorptionsförmåga
abstain,avstå
abstained,avstod
abstainers,nykterister
abstaining,avstår
abstains,avstår
abstemiousness,avhållsamhet
abstention,nedlagd röst
abstentions,nedlagda
abstinence,avhållsamhet
abstract,abstrakt
abstracted,abstraherat
abstractedly,rött
abstracting,abstrahera
abstraction,abstraktion
abstractions,abstraktioner
abstractly,abstrakt
abstruse,dunkel
absurd,absurt
absurdist,absurdistiska
absurdities,absurditeter
absurdity,absurditet
absurdly,absurt
abundance,överflöd
abundances,bestånd
abundant,riklig
abundantly,rikligt
abus,en buss
abuse,missbruk
abuser,missbrukare
abusers,missbrukare
abuses,missbruk
abusing,missbrukar
abusive,missbruk
abusively,otillbörligen
abut,anligga
abutment,anliggning
abutments,distanser
abutted,anlegat
abutting,anliggande
abysmal,urusla
abyss,avgrund
abysses,avgrunder
abyssinia,abessinien
abyssinians,abessinier
acacia,akacia
acacias,akacior
academia,akademiska
academic,akademiska
academically,akademiskt
academician,akademikern
academicians,akademiker
academics,akademiker
academies,akademier
academy,akademi
accede,ansluta
acceded,anslutit
acceding,anslutande
accelerate,accelerera
accelerated,accelererad
accelerates,accelererar
accelerating,accelererande
accelerations,accelerationer
accelerators,acceleratorer
accelerometer,accelerometern
accelerometers,accelerometrar
accented,accent
accents,accenter
accentuate,accentuera
accentuated,accentueras
accentuates,accentuerar
accentuating,accentuera
accentuation,accentuering
accept,acceptera
acceptability,godtagbarhet
acceptable,acceptabelt
acceptably,acceptabelt
acceptance,godkännande
acceptances,accepter
acceptation,acceptans
accepted,accepterad
accepting,acceptera
acceptors,acceptorer
accepts,accepterar
access,tillgång
accessed,nås
accesses,accesser
accessibility,tillgänglighet
accessible,tillgänglig
accessing,åtkomst
accession,anslutning
accessions,anslutningar
accessories,tillbehör
accessory,tillbehör
accident,olycka
accidental,oavsiktlig
accidentally,oavsiktligt
accidentprone,olycksbenägna
accidents,olyckor
acclaim,bifall
acclaimed,hyllade
acclamation,acklamation
acclimatisation,acklimatisering
acclimatise,acklimatisera
acclimatised,acklimatiseras
accolade,ära
accolades,utmärkelser
accommodate,rymma
accommodated,hyses
accommodates,rymmer
accommodating,mötesgående
accommodation,boende
accommodations,boende
accompanied,åtföljd
accompanies,åtföljer
accompaniment,ackompanjemang
accompaniments,ackompanjemang
accompanist,ackompanjatör
accompany,åtfölja
accompanying,medföljande
accomplice,medbrottsling
accomplices,medbrottslingar
accomplish,åstadkomma
accomplished,kommas
accomplishes,åstad
accomplishing,åstadkomma
accomplishment,prestation
accomplishments,prestationer
accordance,enlighet
accorded,tiller
according,enligt
accordingly,i enlighet därmed
accordion,dragspel
accordionist,drag
accordions,dragspel
accost,tala
accosts,uppsöker
account,konto
accountability,ansvarighet
accountable,ansvarig
accountancy,bokföring
accountant,revisor
accountants,revisorer
accounted,svarade
accounting,redovisning
accounts,konton
accoutrements,utstyrsel
accredit,ackreditera
accreditation,ackreditering
accredited,ackrediterad
accrediting,ackreditera
accredits,ackrediterar
accreted,justeringen
accretion,anhopning
accretions,utväxter
accrual,periodiserad
accruals,periodiserad
accrue,falla
accrued,upplupna
accrues,faller
accruing,härrör
accumulate,ackumulera
accumulated,ackumulerade
accumulates,ackumuleras
accumulating,ackumulera
accumulation,ackumulering
accumulations,ansamlingar
accumulative,ackumulativ
accumulator,ackumulator
accumulators,ackumulatorer
accuracies,noggrannhet
accuracy,noggrannhet
accurate,exakt
accurately,exakt
accursed,fördömda
accurst,förbannad
accusation,anklagelse
accusations,anklagelser
accusative,ackusativ
accuse,anklaga
accused,talade
accusers,anklagare
accuses,anklagar
accusing,anklagar
accustom,vänja
accustomed,van
accustoming,vänja
acentric,acentrisk
acerbic,kärv
aces,ess
acetate,acetat
acetates,acetater
acetic,ättiksyra
acetone,aceton
acetylene,acetylen
achaean,achaiska
achaeans,achaeansen
achaians,achaeansen
ache,värk
ached,värkte
aches,värk
achievable,uppnåe
achieve,uppnå
achieved,uppnås
achievement,prestation
achievements,vinningar
achievers,läsförmåga
achieves,uppnår
achieving,uppnå
aching,värk
achingly,smärt
achromatic,akromatisk
achy,ömmande
acid,syra
acidic,sura
acidification,försurning
acidified,surgjord
acidify,surgör
acidifying,surgörande
acidity,surhet
acidly,syrligt
acidrain,surt regn
acids,syror
acknowledge,erkänna
acknowledged,erkänt
acknowledgement,bekräftelse
acknowledgements,kvittenser
acknowledges,erkänner
acknowledging,erkänner
acknowledgment,bekräftelse
acknowledgments,kvittenser
acne,akne
aconite,stormhatt
acorn,ekollon
acorns,ollon
acoustic,akustisk
acoustical,akustisk
acoustically,akustiskt
acoustics,akustik
acquaint,bekanta
acquaintance,bekantskap
acquaintances,bekanta
acquaintanceship,bekantskap
acquainted,bekant
acquainting,bekanta
acquaints,bekantar
acquiesce,samtycka
acquiesced,godtagit
acquiescence,samtycke
acquiescent,eftergiven
acquiescing,samtycka
acquire,förvärva
acquired,förvärvade
acquirement,ackvisition
acquirer,förvärvare
acquirers,förvärvare
acquires,förvärvar
acquiring,förvärvande
acquis,regelverk
acquisition,förvärv
acquisitions,förvärv
acquisitive,tillgrepps
acquisitiveness,habegär
acquit,frikänna
acquittal,frikännande
acquittals,frikännanden
acquittance,befrielse
acquitted,friades
acre,tunnland
acreage,areal
acres,tunnland
acrid,bitter
acrimonious,bitter
acrimony,bitterhet
acrobat,akrobat
acrobatic,akrobat
acrobatics,akrobatik
acrobats,akrobater
acronym,akronym
acronyms,akronymer
acropolis,akropolis
across,tvärs
acrostic,akrostikon
acrylic,akryl
acrylics,akryler
act,akt
acted,handlat
acting,verkande
actings,camós
actinides,aktinider
action,åtgärd
actionable,angripbara
actions,handlingar
activate,aktivera
activated,aktiverad
activates,aktiverar
activating,aktivering
activation,aktivering
activations,aktive
activator,aktivator
activators,aktivatorer
active,aktiv
actively,aktivt
actives,aktiva
activism,aktivism
activist,aktivist
activists,aktivister
activities,aktiviteter
activity,aktivitet
acton,agera på
actor,skådespelare
actors,aktörer
actress,skådespelare
actresses,skådespelerskor
acts,akter
actual,faktiska
actualisation,aktualisering
actualise,aktualisera
actualised,aktualiseras
actualities,aktualheter
actuality,verkligheten
actually,faktiskt
actuarial,försäkringsteknisk
actuaries,aktuarier
actuary,aktuarie
actuate,manövrera
actuated,manövrerad
actuates,aktiverar
actuating,manövrerings
actuation,aktivering
actuator,manövreringsorgan
actuators,ställdon
actuel,hyresgästen
acuity,synskärpa
acumen,mannaskap
acupuncture,akupunktur
acupuncturist,akupunktör
acupuncturists,akupunktörer
acute,akut
acutely,akut
acuteness,akuta
acyclic,acyklisk
adage,ordspråket
adamant,orubblig
adamantly,benhårt
adapt,anpassa
adaptability,anpassningsförmåga
adaptable,anpassningsbar
adaptation,anpassning
adaptations,anpassningar
adapted,anpassat
adapters,adaptrar
adapting,anpassning
adaptive,adaptiv
adaptively,adaptivt
adaptivity,adaptivitet
adaptor,adapter
adaptors,adaptrar
adapts,anpassar
add,lägga till
adda,lägg till en
added,lade till
addenda,tillsatser
addendum,tillägg
adder,adderare
adders,adderare
addict,missbrukare
addicted,beroende
addiction,missbruk
addictions,beroenden
addictive,beroendeframkallande
addictiveness,beroendeframkallande
addicts,missbrukare
adding,tillsats
addition,tillsats
additional,ytterligare
additionally,dessutom
additions,tillsatser
additive,additiv
additively,additivt
additives,tillsatser
addled,dum
address,adress
addressability,address
addressable,adresser
addressed,adresserade
addressee,adressat
addressees,mottagare
addresses,adresser
addressing,adresse
adds,tillägger
adduce,anföra
adduced,förebringats
adduces,anfört
adducing,anföra
adenine,adenin
adenoids,polyper
adenoma,adenom
adenomas,adenom
adepts,adepter
adequacy,tillräcklighet
adequate,adekvat
adequately,adekvat
adhere,vidhäfta
adhered,vidhäftade
adherence,vidhäftning
adherent,vidhäftande
adherents,anhängare
adheres,vidhäftar
adhering,vidhäftning
adhesion,vidhäftning
adhesions,adhesioner
adhesive,klister
adhesiveness,vidhäftning
adhesives,lim
adiabatic,adiabatisk
adiabatically,adiabatiskt
adipose,adipös
adjacency,närbelägenhet
adjacent,intilliggande
adjacently,intill varandra
adjectival,adjektiv
adjective,adjektiv
adjectives,adjektiv
adjoin,gränsa till
adjoining,angränsande
adjoins,gränsar
adjourn,ajournera
adjourned,ajournerades
adjourning,ajournera
adjournment,ajournering
adjourns,ajournerar
adjudged,bedöms
adjudicate,döma
adjudicated,prövas
adjudicates,dömer
adjudicating,upphandlande
adjudication,prövning
adjunct,komplement
adjuncts,tillsatser
adjuration,besvärjelse
adjure,bönfalla
adjured,besvor
adjust,anpassa sig
adjustable,justerbar
adjusted,justerade
adjuster,justerare
adjusting,justering
adjustment,justering
adjustments,justeringar
adjusts,justerar
adlib,ad lib
admetus,admetos
administer,administrera
administered,administreras
administering,administrering
administers,administrerar
administrate,administrera
administrated,administrerad
administrating,administrera
administration,administrering
administrations,administrationer
administrative,administrativa
administratively,administrativt
administrator,administratör
administrators,administratörer
admirable,beundransvärd
admirably,föredömligt
admiral,amiral
admirals,amiraler
admiralty,amiralsvärdighet
admiration,beundran
admire,beundrar
admired,beundrade
admirer,beundrare
admirers,beundrare
admires,beundrar
admiring,beundra
admiringly,beundrande
admissibility,tillåtlighet
admissible,tillåtlig
admission,inträde
