English,Other
kulfi,(english) kulfi
affirms,: bevestig
emdash,: jy
eradicator,<url>
malwa,<url>
prolog,<url>
agood,? n goeie
apropos,a propos
antitumor,a. procumbens
hornbook,a.b.c. boek
aahed,aa
fondle,aaien
horrendous,aaklig
horrible,aaklige
horrid,aaklige
awfulness,aakligheid
eely,aalachtig
redcurrant,aalbes
currant,aalbessievla
alms,aalmoese
almsdeeds,aalmoese
almsgiving,aalmoese
handouts,aalmoese
almshouse,aalmoeseniershuis
blenny,aalpuit
sniggle,aalsteken
eelskin,aalsvel
anguilliform,aalvormig
eelworm,aalwurm
nematode,aalwurm
nematicidal,aalwurmdodende
nematicide,aalwurmdoder
nematicides,aalwurmdoders
eelworms,aalwurms
nematodes,aalwurms
aloe,aalwyn
aloes,aalwyne
anvil,aambeeld
anvils,aambeeld
incuse,aambeeld slaan
haemorrhoid,aambei
hemorrhoid,aambei
hemorrhoids,aambeie
wheeziness,aamborstigheid
pedunculate,aan beskerming
abord,aan boord
boarded,aan boord
onboard,aan boord
breadthways,aan breedte
breadthwise,aan breedte
latish,aan de late kant
conversely,aan die ander kant
ginning,aan die begin
alight,aan die brand gesteek
ignited,aan die brand gesteek
torched,aan die brand gesteek
underway,aan die gang
denounced,aan die kaak gestel
denounces,aan die kaak stel
revealed,aan die lig gebring
disembarks,aan land gaan
coequal,aan mekaar gelyk
tome,aan my
disembarked,aan wal
straddles,aan weerskante
hilling,aanaarden
tump,aanaarden
mended,aanbeveel
recommend,aanbeveel
recommended,aanbeveel
recommenders,aanbevelers
commendation,aanbeveling
recommendation,aanbeveling
recommending,aanbeveling
recommendations,aanbevelings
commendatory,aanbevelingsbriewe
adore,aanbid
adores,aanbid
cynosure,aanbid
worshiped,aanbid
worshipped,aanbid
worships,aanbid
adorer,aanbidder
worshiper,aanbidder
worshipper,aanbidder
worshipers,aanbidders
worshippers,aanbidders
adoration,aanbidding
adoring,aanbidding
worship,aanbidding
worshiping,aanbidding
worshipping,aanbidding
airlines,aanbied
offerer,aanbieder
offeror,aanbieder
presenter,aanbieder
comperes,aanbieders
presenters,aanbieders
presentable,aanbieding
presenting,aanbieding
offers,aanbiedinge
presentations,aanbiedings
solicitations,aanbiedings
fanning,aanblaas
inflame,aanblaas
revocatory,aanblijven
offer,aanbod
aboard,aanboord
dawning,aanbreek
dawns,aanbreek
delate,aanbrengen
overcoating,aanbrengen
superimposing,aanbrengen
denouncer,aanbrenger
inaugurator,aanbrenger
introducers,aanbrengers
affix,aanbring
affixing,aanbring
affixment,aanbring
appending,aanbring
asswage,aanbring
evening,aand
eventide,aand
nightfall,aand
nocturn,aand opening
luffing,aand windse
complicit,aandadig
attention,aandag
attentional,aandag
attentions,aandag
distracts,aandag
attentive,aandagtig
attentively,aandagtig
intently,aandagtig
share,aandeel
shareholdership,aandeelhouderschap
shareholding,aandeelhouding
