English,Other
medievalism,% medievalismo
fluoride,(mixed isomers)
trichloroethane,(mixed isomers)
pentoxide,(v) երկօքսիդի
colza,(հլածուկի)
unrendered,(չհալեցրած)
shelvings,(ստելլաժ)
acetamid,: acétamide
admin,: admin
conchos,: conchos
definitives,: definitives
indigotin,: indigotin
mein,: mein
didgeridoos,: on
gentilhomme,: seksi
tead,: tð
calyx,: բաժակը
matchup,: պազլեր
wo,[wo]
foldouts,`foldouts
ungraded,`ungraded
acceptee,acceptée
acharne,acharné
actualite,actualité
actualites,actualités
adaptors,adapters
aggrandisement,aggrandizement
agonisingly,agonizingly
aerogel,airgel
ana,ana -
anaesthetics,anesthetics
anaesthetised,anesthetized
annalise,annalize
annualised,annualized
apert,apert-syndrom
apercu,aperçu
apnoea,apnea
applique,appliqué
arabisation,arabization
archaeopteryx,archeopteryx
brachium,arm է
aromatically,aromatically- ի
arriere,arriere շարունակել?
arret,arrêt
arse,ass
auslanders,ausländers
backpedalled,backpedaled
backpedalling,backpedaling
barrelled,barreled
barrelling,barreling
bedevilled,bedeviled
bedevilling,bedeviling
beelines,beeline- ը
behoves,behooves
bejewelled,bejeweled
berettas,berettas է որսորդական հրացան
berlins,berlīns
bialy,biały
blueprinting,blueprinting- ի
fretboard,board
bolivares,bolívares
bombarder,bombardér
breathalysed,breathalyzed
britska,britská
brutalising,brutalizing
branning,bränning
brede,brède
brocolis,brócolis
brulot,brûlot
cabries,cabriès
cabas,cabás
cafetiere,cafetière
cannibalise,cannibalize
cannibalising,cannibalizing
canonisation,canonization
capitalises,capitalizes
carabinero,carabinero- ի
casualisation,casualization
catalogued,cataloged
cataloguing,cataloging
categorising,categorizing
bypaths,catjang-bohne
cecum,cecum թ
coeliac,celiac
centring,centering
centrepiece,centerpiece
caesium,cesium
channelling,channeling
channelise,channelize
chaine,chaîne
chickory,chickory առմամբ
plumose,cirro-stomatous
clamoured,clamored
clamouring,clamoring
colonised,colonized
colonisers,colonizers
coloureds,coloreds
colourfully,colorfully
comitatus,comitatus- ի
confirmee,confirmée
consulship,consulship- ի
containerised,containerized
corticotrophins,corticotrop հ ins
councillorship,councilorship
coved,coved ընկերությունը
cosier,cozier
cosying,cozying
crystallised,crystallized
crepon,crépon
crepy,crépy
cursores,cursors եւ
customisation,customization
customising,customizing
caid,càid
centimo,céntimo
cordobas,córdobas
scalars,d սկալյար
defencemen,defensemen
dehumanising,dehumanizing
demonisation,demonization
demonising,demonizing
demoralised,demoralized
demutualisation,demutualization
demutualise,demutualize
demutualised,demutualized
deputised,deputized
deputising,deputizing
decani,dečani
diallers,dialers
diarrhoeal,diarrheal
dinitrophenol,dinitrophénol
discoloured,discolored
goitre,disease
dishonoured,dishonored
disorganised,disorganized
divot,divot- ը
diabolos,diábolos
donnees,données
doree,dorée
driegh,driegħ
droles,drôles
druse,drüse
duelled,dueled
duelling,dueling
dunes,dunes -
debonnaire,débonnaire
debutants,débutants
decurion,décurion
defier,défier
degringolade,dégringolade
dejeuner,déjeuner
demode,démodé
dopper,döpper
eaux,eaux -
oedema,edema
embusque,embusqué
empanelled,empaneled
empathise,empathize
enamoured,enamored
energising,energizing
epitomises,epitomizes
equalled,equaled
equalisers,equalizers
equalising,equalizing
erotism,erotism: լուրեր
es,es]
oesophagus,esophagus
aesthetician,esthetician
oestrogen,estrogen
eulogised,eulogized
eulogising,eulogizing
evangelisation,evangelization
externalisation,externalization
externalising,externalizing
parapeted,f-layer
faggot,fagot
