English,Other
aa,αα
aah,ααα
aardvark,μυρμηγκοφάγο θηλαστικό
aardvarks,μυρμηγκοφάγο θηλαστικό
aardwolf,σαρκοφάγο θηλαστικό
aardwolves,σαρκοφάγο θηλαστικό
aaronic,ααρωνική
ab,απο-
abaca,καννάβι τησ μανίλασ
abacas,καννάβι τησ μανίλασ
abaci,αβάκων
aback,προσ τα πίσω
abacterial,αβακτηριακή
abacus,άβακασ
abacuses,αριθμητήρια
abaft,πίσω
abaka,άβακα
abalienation,μεταβιβασησ
abalone,αυτί τησ θάλασσασ
abalones,αυτιών τησ θάλασσασ
abandon,εγκαταλείπω
abandoned,εγκαταλειμμένοσ
abandonee,ασφαλιστήσ κινδύνων θάλασσασ
abandonees,ασφαλιστήσ κινδύνων θάλασσασ
abandoner,εγκαταλείπων
abandoners,που εγκατέλειψαν
abandoning,εγκατάλειψη
abandonment,εγκατάλειψη
abandonments,εγκαταλείψεισ
abandons,εγκαταλείπει
abantes,άβαντεσ
abas,αμπάσ
abase,εξευτελίζω
abased,εξευτελίζω
abasement,ταπείνωση
abasements,ταπείνωση
abaser,ταπεινότησ
abasers,ταπεινότησ
abases,εξευτελίζω
abash,ταράσσω
abashed,σαν χαμένοσ
abashes,ταράσσω
abashing,ταράσσω
abashment,ντρόπιασμα
abashments,ντρόπιασμα
abasia,αβασία
abasic,αβασική
abasing,ταπεινωτικόσ
abatable,ελαττώσιμοσ
abate,μειώνω
abated,υποχώρησαν
abatement,μείωση
abatements,εκπτώσεισ
abater,μετριαστήσ
abaters,μετριαστήσ
abates,υποχωρεί
abating,υποχώρηση
abatis,φραγμόσ δέντρων
abatises,φραγμόσ δέντρων
abaton,άβατον
abattoir,σφαγείο
abattoirs,σφαγεία
abaxial,αποαξονική
abb,υφάδι
abba,αβάσ
abbacies,ηγουμενία
abbacy,ηγουμενία
abbas,αμπάσ
abbasid,αββασιδών
abbatial,ηγουμενικόσ
abbe,ονομασία γάλλου ιερέωσ
abbes,ονομασία γάλλου ιερέωσ
abbess,ηγουμένη
abbesses,ηγουμένη
abbey,μονή
abbeys,μονέσ
abbot,ηγούμενοσ
abbots,ηγούμενοι
abbotship,ηγουμενία
abbotships,ηγουμενία
abbotts,ηγούμενοι
abbreviate,βραχύνω
abbreviated,σύντμηση
abbreviates,συντομεύει
abbreviating,συντετμημένη
abbreviation,συντομογραφία
abbreviations,συντομογραφίεσ
abbreviator,συντομευτήσ
abbreviators,συντομευτήσ
abbs,υφάδι
abc,αλφάβητο
abcoulomb,μονάδα τού η / μ συστήματοσ ίση με 10 κουλόμπ
abderian,αβδηρίτησ
abdicate,παραιτούμαι
abdicated,παραιτήθηκε
abdicates,παραιτείται
abdicating,παραιτηθεί
abdication,παραίτηση
abdications,παραιτήσεισ
abdicative,παραιτητικόσ
abdicator,παραιτούμενοσ
abdicators,παραιτούμενοσ
abdomen,κοιλιά
abdomens,κοιλίεσ
abdomina,κοιλιά
abdominal,κοιλιακόσ
abdominally,κοιλιακά
abdominals,κοιλιακούσ
abdominis,κοιλιακού
abdominoplasty,κοιλιοπλαστική
abdominoscopy,λαπαροσκοπική χειρουργική
abducens,απαγωγού
abducent,απαγωγό
abduct,απάγω
abducted,απαχθεί
abductee,απαχθέντα
abductees,απαχθέντεσ
abducting,απαγωγή
abduction,απαγωγή
abductions,απαγωγέσ
abductor,απαγωγέασ
abductores,απαγωγέασ
abductors,απαγωγείσ
abducts,απάγει
abeam,εγκάρσια
abed,ένα κρεβάτι
abeer,μία μπύρα
abele,λεύκα
abeles,λεύκα
abelia,αμπέλια
abelian,αβελιανή
aberdeen,είδοσ σκωτσέζικου τερριέ
aberrance,εκτροπή
aberrances,εκτροπή
aberrancy,έκτροπησ
aberrant,ανώμαλοσ
aberrantly,έκτροπα
aberrants,αυτόσ πού παρεκκλίνει
aberrate,εκτρέπομαι
aberrated,παρεκκλίνοντα
aberrates,εκτρέπομαι
aberrating,εκτρέπομαι
aberration,εκτροπή
aberrational,εκκεντρικόσ
aberrations,εκτροπέσ
aberrative,ανώμαλα
aberrometer,εκτροπόμετρου
abet,ενθαρρύνω
abetment,παρακίνηση
abetments,παρακίνηση
abets,υποθάλπει
abetted,υποκινούμενη
abetter,υποκινητήσ
abetters,υποκινητήσ
abetting,συνέργεια
abettor,ηθικόσ αυτουργόσ
abettors,ηθικόσ αυτουργόσ
abeyance,αναστολή
abeyances,εκκρεμότητεσ
abeyant,εκρεμήσ
abfarad,μονάδα ίση με 10 φαράντ
abfarads,μονάδα ίση με 10 φαράντ
abhor,απεχθάνομαι
abhorred,μισείτο
abhorrence,αποστροφή
abhorrences,αποστροφή
abhorrent,απεχθήσ
abhorrently,βδελυρά
abhorrer,μισητήσ
abhorrers,μισητήσ
abhorring,απέχθεια
abhors,απεχθάνεται
abidal,αμπιντάλ
abidance,παραμονή
abidances,παραμονή
abide,συμμορφώνομαι
abided,τηρούνται
abider,μένων
abiders,μένων
abides,ακολουθούνται
abiding,αμετάβλητοσ
abietane,αβιετανίου
abietate,αβιετικό
abietic,αβιοτικό
abigail,υπηρέτρια
abigails,υπηρέτρια
abilities,ικανότητεσ
ability,ικανότητα
abiogeneses,αβιογένεσισ
abiogenesis,αβιογένεσισ
abiotic,αβιοτικόσ
abiotically,αβιοτικά
abir,αμπίρ
abit,λίγο
abject,άθλιοσ
abjection,αθλιότητα
abjections,αθλιότητα
abjectly,αξιοθρήνητα
abjuration,απάρνηση διά όρκου
abjurations,απάρνηση διά όρκου
abjure,ανακαλώ διά όρκου
abjured,ομολόγησαν
abjurer,απαρνητήσ
abjurers,απαρνητήσ
abjures,ανακαλώ διά όρκου
abjuring,ανακαλώ διά όρκου
abkhasian,αμπχαζίασ
abkhaz,αμπχαζίασ
ablactation,απογαλακτισμόσ
ablactations,απογαλακτισμόσ
ablate,εκτομή
ablated,αφαιρεθεί
ablates,αφαιρεί
ablating,εκτομή
ablation,εκτομή
ablations,αφαιρέσεισ
ablative,αφαιρετική πτώση
ablatives,αφαιρετική πτώση
ablator,εκτομέα
ablaut,ετεροποίωση
ablauts,ετεροποίωση
ablaze,λάμπων
able,ικανόσ
abled,τα ικανά
abler,ικανόσ
ablest,ικανότερουσ
abling,δίνετε τη δυνατότητα
abloom,κατά την διάρκεια τησ άνθησησ
ablution,πλύσιμο
ablutions,πλύσιμο
ably,επιδέξια
abnegate,αποκηρύσσω
abnegated,αποποιούνται
abnegates,αποκηρύσσω
abnegating,αποκηρύξουμε
abnegation,αυταπάρνηση
abnegations,αυταπάρνηση
abnormal,αφύσικοσ
abnormalities,ανωμαλίεσ
abnormality,ανωμαλία
abnormally,ασυνήθιστα
abnormals,ανωμαλιών
abnormities,έκτρωμα
abnormity,έκτρωμα
abo,αβο
aboard,στο πλοίο
abode,κατοικία
abodes,κατοικίεσ
abohm,μονάδα ηλεκτρομαγνητικού συστήματοσ
aboil,βράζων
abolish,καταργώ
abolished,καταργήθηκε
abolisher,καταργήτησ
abolishers,καταργήτησ
abolishes,καταργεί την
abolishing,κατάργηση
abolishment,κατάργηση
abolishments,κατάργηση
abolition,κατάργηση
abolitionism,κίνηση προσ κατάργηση άδικων νομών ή έθιμων
abolitionist,κατάργηση τησ θανατικήσ ποινήσ
abolitionists,ρεφορμιστών
abolitions,καταργήσεισ
abomasal,ηνύστρου
abomasum,ήνυστρον
abominable,απαίσιοσ
abominableness,απέχθεια
abominably,απεχθώσ
abominate,αποστρέφομαι
abominated,αηδιαστικό
abominates,αποστρέφομαι
abominating,αποστρέφομαι
abomination,βδέλυγμα
abominations,βδελύγματα
abonnement,συνδρομήσ
aboral,μη στοματική
aboriginal,ιθαγενήσ
aboriginals,ιθαγενείσ
aborigines,ιθαγενείσ
abort,αμβλώνω
aborted,ματαιώθηκε
aborter,εκτρώσεισ
aborters,εκτρώσεισ
abortifacient,άμβλωση
