English,Other
ich,.аз
regal,.насли
unobserved,.онҳое
motheaten,.тилло
inquisitor,^ evg
acclimatisation,acclimatization
actualise,actualize
aggrandisement,aggrandizement
agonise,agonize
agonised,agonized
agonisingly,agonizingly
isto,aisskā аст
analysers,analyzers
anaesthetics,anesthetics
anaesthetist,anesthetist
anaesthetists,anesthetists
anaesthetised,anesthetized
antagonised,antagonized
antagonising,antagonizing
apnoea,apnea
apologises,apologizes
appetiser,appetizer
appetising,appetizing
aqua­,aqua
archaeopteryx,archeopteryx
backpedalled,backpedaled
backpedalling,backpedaling
barrelled,barreled
bedevilled,bedeviled
bejewelled,bejeweled
breathalysed,breathalyzed
brutalised,brutalized
brutalising,brutalizing
romagna,budrio
bu,bù
ca©tait,ca © tait
caddie,caddy
cannibalise,cannibalize
cannibalising,cannibalizing
canonisation,canonization
capitalises,capitalizes
capitalising,capitalizing
catalyse,catalyze
categorise,categorize
categorising,categorizing
ca¦sar,ca|sar
centring,centering
centrepiece,centerpiece
channelling,channeling
chaines,chaînes
chequebook,checkbook
chequebooks,checkbooks
chequer,checker
chequered,checkered
chequers,checkers
clamouring,clamoring
colonised,colonized
colonisers,colonizers
colonising,colonizing
colourings,colorings
conceptualised,conceptualized
councillors,councilors
cosier,cozier
crystallise,crystallize
crystallised,crystallized
dissected,csirt- ҳоро
cups,cups-
kerbs,curbs
customisable,customizable
decentralising,decentralizing
decolonisation,decolonization
decriminalisation,decriminalization
decriminalise,decriminalize
decriminalised,decriminalized
decriminalising,decriminalizing
defenceless,defenseless
demilitarisation,demilitarization
demobilised,demobilized
demonise,demonize
demoralise,demoralize
demoralised,demoralized
deputise,deputize
deputised,deputized
deputising,deputizing
despua©s,despua © р
destabilised,destabilized
dialler,dialer
discoloured,discolored
dishevelled,disheveled
disorganisation,disorganization
disorganised,disorganized
doughnuts,donuts
draughtsman,draftsman
drams,dram дошт
dramatised,dramatized
duelled,dueled
duelling,dueling
empathise,empathize
energising,energizing
enrolments,enrollments
entendre,entender
epitomise,epitomize
epitomised,epitomized
epitomises,epitomizes
equalisation,equalization
equalised,equalized
equalisers,equalizers
oesophagus,esophagus
espa©rance,espa © rance
aesthete,esthete
eulogising,eulogizing
fa,f-
fa»t,f-»т
faggot,fagot
faggots,fagots
fertilised,fertilized
fervour,fervor
flavoured,flavored
flavourings,flavorings
fogey,fogy
formalising,formalizing
fossilised,fossilized
francais,français
fuelling,fueling
funnelled,funneled
galvanise,galvanize
generalise,generalize
greyer,grayer
greying,graying
greys,grays
grovelling,groveling
guerin,guérin
hectolitres,hectoliters
haematoma,hematoma
haemophiliacs,hemophiliacs
humoured,humored
humourless,humorless
hurrah,hurray
hypnotised,hypnotized
idealised,idealized
idolised,idolized
immobilise,immobilize
immobilised,immobilized
immobiliser,immobilizer
immortalised,immortalized
imperilled,imperiled
initialled,initialed
enquires,inquires
institutionalise,institutionalize
internalise,internalize
internalised,internalized
internationalised,internationalized
jozef,irf
jerusala©n,jerusala © м
jewelled,jeweled
ju,jü
kruger,krüger
lacklustre,lackluster
legitimise,legitimize
legitimised,legitimized
leukaemia,leukemia
leveller,leveler
aliment,loading...
alligators,loading...
apprized,loading...
cuirasses,loading...
diverse,loading...
faculte,loading...
fender,loading...
fiery,loading...
heil,loading...
jagienka,loading...
maªme,loading...
mind,loading...
nightdresses,loading...
reconsideration,loading...
roam,loading...
skam,loading...
tradesman,loading...
tucks,loading...
underexploited,loading...
undernourishment,loading...
worry,loading...
lupin,lupine
manoeuvrability,maneuverability
manoeuvred,maneuvered
marginalisation,marginalization
marginalise,marginalize
marvellously,marvelously
materialise,materialize
materialises,materializes
maximisation,maximization
maximises,maximizes
medallists,medalists
mesmerised,mesmerized
mesmerising,mesmerizing
militarisation,militarization
millilitres,milliliters
millimetre,millimeter
millimetres,millimeters
miniaturised,miniaturized
misdemeanour,misdemeanor
misdemeanours,misdemeanors
