English,Other
aao,lasd fent
aardwolf,cibethiina
aback,megdvbbent
abacus,golyss szamolsgip
abaft,hajs fara feli
abalone,kaliforniai eheto kagyls
abandon,elhagyni
abandoned,elhagyatott
abandoning,felhagy
abandonment,lemondas
abandons,felhagy
abase,megalaz
abased,megalazott
abasement,megalazkodas
abash,megszigyenmt
abashed,elkipedt
abate,irvinytelenmt
abated,csillapodott
abatement,csvkkentisi
abating,mirsiklodik
abattoir,vagshmd
abattoirs,vagshidakon
abbas,abbasz
abbess,apaca-fonvkasszony
abbey,apatsag
abbeys,apatsagok
abbot,apat
abbots,apatok
abbreviate,rvvidmt
abbreviated,rvvidmtett
abbreviates,rvvidmti
abbreviating,rvvidmtj|k
abbreviation,rvvidmtis
abbreviations,rvvidmtisek
abdicate,lemond
abdicated,lemondott
abdicates,lemond
abdicating,elhanyagolja
abdication,lemondasa
abdomen,has
abdominal,hasi
abduct,elrabol
abducted,elrabolt
abducting,jogellenesen
abduction,elrablasa
abductions,emberrablasok
abductor,emberrabls
abducts,elrabolja
abeam,haranthelyzetben
abed,egy agy
abelard,abilard
aberrant,aberrans
aberration,eltiris
aberrations,aberracisk
abet,felbujt
abetted,bmztattak
abetting,bunpartolas
abeyance,felf|ggesztve
abhor,gyulvl
abhorred,irtszott
abhorrence,undor
abhorrent,gyulvletes
abhors,irtszik
abiathar,abjatharnak
abide,maradjatok
abided,kitartott
abides,istenben marad
abideth,megmarad
abiding,maradands
abijah,abija
abilities,tehetsig
ability,kipessig
abimelech,abimilek
abject,alavals
abjectly,aljasul
abjure,esk|vel tagad
abjured,esk|vel
ablate,kivagjunk
ablating,ablaciss
ablation,ablacis
ablative,ablativus
ablaze,langols
able,kipes
abloom,viragozva
ablution,szertartasos mosdas
ably,|gyesen
abnegation,vnmegtagadas
abnormal,rendellenes
abnormalities,rendellenessigek
abnormality,rendellenessig
abnormally,abnormalisan
aboard,fedilzeten
abode,lakshely
abolish,eltvrvl
abolished,eltvrvlte
abolishes,eltvrli
abolishing,eltvrlise
abolition,eltvrlis
abolitionist,eltvrlisparti
abolitionists,abolicionistak
abominable,utalatos
abominably,fvrtelmesen
abominate,utal
abominated,undorahoz
abomination,utalatos
abominations,ztalatossagait
aboriginal,bennsz|lvtt
aborigines,osflsra
abort,elvetil
aborted,megszakmtva
aborting,kilipis
abortion,magzatelhajtas
abortionist,magzatelhajts
abortionists,abortusz
abortions,abortusz
abortive,elvetilt
aborts,megszakmtja
abound,bovelkedik
abounded,bovelkedett
abounding,gazdag
abounds,bovelkedik
about,kvr|lbel|l
above,felett
abraded,horzsolt
abrasion,horzsolas
abrasions,horzsolasok
abrasive,csiszols
abrasiveness,szrlsdastsl
abrasives,csiszolsanyagok
abreast,egymas mellett
abridge,rvvidmt
abridged,rvvidmtett
abridgement,rvvidmtis
abridgment,rvvidmtis
abroad,k|lfvldvn
abrogate,hatalyon kmv|l helyezi
abrogated,hatalyon kmv|l helyezte
abrogating,megsz|nteto
abrogation,eltvrlis
abrupt,hirtelen
abruptly,hirtelen
abruptness,hirtelensig
absalom,absolon
abscess,talyog
abscesses,talyogok
abscissa,abszcissza
abscissae,abszcissza
abscissas,abszcisszai
abscond,megszvkik
absconded,megszvkvtt
absconding,szvkis
absconds,ismeretlen helyen tartszkodik
abseiling,ereszkedis
absence,tavollit
absences,hianyzas
absent,hianyzs
absentee,tavollevo
absenteeism,hianyzas
absentees,hianyzsk
absently,szsrakozottan
absentminded,szsrakozott
absentmindedly,szsrakozottan
absentmindedness,figyelmetlensigin
absinthe,abszint
absolute,abszolzt
absolutely,teljesen
absoluteness,korlatlan hatalom
absolutes,abszolztumok
absolution,feloldozas
absolutism,abszolutizmus
absolutist,abszolutista
absolve,feloldoz
absolved,mentes|l
absolving,felmenti
absorb,felszmvja
absorbed,elnyelt
absorbency,nedvszmvs
absorbent,felszmvs
absorber,elnyelo anyag
absorbers,lengiscsillapmtsk
absorbing,elnyelo
absorbs,elnyeli
absorption,felszmvsdas
absorptions,abszorpcisk
absorptive,felszmvs
absorptivity,abszorpcis kipessig
abstain,tartszkodni
abstained,tartszkodott
abstainer,bornemissza
abstainers,absztinensek
abstaining,tartszkodasaval
abstains,tartszkodik
abstemious,mirtikletes
abstemiousness,kvlcsi mirtikletessigihez
abstention,tartszkodas
abstentions,tartszkodas
abstinence,vnmegtartsztatas
abstinent,vnmegtartsztats
abstract,absztrakt
abstracted,elvonatkoztatott
abstractedly,szsrakozottan
abstracting,referals
abstraction,absztrakcis
abstractions,absztrakcisk
abstractly,szsrakozottan
abstracts,kivonatok
abstrakte,absztrakt
abstruse,homalyos
absurd,abszurd
absurdist,abszurd
absurdities,kiptelensigek
absurdity,kiptelensig
absurdly,kiptelen|l
abundance,bosig
abundances,bosigeknek
abundant,bosiges
abundantly,bosigesen
abus,egy busz
abuse,visszailis
abused,bantalmazott
abuser,bantalmazs
abusers,bantalmazsk
abuses,visszailisek
abusing,visszail
abusive,sirtegeto
abusively,visszailisszeruen
abut,hataros vmivel
abutment,tamfal
abuzz,z|mmvgo
abysmal,feneketlen
abysmally,tapasztalhats rendkmv|l
abyss,szakadik
abyssal,milytengeri
abysses,szakadik
abyssinia,abesszmniat
abyssinian,abesszin
acacia,akac
acacias,akac
academia,egyetemek
academic,akadimiai
academical,akadimiai
academically,tudomanyosan
academician,akadimikus
academicians,akadimikusok
academics,akadimikusok
academies,akadimiak
academy,akadimia
acadian,akkad
acadians,akkadoktsl
acanthus,akantuszfu
accede,csatlakozasra
acceded,csatlakozott
acceding,csatlakozs
accelerate,felgyorsmtasa
accelerated,felgyorsult
accelerates,gyorsmtja
accelerating,gyorsuls
acceleration,gyorsulas
accelerations,gyorsulasok
accelerator,gyorsmts
accelerators,gyorsmtsk
accelerometer,gyorsulasmiro
accelerometers,gyorsulasmiruket
accent,ikezet
accented,ikezetes
accents,ikezetek
accentuate,hangszlyoz
accentuated,hangszlyos
accentuates,ilezi
accentuating,hangszlyozasaval
accentuation,hangszlyozas
accept,elfogad
acceptability,elfogadhatssag
acceptable,elfogadhats
acceptably,elfogadhatsan
acceptance,elfogadas
acceptances,vitelek
acceptation,elfogadasra
accepted,elfogadott
accepter,elfogads
accepting,elfogads
acceptor,elfogads
acceptors,akceptorokkal
accepts,elfogadja
access,hozzafiris
accessed,elirheto
accesses,hozzafirisek
accessibility,megkvzelmthetosig
accessible,hozzafirheto
accessing,hozzafiris
accession,csatlakozas
accessions,csatlakozasok
accessories,tartozikok
accessory,tartozik
accidence,alapelemek
accident,baleset
accidental,viletlen
accidentally,viletlen|l
accidents,balesetek
acclaim,elismerist
acclaimed,elismert
acclamation,kvzfelkialtassal
acclimatisation,akklimatizalsdas
acclimatise,akklimatizalsdni
acclimatised,szoktatni
acclimatising,akklimatizalas
acclivity,emelkedo
accolade,elismeris
accolades,elismerisek
accommodate,elhelyezisire
accommodated,elszallasolva
accommodates,befogadja
accommodating,elozikeny
accommodation,szallas
accommodations,szallasok
accompanied,csatolni
accompanies,kmsiri
accompaniment,kmsiret
accompaniments,kmsiroi
accompanist,kmsiro
accompany,kmsiro
accompanying,kmsiro
accomplice,bunriszes
accomplices,buntarsai
accomplish,valssmtani
accomplished,megvalssmthats
accomplishes,megvalssmtja
accomplishing,megvalssmtasara
accomplishment,teljesmtminy
accomplishments,teljesmtminyek
accord,egyetirtis
accordance,szerint
accordant,vsszhangban livo
accorded,ilvezik
according,szerint
accordingly,ennek megfeleloen
accordion,harmonika
accordionist,harmonikas
accordions,tangsharmonika
accords,akkordjai
accost,megszslmt
accosted,megszslmtott
account,szamla
accountability,felelossigre vonhatssag
accountable,felelossigre vonhats
accountancy,szamviteli
accountant,kvnyvelo
accountants,kvnyvelok
accounted,elszamolt
accounting,szamvitel
accounts,szamlak
accoutrements,cicoma
accredit,akkreditalja
accreditation,akkreditaciss
accredited,meghatalmazott
accrediting,akkreditaciss
accredits,akkredital
accreted,vsszenott
accretion,nvvekedis
accretions,nvvekminyivi
accrual,eredminyszemliletu
accruals,elhatarolasok
accrue,nvvekszik
accrued,felhalmozott
accrues,halmoz
accruing,bsl
accumulate,felhalmozsdnak
accumulated,felgy|lemlett
accumulates,felhalmozsdik
accumulating,felhalmozsds
accumulation,felhalmozsdas
accumulations,felhalmozsdasok
accumulative,felhalmozsds
accumulator,akkumulator
accumulators,akkumulatorok
accuracies,pontossag
accuracy,pontossag
accurate,pontos
accurately,pontosan
accursed,elatkozott
accurst,atokkal szjtott
accusation,vad
accusations,vadak
accusative,targyeset
accusatory,vadols
accuse,vadol
accused,vadlott
accuser,vadls
accusers,vadlsk
accuses,vadolja
accusing,vadls
accusingly,vadlsn
accustom,hozzaszoktat
accustomed,megszoktak
accustoming,hozzaszoktatni
ace,asz
acerbic,fanyar
acerbity,keserusig
acers,az acer
aces,asz
acetate,acetat
acetates,acetatjaik
acetic,ecetsav
acetone,aceton
acetylene,acetilin
ach,inden
ache,faj
ached,fajt
aches,fajdalmak
achievable,elirheto
achieve,elirise
achieved,elirt
achievement,kit|ntetist
achievements,eredminyek
achiever,tanul
achievers,teljesmtok
achieves,valssmtja
achieving,elirise
aching,fajs
achingly,fajdalmasan
achromatic,akromatikus
acid,sav
acidic,savas
acidification,savasodas
acidified,savanymtott
acidify,savasodik
acidifying,savasmts
acidity,savassagat
acidly,csmposen
acidrain,savas eso
acids,savak
acknowledge,elismerik
acknowledged,elismert
acknowledgement,elismeris
acknowledgements,elismerisek
acknowledges,elismeri
acknowledging,elismerve
acknowledgment,elismeris
acknowledgments,elismerisek
acme,cszcspont
acne,pattanas
acolyte,oltarszolga
acolytes,tanoncok
aconite,sisakvirag
acorn,makk
acorns,makk
acoustic,akusztikus
acoustical,akusztikai
acoustically,akusztikailag
acoustics,akusztika
acp,akcs
acquaint,megismertet
acquaintance,ismeretsig
acquaintances,ismerosvk
acquaintanceship,ismeretsigi
acquainted,ismerkedis
acquainting,megismertetise
acquaints,megismertet
acquiesce,beleegyezik
acquiesced,elturte
acquiescence,hallgatslagos beleegyezis
acquiescent,beleegyezo
acquire,megszerzisire
acquired,szerzett
acquirement,megszerzis
acquirements,elsajatmtott tudas
acquirer,felvasarls
acquirers,elfogadsk
acquires,szerez
acquiring,megszerzise
acquis,vmvmanyok
acquisition,beszerzis
acquisitions,felvasarlasok
acquisitive,nyeresigvagys
acquit,viszonoz
acquits,felmenti
acquittal,felmentis
acquittals,felmentisek
acquitted,felmentettik
acquitting,felmento
acreage,vetister|lete
acres,hold
acrid,fanyar
acrimonious,elkeseredett
acrimony,csmpossig
acrobat,akrobata
acrobatic,akrobatikus
acrobatics,akrobatika
acrobats,akrobatak
acronym,mozaikszs
acronyms,mozaikszavak
acropolis,akropolisz
across,keresztben
acrostic,akrosztikon
acrylic,akril
acrylics,akril
act,felvonas
acted,jart el
acting,hats
actings,tinykedisire
actinides,aktinidek
action,akcis
actionable,perelheto
actions,akcisk
actium,actiumi
activate,aktivalja
activated,aktivalt
activates,aktivalja
activating,aktivals
activation,aktivalas
activations,aktivalas
activator,aktivator
activators,aktivatorok
active,aktmv
actively,aktmvan
